FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA,household_id
0,1,1,2,27,8,6,2,2,232,83
0,0,0,0,0,0,99,0,0,176,84
0,1,1,2,39,7,18,6,2,125,85
0,2,0,0,0,14,99,1,2,130,86
0,0,0,0,0,0,99,0,0,15,87
0,2,0,0,0,12,99,4,2,202,88
0,1,1,1,59,10,99,9,2,81,89
0,2,1,0,0,8,99,3,2,10,90
0,1,1,2,44,5,18,7,2,224,91
0,1,1,1,45,8,18,5,2,109,92
0,1,1,2,59,14,16,7,2,111,93
0,2,0,0,0,5,99,4,2,20,94
0,1,1,1,59,9,32,6,2,157,95
0,2,1,0,0,8,99,5,2,28,96
0,2,1,0,0,4,99,5,2,84,97
0,1,1,1,59,20,50,5,2,38,98
0,1,1,1,59,9,27,6,2,11,99
0,1,1,1,59,10,7,3,2,112,100
0,2,0,0,0,11,99,4,2,143,101
0,1,1,1,38,8,22,5,2,204,102
0,1,1,1,59,12,27,9,2,187,103
0,2,0,0,0,3,99,1,2,55,104
0,1,1,1,59,8,29,8,2,180,105
0,2,0,0,0,8,99,4,2,24,106
0,2,0,0,0,4,99,3,2,171,107
0,1,1,0,37,20,5,3,2,232,108
0,2,1,0,0,9,99,3,2,66,109
0,2,0,0,0,6,99,3,2,146,110
0,1,1,2,42,6,11,6,2,104,111
0,1,1,1,44,6,13,4,2,67,112
0,2,0,0,0,6,99,4,2,96,113
0,1,1,2,50,4,15,5,2,9,114
0,2,0,0,0,9,99,1,2,148,115
0,1,1,0,24,4,2,4,2,218,116
0,1,1,2,47,7,21,5,2,230,117
0,2,0,0,0,2,99,2,2,192,118
0,1,1,2,59,9,24,6,2,122,119
0,2,0,0,0,6,99,4,2,112,120
0,2,1,0,0,9,99,6,2,94,121
0,1,1,1,40,9,14,7,2,220,122
0,2,0,0,0,99,99,4,2,73,123
0,2,1,0,0,12,99,5,2,74,124
0,1,0,1,20,6,18,4,2,224,125
0,1,1,0,29,8,19,6,2,214,126
0,2,0,0,0,6,99,2,2,136,127
0,1,1,1,49,6,31,6,2,76,128
0,2,1,0,0,2,99,3,2,123,129
0,2,1,0,0,22,99,5,2,17,130
0,1,1,1,59,8,33,5,2,71,131
0,1,1,1,59,6,48,7,2,150,132
0,1,1,2,59,7,20,7,2,84,133
0,1,1,1,59,10,45,9,2,176,134
0,1,0,1,39,3,18,4,2,204,135
0,2,1,0,0,2,99,4,2,216,136
0,1,1,2,59,5,15,7,2,220,137
0,1,1,0,40,2,11,3,2,220,138
0,1,1,0,48,7,35,3,2,120,139
0,2,1,0,0,10,99,3,2,145,140
0,1,1,2,40,6,18,7,2,5,141
0,1,1,1,50,7,27,8,2,197,142
0,2,0,0,0,99,99,3,2,47,143
0,1,1,2,59,7,16,4,2,223,144
0,1,1,1,50,12,27,9,2,11,145
0,1,1,0,29,6,7,6,2,222,146
0,1,1,1,31,17,18,8,2,188,147
0,1,1,0,59,12,17,6,2,42,148
0,0,0,0,0,0,99,0,0,218,149
0,1,1,0,59,6,22,7,2,167,150
0,0,0,0,0,0,99,0,2,113,151
0,1,1,0,59,10,3,4,1,157,152
0,2,1,0,0,7,99,5,2,170,153
0,0,0,0,0,0,99,0,0,135,154
0,1,1,2,43,6,22,5,2,94,155
0,0,0,0,0,0,99,0,0,199,156
1,2,0,0,0,10,99,0,2,176,157
0,2,0,0,0,4,99,1,2,130,158
0,2,1,0,0,99,99,3,2,133,159
0,1,1,1,14,8,11,4,2,174,160
0,2,0,0,0,3,99,3,2,94,161
0,2,0,0,0,10,99,4,2,177,162
0,2,1,0,0,99,99,5,2,201,163
0,1,0,2,37,11,17,4,2,4,164
0,1,1,0,37,4,11,5,2,22,165
0,2,1,0,0,6,99,3,2,146,166
0,1,1,1,59,10,47,7,2,54,167
0,1,1,1,39,8,76,9,2,55,168
0,1,1,0,48,6,27,5,2,62,169
0,1,1,0,56,5,2,6,2,196,170
0,2,1,0,0,15,99,6,2,96,171
0,2,1,0,0,5,99,4,2,222,172
0,2,0,0,0,4,99,2,2,191,173
0,2,0,0,0,4,99,2,2,193,174
0,2,0,0,0,8,99,3,2,223,175
0,1,1,1,59,5,27,5,2,125,176
0,1,1,2,40,7,22,6,2,29,177
0,1,1,2,59,19,35,9,2,130,178
0,2,0,0,0,4,99,2,2,118,179
0,1,1,1,49,10,16,6,2,28,180
0,1,1,0,59,9,35,7,2,38,181
0,1,1,1,59,13,34,7,2,36,182
0,1,1,1,50,6,18,6,2,34,183
0,1,1,1,45,7,35,6,2,38,184
0,1,1,1,46,9,27,8,2,197,185
0,1,1,0,41,8,20,9,2,223,186
0,1,1,1,38,7,13,5,2,134,187
0,2,1,0,0,6,99,6,2,94,188
0,1,2,1,42,7,22,4,2,206,189
0,2,1,0,0,10,99,6,2,112,190
0,2,1,0,0,8,99,2,2,52,191
0,1,1,0,42,9,8,6,2,89,192
0,2,0,0,0,10,99,4,2,7,193
0,2,1,0,0,5,99,5,2,160,194
0,0,0,0,0,0,99,0,0,231,195
0,2,0,0,0,20,99,3,2,90,196
0,2,0,0,0,8,99,2,2,119,197
0,1,1,1,59,8,24,6,2,205,198
0,2,0,0,0,6,99,4,2,99,199
0,1,1,2,34,3,14,3,2,164,200
0,2,0,0,0,6,99,2,1,121,201
0,2,0,0,0,2,99,1,2,178,202
0,2,1,0,0,16,99,4,2,111,203
0,2,0,0,0,4,99,3,2,99,204
0,2,0,0,0,4,99,2,2,16,205
0,1,1,1,59,7,49,9,2,39,206
0,2,1,0,0,7,99,5,2,181,207
0,2,0,0,0,8,99,3,2,181,208
0,2,0,0,0,7,99,4,2,144,209
0,1,1,1,59,4,18,5,2,205,210
0,2,0,0,0,3,99,3,2,217,211
0,2,0,0,0,1,99,3,2,225,212
0,1,1,1,29,4,18,3,2,98,213
0,2,0,0,0,4,99,4,2,78,214
0,2,1,0,0,0,99,4,2,18,215
0,2,0,0,0,21,99,2,2,41,216
0,1,1,1,30,1,6,4,2,68,217
0,1,1,1,39,8,27,6,2,180,218
0,1,1,2,32,5,16,2,2,1,219
0,1,1,1,59,5,54,9,2,133,220
0,1,1,2,59,10,23,6,2,122,221
0,2,1,0,59,4,26,6,2,60,222
0,1,1,2,43,6,18,7,2,185,223
0,1,1,0,45,20,13,7,2,126,224
0,1,1,1,59,6,57,6,2,83,225
0,1,1,1,59,10,39,7,2,56,226
0,2,1,0,0,7,99,4,2,98,227
0,2,1,0,0,3,99,3,2,56,228
0,1,1,0,39,7,27,7,2,52,229
0,1,1,0,48,8,17,3,2,143,230
0,0,0,0,0,0,99,0,0,43,231
0,1,1,1,59,9,27,6,2,11,232
0,2,0,0,0,12,99,4,2,98,233
0,1,0,0,34,6,99,6,2,142,234
0,1,1,1,59,12,64,7,2,74,235
0,1,1,1,59,6,28,5,2,33,236
0,1,1,2,59,10,26,8,2,13,237
0,2,0,0,0,13,99,2,2,90,238
0,1,1,1,43,12,27,3,2,229,239
0,1,1,2,48,3,17,4,2,130,240
0,1,1,1,59,10,34,8,2,87,241
0,1,1,2,59,10,13,6,2,68,242
0,1,1,1,59,9,38,9,2,118,243
0,2,0,0,0,2,99,5,2,200,244
0,1,1,1,46,11,16,7,2,24,245
0,1,1,1,31,3,7,3,2,68,246
0,2,0,0,0,8,99,2,2,35,247
0,2,0,0,0,99,99,3,2,69,248
0,1,1,2,37,7,9,3,2,97,249
0,2,1,0,0,6,99,4,2,94,250
0,2,1,0,0,0,99,4,2,2,251
0,2,0,0,0,2,99,3,2,85,252
0,2,0,0,0,9,99,6,2,6,253
0,1,1,1,59,13,14,7,2,21,254
0,1,1,0,59,6,7,3,2,24,255
0,1,1,0,21,8,2,5,2,29,256
0,1,1,0,59,9,16,5,2,113,257
0,0,0,0,0,0,99,0,0,94,258
0,2,1,0,0,8,99,5,2,94,259
0,1,1,0,46,7,22,9,2,43,260
0,2,1,0,0,3,99,4,2,112,261
0,1,1,0,45,6,14,4,2,173,262
0,1,1,2,59,6,18,8,2,122,263
0,1,1,1,40,6,13,5,2,93,264
0,0,0,0,0,0,99,0,0,231,265
0,2,0,0,0,3,99,4,2,151,266
0,1,1,1,41,10,18,6,2,66,267
0,1,1,0,0,8,12,3,2,232,268
0,0,0,0,0,0,99,0,0,93,269
0,1,1,1,59,8,35,7,2,138,270
0,2,0,0,0,4,99,2,2,121,271
0,2,0,0,0,4,99,4,2,121,272
0,2,1,0,0,5,99,4,2,123,273
0,2,0,0,0,3,99,1,2,205,274
0,2,0,0,0,7,99,3,2,3,275
0,1,1,1,48,9,21,6,2,78,276
0,1,0,1,59,3,18,3,2,199,277
0,1,1,1,42,7,19,7,2,225,278
0,1,1,2,30,3,18,6,2,12,279
0,1,1,1,44,10,24,5,2,204,280
0,1,1,1,59,7,42,6,2,118,281
0,1,1,1,50,6,35,5,2,189,282
0,1,1,2,59,8,16,6,2,230,283
0,2,1,0,0,4,99,4,2,112,284
0,2,0,0,0,99,99,2,2,84,285
0,1,1,0,59,10,46,8,2,133,286
0,1,1,1,59,6,35,6,2,176,287
0,2,0,0,0,9,99,3,2,223,288
0,1,1,1,59,6,59,9,2,39,289
0,1,1,0,43,8,27,7,2,133,290
0,0,0,0,0,0,99,0,0,3,291
0,2,0,0,0,3,99,1,2,144,292
0,2,0,0,0,4,99,4,2,120,293
0,1,1,0,28,3,13,5,2,123,294
0,2,0,0,0,41,99,1,2,12,295
0,0,0,0,0,0,99,0,0,71,296
0,2,0,0,0,4,99,4,2,47,297
0,2,1,0,0,11,99,6,2,87,298
0,2,0,0,0,13,99,3,2,147,299
0,2,1,0,0,1,99,4,2,216,300
0,2,0,0,0,4,99,4,2,9,301
0,1,1,0,59,6,99,6,2,69,302
0,2,1,0,0,6,99,9,2,110,303
0,1,1,2,46,7,27,3,2,51,304
0,1,1,2,59,10,15,5,2,28,305
0,2,1,0,0,16,99,3,2,68,306
0,2,0,0,0,15,99,2,2,187,307
0,1,1,1,59,7,64,9,2,39,308
0,1,1,1,43,8,18,6,2,184,309
0,1,1,1,59,9,27,6,2,11,310
0,1,1,2,38,7,10,5,2,102,311
0,2,1,0,0,10,99,7,2,96,312
0,2,0,0,0,99,99,3,2,217,313
0,1,1,2,48,7,27,3,2,51,314
0,1,1,2,59,0,6,8,2,100,315
0,1,1,2,41,7,17,5,2,185,316
0,2,1,0,0,3,99,1,2,144,317
0,0,0,0,0,0,99,0,0,18,318
0,1,1,1,59,11,35,9,2,192,319
0,2,0,0,0,17,99,2,2,205,320
0,1,1,1,59,6,29,5,2,39,321
0,1,1,2,33,5,13,6,2,219,322
0,2,0,0,0,3,99,4,2,177,323
0,2,1,0,0,12,99,7,2,55,324
0,2,0,0,0,4,99,4,2,151,325
0,1,1,1,59,9,27,6,2,58,326
0,1,1,1,20,4,11,4,2,202,327
0,2,0,0,0,3,99,1,2,205,328
0,2,0,0,0,6,99,5,2,120,329
0,1,1,1,44,9,24,6,2,159,330
0,1,1,1,59,7,51,9,2,39,331
0,1,1,2,59,13,51,6,1,27,332
0,2,1,0,0,7,99,5,2,66,333
0,2,0,0,0,11,99,4,2,69,334
0,2,1,0,0,8,99,6,2,50,335
0,2,0,0,0,4,99,4,2,207,336
0,1,1,1,59,13,48,4,2,53,337
0,1,1,1,59,9,27,6,2,133,338
0,1,1,2,59,10,24,6,2,122,339
0,2,1,0,0,16,99,5,2,36,340
0,1,1,0,37,19,7,3,2,232,341
0,2,0,0,0,5,99,4,2,133,342
0,1,1,1,59,11,28,9,2,93,343
0,2,0,0,0,4,99,3,2,195,344
0,0,0,0,0,0,99,0,0,122,345
0,1,1,0,46,5,20,4,2,38,346
0,1,1,2,40,3,18,3,2,188,347
0,2,0,0,0,0,99,4,2,146,348
0,2,0,0,0,10,99,2,2,119,349
0,1,1,1,59,12,27,6,2,187,350
0,2,0,0,0,5,99,5,2,192,351
0,1,1,0,59,8,18,7,2,28,352
0,0,0,0,0,0,99,0,0,226,353
0,2,0,0,0,7,99,4,2,7,354
0,2,0,0,0,6,99,1,2,32,355
0,0,0,0,0,0,99,0,0,152,356
0,2,0,0,0,99,99,3,2,160,357
0,2,0,0,0,1,99,1,2,137,358
0,1,2,1,59,3,13,4,2,1,359
0,2,0,0,0,9,99,7,1,202,360
0,1,1,1,31,4,8,4,2,92,361
0,1,1,1,56,5,45,6,2,206,362
0,1,1,1,59,9,25,8,2,92,363
0,2,1,0,0,3,99,1,2,144,364
0,1,1,0,59,9,43,8,2,134,365
0,1,1,2,59,7,23,7,2,230,366
0,1,1,1,59,10,27,9,2,109,367
0,2,0,0,0,2,99,3,2,140,368
0,1,1,1,59,13,60,8,2,157,369
0,1,1,1,59,6,27,7,2,204,370
0,2,0,0,0,8,99,2,2,193,371
0,2,0,0,0,4,99,1,2,207,372
0,1,1,1,59,3,64,6,2,38,373
0,2,0,0,0,20,99,3,2,90,374
0,1,1,2,40,6,23,4,2,206,375
0,1,1,1,48,4,27,2,2,55,376
0,2,0,0,0,7,99,2,2,184,377
0,2,0,0,0,4,99,4,2,162,378
0,2,0,0,0,5,99,4,2,191,379
0,2,0,0,0,6,99,1,2,119,380
0,2,1,0,0,13,99,4,2,147,381
0,1,1,2,38,5,35,9,2,227,382
0,0,0,0,0,0,99,0,0,7,383
0,1,1,2,50,4,16,5,2,27,384
0,1,1,1,40,10,34,6,2,73,385
0,0,0,0,0,0,99,0,0,93,386
0,2,0,0,0,6,99,3,2,69,387
0,1,1,1,59,7,35,3,2,206,388
0,2,0,0,0,1,99,2,2,134,389
0,2,1,0,0,6,99,2,2,163,390
0,2,1,0,0,5,99,0,2,25,391
0,1,1,2,43,6,18,3,2,84,392
0,2,1,0,0,7,99,4,2,178,393
0,2,1,0,0,7,99,2,2,20,394
0,1,1,1,35,7,17,4,2,188,395
0,1,1,1,59,18,45,9,2,191,396
0,1,1,0,32,4,13,5,2,73,397
0,1,2,0,59,7,26,9,2,177,398
0,1,1,2,59,10,35,6,2,133,399
0,1,1,1,59,10,24,6,2,8,400
0,1,1,1,59,11,45,7,2,74,401
0,1,1,1,59,4,22,5,2,163,402
0,2,1,0,0,6,99,1,2,191,403
0,2,1,0,0,6,99,9,2,60,404
0,1,1,1,43,14,18,7,2,60,405
0,2,1,0,0,12,99,5,2,81,406
0,1,1,2,43,5,18,6,2,122,407
0,1,1,1,59,13,51,8,2,206,408
0,1,1,0,59,9,41,8,2,212,409
0,2,0,0,0,2,99,1,2,44,410
0,2,0,0,0,4,99,2,2,220,411
0,1,1,1,49,8,18,6,2,152,412
0,1,1,1,59,14,37,5,2,159,413
0,1,1,0,46,5,13,5,2,66,414
0,1,1,1,42,7,35,6,2,81,415
0,2,0,0,0,2,99,5,2,221,416
0,1,1,1,59,6,40,9,2,69,417
0,2,1,0,0,22,99,5,2,179,418
0,1,1,1,59,7,27,6,2,197,419
0,2,0,0,0,4,99,4,2,220,420
0,1,1,1,59,10,27,3,2,185,421
0,1,1,1,47,8,16,5,2,107,422
0,1,1,0,44,2,19,6,2,50,423
0,1,1,1,39,6,7,6,2,231,424
0,1,1,1,59,10,27,6,2,187,425
0,2,0,0,0,2,99,3,2,140,426
0,1,1,2,32,3,16,3,2,164,427
0,2,0,0,0,6,99,4,2,222,428
0,2,0,0,0,2,99,4,2,177,429
0,2,1,0,0,4,99,4,2,174,430
0,1,1,1,45,4,34,6,2,132,431
0,1,1,2,39,6,15,3,2,220,432
0,2,0,0,0,99,99,1,2,69,433
0,1,1,1,47,7,32,7,2,135,434
0,1,1,2,59,6,57,8,2,54,435
0,1,1,1,37,7,13,4,2,103,436
0,2,0,0,0,6,99,4,2,60,437
0,1,1,2,38,4,13,6,2,14,438
0,1,1,2,59,10,18,6,2,193,439
0,1,1,0,38,22,18,6,2,96,440
0,0,0,0,0,0,99,0,0,134,441
0,2,0,0,0,6,99,6,2,181,442
0,1,1,0,59,99,10,4,2,133,443
0,2,0,0,0,6,99,2,2,62,444
0,2,1,0,0,4,99,3,2,77,445
0,1,1,1,46,6,15,6,2,26,446
0,2,0,0,0,3,99,3,2,179,447
0,0,0,0,0,0,99,0,0,40,448
0,2,1,0,0,8,99,3,2,82,449
0,1,1,1,59,12,35,7,2,157,450
0,1,1,1,41,9,16,7,2,220,451
0,1,1,1,55,10,22,9,2,211,452
0,2,0,0,0,6,99,4,2,108,453
0,2,0,0,0,1,99,3,2,232,454
0,2,0,0,0,99,99,2,2,84,455
0,1,1,2,45,7,18,7,2,42,456
0,2,0,0,0,3,99,4,2,8,457
0,1,1,1,45,12,16,6,2,185,458
0,2,0,0,0,1,99,3,2,19,459
0,2,1,0,0,6,99,5,2,211,460
0,1,1,0,59,13,17,6,2,221,461
0,1,1,2,59,12,27,8,2,205,462
0,1,1,2,15,4,13,5,2,222,463
0,1,1,1,59,10,35,6,2,33,464
0,2,0,0,0,4,99,2,2,143,465
0,2,0,0,0,1,99,3,2,134,466
0,1,1,0,38,8,27,7,2,99,467
0,2,0,0,0,7,99,2,2,167,468
0,1,1,0,29,1,9,3,0,116,469
0,2,1,0,0,6,99,4,2,84,470
0,1,1,0,59,7,27,6,2,87,471
0,1,1,0,46,1,11,8,2,90,472
0,2,0,0,0,4,99,2,2,123,473
0,2,0,0,0,3,99,4,2,121,474
0,1,1,1,43,6,27,4,2,83,475
0,2,1,0,0,10,99,5,2,202,476
0,2,0,0,0,99,99,3,2,134,477
0,2,0,0,0,4,99,4,2,224,478
0,2,0,0,0,3,99,4,2,177,479
0,1,1,2,43,12,16,8,2,17,480
0,2,1,0,0,0,99,4,2,18,481
0,0,0,0,0,0,99,0,2,103,482
0,2,1,0,0,12,99,3,2,181,483
0,1,1,1,38,7,10,3,2,53,484
0,1,1,2,59,19,22,7,2,15,485
0,2,1,0,0,99,99,2,2,228,486
0,1,1,1,30,2,27,7,2,182,487
0,2,0,0,0,6,99,4,2,193,488
0,1,1,2,59,9,16,4,2,102,489
0,2,0,0,0,4,99,6,2,143,490
0,2,0,0,0,9,99,5,2,152,491
0,1,1,2,16,6,91,5,2,206,492
0,1,1,2,47,5,17,7,2,8,493
0,1,1,2,20,5,22,5,2,191,494
0,1,0,2,31,4,13,4,2,223,495
0,2,0,0,0,5,99,2,2,14,496
0,1,1,1,36,4,17,6,2,11,497
0,1,1,1,59,6,29,7,2,65,498
0,1,0,1,59,99,2,4,2,140,499
0,2,0,0,0,8,99,3,2,151,500
0,1,1,0,31,3,9,6,2,229,501
0,1,1,2,59,21,36,9,2,130,502
0,1,1,0,59,6,35,9,2,61,503
0,1,1,1,59,9,24,8,2,172,504
0,1,1,0,35,9,23,6,2,140,505
0,0,0,0,0,0,99,0,0,112,506
0,1,0,2,22,14,11,2,2,194,507
0,1,1,1,59,10,26,7,2,58,508
0,2,1,0,0,4,99,7,2,184,509
0,1,1,2,39,8,35,8,2,228,510
0,2,1,0,0,10,99,6,2,43,511
0,2,0,0,0,11,99,3,2,96,512
0,2,1,0,0,7,99,3,2,174,513
0,1,0,0,0,6,99,4,2,231,514
0,1,1,1,59,8,19,6,2,197,515
0,1,1,0,36,5,18,4,2,202,516
0,1,1,1,50,20,31,7,2,39,517
0,2,0,0,0,8,99,3,2,115,518
0,2,1,0,0,3,99,5,2,161,519
0,1,1,2,51,6,27,6,2,190,520
0,2,0,0,0,10,99,4,2,90,521
0,1,1,0,36,25,5,3,2,232,522
0,1,1,0,59,8,39,9,2,118,523
0,2,0,0,0,99,99,2,2,146,524
0,2,0,0,0,8,99,4,2,131,525
1,1,1,1,59,10,58,8,2,225,526
0,2,0,0,0,6,99,5,2,43,527
0,2,0,0,0,3,99,2,2,138,528
0,2,1,0,0,16,99,5,2,134,529
0,1,1,2,42,10,16,5,2,228,530
0,1,0,2,55,6,9,4,2,153,531
0,1,1,2,47,12,21,9,2,207,532
0,1,1,1,43,15,15,9,2,4,533
0,0,0,0,0,0,99,0,0,208,534
0,2,0,0,0,4,99,4,2,141,535
0,2,0,0,0,8,99,2,2,193,536
0,2,0,0,0,99,99,1,2,121,537
0,2,0,0,0,99,99,2,2,84,538
0,1,1,0,37,6,7,2,2,96,539
0,1,1,2,0,5,13,4,2,152,540
0,2,0,0,0,20,99,2,2,41,541
0,0,0,0,0,0,99,0,0,122,542
0,0,0,0,0,0,99,0,0,29,543
0,0,0,0,0,0,99,0,0,161,544
0,1,1,0,39,4,5,4,2,218,545
0,1,1,0,21,8,2,5,2,29,546
0,1,0,2,48,4,27,4,2,38,547
0,2,0,0,0,9,99,4,2,69,548
0,1,1,0,39,6,8,2,2,96,549
0,0,0,0,0,0,99,0,0,94,550
0,2,0,0,0,2,99,3,2,225,551
0,1,0,2,18,5,21,4,2,201,552
0,0,0,0,0,0,99,0,0,16,553
0,2,0,0,0,3,99,3,2,180,554
0,2,1,0,0,3,99,2,2,144,555
0,1,1,0,59,10,16,6,2,111,556
0,1,1,1,59,17,99,9,2,83,557
0,2,1,0,0,11,99,5,2,185,558
0,1,1,1,25,4,1,4,2,109,559
0,2,0,0,0,0,99,3,2,43,560
0,2,0,0,0,6,99,2,2,153,561
0,1,1,0,59,11,35,8,2,38,562
0,2,0,0,0,10,99,3,2,46,563
0,2,0,0,0,8,99,4,2,7,564
0,2,0,0,0,3,99,4,2,124,565
0,1,1,1,59,10,51,7,2,50,566
0,2,1,0,0,8,99,9,2,63,567
0,2,0,0,0,1,99,2,2,35,568
0,1,1,0,59,18,34,8,2,130,569
0,1,1,1,59,8,21,3,2,55,570
0,1,1,1,46,9,19,5,2,24,571
0,2,0,0,0,4,99,3,2,145,572
0,1,1,2,59,6,11,6,2,174,573
0,1,0,1,59,1,47,5,2,180,574
0,2,1,0,0,8,99,5,2,87,575
0,1,1,1,59,12,35,9,2,187,576
0,1,1,1,52,11,18,6,2,183,577
0,1,1,1,59,11,32,6,2,159,578
0,2,1,0,0,4,99,4,2,191,579
0,2,0,0,0,5,99,2,2,14,580
0,0,0,0,0,0,99,0,0,14,581
0,1,1,0,42,11,11,5,2,19,582
0,2,0,0,0,6,99,2,2,150,583
0,0,0,0,0,0,99,0,0,86,584
0,0,0,0,0,0,99,0,0,134,585
0,1,1,1,38,6,5,3,2,161,586
0,1,1,2,39,8,7,6,2,104,587
0,2,1,0,0,5,99,6,2,136,588
0,2,0,0,0,10,99,3,2,69,589
0,1,1,2,59,13,14,7,2,100,590
0,1,1,2,39,4,7,5,2,102,591
0,2,1,0,0,9,99,4,2,32,592
0,1,1,0,33,11,27,7,2,228,593
0,1,1,2,59,13,35,8,2,130,594
0,1,1,0,59,8,13,7,2,211,595
0,2,1,0,0,4,99,5,2,9,596
0,2,0,0,0,7,99,2,2,150,597
0,1,1,1,46,14,68,5,2,70,598
0,1,1,0,47,7,21,9,2,193,599
0,1,1,2,50,11,16,3,2,198,600
0,2,0,0,0,3,99,4,2,38,601
0,1,0,1,59,12,87,6,2,206,602
0,1,1,0,49,7,35,7,2,115,603
0,2,1,0,0,6,99,3,2,198,604
0,1,1,2,59,13,35,5,2,72,605
0,1,1,2,59,7,16,5,2,150,606
0,2,1,0,0,12,99,4,2,1,607
0,1,1,1,59,12,27,5,2,104,608
0,1,1,2,49,12,13,6,2,26,609
0,2,1,0,0,99,99,5,2,232,610
0,1,1,1,42,6,18,7,2,127,611
0,2,0,0,0,4,99,3,2,119,612
0,1,1,0,46,2,13,6,2,68,613
0,2,0,0,0,6,99,4,2,52,614
0,2,0,0,0,14,99,6,2,50,615
0,0,0,0,0,0,99,0,0,152,616
0,0,0,0,0,0,99,0,0,152,617
0,1,1,1,59,7,46,4,2,80,618
0,1,1,1,29,2,4,4,2,68,619
0,1,1,0,59,16,35,8,2,205,620
0,2,0,0,0,6,99,3,2,202,621
0,1,1,0,59,10,47,8,2,38,622
0,2,0,0,0,4,99,4,2,176,623
0,1,1,1,59,10,27,6,2,8,624
0,2,0,0,0,8,99,1,2,148,625
0,2,1,0,0,12,99,6,2,61,626
0,2,0,0,0,2,99,3,2,154,627
0,2,0,0,0,4,99,3,2,118,628
0,1,1,2,59,8,21,5,2,91,629
