RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id,individual_id
0,0,38,0,6,3,4,1,4,0,1,1,2,26,2,20,39
1,1,38,0,6,3,4,1,6,0,1,1,2,5,2,20,40
0,0,74,4,3,2,1,1,2,0,1,3,0,0,1,21,41
5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,21,42
2,1,28,0,5,3,5,1,3,0,1,1,2,2,1,21,43
1,1,30,0,5,3,4,1,0,0,1,1,2,3,1,21,44
1,1,73,0,0,0,2,1,7,0,1,3,0,5,1,22,45
1,0,76,0,0,2,2,1,10,0,1,3,0,12,1,22,46
0,1,42,0,0,2,3,1,9,0,1,1,2,14,1,23,47
2,0,15,5,0,0,3,2,3,4,2,3,0,0,1,23,48
1,1,44,0,0,0,4,1,4,0,1,3,0,0,1,23,49
2,0,17,5,0,0,3,2,4,5,2,3,0,0,1,23,50
0,1,60,4,0,2,4,1,0,0,1,3,0,9,1,24,51
2,1,6,5,0,0,2,1,0,0,1,0,0,0,0,25,52
0,0,49,0,0,0,2,1,10,0,1,1,1,99,1,25,53
1,1,50,0,0,0,2,1,10,0,1,3,2,0,1,25,54
0,0,47,0,0,0,2,1,6,0,1,1,2,17,1,26,55
1,1,55,0,0,0,2,1,6,0,1,1,1,13,1,26,56
0,0,78,0,0,0,2,1,9,0,1,3,0,22,1,27,57
1,1,77,0,0,0,2,1,8,0,1,3,0,4,1,27,58
1,1,69,0,0,0,2,1,7,0,1,1,2,10,1,28,59
0,0,70,0,0,0,2,1,7,0,1,3,0,8,1,28,60
1,1,58,0,0,0,2,1,6,0,1,1,1,13,1,29,61
1,0,62,0,0,0,2,1,8,0,1,1,2,14,1,29,62
0,0,43,0,0,0,2,1,7,0,1,1,2,19,2,30,63
1,1,38,0,5,2,2,1,8,0,1,1,2,9,2,30,64
1,1,59,0,0,2,2,1,4,0,1,1,2,7,1,31,65
0,0,58,0,7,0,2,1,6,0,1,3,2,99,2,31,66
7,1,39,3,0,3,3,1,6,0,1,3,0,0,1,32,67
0,0,40,5,0,0,2,1,6,0,1,3,2,0,1,32,68
7,0,19,5,0,0,3,1,6,0,1,1,2,5,1,33,69
0,1,34,5,0,3,4,1,6,0,1,1,2,9,1,34,70
0,0,40,0,7,3,5,1,6,0,1,1,2,6,1,34,71
1,0,57,0,1,0,2,1,6,0,1,3,0,11,1,35,72
6,0,53,3,1,0,2,1,8,0,1,1,2,34,1,35,73
0,1,59,0,1,0,2,1,6,0,1,3,0,5,2,35,74
6,0,53,3,1,0,2,1,8,0,1,1,2,35,1,35,75
2,1,12,5,6,0,2,2,2,4,3,0,0,0,0,36,76
0,0,40,0,0,0,2,1,6,0,1,1,1,14,1,36,77
1,1,42,0,6,0,2,1,6,0,1,1,2,13,1,36,78
7,0,22,5,0,0,2,1,6,0,1,3,2,10,1,37,79
0,1,54,0,0,0,2,1,10,0,1,3,2,20,2,38,80
1,0,53,0,0,0,2,1,7,0,1,1,2,30,1,38,81
0,1,40,3,0,0,2,1,9,0,1,1,2,20,1,39,82
2,0,35,5,0,0,2,1,6,0,1,1,2,6,1,39,83
0,0,36,5,0,0,2,1,6,0,1,1,2,7,1,39,84
7,0,24,5,0,0,2,1,2,0,1,3,0,0,1,39,85
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,39,86
0,0,53,5,0,0,2,1,10,0,1,1,2,4,1,40,87
1,1,47,0,8,0,2,1,6,0,1,1,2,13,1,41,88
7,0,36,5,7,0,2,1,6,0,1,1,2,12,1,41,89
0,1,50,0,7,0,2,1,9,0,1,3,2,6,2,41,90
0,0,66,0,7,2,3,1,6,0,1,1,2,14,1,42,91
1,1,63,0,7,2,4,1,6,0,1,3,2,12,1,42,92
7,1,21,5,0,0,2,2,6,6,3,3,2,2,1,43,93
5,1,15,5,1,0,2,2,3,5,2,0,0,0,0,44,94
2,1,23,1,1,0,2,1,6,0,1,1,2,8,1,44,95
2,0,9,5,0,0,2,2,0,3,2,0,0,0,0,44,96
5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,44,97
0,1,57,4,1,0,2,1,10,0,1,1,2,19,1,44,98
2,0,23,5,1,0,2,1,5,0,1,1,2,6,1,44,99
0,0,31,5,0,0,2,1,9,0,1,1,2,49,1,45,100
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,46,101
0,0,39,5,6,3,4,1,6,0,1,1,2,7,1,46,102
1,0,40,0,6,3,5,1,6,0,1,1,2,5,1,46,103
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,46,104
5,0,14,5,0,0,2,2,3,5,2,0,0,0,0,47,105
0,0,49,3,0,0,2,1,6,0,1,1,2,25,1,47,106
0,1,47,3,0,0,2,1,3,0,1,1,2,12,1,47,107
5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,47,108
7,1,36,5,0,2,3,1,1,0,1,1,2,11,1,47,109
0,0,30,0,0,0,2,1,9,0,1,1,2,70,1,48,110
1,1,30,0,0,0,2,1,9,0,1,1,2,42,1,48,111
0,1,30,3,7,0,2,2,8,6,2,1,2,12,1,49,112
2,1,3,5,7,0,0,0,0,0,1,0,2,0,0,49,113
2,1,13,5,0,0,3,2,2,4,2,0,0,0,0,50,114
2,0,29,0,0,3,3,1,6,6,2,1,2,5,2,50,115
0,0,47,0,0,2,4,1,2,5,1,3,2,21,2,50,116
1,1,41,0,0,3,3,1,6,0,1,3,2,12,2,50,117
2,1,13,5,0,0,3,2,2,4,2,0,0,0,0,50,118
1,1,52,0,0,2,2,1,7,0,1,3,2,17,1,51,119
0,0,51,0,0,0,2,1,7,0,1,1,1,43,1,51,120
1,1,62,0,0,0,2,1,6,0,1,1,2,2,1,52,121
0,0,63,0,0,0,2,1,6,0,1,1,2,25,1,52,122
2,1,39,5,0,0,2,1,6,0,1,1,2,20,1,53,123
1,0,50,0,0,0,2,1,7,0,1,3,2,14,1,53,124
2,1,28,5,0,0,2,2,6,6,2,1,2,3,1,53,125
1,1,52,0,0,0,3,2,7,6,2,3,2,7,1,54,126
0,0,54,0,0,2,2,1,0,0,1,2,2,7,1,54,127
2,1,1,5,6,0,0,0,0,0,0,0,0,0,0,55,128
1,1,41,0,6,3,5,1,2,0,1,3,2,0,1,55,129
0,0,45,0,6,3,5,1,2,0,1,3,2,9,1,55,130
1,1,39,5,6,3,4,1,2,0,1,3,2,0,1,55,131
2,0,22,5,1,0,2,1,6,0,1,2,2,0,1,56,132
2,0,12,5,8,0,2,2,2,4,3,0,0,0,0,56,133
1,1,50,0,1,0,2,1,6,0,1,1,2,15,1,56,134
2,1,21,5,1,0,2,1,6,0,1,1,2,13,2,56,135
2,1,21,5,1,0,2,1,6,0,1,1,2,12,2,56,136
0,1,41,5,0,0,2,1,9,0,1,3,2,33,1,57,137
0,1,77,4,0,0,2,1,7,0,1,3,0,41,1,58,138
2,0,9,5,1,0,2,2,1,4,2,0,0,0,0,59,139
2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,59,140
2,0,7,5,1,0,2,2,1,3,2,0,0,0,0,59,141
0,1,28,2,1,0,2,2,6,6,2,3,2,10,1,59,142
2,1,51,5,5,0,3,2,6,6,2,2,2,4,1,60,143
0,1,50,3,0,0,2,1,8,0,1,1,2,13,1,61,144
0,0,28,5,7,0,2,1,9,0,1,1,2,35,2,62,145
0,1,85,4,0,0,2,1,6,0,1,3,0,20,2,63,146
1,0,41,0,7,2,1,1,1,0,1,3,1,3,1,64,147
2,0,4,5,6,0,0,2,1,1,2,0,0,0,0,64,148
0,1,35,0,6,3,3,1,0,0,1,3,2,7,2,64,149
7,1,37,5,0,3,3,1,6,0,1,1,2,12,1,65,150
0,0,55,3,0,0,2,1,8,0,1,3,2,13,1,65,151
7,0,29,5,0,0,3,1,7,0,1,1,2,27,1,65,152
0,0,41,0,5,2,3,1,10,0,1,1,2,25,1,66,153
2,1,6,5,5,0,2,2,1,3,2,0,0,0,0,66,154
1,1,39,0,5,2,3,2,7,7,3,1,2,17,1,66,155
2,1,2,5,5,0,0,0,0,0,0,0,0,0,0,66,156
2,1,2,5,5,0,0,0,0,0,0,0,0,0,0,66,157
2,1,22,5,1,0,2,1,6,0,1,3,2,6,1,67,158
2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,67,159
2,1,22,5,1,0,2,1,0,0,1,1,2,6,1,67,160
7,0,28,5,0,0,2,1,9,0,1,1,2,16,1,68,161
7,0,23,5,0,0,2,1,7,0,1,1,2,6,1,68,162
0,0,37,5,0,0,2,1,9,0,1,1,2,7,1,68,163
1,1,40,0,0,3,5,1,3,0,1,1,2,3,1,69,164
2,1,19,5,0,0,3,2,6,6,2,2,0,0,1,69,165
2,1,25,1,0,0,3,1,5,0,1,3,0,0,1,69,166
2,1,25,1,0,0,3,1,5,0,1,3,0,0,1,69,167
2,1,18,5,0,0,3,2,6,5,2,2,0,0,1,69,168
5,0,6,5,0,0,3,1,1,3,2,0,0,0,0,69,169
1,1,50,0,0,3,1,1,2,0,1,1,2,6,1,69,170
2,0,30,1,0,3,5,1,4,0,1,1,1,1,1,69,171
1,1,50,0,0,3,1,1,2,0,1,1,0,6,1,69,172
7,1,47,5,0,0,2,1,4,0,1,1,2,19,1,70,173
2,1,9,5,0,0,2,2,1,3,2,0,0,0,0,70,174
7,0,43,5,2,0,2,2,0,0,1,3,0,1,2,71,175
2,1,6,5,0,0,3,2,0,2,3,0,0,0,0,72,176
0,0,43,0,0,3,3,1,9,0,1,1,2,61,1,72,177
2,1,6,5,0,0,3,1,0,2,3,0,0,0,0,72,178
2,0,3,5,0,0,0,0,0,1,3,0,0,0,0,72,179
2,1,1,5,6,0,0,0,0,0,0,0,0,0,0,73,180
0,0,37,0,6,2,3,1,6,0,1,1,2,21,1,73,181
2,0,6,5,0,0,4,2,1,2,2,0,0,0,0,73,182
0,1,32,5,6,0,3,1,6,0,1,3,2,4,1,73,183
2,0,8,5,0,0,3,2,1,3,3,0,0,0,0,73,184
7,0,47,5,0,0,2,1,6,0,1,3,2,1,1,74,185
2,1,18,5,0,0,4,2,4,5,3,3,0,0,1,75,186
1,1,53,0,0,0,2,1,6,0,1,3,2,8,1,75,187
0,0,50,0,0,0,2,1,6,0,1,1,2,8,1,75,188
2,1,14,5,0,0,2,2,2,5,2,0,0,0,0,76,189
2,1,9,5,0,0,2,2,1,3,2,0,0,0,0,76,190
2,0,4,5,0,0,0,1,0,0,1,0,0,0,0,76,191
2,0,14,5,0,0,2,2,2,5,2,0,0,0,0,76,192
0,0,44,0,0,0,2,1,8,0,1,1,2,28,1,76,193
1,1,40,0,0,3,2,1,1,0,1,3,0,0,1,76,194
2,1,8,5,7,0,2,2,1,3,2,0,0,0,0,77,195
2,1,11,5,7,0,2,2,2,4,2,0,0,0,0,77,196
2,0,1,5,8,0,0,0,0,0,0,0,0,0,0,77,197
7,0,33,5,7,2,3,1,9,0,1,1,2,12,1,77,198
1,1,32,0,7,0,2,1,6,0,1,3,2,3,1,77,199
2,0,5,5,6,0,0,2,2,1,2,0,0,0,0,78,200
1,1,37,0,6,0,5,1,2,0,1,1,2,7,2,78,201
2,0,11,5,6,0,2,2,2,4,2,0,0,0,0,78,202
0,0,41,0,6,2,5,1,2,0,1,1,2,8,1,78,203
0,1,38,0,0,0,2,1,6,0,1,3,2,0,1,79,204
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,79,205
1,0,37,0,0,0,3,1,5,0,1,1,2,51,1,79,206
1,1,37,0,0,3,5,1,2,0,1,3,0,0,2,80,207
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,80,208
2,0,11,5,0,0,3,2,2,4,2,0,0,0,0,80,209
2,1,3,5,0,0,0,2,0,1,2,0,0,0,0,80,210
0,0,37,0,0,3,4,1,2,0,1,3,0,0,2,80,211
0,1,39,0,5,2,3,1,9,0,1,2,2,3,1,81,212
2,0,13,5,7,0,3,2,2,4,2,0,0,0,0,81,213
1,0,40,0,5,2,3,1,10,0,1,1,2,99,1,81,214
0,1,68,4,0,0,4,1,6,0,1,3,0,13,1,82,215
0,0,65,3,0,0,3,1,6,0,1,1,2,13,2,83,216
7,1,80,4,0,0,3,1,6,0,1,3,0,6,2,84,217
0,0,62,0,0,0,2,1,4,0,1,3,2,13,1,85,218
1,1,61,0,0,0,2,1,6,0,1,1,2,8,2,85,219
0,0,30,5,0,0,2,1,6,0,1,1,2,8,2,86,220
7,1,20,5,0,0,2,2,7,6,2,1,2,3,1,87,221
2,1,11,5,1,0,2,2,2,4,2,0,0,0,0,88,222
0,1,40,2,1,0,2,2,7,6,3,1,2,15,1,88,223
2,0,14,5,1,0,2,2,4,4,2,0,0,0,0,88,224
1,1,38,0,0,0,2,1,8,0,1,1,2,20,1,89,225
2,1,4,5,0,0,0,2,1,1,3,0,0,0,0,89,226
0,0,38,0,0,0,2,1,9,0,1,1,2,44,1,89,227
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,89,228
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,90,229
0,1,50,0,0,2,5,1,2,0,1,1,2,5,2,90,230
2,0,21,5,0,3,3,1,6,0,1,3,2,10,1,90,231
2,0,22,5,0,3,3,1,6,0,1,1,2,10,1,90,232
2,1,14,5,0,0,3,2,3,5,2,0,0,0,0,90,233
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,90,234
0,0,44,0,0,0,2,1,7,0,1,1,2,20,1,91,235
1,1,34,0,0,0,2,2,7,6,2,1,2,10,1,91,236
0,1,57,3,0,0,2,1,8,0,1,1,2,21,2,92,237
2,1,16,5,7,0,2,2,5,5,2,3,2,3,1,93,238
2,1,11,5,0,1,2,2,2,4,2,0,0,0,0,93,239
0,1,41,0,0,0,2,1,5,0,1,1,2,17,1,93,240
1,0,46,0,0,0,2,1,6,0,1,1,2,20,1,93,241
2,1,15,5,0,0,2,2,3,5,2,0,0,0,0,93,242
2,0,15,5,0,0,2,2,3,5,2,0,0,0,0,93,243
0,0,44,0,0,0,2,1,4,0,1,1,2,9,1,93,244
5,1,9,5,1,0,2,2,0,4,2,0,0,0,0,94,245
5,0,3,5,0,0,0,2,0,1,2,0,0,0,0,94,246
7,1,28,1,1,0,2,1,6,0,1,3,0,2,1,94,247
3,0,40,0,0,3,5,1,6,0,1,3,0,1,2,94,248
7,0,24,5,0,0,2,1,3,0,1,3,0,0,1,94,249
5,1,2,5,1,0,0,1,0,0,1,0,0,0,0,94,250
0,1,52,4,1,0,2,1,6,0,1,3,0,5,1,94,251
2,0,23,5,1,0,5,2,6,0,2,3,2,2,1,94,252
1,1,48,0,0,0,2,1,8,0,1,1,2,13,1,95,253
2,0,14,5,0,0,2,2,2,4,3,3,0,0,0,95,254
0,0,46,0,0,0,2,1,7,0,1,1,2,38,1,95,255
0,0,41,0,0,0,2,1,6,0,1,1,2,18,1,96,256
1,1,38,0,0,0,2,1,6,0,1,1,2,6,1,96,257
2,0,14,5,0,0,2,2,2,5,2,0,0,0,0,96,258
0,0,41,0,7,2,3,1,6,0,1,1,2,15,1,96,259
0,0,37,0,6,2,4,1,5,0,1,1,2,8,1,97,260
2,1,9,5,6,0,3,2,1,3,2,0,0,0,0,97,261
2,1,1,5,6,0,0,0,0,0,1,0,0,0,0,97,262
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,97,263
1,0,49,0,0,0,2,1,10,0,1,3,2,31,1,98,264
0,1,47,0,0,0,3,1,9,0,1,1,2,36,1,98,265
2,0,12,5,0,0,2,2,2,4,3,0,0,0,0,98,266
2,0,10,5,0,0,2,2,1,4,2,0,0,0,0,99,267
0,1,44,0,0,0,2,1,7,0,1,1,2,12,1,99,268
2,1,45,0,0,0,2,1,6,0,1,1,1,13,1,99,269
1,1,46,0,0,0,2,1,9,0,1,1,2,26,1,100,270
2,1,18,5,7,0,2,2,7,6,3,3,2,0,1,100,271
2,0,23,5,7,0,2,2,6,6,2,3,0,0,1,100,272
2,0,24,5,7,0,2,2,6,6,2,1,1,0,1,100,273
1,1,30,0,1,0,2,1,8,0,1,1,2,6,1,101,274
7,1,24,5,1,0,2,1,6,6,2,1,2,3,1,101,275
0,1,64,4,0,0,3,1,6,0,1,1,2,29,1,102,276
0,0,60,0,0,0,2,1,7,0,1,1,2,10,2,103,277
1,1,57,0,0,0,2,1,6,0,1,1,2,13,1,103,278
0,1,24,0,0,3,5,1,3,0,1,1,2,12,2,104,279
1,1,26,0,0,3,5,1,3,0,1,1,2,11,2,104,280
2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,104,281
0,1,76,4,0,0,2,1,7,0,1,3,1,27,1,105,282
0,1,34,3,1,0,2,1,7,0,1,3,2,13,1,106,283
2,0,7,5,1,0,2,2,1,3,2,0,0,0,0,106,284
2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,106,285
1,1,52,0,7,2,4,1,6,0,1,1,2,6,1,107,286
0,0,52,0,3,1,4,1,6,0,1,1,2,23,1,107,287
0,1,80,0,2,0,4,1,6,0,1,3,0,2,1,108,288
1,0,85,0,2,0,3,1,0,0,1,3,1,6,1,108,289
0,1,31,5,6,0,3,1,10,0,1,1,2,22,1,109,290
2,1,23,5,6,2,4,1,3,0,1,3,0,0,1,110,291
0,1,38,3,6,3,5,1,3,0,1,1,2,7,1,110,292
5,0,7,5,6,0,2,2,1,3,2,0,0,0,0,110,293
2,0,5,5,6,0,3,2,1,2,2,0,0,0,0,110,294
2,1,25,4,6,3,3,1,6,0,1,1,2,6,1,110,295
2,1,42,5,0,0,2,2,6,6,2,1,2,8,1,111,296
0,0,50,0,0,0,2,1,7,0,1,1,2,16,1,111,297
0,0,53,0,0,0,3,1,6,0,1,3,2,32,1,112,298
1,1,47,0,0,0,3,2,7,6,2,3,0,0,1,112,299
0,0,29,0,6,3,3,1,6,0,1,1,2,6,1,113,300
1,1,50,0,7,3,4,1,6,0,1,1,2,10,1,113,301
0,1,37,1,6,3,5,1,6,0,1,1,2,13,1,114,302
2,1,12,5,6,0,3,2,3,5,2,0,0,0,0,114,303
2,1,14,5,6,0,3,2,0,5,2,0,0,0,0,114,304
0,0,23,5,7,0,2,1,6,0,1,1,2,6,1,115,305
7,0,20,5,7,0,2,2,6,6,2,1,2,3,1,115,306
0,0,85,4,0,0,2,1,6,0,1,3,0,15,1,116,307
0,0,52,0,0,0,2,1,7,0,1,1,2,17,1,117,308
1,1,49,0,0,0,3,2,6,6,2,3,2,6,1,117,309
1,1,33,5,6,3,5,2,6,5,2,3,0,3,1,118,310
0,0,32,5,6,0,5,1,3,0,1,1,2,7,1,118,311
2,1,12,5,6,0,3,2,2,4,2,0,0,0,0,118,312
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,118,313
1,1,54,0,0,0,3,1,6,0,1,1,2,10,1,119,314
0,0,60,0,0,0,2,1,6,0,1,1,2,36,1,119,315
2,0,4,5,5,3,0,1,0,0,1,0,0,0,0,120,316
2,1,6,5,5,3,3,2,1,3,2,0,0,0,0,120,317
2,0,3,5,5,3,0,1,0,0,0,0,0,0,0,120,318
1,1,29,0,5,2,4,1,6,0,1,3,0,0,1,120,319
1,1,57,0,0,0,2,1,8,0,1,3,0,3,2,121,320
0,0,60,0,0,0,3,1,6,0,1,3,2,5,1,121,321
7,1,37,5,1,0,2,1,6,0,1,3,2,6,1,122,322
7,1,44,0,1,0,2,1,6,0,1,1,2,7,1,122,323
6,0,53,5,1,0,2,1,8,0,1,1,2,35,1,122,324
1,0,58,0,1,0,2,1,6,0,1,3,0,12,2,122,325
2,0,11,5,6,0,3,2,1,4,2,0,0,0,0,123,326
2,1,9,5,6,0,3,2,1,3,2,0,0,0,0,123,327
1,1,37,0,6,3,5,1,6,0,1,1,2,2,1,123,328
0,0,44,0,0,2,4,1,2,0,1,1,2,9,1,123,329
4,0,37,3,0,0,2,1,7,0,1,1,2,23,1,124,330
0,0,33,2,0,2,4,1,6,0,1,1,2,19,1,124,331
1,1,27,0,0,0,2,2,7,5,2,3,2,3,2,124,332
2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,124,333
0,0,58,0,0,0,2,1,6,0,1,3,1,1,1,125,334
1,1,55,0,0,0,2,1,9,0,1,3,2,0,2,125,335
0,1,74,0,0,0,2,1,6,0,1,3,2,5,1,126,336
1,1,69,0,0,0,2,1,6,0,1,3,0,10,1,126,337
0,1,29,5,0,0,2,1,9,0,1,1,2,13,1,127,338
1,1,41,0,3,3,0,1,8,0,1,1,2,13,2,128,339
1,1,53,0,3,0,5,1,6,0,1,3,2,0,1,128,340
0,1,52,2,0,3,1,1,2,0,1,1,2,4,1,129,341
1,1,37,0,0,0,2,1,6,0,1,1,2,5,1,130,342
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,130,343
2,0,21,5,0,0,2,1,6,0,1,1,2,7,1,130,344
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,130,345
2,1,18,5,0,0,2,2,4,6,2,1,2,0,1,130,346
0,1,46,3,0,0,2,1,9,0,1,1,2,26,1,131,347
1,1,54,0,0,0,2,1,7,0,1,1,2,28,1,132,348
0,1,52,0,0,0,2,1,7,0,1,1,2,31,2,132,349
2,0,4,5,6,0,0,2,1,1,2,0,0,0,0,133,350
0,0,36,0,6,0,2,1,9,0,1,1,2,27,1,133,351
1,1,36,0,0,0,2,1,6,0,1,3,2,4,1,133,352
2,1,4,5,7,0,0,2,0,1,2,0,0,0,0,133,353
0,0,69,0,0,0,2,1,9,0,1,3,0,49,1,134,354
1,1,74,0,0,0,2,1,6,0,1,3,0,2,1,134,355
0,0,49,5,0,0,2,1,7,0,1,3,2,15,1,135,356
0,0,31,5,5,0,2,1,9,0,1,2,2,25,2,136,357
0,0,51,0,6,2,3,1,2,0,1,1,0,5,1,137,358
2,0,20,5,6,0,3,2,6,6,2,1,2,5,1,137,359
0,0,52,0,6,2,5,1,2,0,1,1,1,5,1,137,360
2,0,25,5,6,0,3,1,8,0,1,1,2,8,1,137,361
2,1,15,5,6,0,3,2,4,5,2,3,0,0,1,138,362
0,1,46,2,6,2,4,1,2,0,1,1,2,3,1,138,363
0,1,61,4,0,2,4,1,6,0,1,3,0,10,1,139,364
7,1,16,1,6,3,3,2,5,5,2,1,2,0,1,140,365
4,0,20,5,6,0,3,1,5,0,1,1,2,8,1,140,366
7,0,33,5,6,3,4,1,6,0,1,1,2,9,1,140,367
2,1,18,5,6,2,3,2,3,5,2,3,0,0,1,140,368
6,0,16,5,6,0,3,2,3,5,2,3,2,7,1,140,369
2,1,16,5,6,0,3,2,5,5,2,1,2,2,1,140,370
2,0,19,1,0,0,3,1,5,0,1,1,2,8,1,140,371
0,0,46,1,6,2,5,1,6,0,1,1,2,9,1,140,372
0,0,47,1,6,2,5,1,0,0,1,3,2,9,1,140,373
7,0,33,5,6,3,4,1,6,0,1,1,2,9,1,140,374
0,0,47,0,0,0,2,1,7,0,1,1,2,21,1,141,375
1,1,38,5,0,0,2,2,7,6,2,3,0,10,1,141,376
1,1,46,0,0,0,2,1,9,0,1,1,2,24,1,142,377
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,142,378
0,0,48,0,0,0,2,1,8,0,1,1,2,20,1,142,379
0,0,33,5,0,0,2,1,7,0,1,1,2,11,1,143,380
1,1,50,0,0,0,2,1,9,0,1,1,2,21,1,144,381
0,0,53,0,0,0,2,1,10,0,1,1,2,39,1,144,382
0,0,68,0,0,0,2,1,4,0,1,3,0,3,1,145,383
1,1,51,0,0,0,2,1,6,0,1,1,2,35,1,145,384
0,0,62,4,0,0,2,1,6,0,1,3,0,10,1,146,385
0,0,48,5,0,0,2,1,6,0,1,1,1,30,2,147,386
0,1,66,4,0,0,2,1,6,0,1,3,2,20,1,148,387
7,0,20,1,0,0,5,1,6,0,1,2,2,12,2,149,388
0,1,62,4,0,2,5,1,6,0,1,1,2,16,1,150,389
7,0,28,3,7,0,2,1,6,0,1,3,2,12,1,151,390
0,1,80,4,1,0,2,1,0,0,1,3,0,1,2,152,391
0,1,35,5,0,0,2,1,9,0,1,3,2,2,1,153,392
2,1,28,0,0,0,2,1,9,0,1,1,0,4,1,153,393
0,0,38,0,0,0,2,1,7,0,1,2,2,10,1,153,394
7,1,59,1,0,2,2,1,10,0,1,2,2,4,2,154,395
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,155,396
2,0,2,5,6,0,0,0,0,0,0,0,0,0,0,155,397
0,1,31,0,6,0,3,1,2,0,1,3,0,0,2,155,398
0,1,37,0,6,3,5,1,2,0,1,1,2,6,1,155,399
0,1,37,0,6,3,5,1,2,0,1,1,2,5,1,155,400
2,0,21,5,6,0,3,1,5,0,1,1,2,3,1,155,401
2,1,11,5,6,0,3,2,2,4,2,0,0,0,0,155,402
7,0,47,5,0,0,2,1,6,0,1,3,2,1,2,156,403
2,0,22,5,1,0,2,2,6,0,2,3,2,3,1,157,404
