RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id,individual_id
2,0,9,5,6,0,3,2,2,3,2,0,0,0,0,69,167
2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,69,168
0,0,34,5,7,0,2,1,5,0,1,1,2,3,1,69,169
7,1,29,5,0,3,5,1,3,0,1,3,0,0,1,69,170
4,0,25,1,0,3,1,1,3,0,1,1,2,3,1,69,171
7,0,9,5,0,0,3,1,2,0,1,0,0,0,0,69,172
2,1,27,5,0,0,2,1,6,0,1,1,2,10,1,70,173
0,1,53,3,0,0,2,1,7,0,1,1,1,29,1,70,174
7,1,18,5,0,0,2,2,6,6,2,3,2,0,1,71,175
1,1,41,0,0,2,3,1,9,0,1,1,2,22,1,72,176
0,1,39,2,6,2,3,1,6,0,1,3,2,6,2,72,177
2,1,4,5,0,0,0,1,0,0,1,0,0,0,0,72,178
2,1,14,5,6,0,3,2,4,5,2,3,0,0,0,72,179
1,1,41,0,0,0,2,1,8,0,1,3,2,0,1,73,180
5,1,4,5,0,0,0,2,1,1,2,0,0,0,0,73,181
5,1,2,5,0,0,0,0,0,0,0,0,0,0,0,73,182
0,0,61,0,0,0,2,1,6,0,1,3,2,53,1,73,183
0,0,37,0,0,3,2,1,9,0,1,1,1,30,1,73,184
0,1,56,3,7,0,2,1,6,0,1,1,2,12,1,74,185
2,0,36,5,1,0,2,1,6,0,1,2,2,9,1,75,186
0,0,80,0,1,0,2,1,6,0,1,3,0,4,1,75,187
1,1,76,0,1,0,2,1,6,0,1,3,0,2,2,75,188
2,1,0,5,6,0,0,0,0,0,0,0,0,0,0,76,189
2,0,3,5,6,0,0,1,0,0,1,0,0,0,0,76,190
2,0,10,5,6,0,3,2,1,4,2,0,0,0,0,76,191
0,0,30,5,6,0,3,2,6,6,2,3,0,0,1,76,192
0,0,44,0,6,3,5,1,0,0,1,3,1,5,1,76,193
2,0,8,5,5,0,4,2,1,3,2,0,0,0,0,76,194
1,0,58,0,0,2,4,1,6,0,1,3,0,0,1,77,195
1,0,58,0,0,2,4,1,6,0,1,3,0,0,1,77,196
2,0,31,5,0,3,4,1,6,0,1,1,2,5,1,77,197
2,0,30,5,0,0,4,1,6,0,1,1,2,6,1,77,198
2,1,18,5,0,3,3,2,6,5,2,1,2,1,1,77,199
1,1,38,0,6,0,5,1,2,0,1,1,2,8,1,78,200
2,0,12,5,6,0,2,2,2,4,2,0,0,0,0,78,201
2,0,7,5,0,0,2,2,1,3,2,0,0,0,0,78,202
1,1,37,5,6,2,5,1,2,0,1,1,2,8,1,78,203
0,1,50,3,7,0,2,1,7,0,1,1,2,19,2,79,204
2,0,20,5,7,0,2,1,6,0,1,1,2,16,1,79,205
5,0,7,5,7,0,2,2,1,3,3,0,0,0,0,79,206
2,0,25,4,6,3,3,1,6,0,1,1,2,6,1,80,207
0,1,31,5,6,0,3,1,6,0,1,3,2,5,1,80,208
5,0,6,5,0,0,2,2,1,3,2,0,0,0,0,80,209
0,1,43,3,6,3,5,1,2,0,1,3,2,7,1,80,210
5,0,4,5,6,0,0,2,1,1,2,0,0,0,0,80,211
0,1,37,0,3,3,5,2,6,6,2,1,2,15,1,81,212
2,0,11,5,3,3,4,2,2,0,2,0,0,0,0,81,213
0,0,40,0,3,3,5,1,9,0,1,1,2,5,1,81,214
0,0,71,3,0,0,2,1,4,0,1,3,0,4,1,82,215
0,1,85,4,7,0,2,1,6,0,1,3,0,10,2,83,216
0,0,79,4,4,0,3,1,4,0,1,3,0,9,1,84,217
1,1,55,0,0,3,5,1,2,0,1,1,2,16,2,85,218
0,0,62,0,0,2,4,1,1,0,1,3,0,17,1,85,219
0,0,45,5,0,2,2,1,10,0,1,1,2,82,1,86,220
0,1,78,4,0,0,2,1,6,0,1,3,0,5,1,87,221
2,0,12,5,0,0,2,2,2,4,3,0,0,0,0,88,222
0,1,44,3,0,0,2,1,6,0,1,1,2,13,1,88,223
0,0,45,5,0,0,3,1,9,0,1,1,2,15,1,88,224
1,1,48,0,6,2,4,1,1,0,1,1,0,6,1,89,225
1,1,44,0,6,2,4,1,2,0,1,3,2,7,1,89,226
3,0,85,4,6,3,1,1,0,0,1,3,0,0,2,89,227
0,0,46,0,6,3,1,1,4,0,1,1,2,10,1,89,228
7,1,38,0,0,0,3,1,6,0,1,1,2,17,1,90,229
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,90,230
2,0,23,5,0,0,2,2,6,0,2,1,2,0,1,90,231
2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,90,232
0,1,38,3,0,0,2,1,7,0,1,1,2,9,1,90,233
2,1,29,0,1,0,2,1,6,0,1,1,2,6,1,90,234
1,1,67,0,0,0,2,1,6,0,1,3,0,2,1,91,235
0,0,64,0,7,0,3,1,10,0,1,1,1,7,2,91,236
0,1,62,3,0,0,3,1,4,0,1,3,2,2,1,92,237
2,1,15,5,0,0,2,2,3,5,2,0,0,0,0,93,238
1,0,44,0,0,0,2,1,6,0,1,1,2,22,1,93,239
2,0,18,5,0,0,2,2,6,5,2,1,2,0,1,93,240
0,1,40,0,0,0,2,1,5,0,1,1,2,17,1,93,241
2,0,15,5,7,0,2,2,4,5,2,0,0,0,0,93,242
2,1,15,5,0,0,2,2,3,5,2,0,0,0,0,93,243
2,0,15,5,0,0,2,2,3,5,2,0,0,0,0,93,244
2,1,11,5,6,0,5,2,2,4,2,0,0,0,0,94,245
0,0,44,0,6,3,5,1,2,0,1,1,2,6,1,94,246
2,1,20,5,6,3,1,1,2,0,1,3,0,0,1,94,247
2,0,11,5,6,0,5,2,1,4,2,0,0,0,0,94,248
5,1,1,5,6,0,0,0,0,0,0,0,0,0,0,94,249
2,0,18,5,6,3,4,1,4,0,1,3,2,3,1,94,250
5,0,4,5,1,0,0,1,0,4,1,0,0,0,0,94,251
1,1,42,0,6,3,1,1,2,0,1,3,2,0,1,94,252
2,0,18,5,0,0,2,1,6,0,1,1,2,1,2,95,253
2,0,13,5,0,0,2,2,2,4,2,0,0,0,0,95,254
0,0,45,3,0,0,2,1,5,0,1,1,1,32,1,95,255
0,0,38,0,0,0,2,1,8,0,1,1,2,21,1,96,256
0,0,41,0,0,0,2,1,6,0,1,3,2,28,1,96,257
2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,96,258
1,1,37,0,0,0,2,1,9,0,1,3,1,0,2,96,259
2,1,30,5,6,3,3,1,6,0,1,1,2,5,1,97,260
3,0,85,4,6,3,1,0,0,0,1,3,0,0,2,97,261
1,1,45,0,6,2,4,1,2,0,1,1,2,8,1,97,262
0,0,49,0,6,3,4,1,4,0,1,1,2,12,1,97,263
1,0,47,0,0,0,2,1,7,0,1,1,1,13,1,98,264
2,1,7,5,0,0,2,2,1,2,2,0,0,0,0,98,265
0,1,44,0,0,0,2,1,7,0,1,1,2,7,1,98,266
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,99,267
2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,99,268
0,1,38,3,0,0,2,2,7,6,2,1,1,10,1,99,269
2,0,1,5,7,0,0,0,0,0,0,0,0,0,0,100,270
0,1,24,2,7,0,2,1,6,0,1,1,2,13,1,100,271
2,0,1,5,7,0,0,0,0,0,0,0,0,0,0,100,272
2,0,5,5,7,0,2,1,0,0,1,0,0,0,0,100,273
0,0,22,5,0,0,2,1,6,0,1,1,2,9,1,101,274
7,0,31,5,0,0,2,1,6,0,1,1,2,8,1,101,275
0,1,47,3,0,0,2,1,7,0,1,1,2,17,1,102,276
0,0,33,0,6,0,3,1,6,0,1,1,2,13,1,103,277
1,1,29,0,0,0,2,1,6,0,1,1,2,8,1,103,278
0,1,24,0,0,0,2,1,7,0,1,1,2,15,1,104,279
1,1,27,0,7,0,2,1,4,0,1,3,2,9,1,104,280
2,0,2,5,7,0,0,0,0,0,0,0,0,0,0,104,281
0,1,85,4,0,0,2,1,7,0,1,3,0,0,2,105,282
0,0,36,0,0,2,3,1,7,0,1,1,2,38,1,106,283
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,106,284
1,1,31,0,0,0,3,1,8,0,1,1,2,17,1,106,285
0,0,25,5,0,0,2,2,7,6,2,1,2,34,1,107,286
7,0,33,5,0,0,2,1,6,0,1,1,2,12,1,107,287
4,1,53,1,0,0,2,1,9,0,1,1,2,21,1,108,288
0,0,44,1,0,0,2,1,9,0,1,1,2,46,1,108,289
7,1,68,5,0,0,2,1,5,0,1,3,0,2,2,109,290
2,0,1,5,6,0,0,0,0,0,0,0,0,0,0,110,291
0,0,37,0,7,0,2,1,8,6,1,1,2,17,1,110,292
2,0,5,5,6,0,4,2,1,2,2,0,0,0,0,110,293
2,1,5,5,6,0,3,2,0,2,3,0,0,0,0,110,294
1,1,37,0,6,0,3,1,6,0,1,1,2,17,1,110,295
2,0,22,5,0,0,4,1,0,0,1,3,2,5,1,111,296
0,1,54,2,0,3,4,1,2,0,1,1,2,5,2,111,297
0,0,65,0,0,0,2,1,7,0,1,3,2,0,1,112,298
1,1,60,0,0,0,2,1,6,0,1,3,2,0,1,112,299
1,1,34,0,3,0,2,1,6,0,1,1,2,5,1,113,300
0,0,33,0,6,0,2,1,10,0,1,1,2,26,1,113,301
2,0,15,5,5,0,3,2,2,5,2,0,0,0,0,114,302
1,1,47,0,5,2,3,1,6,0,1,1,2,20,2,114,303
0,0,50,0,5,0,4,1,6,0,1,3,2,7,1,114,304
0,0,39,0,0,0,2,1,7,0,1,1,2,3,1,115,305
0,0,38,3,1,0,2,1,7,0,1,1,2,4,1,115,306
0,0,30,5,0,3,2,1,9,0,1,1,2,65,1,116,307
0,0,30,0,0,2,3,1,10,0,1,1,2,19,1,117,308
1,1,59,0,0,0,2,1,9,0,1,1,2,4,1,117,309
0,0,40,0,0,3,4,1,10,0,1,1,2,45,1,118,310
1,1,30,5,0,3,4,2,5,6,2,1,2,3,1,118,311
1,1,42,0,6,3,5,1,2,0,1,1,2,5,1,118,312
2,1,12,5,0,3,4,2,2,4,2,0,0,0,0,118,313
0,0,46,0,0,0,2,1,7,0,1,3,2,38,1,119,314
1,0,50,0,0,0,2,1,9,0,1,1,2,28,1,119,315
7,0,47,0,2,3,5,1,7,0,1,1,2,12,1,120,316
0,1,29,0,6,3,5,2,6,6,2,1,2,6,1,120,317
7,0,7,5,0,0,3,2,1,3,2,0,0,0,0,120,318
2,1,6,5,6,0,2,2,1,3,2,0,0,0,0,120,319
1,0,50,0,0,0,2,1,6,0,1,1,2,13,1,121,320
0,0,37,0,0,0,2,1,6,0,1,1,2,25,1,121,321
2,1,6,5,7,0,2,2,1,3,2,0,0,0,0,122,322
0,0,26,0,6,3,4,2,6,6,2,1,2,18,1,122,323
1,0,28,0,5,3,2,1,6,0,1,1,2,18,1,122,324
2,0,3,5,7,0,0,2,1,1,2,0,0,0,0,122,325
2,0,8,5,1,0,4,2,1,3,2,0,0,0,0,123,326
1,0,50,0,1,2,2,1,10,0,1,1,2,41,2,123,327
0,0,50,0,1,2,2,1,10,0,1,1,2,5,1,123,328
3,1,85,5,6,2,4,1,3,0,1,3,0,3,1,123,329
1,0,35,0,1,0,2,1,6,0,1,1,2,23,2,124,330
2,0,11,5,1,0,2,2,2,4,2,0,0,0,0,124,331
7,1,33,2,8,0,3,1,2,0,1,1,2,7,1,124,332
2,1,9,5,8,0,2,2,1,3,2,0,0,0,0,124,333
7,1,33,5,1,0,2,1,8,0,1,1,2,16,1,125,334
0,0,37,2,1,0,2,1,9,0,1,1,2,27,1,125,335
1,0,47,0,0,0,2,1,9,0,1,1,2,33,1,126,336
0,0,41,0,0,2,2,1,7,0,1,1,2,99,1,126,337
0,1,53,3,0,0,2,1,6,0,1,1,2,19,1,127,338
0,0,45,0,0,0,2,1,8,0,1,1,2,26,2,128,339
1,1,47,0,0,0,2,1,6,0,1,1,2,15,1,128,340
0,1,36,3,0,0,2,1,9,0,1,1,2,9,1,129,341
2,0,9,5,3,0,4,2,1,3,2,0,0,0,0,130,342
2,0,9,5,3,0,4,2,1,3,2,0,0,0,0,130,343
1,1,37,0,3,3,5,1,0,0,1,3,0,3,1,130,344
2,1,11,5,3,0,4,2,2,3,2,0,0,0,0,130,345
0,0,39,0,6,2,1,1,0,0,1,3,2,5,1,130,346
0,1,38,5,0,0,3,1,9,0,1,1,2,27,1,131,347
0,0,77,0,0,0,2,1,10,0,1,1,1,15,1,132,348
1,1,57,0,0,0,2,1,10,0,1,1,1,7,1,132,349
1,1,37,0,6,2,4,1,6,0,1,3,0,0,1,133,350
0,0,37,0,6,2,4,1,5,0,1,1,2,22,1,133,351
2,0,6,5,6,0,3,1,1,3,2,0,0,0,0,133,352
2,0,6,5,6,0,3,2,1,3,2,0,0,0,0,133,353
2,0,9,5,0,0,2,2,1,3,2,0,0,0,0,134,354
0,0,51,3,0,0,2,1,10,0,1,1,2,99,1,134,355
0,1,73,4,5,0,2,1,4,0,1,3,0,3,1,135,356
7,0,47,5,0,0,2,1,0,0,1,3,2,4,2,136,357
1,1,35,0,0,2,2,1,6,0,1,3,2,16,1,137,358
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,137,359
0,0,36,0,0,0,2,1,8,0,1,2,2,22,1,137,360
2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,137,361
1,1,58,0,0,0,2,1,6,0,1,3,0,0,1,138,362
1,1,44,5,7,0,2,1,5,0,1,1,2,12,1,138,363
0,0,55,3,0,0,2,1,7,0,1,3,0,5,1,139,364
7,0,23,5,0,3,1,1,2,0,1,1,2,5,1,140,365
6,1,2,5,0,0,0,0,0,0,0,0,0,0,0,140,366
2,0,13,5,0,3,3,2,2,4,2,0,0,0,0,140,367
4,1,23,5,0,3,5,1,3,0,1,3,0,0,1,140,368
7,0,20,5,0,3,1,1,2,0,1,1,2,6,1,140,369
7,1,30,5,0,3,5,2,3,6,2,3,2,0,1,140,370
4,0,25,1,0,3,1,1,3,0,1,1,2,3,1,140,371
4,0,25,1,0,3,1,1,3,0,1,1,2,3,1,140,372
2,1,2,5,0,3,0,0,0,0,0,0,0,0,0,140,373
0,0,31,5,0,3,5,1,5,0,1,2,2,2,1,140,374
0,0,41,3,0,0,2,1,8,0,1,1,2,50,1,141,375
2,0,9,5,0,0,2,2,1,4,3,0,0,0,0,141,376
2,0,2,5,7,0,0,0,0,0,0,0,0,0,0,142,377
1,0,25,0,7,0,2,1,3,0,1,3,2,9,1,142,378
0,1,24,0,0,0,2,1,7,0,1,1,2,15,1,142,379
7,0,30,5,0,0,1,1,6,0,1,3,0,3,2,143,380
7,0,33,5,0,0,2,1,6,0,1,1,2,8,1,144,381
0,0,22,5,0,0,2,1,6,0,1,1,2,9,1,144,382
0,0,50,0,5,2,4,1,4,0,1,1,2,13,1,145,383
1,1,52,0,5,3,5,1,4,0,1,3,0,0,1,145,384
7,0,40,5,0,0,2,1,5,0,1,3,1,0,1,146,385
0,0,48,3,0,0,2,1,6,0,1,3,2,19,1,147,386
7,0,42,3,7,0,2,1,6,0,1,1,2,4,2,148,387
0,0,37,5,6,0,5,1,5,0,1,1,2,5,1,149,388
0,0,64,3,0,3,2,1,9,0,1,1,2,57,1,150,389
0,0,50,5,6,0,3,1,2,0,1,3,0,0,2,151,390
0,0,44,3,0,0,2,1,6,0,1,3,2,23,1,152,391
2,1,22,3,4,0,3,2,7,6,2,1,2,3,1,153,392
7,0,58,3,4,3,4,1,6,0,1,1,2,32,1,153,393
0,1,49,3,4,2,4,1,6,0,1,1,2,15,1,153,394
7,0,47,3,0,0,2,1,7,0,1,2,0,3,2,154,395
0,0,40,0,0,0,3,1,6,0,1,1,2,16,1,155,396
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,155,397
2,0,6,5,7,0,3,2,0,2,2,0,0,0,0,155,398
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,155,399
2,0,6,5,7,0,3,2,0,2,2,0,0,0,0,155,400
1,1,35,0,0,3,3,1,7,0,1,1,2,32,2,155,401
2,0,21,5,0,0,3,2,6,5,1,3,0,0,1,155,402
0,0,49,5,0,0,3,1,6,0,1,3,2,3,1,156,403
1,1,46,0,0,0,2,1,9,0,1,1,2,44,1,157,404
