FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA,household_id
0,1,1,2,59,3,12,5,2,9,195
0,2,0,0,0,99,99,3,2,83,196
0,2,0,0,0,2,99,3,2,47,197
0,0,0,0,0,0,99,0,0,151,198
0,1,1,0,39,2,9,3,2,220,199
0,1,1,2,59,7,12,6,2,174,200
0,2,0,0,0,6,99,3,2,70,201
0,1,1,1,59,31,21,9,2,150,202
0,1,1,1,59,10,23,8,2,172,203
0,1,1,1,59,10,27,6,2,159,204
0,1,1,1,36,4,19,6,2,73,205
0,1,1,0,0,99,11,5,2,204,206
0,1,1,1,59,10,35,9,2,27,207
0,2,0,0,0,3,99,1,2,154,208
0,1,1,2,52,6,16,9,2,176,209
0,1,1,0,43,11,11,5,2,19,210
0,1,1,2,23,12,12,5,2,115,211
0,2,0,0,0,8,99,2,2,103,212
0,1,1,2,59,11,19,7,2,100,213
0,0,0,0,0,0,99,0,0,191,214
0,1,1,0,49,8,35,5,2,200,215
0,2,0,0,0,3,99,3,2,47,216
0,0,0,0,0,0,99,0,0,122,217
0,0,0,0,0,0,99,0,0,228,218
0,0,0,0,0,0,99,0,0,112,219
0,2,0,0,0,6,99,1,2,129,220
0,1,1,0,59,8,15,5,2,90,221
0,2,1,0,0,5,99,4,2,222,222
0,1,1,0,59,6,99,6,2,69,223
0,2,0,0,0,2,99,3,2,147,224
0,1,1,1,59,6,35,3,2,206,225
0,2,0,0,0,0,99,4,2,203,226
1,1,1,0,59,12,60,8,2,227,227
0,1,1,1,59,7,18,8,2,77,228
0,1,1,1,21,8,12,4,2,174,229
0,0,0,0,0,0,99,0,0,14,230
0,2,1,2,0,6,99,4,2,202,231
0,1,1,1,56,24,35,7,2,39,232
0,1,1,1,59,21,99,9,2,69,233
0,2,0,0,0,7,99,3,2,181,234
0,1,1,0,59,5,45,6,2,76,235
0,1,1,1,59,16,40,5,2,52,236
0,2,0,0,0,3,99,2,2,144,237
0,1,1,2,39,3,30,4,2,115,238
0,2,1,0,0,6,99,4,2,164,239
0,1,1,2,59,11,19,7,2,44,240
0,2,0,0,0,2,99,2,2,16,241
0,1,1,2,41,12,27,6,2,185,242
0,1,1,0,29,20,27,5,2,75,243
0,1,1,1,59,10,75,7,2,10,244
0,1,1,0,45,10,13,5,2,47,245
0,1,1,0,34,2,8,6,2,229,246
0,1,0,1,59,32,73,8,2,228,247
0,2,0,0,0,7,99,4,2,149,248
0,2,1,0,0,12,99,7,2,66,249
0,1,1,0,40,8,24,6,2,151,250
0,2,0,0,0,1,99,1,2,44,251
0,1,1,1,12,7,17,4,2,12,252
0,1,1,2,59,9,21,7,2,224,253
0,2,1,0,0,4,99,2,2,8,254
0,1,1,2,59,7,9,5,2,20,255
0,2,0,0,0,3,99,1,2,205,256
0,1,1,2,59,16,35,8,2,104,257
0,2,0,0,0,6,99,3,2,111,258
0,2,0,0,0,4,99,2,2,228,259
0,1,1,1,48,8,11,6,2,67,260
0,2,0,0,0,5,99,5,2,192,261
0,1,1,1,39,8,18,9,2,96,262
0,1,1,2,59,4,17,5,2,173,263
0,2,1,0,0,9,99,5,2,133,264
0,2,1,0,0,1,99,3,2,123,265
0,1,1,1,59,15,27,8,2,77,266
0,1,1,1,59,10,27,8,2,225,267
0,2,0,0,0,2,99,2,2,136,268
0,2,0,0,0,1,99,3,2,160,269
0,2,0,0,0,3,99,3,2,71,270
0,1,1,2,47,4,13,3,2,165,271
0,2,1,0,0,14,99,4,2,111,272
0,1,1,1,50,10,99,7,2,69,273
0,2,0,0,0,99,99,3,2,83,274
0,2,0,0,0,4,99,5,2,148,275
0,1,1,1,55,8,13,5,2,139,276
0,2,0,0,0,2,99,4,2,216,277
0,2,1,0,0,10,99,5,2,3,278
0,1,1,1,59,10,57,7,2,80,279
0,1,1,0,59,2,52,9,2,61,280
0,1,1,2,29,11,13,5,2,115,281
0,2,0,0,0,0,99,2,2,44,282
0,1,2,1,28,6,35,9,2,4,283
0,2,0,0,0,6,99,1,2,203,284
0,2,0,0,0,99,99,2,2,228,285
0,2,0,0,0,99,99,3,2,136,286
0,1,1,0,46,6,63,6,2,78,287
0,2,0,0,0,4,99,3,2,60,288
0,1,1,2,37,7,18,6,2,219,289
0,1,1,0,59,15,23,6,2,205,290
0,2,0,0,0,4,99,4,2,133,291
0,2,1,0,0,5,99,9,2,60,292
0,0,0,0,0,0,99,0,0,228,293
0,1,1,1,59,7,20,6,2,127,294
0,1,1,1,59,12,24,8,2,153,295
0,0,0,0,0,0,99,0,0,231,296
0,1,1,0,42,5,16,7,2,167,297
0,1,1,2,42,9,22,5,2,12,298
0,2,1,0,0,99,99,1,2,120,299
0,1,1,2,39,9,13,6,2,62,300
0,2,1,0,0,6,99,5,2,84,301
0,2,1,0,0,4,99,4,2,232,302
0,1,1,2,59,8,27,6,2,63,303
0,1,1,2,59,6,35,9,2,28,304
0,2,1,0,0,99,99,3,2,169,305
0,2,1,0,0,13,99,4,2,12,306
0,2,0,0,0,11,99,3,2,171,307
0,2,0,0,0,7,99,5,2,22,308
0,2,0,0,0,6,99,3,2,203,309
0,2,0,0,0,7,99,3,2,223,310
0,1,1,2,31,6,13,3,2,92,311
0,1,1,1,59,10,31,9,2,211,312
0,1,1,2,46,4,13,3,2,128,313
0,1,1,1,59,2,44,6,2,134,314
0,2,1,0,0,4,99,2,2,203,315
0,1,1,0,59,7,8,5,2,90,316
0,2,0,0,0,8,99,3,2,200,317
0,1,1,1,59,8,35,7,2,80,318
0,2,2,0,0,10,99,6,2,165,319
0,2,1,0,0,6,99,6,2,57,320
0,1,1,0,0,5,7,6,2,43,321
0,1,1,2,16,18,10,5,2,226,322
0,1,1,1,59,7,42,8,2,28,323
0,1,1,2,48,4,13,8,2,188,324
0,1,1,1,59,7,31,9,2,207,325
0,1,2,1,59,21,16,5,2,3,326
0,1,1,0,59,7,18,6,2,96,327
0,2,0,0,0,6,99,3,2,103,328
0,2,1,0,0,99,99,8,2,174,329
0,1,1,1,40,8,4,7,2,4,330
0,2,0,0,0,3,99,3,2,171,331
0,1,1,1,59,10,21,8,2,172,332
0,0,0,0,0,0,99,0,0,134,333
0,1,1,1,49,8,17,5,2,198,334
0,1,0,1,59,8,18,3,2,186,335
0,1,1,0,38,4,18,6,2,57,336
0,1,1,1,48,7,35,7,2,69,337
0,1,1,1,51,6,34,5,2,189,338
0,1,1,1,59,12,18,8,2,30,339
0,2,1,0,0,12,99,1,2,142,340
0,2,0,0,0,8,99,1,2,121,341
0,0,0,0,0,0,99,0,0,92,342
0,1,1,1,59,10,35,6,2,130,343
0,2,0,0,0,99,99,3,2,148,344
0,1,1,0,26,4,10,4,2,180,345
0,1,1,0,59,0,19,9,2,58,346
0,2,0,0,0,15,99,1,2,32,347
0,1,1,2,59,20,36,6,2,221,348
0,2,1,0,0,13,99,7,2,141,349
0,2,0,0,0,4,99,3,2,143,350
0,2,1,0,0,3,99,4,2,112,351
0,1,1,1,59,10,32,9,2,10,352
0,2,0,0,0,6,99,3,2,8,353
0,1,1,2,39,17,20,6,2,9,354
0,2,0,0,0,6,99,3,2,103,355
0,2,0,0,0,2,99,3,2,46,356
0,1,1,2,30,4,10,5,2,29,357
0,1,1,0,28,99,2,4,2,208,358
0,1,1,2,49,10,11,5,2,210,359
0,1,1,2,49,14,13,6,2,220,360
0,2,0,0,0,6,99,2,2,136,361
0,1,1,1,59,14,42,8,2,206,362
0,1,1,2,50,5,34,7,2,21,363
0,1,1,2,59,12,27,6,2,152,364
0,2,0,0,0,3,99,4,2,123,365
0,2,1,0,0,4,99,2,2,192,366
0,1,1,1,59,10,35,7,2,140,367
0,1,1,2,36,7,8,3,2,97,368
0,1,1,1,34,4,27,5,2,3,369
0,1,1,1,59,13,37,7,2,161,370
0,2,0,0,0,0,99,3,2,132,371
0,1,1,1,45,7,13,6,2,67,372
0,2,0,0,0,10,99,4,2,177,373
0,0,0,0,0,0,99,0,0,199,374
0,2,1,0,0,4,99,5,2,43,375
0,2,1,0,0,7,99,5,1,211,376
0,1,1,2,49,8,13,6,2,59,377
0,2,0,0,0,8,99,3,2,2,378
0,1,0,1,47,3,27,4,2,38,379
0,2,0,0,0,4,99,5,2,41,380
0,0,0,0,0,14,99,5,2,90,381
0,1,1,1,59,6,18,3,2,93,382
0,0,0,0,0,0,99,0,0,40,383
0,1,1,1,59,15,27,8,2,2,384
0,1,1,2,59,7,7,5,2,20,385
0,2,1,0,0,2,99,2,2,209,386
0,1,1,0,59,0,27,9,2,58,387
0,2,0,0,0,99,99,2,2,32,388
0,1,1,2,38,6,18,6,2,196,389
0,2,1,0,0,4,99,6,2,9,390
0,2,1,0,0,12,99,3,2,77,391
0,1,1,2,47,8,22,7,2,83,392
0,1,1,2,51,7,11,4,2,3,393
0,2,1,0,0,6,99,5,2,104,394
0,1,1,2,41,7,16,6,2,138,395
0,1,1,1,37,6,18,5,2,220,396
0,0,0,0,0,0,99,0,0,103,397
0,1,1,0,59,8,27,6,2,139,398
0,0,0,0,0,0,99,0,0,176,399
0,1,1,1,59,12,23,8,2,211,400
0,2,0,0,0,2,99,5,2,200,401
0,1,1,1,59,14,27,8,2,21,402
0,1,1,2,39,12,17,6,2,223,403
0,1,1,2,54,8,10,4,2,3,404
0,1,1,2,51,7,13,4,2,63,405
0,2,0,0,0,4,99,3,2,55,406
0,1,1,1,50,12,16,5,2,145,407
0,2,1,0,0,7,99,6,2,28,408
0,2,0,0,0,4,99,4,2,110,409
0,1,1,2,48,3,10,5,2,92,410
0,2,0,0,0,1,99,2,2,16,411
0,1,1,1,45,6,35,6,2,157,412
0,2,0,0,0,9,99,4,2,232,413
0,1,1,2,27,6,26,9,2,206,414
0,1,1,2,41,3,17,5,2,125,415
0,1,1,1,39,4,60,9,2,99,416
0,0,0,0,0,0,99,0,0,15,417
0,2,0,0,0,99,99,4,2,138,418
0,0,0,0,0,0,99,0,0,86,419
0,2,1,0,0,7,99,6,2,85,420
0,1,1,1,58,25,35,7,2,39,421
0,1,1,2,59,7,16,5,2,150,422
0,1,1,0,59,14,30,9,2,202,423
1,1,1,1,59,10,69,8,2,227,424
0,1,1,1,59,0,61,8,2,54,425
0,1,1,1,43,12,19,5,2,125,426
0,2,0,0,0,6,99,2,1,121,427
0,2,0,0,0,8,99,1,2,180,428
0,2,0,0,0,3,99,4,2,191,429
0,2,0,0,0,4,99,5,2,109,430
0,0,0,0,0,0,99,0,0,134,431
0,1,1,2,59,15,16,7,2,111,432
0,1,1,1,15,7,35,5,2,204,433
0,2,1,0,0,10,99,6,2,5,434
0,2,0,0,0,2,99,1,2,138,435
0,2,0,0,0,6,99,2,2,201,436
0,1,1,1,48,12,14,3,2,223,437
0,0,0,0,0,0,99,0,0,134,438
0,1,1,2,45,7,18,5,2,92,439
0,1,1,2,47,10,17,5,2,146,440
0,2,1,0,0,10,99,2,2,65,441
0,2,0,0,0,4,99,2,2,32,442
0,1,1,0,29,0,18,4,2,152,443
0,2,0,0,0,8,99,4,2,174,444
0,2,1,0,0,8,99,5,2,140,445
0,1,1,0,59,10,18,6,2,23,446
0,2,0,0,0,4,99,4,2,222,447
0,2,1,0,0,9,99,5,2,197,448
0,1,1,2,59,6,14,5,2,175,449
0,1,1,2,45,14,10,5,2,95,450
0,1,1,1,34,6,21,9,2,4,451
0,2,1,0,0,8,99,4,2,10,452
0,2,0,0,0,12,99,2,2,41,453
0,1,1,2,59,23,35,6,2,221,454
0,1,0,0,59,2,30,3,2,18,455
0,2,1,0,0,4,99,4,2,35,456
1,2,2,0,0,14,99,7,2,7,457
0,2,0,0,0,4,99,5,2,171,458
0,2,1,0,0,1,99,3,2,123,459
0,1,1,0,45,7,18,3,2,94,460
0,2,0,0,0,12,99,4,2,96,461
0,1,1,2,48,5,20,7,2,8,462
0,2,0,0,0,99,99,3,2,197,463
0,2,0,0,0,6,99,2,2,62,464
0,1,1,1,51,10,13,6,2,100,465
0,2,0,0,0,99,99,3,2,83,466
0,2,0,0,0,5,99,4,2,213,467
0,1,1,1,53,7,8,5,2,26,468
0,2,0,0,0,3,99,1,2,132,469
0,1,1,1,35,8,13,6,2,24,470
0,1,1,1,59,12,16,6,2,68,471
0,2,1,0,0,9,99,8,2,139,472
0,1,0,2,26,15,12,2,2,194,473
0,2,1,0,0,7,99,2,2,81,474
0,0,0,0,0,0,99,0,0,141,475
0,1,1,2,48,17,13,6,2,174,476
0,0,0,0,0,0,99,0,0,85,477
0,1,1,0,59,6,18,6,2,213,478
0,1,1,1,59,1,12,4,2,192,479
0,2,1,0,0,99,99,5,2,201,480
0,1,1,2,36,4,18,5,2,11,481
0,2,0,0,0,2,99,1,2,65,482
0,1,1,2,59,3,13,5,2,19,483
0,1,1,0,59,12,43,9,2,180,484
0,1,1,2,47,8,19,4,2,197,485
0,1,1,2,28,9,7,6,2,102,486
0,1,1,2,49,15,13,6,2,174,487
0,1,1,1,47,12,26,5,2,125,488
0,2,0,0,0,1,99,3,2,229,489
0,2,1,0,0,10,99,9,2,208,490
0,1,1,1,59,11,18,6,2,165,491
0,2,1,0,0,8,99,5,2,140,492
0,1,0,1,30,6,2,3,2,53,493
0,2,0,0,0,12,99,3,2,180,494
0,1,1,1,59,12,14,6,2,28,495
0,1,1,1,59,9,44,6,2,74,496
0,2,1,0,0,7,99,4,2,48,497
0,2,1,0,0,6,99,2,2,166,498
0,1,1,1,26,3,5,4,2,30,499
0,1,1,2,34,8,10,3,2,188,500
0,2,0,0,0,99,99,3,2,212,501
0,1,1,0,38,9,29,7,2,151,502
0,1,1,1,59,6,35,6,2,159,503
0,1,1,2,42,8,13,3,2,29,504
0,2,0,0,0,10,99,3,2,171,505
0,2,0,0,0,6,99,3,2,103,506
0,1,1,2,43,5,27,9,2,207,507
0,1,1,1,57,22,27,7,2,39,508
0,1,1,2,36,7,8,3,2,97,509
0,1,1,1,59,1,45,6,2,134,510
0,1,1,2,39,5,17,5,2,11,511
0,2,1,0,0,12,99,5,2,188,512
0,2,1,0,0,3,99,3,2,167,513
0,2,0,0,0,99,99,5,2,217,514
0,2,1,0,0,6,99,4,2,22,515
0,1,1,0,59,6,99,6,2,69,516
0,2,0,0,0,8,99,4,2,204,517
0,1,1,2,41,10,27,9,2,170,518
0,1,1,2,59,17,11,3,2,18,519
0,1,1,2,59,6,13,3,2,220,520
0,1,0,2,40,6,18,6,2,152,521
0,1,1,1,22,8,11,4,2,174,522
0,2,0,0,0,5,99,4,2,34,523
0,1,1,2,46,8,14,6,2,92,524
0,2,0,1,0,2,99,2,2,194,525
0,2,0,0,0,4,99,4,2,16,526
0,1,1,0,59,8,16,3,2,62,527
0,2,0,0,0,99,99,2,2,55,528
0,1,1,2,37,2,15,3,2,188,529
0,1,1,2,36,6,18,3,2,189,530
0,1,1,1,0,99,15,5,2,204,531
0,1,1,1,59,10,22,8,2,172,532
0,2,0,0,0,8,99,7,2,7,533
0,1,1,0,59,14,56,8,2,130,534
0,1,1,2,26,19,12,5,2,8,535
0,2,0,0,0,12,99,5,2,158,536
0,2,1,0,0,6,99,3,2,36,537
0,2,0,0,0,99,99,3,2,212,538
0,1,1,1,59,11,35,5,2,153,539
0,2,1,0,0,4,99,6,2,220,540
0,1,1,2,33,12,8,5,2,8,541
0,1,1,0,0,14,2,3,2,232,542
0,2,0,0,0,2,99,4,2,160,543
0,2,0,0,0,2,99,3,2,19,544
0,2,1,0,0,2,99,3,2,2,545
0,0,0,0,0,0,99,0,0,40,546
0,2,0,0,0,99,99,1,2,121,547
0,1,1,2,35,3,9,7,2,102,548
0,1,1,1,59,9,20,6,2,104,549
0,2,1,0,0,2,99,4,2,4,550
0,0,0,0,0,0,99,0,0,14,551
0,1,1,2,25,3,19,6,2,201,552
0,2,0,0,0,1,99,2,2,231,553
0,1,0,0,33,3,13,4,2,83,554
0,1,1,1,59,13,35,4,2,211,555
0,2,1,0,0,7,99,4,2,87,556
0,2,0,0,0,2,99,2,2,47,557
0,2,0,0,0,17,99,3,2,90,558
0,2,0,0,0,3,99,6,2,222,559
0,2,1,0,0,5,99,4,2,222,560
0,2,0,0,0,4,99,2,2,191,561
0,1,1,2,38,6,27,5,2,11,562
0,0,0,0,0,0,99,0,0,151,563
0,2,0,0,0,4,99,5,2,229,564
0,1,1,1,39,4,17,5,2,50,565
0,1,1,0,59,6,15,3,2,62,566
0,1,1,1,59,10,99,8,2,118,567
0,1,1,2,45,22,25,9,2,184,568
0,2,0,0,0,99,99,3,2,197,569
0,1,1,1,59,12,92,6,2,38,570
0,2,0,0,0,4,99,5,2,229,571
0,1,1,1,50,12,52,8,2,119,572
0,1,1,0,44,20,13,7,2,126,573
0,2,0,0,0,10,99,1,2,32,574
0,1,1,2,46,9,18,5,2,15,575
0,2,0,0,0,6,99,6,2,109,576
0,1,1,0,41,6,8,3,2,89,577
0,2,0,0,0,3,99,4,2,121,578
0,2,0,0,0,4,99,2,2,179,579
0,2,0,0,0,4,99,5,2,171,580
0,1,1,0,59,12,18,5,2,61,581
0,1,1,0,59,12,65,6,2,127,582
0,2,0,0,0,3,99,3,2,140,583
0,2,0,0,0,4,99,4,2,78,584
0,2,0,0,0,4,99,4,2,180,585
0,1,1,1,59,14,44,8,2,204,586
0,2,0,0,0,99,99,3,2,77,587
0,1,1,1,39,4,27,4,2,115,588
0,0,0,0,0,0,99,0,0,151,589
0,2,1,0,0,6,99,6,2,109,590
0,2,1,0,0,9,99,2,2,204,591
0,2,1,0,0,4,99,3,2,19,592
0,1,1,0,59,4,18,7,2,127,593
0,2,1,0,0,99,99,5,2,179,594
0,1,1,2,35,30,8,5,2,95,595
0,1,1,2,59,99,16,3,2,118,596
0,2,0,0,0,4,99,4,2,77,597
0,2,1,0,0,6,99,6,2,169,598
0,2,0,0,0,5,99,2,2,71,599
0,2,1,0,0,11,99,5,2,191,600
0,2,0,0,0,9,99,3,2,30,601
0,1,1,1,59,11,27,8,2,153,602
0,2,0,0,0,7,99,3,2,153,603
0,1,1,2,43,5,11,6,2,29,604
0,2,1,0,0,12,99,3,2,220,605
0,2,1,0,0,17,99,6,2,92,606
0,1,1,2,59,8,14,5,2,10,607
0,1,1,1,59,10,35,8,2,54,608
0,1,1,0,38,5,29,6,2,73,609
0,2,1,0,0,12,99,6,2,130,610
0,1,1,0,59,7,22,4,2,3,611
0,1,1,2,47,4,26,7,2,230,612
0,1,1,0,39,10,27,7,2,64,613
0,1,1,2,25,6,27,9,2,206,614
0,1,1,2,47,8,18,7,2,220,615
0,2,0,0,0,0,99,1,2,78,616
0,0,0,0,0,0,99,0,0,108,617
0,2,0,0,0,4,99,4,2,46,618
0,2,1,0,0,6,99,4,2,19,619
0,1,1,1,59,7,22,6,2,227,620
0,2,0,0,0,2,99,2,2,140,621
0,1,1,0,59,7,27,7,2,24,622
0,2,1,0,0,0,99,1,2,160,623
0,2,0,0,0,22,99,3,2,171,624
0,2,0,0,0,7,99,4,2,187,625
0,2,0,0,0,5,99,2,2,204,626
0,2,0,0,0,10,99,5,2,177,627
0,1,1,2,59,3,12,5,2,19,628
0,0,0,0,0,0,99,0,0,122,629
