year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,loyalty_history_id,activity_id
2018,10,16,38876,55720.5,0,0,612,58
2018,3,2,4721,7257.6,0,0,612,59
2018,10,0,0,0.0,0,0,612,60
2018,3,16,22554,36195.9,0,0,612,61
2018,4,0,0,0.0,0,0,612,62
2018,6,8,26079,39524.0,0,0,612,63
2018,11,0,0,0.0,0,0,612,64
2018,4,2,946,1559.8,462,0,612,65
2018,11,6,7545,11542.9,0,0,815,66
2018,12,2,3610,5129.4,0,0,815,67
2018,6,0,0,0.0,0,0,815,68
2018,10,0,0,0.0,0,0,815,69
2018,9,10,5385,7574.5,0,0,815,70
2018,4,1,2116,3447.5,0,0,815,71
2018,8,0,0,0.0,0,0,815,72
2018,5,23,44560,65800.8,0,0,815,73
2018,11,4,6733,9808.8,0,0,815,74
2018,8,15,9561,14484.8,0,0,815,75
2018,11,0,0,0.0,0,0,815,76
2018,12,0,0,0.0,0,0,55,77
2018,4,0,0,0.0,0,0,55,78
2018,3,16,36448,55522.0,0,0,55,79
2018,10,4,10115,17360.4,0,0,55,80
2018,12,7,13633,24758.9,0,0,55,81
2018,3,1,1159,1913.3,0,0,55,82
2018,8,4,6022,8911.3,0,0,55,83
2018,2,0,0,0.0,0,0,55,84
2018,3,0,0,0.0,0,0,55,85
2018,5,26,25303,35580.3,0,0,55,86
2018,2,0,0,0.0,0,0,55,87
2017,12,0,0,0.0,0,0,363,88
2018,11,0,0,0.0,0,0,90,89
2018,6,3,7148,7124.3,0,0,283,90
2018,9,0,0,0.0,0,0,188,91
2017,10,4,2323,2318.8,0,0,730,92
2018,2,3,5133,5093.1,0,0,780,93
2017,7,1,2269,2261.2,0,0,965,94
2017,8,4,5999,5989.8,0,0,350,95
2017,2,0,0,0.0,0,0,288,96
2018,8,4,9639,9605.7,0,0,572,97
2017,2,2,3728,3720.1,0,0,524,98
2017,10,3,7585,7563.6,0,0,831,99
2017,5,0,0,0.0,0,0,118,100
2017,11,3,4153,4134.7,0,0,417,101
2018,6,1,1804,1794.2,0,0,965,102
2017,12,0,0,0.0,0,0,851,103
2017,4,0,0,0.0,0,0,879,104
2017,2,0,0,0.0,0,0,804,105
2018,12,0,0,0.0,0,0,942,106
2018,10,5,6623,6581.5,0,0,533,107
2018,6,4,11038,11041.9,0,0,611,108
2017,7,0,0,0.0,0,0,433,109
2017,12,4,8789,8783.2,0,0,137,110
2017,1,0,0,0.0,0,0,915,111
2018,4,1,0,0.0,0,0,643,112
2017,5,0,0,0.0,0,0,941,113
2018,8,0,0,0.0,0,0,5,114
2018,6,0,0,0.0,0,0,557,115
2017,12,5,7435,7382.3,0,0,145,116
2017,6,0,0,0.0,0,0,626,117
2017,7,0,0,0.0,0,0,950,118
2017,6,4,5643,5619.4,0,0,547,119
2018,9,2,3180,3152.0,0,0,248,120
2017,12,4,6230,6165.4,0,0,165,121
2017,7,0,0,0.0,0,0,281,122
2018,1,2,1871,1840.2,0,0,118,123
2018,9,2,3994,3977.0,0,0,213,124
2018,11,3,2348,2321.8,0,0,769,125
2017,2,3,6277,6258.9,0,0,769,126
2017,7,2,2711,2706.2,0,0,442,127
2018,10,0,0,0.0,0,0,42,128
2018,11,0,0,0.0,0,0,547,129
2017,2,1,1054,1023.9,0,0,107,130
2017,7,1,1483,1455.6,0,0,939,131
2018,4,3,3695,3710.9,503,90,183,132
2018,7,1,1207,1187.7,0,0,539,133
2017,8,0,0,0.0,0,0,239,134
2018,1,3,1533,1513.8,0,0,104,135
2017,2,1,1274,1253.5,0,0,931,136
2018,5,1,1532,1513.5,0,0,157,137
2018,7,6,7931,7873.2,0,0,209,138
2017,2,0,0,0.0,0,0,3,139
2018,4,1,2241,2230.1,0,0,969,140
2017,9,0,0,0.0,0,0,353,141
2017,6,4,4448,4420.1,0,0,421,142
2017,1,0,0,0.0,0,0,340,143
2018,2,0,0,0.0,0,0,186,144
2017,2,0,0,0.0,0,0,425,145
2017,4,3,5904,5835.6,0,0,231,146
2017,10,2,3427,3402.8,0,0,123,147
2017,2,1,2136,2129.8,0,0,156,148
2017,9,0,0,0.0,0,0,521,149
2018,2,2,1113,1108.7,0,0,967,150
2017,8,0,0,0.0,0,0,173,151
2018,12,1,2317,2300.1,0,0,758,152
2017,8,0,0,0.0,0,0,19,153
2017,8,4,8265,8250.5,0,0,823,154
2017,11,1,805,877.0,421,75,509,155
2018,12,0,0,0.0,0,0,30,156
2018,10,0,0,0.0,0,0,979,157
2018,4,3,2776,2740.2,0,0,288,158
2018,8,0,0,0.0,0,0,631,159
2017,7,0,0,0.0,0,0,455,160
2018,11,1,2229,2222.8,0,0,276,161
2017,11,0,0,0.0,0,0,287,162
2017,8,0,0,0.0,0,0,137,163
2018,5,2,4412,4443.8,615,110,396,164
2017,2,2,3713,3696.5,0,0,947,165
2017,5,3,2861,2850.6,0,0,858,166
2018,5,2,2531,2486.9,0,0,189,167
2017,10,0,0,0.0,0,0,47,168
2018,12,2,2782,2748.4,0,0,402,169
2018,1,2,3102,3126.5,0,0,273,170
2017,1,0,0,0.0,0,0,468,171
2017,11,3,7349,7337.9,0,0,166,172
2017,11,5,3582,3599.9,0,0,187,173
2018,10,1,2068,2029.8,0,0,167,174
2018,11,4,5397,5385.8,0,0,313,175
2017,4,1,2527,2505.3,0,0,23,176
2018,6,1,2398,2326.1,0,0,262,177
2017,2,3,3085,3033.3,0,0,807,178
2017,2,2,1771,1767.1,0,0,52,179
2017,5,4,7007,7012.9,0,0,42,180
2017,1,0,0,0.0,0,0,10,181
2017,12,3,5142,5127.3,0,0,139,182
2018,5,0,0,0.0,0,0,96,183
2017,6,0,0,0.0,0,0,785,184
2017,5,4,5065,5049.8,0,0,286,185
2017,1,0,0,0.0,0,0,277,186
2017,2,1,2331,2317.7,0,0,851,187
2018,7,0,0,0.0,0,0,239,188
2018,10,4,5910,5888.4,0,0,496,189
2017,3,0,0,0.0,0,0,146,190
2017,6,4,4146,4124.0,0,0,200,191
2018,5,0,0,0.0,0,0,35,192
2017,9,6,9361,9340.3,0,0,344,193
2018,11,0,0,0.0,0,0,303,194
2017,1,3,3673,3626.5,0,0,970,195
2018,3,0,0,0.0,0,0,186,196
2018,11,0,0,0.0,0,0,909,197
2017,7,0,0,0.0,0,0,569,198
2018,10,0,0,0.0,0,0,533,199
2018,3,3,4850,4829.6,0,0,508,200
2018,5,0,0,0.0,0,0,890,201
2018,10,1,3969,3924.6,0,0,274,202
2018,5,0,0,0.0,0,0,156,203
2017,11,0,0,0.0,0,0,529,204
2018,7,1,2661,2616.8,0,0,222,205
2018,11,1,1558,1471.9,0,0,69,206
2017,10,0,0,0.0,0,0,494,207
2017,12,4,8573,8769.7,0,0,383,208
2018,5,1,1077,1058.2,0,0,793,209
2017,4,0,0,0.0,0,0,678,210
2017,8,1,2520,2505.3,0,0,2,211
2018,1,0,0,0.0,0,0,686,212
2017,12,0,0,0.0,0,0,384,213
2017,9,1,2203,2201.8,0,0,953,214
2018,10,3,3257,3215.1,0,0,276,215
2018,11,1,2468,2429.5,0,0,940,216
2018,6,2,2108,2106.5,0,0,47,217
2017,7,0,0,0.0,0,0,402,218
2018,3,0,0,0.0,0,0,988,219
2018,12,3,6841,6824.7,0,0,260,220
2017,6,3,6264,6241.7,0,0,34,221
2018,3,4,7609,7679.7,565,101,26,222
2018,1,1,725,695.4,0,0,615,223
2018,8,1,1121,1069.4,0,0,665,224
2018,10,4,3939,3936.2,0,0,787,225
2018,8,4,3919,3905.1,0,0,224,226
2018,8,0,0,0.0,0,0,861,227
2017,5,3,4333,4306.8,0,0,313,228
2018,10,8,22619,24051.7,0,0,23,229
2017,10,0,0,0.0,0,0,58,230
2018,4,1,2033,2025.4,0,0,527,231
2017,5,0,0,0.0,0,0,532,232
2018,10,0,0,0.0,0,0,355,233
2017,11,1,1541,1509.1,0,0,282,234
2018,4,2,2300,2272.7,0,0,886,235
2017,1,0,0,0.0,0,0,651,236
2017,5,0,0,0.0,0,0,948,237
2017,3,2,5035,5005.1,0,0,403,238
2018,3,1,2258,2255.3,0,0,518,239
2017,12,5,7680,7635.8,0,0,133,240
2018,3,0,0,0.0,0,0,547,241
2017,6,2,3532,3514.0,0,0,783,242
2017,3,1,2079,2069.9,0,0,579,243
2018,5,4,5233,5213.3,0,0,161,244
2017,7,7,11774,11836.7,0,0,655,245
2018,12,1,719,781.1,460,82,539,246
2018,12,1,2295,2292.7,0,0,271,247
2018,12,5,8195,8177.0,0,0,232,248
2018,3,0,0,0.0,0,0,331,249
2017,7,2,2033,2040.6,365,65,538,250
2018,7,0,0,0.0,0,0,868,251
2017,3,3,6688,6668.1,0,0,708,252
2018,10,0,0,0.0,0,0,743,253
2017,11,3,3516,3485.6,0,0,686,254
2017,1,0,0,0.0,418,71,548,255
2018,5,2,5285,5265.5,0,0,915,256
2018,4,1,2389,2395.5,0,0,133,257
2018,10,0,0,0.0,0,0,116,258
2017,8,0,0,0.0,0,0,595,259
2018,1,3,6496,6487.0,0,0,865,260
2017,4,0,0,0.0,615,111,313,261
2018,9,3,4552,4545.0,584,105,336,262
2018,1,0,0,0.0,0,0,459,263
2018,11,1,1935,1935.6,0,0,259,264
2018,7,0,0,0.0,0,0,424,265
2017,5,0,0,0.0,0,0,969,266
2018,3,0,0,0.0,0,0,924,267
2017,9,6,7164,7137.6,0,0,254,268
2018,6,4,9861,9837.9,0,0,254,269
2017,8,0,0,0.0,0,0,847,270
2018,7,6,8701,8660.1,0,0,164,271
2018,4,2,2256,2243.4,0,0,715,272
2018,3,2,1936,1910.1,0,0,198,273
2017,3,3,4597,4583.6,0,0,139,274
2018,3,0,0,0.0,0,0,95,275
2018,9,3,1662,1675.1,601,108,17,276
2017,7,0,0,0.0,0,0,366,277
2017,4,0,0,0.0,0,0,491,278
2018,9,0,0,0.0,0,0,512,279
2017,6,4,6330,6262.6,0,0,677,280
2017,11,0,0,0.0,0,0,654,281
2017,3,0,0,0.0,0,0,851,282
2017,9,1,612,537.0,0,0,487,283
2018,10,0,0,0.0,0,0,523,284
2018,1,0,0,0.0,0,0,689,285
2017,10,4,7926,7937.0,0,0,892,286
2018,5,0,0,0.0,0,0,614,287
2018,9,0,0,0.0,0,0,283,288
2017,9,0,0,0.0,0,0,849,289
2017,9,0,0,0.0,0,0,35,290
2018,11,3,3576,3528.3,0,0,340,291
2017,2,0,0,0.0,0,0,48,292
2017,8,0,0,0.0,0,0,646,293
2018,7,2,4595,4582.1,0,0,50,294
2018,1,0,0,0.0,0,0,228,295
2017,9,0,0,0.0,0,0,203,296
2017,6,0,0,0.0,0,0,505,297
2017,5,3,1807,1793.6,0,0,725,298
2018,3,3,6099,6049.7,0,0,718,299
2017,4,0,0,0.0,0,0,889,300
2017,4,3,1784,1752.4,0,0,213,301
2017,6,2,4086,4056.7,0,0,106,302
2018,3,0,0,0.0,0,0,321,303
2017,1,0,0,0.0,0,0,544,304
2017,2,2,4771,4783.7,0,0,177,305
2017,3,2,2321,2299.6,0,0,227,306
2017,12,0,0,0.0,0,0,2,307
2018,8,0,0,0.0,0,0,934,308
2017,12,3,2977,2984.9,0,0,160,309
2017,2,0,0,0.0,0,0,552,310
2017,6,1,2334,2352.4,0,0,936,311
2017,11,0,0,0.0,0,0,939,312
2017,10,0,0,0.0,0,0,362,313
2018,10,4,5626,5570.9,0,0,659,314
2017,6,1,568,514.4,0,0,988,315
2017,12,0,0,0.0,0,0,201,316
2018,7,0,0,0.0,0,0,338,317
2018,11,0,0,0.0,0,0,468,318
2017,11,0,0,0.0,0,0,166,319
2017,9,0,0,0.0,0,0,211,320
2017,5,4,6253,6200.1,0,0,595,321
2018,3,0,0,0.0,0,0,339,322
2017,7,0,0,0.0,0,0,917,323
2017,8,4,4957,4970.3,0,0,630,324
2017,2,1,1189,1166.0,0,0,23,325
2018,4,4,9283,9260.2,0,0,488,326
2018,6,4,4902,4906.3,0,0,28,327
2018,6,1,1958,2005.8,554,100,316,328
2018,9,6,5720,5984.1,494,88,51,329
2018,10,3,1653,1625.6,0,0,0,330
2018,1,4,7358,7327.4,0,0,627,331
2018,5,5,9390,9322.1,0,0,96,332
2017,10,1,2224,2214.9,0,0,633,333
2018,1,3,3569,3545.7,0,0,593,334
2018,7,2,3335,3332.6,0,0,161,335
2017,10,0,0,0.0,0,0,655,336
2018,8,0,0,0.0,0,0,600,337
2017,1,1,2782,2759.7,0,0,517,338
2017,8,0,0,0.0,0,0,629,339
2017,8,4,9315,9266.4,0,0,510,340
2018,4,0,0,0.0,0,0,636,341
2017,4,0,0,0.0,0,0,974,342
2017,9,0,0,0.0,0,0,50,343
2017,8,2,3547,3592.1,488,87,700,344
2018,8,2,4881,4879.8,0,0,841,345
2017,6,4,8272,8286.2,0,0,949,346
2017,3,4,7923,7983.5,547,98,821,347
2018,6,2,1709,1655.7,0,0,582,348
2017,5,0,0,0.0,0,0,599,349
2018,6,6,14595,14663.2,0,0,106,350
2017,7,0,0,0.0,0,0,27,351
2018,10,3,3386,3358.7,0,0,227,352
2017,5,5,6869,6859.3,0,0,631,353
2018,8,3,6422,6398.3,0,0,862,354
2018,6,2,3375,3389.0,773,139,766,355
2017,6,2,3622,3620.4,686,124,437,356
2018,1,3,1862,1818.5,0,0,502,357
2017,3,0,0,0.0,0,0,324,358
2017,4,0,0,0.0,0,0,114,359
2018,9,1,1381,1373.2,0,0,716,360
2018,1,3,6934,6918.2,0,0,225,361
2018,12,0,0,0.0,0,0,755,362
2017,11,4,10692,10636.7,0,0,34,363
2017,2,0,0,0.0,0,0,468,364
2017,12,0,0,0.0,0,0,60,365
2017,8,5,4242,4234.2,0,0,89,366
2018,5,0,0,0.0,0,0,625,367
2018,11,4,9576,9534.2,0,0,564,368
2017,11,0,0,0.0,0,0,305,369
2017,1,0,0,0.0,0,0,442,370
2018,8,2,5570,5540.0,0,0,23,371
2018,12,0,0,0.0,0,0,58,372
2018,10,0,0,0.0,0,0,7,373
2017,9,0,0,0.0,0,0,459,374
2018,8,2,2980,2902.0,870,143,259,375
2017,4,0,0,0.0,0,0,319,376
2018,1,2,5071,4989.7,0,0,832,377
2018,4,2,5314,5268.4,0,0,805,378
2018,2,0,0,0.0,0,0,516,379
2017,1,0,0,0.0,0,0,878,380
2018,4,0,0,0.0,0,0,438,381
2017,6,0,0,0.0,0,0,261,382
2018,2,2,3896,3873.0,0,0,182,383
2018,2,2,5641,5695.2,446,79,234,384
2017,10,0,0,0.0,0,0,286,385
2018,9,0,0,0.0,598,107,140,386
2018,3,2,4746,4735.9,0,0,920,387
2017,8,3,2328,2319.3,0,0,879,388
2017,1,0,0,0.0,0,0,104,389
2018,2,2,3270,3244.0,0,0,519,390
2018,5,5,13569,13353.9,0,0,937,391
2018,1,2,4286,4264.2,0,0,17,392
2017,1,0,0,0.0,0,0,199,393
2018,11,0,0,0.0,0,0,71,394
2018,4,2,3880,3843.9,0,0,534,395
2018,4,0,0,0.0,0,0,529,396
2017,4,0,0,0.0,0,0,314,397
2018,3,3,1746,1781.1,451,81,718,398
2018,3,4,9217,9211.7,0,0,494,399
2018,6,3,2194,2208.4,626,113,418,400
2018,4,0,0,0.0,0,0,466,401
2017,3,0,0,0.0,0,0,698,402
2017,4,3,2543,2546.9,0,0,245,403
2017,6,5,3884,3901.5,0,0,181,404
2017,7,4,10235,10203.0,0,0,227,405
2017,10,0,0,0.0,0,0,473,406
2017,5,2,1031,971.3,0,0,873,407
2018,8,2,2053,2030.0,0,0,437,408
2017,7,0,0,0.0,0,0,552,409
2017,7,0,0,0.0,0,0,936,410
2018,10,0,0,0.0,0,0,724,411
2018,7,0,0,0.0,0,0,468,412
2018,7,0,0,0.0,0,0,898,413
2018,9,0,0,0.0,0,0,457,414
2018,1,2,4004,4000.7,453,81,482,415
2017,12,0,0,0.0,0,0,424,416
2017,7,3,1958,1945.7,0,0,795,417
2018,7,2,4161,4245.4,445,79,929,418
2017,12,0,0,0.0,0,0,553,419
2018,10,2,5019,5001.4,0,0,19,420
2018,8,2,1730,1699.2,0,0,222,421
2018,10,0,0,0.0,0,0,893,422
2017,6,0,0,0.0,0,0,429,423
2018,9,0,0,0.0,0,0,260,424
2018,11,0,0,0.0,0,0,369,425
2017,2,2,3804,3798.2,0,0,505,426
2017,1,0,0,0.0,0,0,600,427
2017,6,0,0,0.0,0,0,779,428
2018,10,0,0,0.0,0,0,779,429
2017,2,2,4529,4575.8,386,68,363,430
2017,9,3,2383,2346.7,0,0,389,431
2018,5,0,0,0.0,0,0,239,432
2018,1,2,3709,3679.9,0,0,916,433
2017,5,2,2438,2415.0,0,0,157,434
2018,1,0,0,0.0,0,0,578,435
2018,2,1,828,803.6,0,0,504,436
2018,11,2,4192,4245.3,448,80,200,437
2018,5,0,0,0.0,0,0,107,438
2018,6,0,0,0.0,0,0,218,439
2017,5,4,5262,5246.7,0,0,723,440
2017,1,1,744,731.5,0,0,6,441
2017,8,4,3077,3060.0,0,0,730,442
2018,4,0,0,0.0,0,0,221,443
2017,11,0,0,0.0,0,0,626,444
2017,7,3,4654,4659.5,0,0,198,445
2018,10,3,3762,3726.1,0,0,942,446
2018,3,3,4667,4705.3,589,106,640,447
2017,1,0,0,0.0,0,0,683,448
2018,3,0,0,0.0,0,0,267,449
2018,5,4,7952,7999.1,622,112,859,450
2017,2,1,1676,1684.8,0,0,859,451
2017,9,0,0,0.0,0,0,588,452
2018,3,1,1784,1763.7,610,109,300,453
2017,1,3,6595,6644.9,505,90,840,454
2018,9,4,4567,4562.1,0,0,778,455
2017,2,0,0,0.0,0,0,502,456
2018,8,1,2144,2135.9,0,0,386,457
2017,6,0,0,0.0,0,0,981,458
2018,8,4,4606,4618.3,0,0,233,459
2018,3,0,0,0.0,0,0,837,460
2018,3,0,0,0.0,0,0,515,461
2017,12,4,5256,5267.9,0,0,735,462
2018,9,0,0,0.0,0,0,266,463
2018,7,6,6560,6618.0,540,96,782,464
2017,6,0,0,0.0,0,0,875,465
2018,5,4,5686,5668.6,0,0,769,466
2017,7,0,0,0.0,0,0,615,467
2018,2,3,5808,5811.4,0,0,297,468
2018,9,2,4720,4694.5,0,0,978,469
2018,1,0,0,0.0,0,0,112,470
2017,11,1,1607,1599.8,0,0,992,471
2018,12,0,0,0.0,0,0,917,472
2017,4,3,7606,7593.6,0,0,789,473
2018,8,2,2013,1996.5,0,0,908,474
2018,6,0,0,0.0,0,0,459,475
2017,2,3,4524,4534.0,0,0,42,476
2018,5,2,2892,2851.2,0,0,39,477
2017,8,0,0,0.0,0,0,695,478
2018,3,4,7302,7289.2,0,0,416,479
2018,5,4,8644,8612.3,0,0,893,480
2018,1,1,2023,2002.5,0,0,950,481
2017,5,0,0,0.0,0,0,692,482
2018,4,3,2807,2773.9,0,0,627,483
2018,12,1,1318,1317.7,0,0,580,484
2018,2,0,0,0.0,0,0,133,485
2018,7,2,2208,2159.0,0,0,571,486
2017,7,0,0,0.0,0,0,281,487
2018,9,3,4983,4972.0,0,0,732,488
2018,10,5,3282,3268.1,0,0,276,489
2017,5,1,2094,2083.4,0,0,551,490
2018,1,0,0,0.0,0,0,655,491
2017,8,0,0,0.0,0,0,352,492
2017,7,0,0,0.0,0,0,153,493
2018,2,0,0,0.0,0,0,90,494
2018,8,6,7605,7631.2,0,0,246,495
2018,1,0,0,0.0,0,0,345,496
2017,9,4,3150,3126.4,0,0,707,497
2018,4,0,0,0.0,0,0,107,498
2018,5,5,10497,10560.3,0,0,538,499
2017,4,2,4332,4312.3,0,0,510,500
2017,2,0,0,0.0,500,89,186,501
2018,10,3,2412,2383.0,0,0,401,502
2017,6,0,0,0.0,0,0,468,503
2018,12,0,0,0.0,0,0,11,504
2017,6,5,8890,8736.1,0,0,702,505
2017,10,3,6854,6852.3,415,73,307,506
2018,1,1,743,700.4,0,0,267,507
2018,10,0,0,0.0,0,0,210,508
2018,2,0,0,0.0,0,0,156,509
2018,8,3,8645,8641.0,0,0,535,510
2018,2,0,0,0.0,0,0,173,511
2017,10,0,0,0.0,0,0,599,512
2017,12,0,0,0.0,0,0,889,513
2018,8,5,2882,2823.0,0,0,213,514
2018,3,0,0,0.0,0,0,791,515
2017,2,3,2811,2783.7,0,0,134,516
2018,12,3,7034,7017.2,0,0,793,517
2017,5,0,0,0.0,0,0,743,518
2018,9,0,0,0.0,0,0,502,519
2018,7,0,0,0.0,0,0,211,520
2018,10,1,2019,1997.7,0,0,116,521
2018,7,6,13501,13522.7,0,0,981,522
2017,4,0,0,0.0,0,0,266,523
2017,5,0,0,0.0,0,0,413,524
2018,10,5,5053,5047.5,0,0,224,525
2018,6,5,4575,4558.5,0,0,564,526
2018,10,4,2602,2604.6,0,0,151,527
2017,7,0,0,0.0,0,0,394,528
2018,2,2,4459,4443.8,0,0,215,529
2017,10,1,1819,1819.5,610,110,805,530
2018,2,1,2026,2010.6,0,0,893,531
2017,6,6,7975,7891.9,0,0,400,532
2018,9,0,0,0.0,0,0,697,533
2018,3,3,3509,3485.9,0,0,133,534
2017,2,0,0,0.0,0,0,528,535
2017,11,5,3717,3715.3,0,0,543,536
2018,12,1,632,557.0,0,0,125,537
2018,2,2,4973,5021.7,465,83,109,538
2017,9,0,0,0.0,0,0,600,539
2018,10,2,5432,5439.5,0,0,578,540
2018,2,0,0,0.0,0,0,369,541
2017,2,3,3688,3684.0,0,0,517,542
2018,7,0,0,0.0,0,0,345,543
2017,2,0,0,0.0,0,0,328,544
2018,5,2,4635,4653.4,0,0,331,545
2017,4,2,4928,4896.4,0,0,344,546
2018,5,2,4306,4273.1,0,0,499,547
2017,8,0,0,0.0,0,0,108,548
2018,9,0,0,0.0,0,0,700,549
2017,3,0,0,0.0,0,0,841,550
2017,12,1,1299,1281.6,0,0,890,551
2018,5,0,0,0.0,0,0,666,552
2018,10,0,0,0.0,0,0,821,553
2018,8,4,5014,5016.3,0,0,343,554
2017,4,0,0,0.0,0,0,535,555
2017,8,4,8712,8700.1,0,0,694,556
2018,1,0,0,0.0,0,0,275,557
2017,1,2,1744,1707.7,0,0,720,558
2018,8,2,3492,3537.6,607,109,433,559
2018,3,0,0,0.0,0,0,819,560
2018,1,0,0,0.0,0,0,397,561
2017,10,1,2120,2199.3,424,74,544,562
2018,12,3,2873,2821.1,0,0,358,563
2018,1,1,2091,2077.8,0,0,743,564
2017,1,0,0,0.0,0,0,64,565
2018,3,0,0,0.0,0,0,73,566
2017,2,3,5632,5612.2,0,0,25,567
2017,4,0,0,0.0,0,0,705,568
2017,3,5,7283,7267.5,0,0,939,569
2018,11,0,0,0.0,0,0,362,570
2017,10,4,7201,7156.1,0,0,376,571
2017,2,0,0,0.0,0,0,32,572
2018,7,3,5605,5534.5,0,0,637,573
2017,2,2,4571,4565.0,0,0,995,574
2018,9,0,0,0.0,642,115,781,575
2018,2,0,0,0.0,0,0,750,576
2018,1,4,5774,5722.3,0,0,111,577
2018,4,3,5543,5499.6,0,0,992,578
2017,6,0,0,0.0,0,0,305,579
2018,10,4,10075,10059.4,0,0,215,580
2018,6,1,1109,1096.5,0,0,295,581
2018,2,3,3310,3313.1,0,0,816,582
2017,7,0,0,0.0,0,0,438,583
2018,12,4,5446,5471.3,0,0,98,584
2017,6,0,0,0.0,670,121,261,585
2018,11,4,6785,6784.7,0,0,309,586
2017,10,0,0,0.0,0,0,523,587
2018,9,3,6915,6926.6,483,86,501,588
2017,7,0,0,0.0,0,0,913,589
2017,9,2,1504,1476.3,0,0,41,590
2018,10,0,0,0.0,0,0,504,591
2018,6,0,0,0.0,0,0,614,592
2017,10,0,0,0.0,0,0,528,593
2017,11,0,0,0.0,0,0,996,594
2017,3,3,4584,4455.8,0,0,73,595
2017,4,1,2344,2320.3,0,0,21,596
2017,12,3,5845,5853.0,0,0,734,597
2018,10,3,2891,2827.8,0,0,770,598
2018,5,3,3295,3247.3,0,0,434,599
2018,2,2,1872,1854.5,0,0,920,600
2017,7,6,11090,10777.2,0,0,431,601
2018,5,2,3773,3789.8,0,0,852,602
2018,4,4,5149,5149.0,361,62,683,603
2017,7,0,0,0.0,0,0,123,604
2018,6,0,0,0.0,0,0,546,605
2018,5,1,2351,2328.8,0,0,656,606
2017,4,0,0,0.0,0,0,642,607
2018,12,2,1908,1898.4,0,0,588,608
2017,5,2,2294,2256.8,0,0,509,609
2017,12,0,0,0.0,0,0,105,610
2018,10,0,0,0.0,0,0,433,611
2018,8,2,2611,2563.4,0,0,30,612
2018,1,0,0,0.0,0,0,544,613
2017,10,0,0,0.0,0,0,747,614
2017,2,0,0,0.0,0,0,601,615
2017,10,4,3008,2997.3,0,0,502,616
2017,12,3,2908,2897.8,0,0,87,617
2017,8,0,0,0.0,0,0,280,618
2017,5,3,8501,8653.9,463,83,452,619
2017,1,2,1118,1107.0,0,0,310,620
2018,7,5,5325,5304.4,0,0,440,621
2017,6,0,0,0.0,0,0,837,622
2017,6,0,0,0.0,0,0,444,623
2017,5,3,2036,2032.4,0,0,782,624
2018,11,0,0,0.0,0,0,33,625
2017,11,3,7795,7744.2,0,0,875,626
2018,7,0,0,0.0,0,0,577,627
2017,6,1,2252,2234.5,0,0,115,628
