province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,loyalty_history_id,country
7,21,31,1,2,0,3,3,3004.58,2,2013,11,0.0,0.0,23,1
2,24,51,2,1,66403,2,3,15572.88,2,2017,8,0.0,0.0,24,1
2,24,51,2,1,77586,2,1,5597.24,2,2013,1,0.0,0.0,25,1
7,21,30,2,1,68702,2,3,8160.64,2,2016,9,0.0,0.0,26,1
7,13,30,1,1,87143,2,2,4753.99,2,2016,4,0.0,0.0,27,1
7,24,51,2,4,72312,1,3,7966.77,2,2016,4,0.0,0.0,28,1
7,21,31,2,1,80545,3,2,7482.86,2,2014,4,0.0,0.0,29,1
7,14,19,1,1,76401,2,3,4661.57,2,2014,3,0.0,0.0,30,1
10,21,39,2,4,57536,2,1,5544.46,1,2018,3,0.0,0.0,31,1
9,14,9,1,2,0,3,2,5046.33,2,2014,4,0.0,0.0,32,1
10,16,44,2,2,0,2,3,2166.1,2,2015,11,0.0,0.0,33,1
7,17,26,1,4,56273,2,1,8557.45,2,2015,7,0.0,0.0,34,1
10,17,38,2,1,63676,2,3,7812.72,2,2017,4,0.0,0.0,35,1
6,8,4,2,1,89979,2,1,4434.56,2,2013,12,0.0,0.0,36,1
7,21,31,2,3,267705,1,3,4336.06,2,2017,5,0.0,0.0,37,1
7,21,32,1,1,71887,2,3,6805.13,2,2016,2,0.0,0.0,38,1
9,13,13,2,1,70560,2,1,7191.48,2,2017,1,0.0,0.0,39,1
7,14,17,1,5,90411,2,2,6446.3,2,2015,10,0.0,0.0,40,1
7,13,25,2,1,65006,1,1,18138.38,2,2015,9,0.0,0.0,41,1
9,13,8,2,1,98432,2,2,7905.72,2,2015,12,2018.0,9.0,42,1
10,16,38,2,1,51162,3,3,8207.06,2,2018,5,0.0,0.0,43,1
7,20,24,2,1,74060,2,3,11905.42,2,2014,3,0.0,0.0,44,1
9,14,20,1,1,78265,1,2,3887.71,2,2013,10,2014.0,1.0,45,1
2,26,53,2,4,53836,2,1,6820.5,2,2018,4,0.0,0.0,46,1
2,24,51,2,1,70496,1,3,8368.51,2,2016,4,0.0,0.0,47,1
2,24,50,1,4,52567,2,1,5873.26,2,2016,12,0.0,0.0,48,1
9,13,12,1,2,0,3,3,8085.35,2,2015,9,0.0,0.0,49,1
2,24,51,2,1,57121,2,2,23468.94,2,2014,6,0.0,0.0,50,1
7,16,20,2,2,0,1,3,4354.71,2,2013,6,0.0,0.0,51,1
7,21,32,1,2,0,2,2,8298.96,2,2016,4,0.0,0.0,52,1
2,26,53,2,3,126965,2,3,3372.04,2,2014,10,0.0,0.0,53,1
7,21,26,2,1,86290,2,1,8896.9,2,2016,9,0.0,0.0,54,1
6,9,4,2,1,67867,2,3,3643.53,1,2018,4,0.0,0.0,55,1
7,21,31,1,1,77329,3,2,7544.53,2,2014,4,0.0,0.0,56,1
9,9,14,1,1,78702,2,1,10622.28,2,2017,10,0.0,0.0,57,1
9,14,8,1,1,78625,2,2,4956.84,2,2017,2,0.0,0.0,58,1
9,12,8,1,1,74985,2,3,5305.06,1,2018,4,0.0,0.0,59,1
7,21,22,2,2,0,3,2,6080.58,2,2013,11,0.0,0.0,60,1
7,21,20,1,1,71626,2,3,6703.77,2,2017,7,0.0,0.0,61,1
6,7,3,1,1,92172,1,3,4474.22,2,2016,8,0.0,0.0,62,1
4,6,4,2,1,66349,2,2,4348.07,2,2013,6,0.0,0.0,63,1
8,5,5,2,4,66561,3,2,6885.4,2,2015,4,0.0,0.0,64,1
9,13,9,1,1,53397,2,2,5298.48,2,2016,3,0.0,0.0,65,1
7,21,34,1,1,56201,2,3,2951.41,2,2015,7,0.0,0.0,66,1
6,12,6,2,1,87921,2,3,5224.02,2,2013,12,0.0,0.0,67,1
9,9,3,1,1,72541,3,2,6494.55,2,2015,12,0.0,0.0,68,1
9,13,10,1,1,75627,2,2,14636.16,2,2016,6,0.0,0.0,69,1
9,13,10,2,2,0,3,2,2731.89,2,2018,6,0.0,0.0,70,1
10,21,37,2,4,51517,3,3,5596.57,2,2015,5,0.0,0.0,71,1
7,21,23,2,5,104097,1,3,6228.73,2,2014,7,0.0,0.0,72,1
7,22,21,2,1,63788,2,1,9042.64,2,2015,7,0.0,0.0,73,1
7,13,24,1,2,0,3,2,7379.04,2,2014,1,0.0,0.0,74,1
7,21,21,2,1,63582,3,3,14102.42,2,2014,8,0.0,0.0,75,1
1,1,38,1,1,70105,2,1,8002.32,2,2012,6,0.0,0.0,76,1
7,21,24,2,2,0,2,3,2313.44,2,2018,6,0.0,0.0,77,1
7,21,35,1,3,249337,2,3,2665.95,2,2013,12,0.0,0.0,78,1
3,29,40,1,2,0,3,1,6403.67,2,2013,12,0.0,0.0,79,1
9,13,10,1,1,62327,2,3,8001.31,2,2013,6,0.0,0.0,80,1
9,14,18,2,3,67042,3,3,5577.98,2,2015,4,0.0,0.0,81,1
7,21,31,1,1,59503,2,3,2913.35,2,2014,6,0.0,0.0,82,1
2,27,53,1,2,0,3,2,3105.67,2,2013,10,0.0,0.0,83,1
2,21,43,1,1,81587,2,2,5203.86,2,2016,5,0.0,0.0,84,1
9,21,23,1,1,74054,2,3,6468.04,2,2016,12,0.0,0.0,85,1
9,23,19,2,1,87772,2,3,2774.49,2,2018,5,0.0,0.0,86,1
4,9,6,2,2,0,3,3,2565.02,2,2014,4,0.0,0.0,87,1
4,8,7,1,1,54300,1,2,4927.11,2,2013,7,0.0,0.0,88,1
2,21,42,2,1,61379,2,2,8243.37,2,2014,11,0.0,0.0,89,1
9,13,9,2,1,81358,2,2,7336.02,2,2014,11,0.0,0.0,90,1
7,9,21,2,2,0,3,3,6421.18,2,2014,9,0.0,0.0,91,1
7,21,21,2,1,64121,1,1,8293.1,2,2015,7,0.0,0.0,92,1
2,24,51,2,1,81782,2,2,5115.5,2,2013,4,0.0,0.0,93,1
7,21,32,1,1,60656,2,3,5704.97,2,2017,4,2018.0,12.0,94,1
9,13,10,1,2,0,2,3,8528.21,2,2017,1,0.0,0.0,95,1
7,21,27,2,1,89383,2,3,2489.54,2,2016,4,0.0,0.0,96,1
7,21,24,1,1,55653,2,1,4958.83,1,2018,3,0.0,0.0,97,1
7,21,35,2,2,0,2,2,14256.61,2,2013,6,0.0,0.0,98,1
2,24,53,1,1,90100,2,3,3601.2,2,2012,11,0.0,0.0,99,1
7,21,30,2,1,70725,2,2,5243.96,2,2018,5,0.0,0.0,100,1
6,7,2,1,1,76291,1,3,5425.36,2,2015,8,0.0,0.0,101,1
7,21,23,2,1,79685,3,3,3738.04,2,2018,1,0.0,0.0,102,1
3,29,38,2,1,69530,2,3,7632.47,2,2015,7,0.0,0.0,103,1
9,21,18,2,1,82239,2,2,5081.13,2,2014,11,0.0,0.0,104,1
6,6,3,1,1,74001,2,3,8256.5,2,2013,10,0.0,0.0,105,1
4,6,6,2,1,84216,2,2,3735.13,2,2016,9,0.0,0.0,106,1
7,14,19,2,1,58036,1,3,2522.76,2,2016,11,0.0,0.0,107,1
7,21,33,2,1,71983,1,2,6297.52,2,2016,11,0.0,0.0,108,1
7,14,15,2,1,72295,2,1,8216.24,2,2013,1,0.0,0.0,109,1
7,23,21,2,1,92417,2,3,4930.69,2,2012,8,0.0,0.0,110,1
9,24,18,2,1,89792,2,1,20221.82,2,2016,6,0.0,0.0,111,1
7,21,26,2,2,0,3,3,4910.13,2,2015,5,0.0,0.0,112,1
2,24,51,2,2,0,3,3,5492.45,2,2017,1,0.0,0.0,113,1
2,24,50,1,1,60199,2,1,4886.58,2,2018,10,0.0,0.0,114,1
2,24,51,2,1,53136,2,2,4678.82,2,2017,7,2018.0,10.0,115,1
2,24,51,1,3,235364,2,3,2368.48,2,2013,10,0.0,0.0,116,1
9,13,11,1,1,61926,3,1,8635.21,2,2014,5,0.0,0.0,117,1
7,21,23,1,1,53316,1,3,2869.4,2,2013,9,0.0,0.0,118,1
6,7,4,1,1,92565,2,3,3413.32,2,2016,11,0.0,0.0,119,1
2,28,50,1,2,0,3,2,2771.29,1,2018,2,0.0,0.0,120,1
3,29,35,1,1,57242,3,1,7144.47,1,2018,4,0.0,0.0,121,1
7,15,18,1,1,69837,2,3,8987.65,2,2012,6,0.0,0.0,122,1
7,21,25,2,1,81299,2,3,12247.12,2,2012,5,0.0,0.0,123,1
9,17,7,1,2,0,3,1,8389.4,2,2014,5,0.0,0.0,124,1
9,11,16,2,1,73315,2,1,9575.08,2,2013,1,0.0,0.0,125,1
7,13,23,1,2,0,1,1,6957.67,2,2012,12,0.0,0.0,126,1
9,18,7,2,1,93036,2,3,2748.33,2,2018,7,0.0,0.0,127,1
7,21,25,2,3,63257,2,2,5423.74,2,2017,4,0.0,0.0,128,1
7,21,32,1,1,61430,2,3,8265.68,2,2017,3,0.0,0.0,129,1
10,21,48,2,1,52059,2,2,19587.85,2,2017,2,0.0,0.0,130,1
2,24,50,2,1,87690,2,1,11648.48,2,2013,10,0.0,0.0,131,1
7,21,20,2,1,57928,2,1,3134.58,1,2018,4,2018.0,12.0,132,1
2,24,51,1,1,61057,2,1,12641.58,2,2014,3,0.0,0.0,133,1
2,24,51,1,1,58427,2,1,14972.22,2,2014,3,0.0,0.0,134,1
9,13,9,2,2,0,2,2,7195.46,2,2016,2,0.0,0.0,135,1
2,24,50,2,1,88802,1,2,3834.12,2,2012,5,0.0,0.0,136,1
7,21,33,2,1,83809,2,1,7166.22,2,2016,4,0.0,0.0,137,1
7,21,33,2,2,0,3,2,3130.72,2,2014,12,0.0,0.0,138,1
2,24,52,1,2,0,2,2,14927.36,2,2015,6,0.0,0.0,139,1
2,24,53,1,2,0,3,1,13641.63,2,2016,2,0.0,0.0,140,1
7,14,20,1,1,60135,2,3,2827.95,1,2018,2,0.0,0.0,141,1
7,20,19,2,1,68407,1,2,7731.91,2,2013,2,0.0,0.0,142,1
9,13,11,1,2,0,3,3,5326.07,2,2018,8,0.0,0.0,143,1
2,21,30,2,3,97407,2,1,11402.02,2,2013,3,0.0,0.0,144,1
7,21,32,2,1,65259,3,1,7323.09,2,2016,12,2018.0,6.0,145,1
3,29,35,2,1,61028,2,1,12601.94,2,2015,3,0.0,0.0,146,1
10,14,35,2,2,0,2,3,7738.36,2,2016,5,0.0,0.0,147,1
7,16,16,2,1,88023,2,1,8480.72,2,2012,7,0.0,0.0,148,1
2,27,53,2,1,72855,2,2,5609.42,2,2018,8,0.0,0.0,149,1
7,21,35,2,1,74851,2,3,5001.08,2,2016,5,2018.0,2.0,150,1
7,15,16,1,1,78296,1,3,8955.79,2,2017,12,0.0,0.0,151,1
7,17,22,2,2,0,3,3,2479.67,2,2015,11,0.0,0.0,152,1
9,8,17,2,1,52683,2,1,4688.63,2,2016,7,0.0,0.0,153,1
9,14,11,1,1,51805,1,2,7353.12,2,2017,6,0.0,0.0,154,1
2,24,50,1,1,72625,3,3,8826.48,2,2016,8,0.0,0.0,155,1
9,14,16,2,2,0,3,2,11712.67,2,2014,3,0.0,0.0,156,1
2,24,50,1,1,58683,2,2,7372.07,2,2014,9,0.0,0.0,157,1
6,6,3,2,1,79426,1,1,7502.47,2,2015,7,0.0,0.0,158,1
6,8,3,1,1,89595,2,2,6544.79,2,2016,11,0.0,0.0,159,1
9,13,10,2,1,50178,3,3,5420.28,2,2015,3,0.0,0.0,160,1
7,24,48,2,3,58549,1,2,5677.85,2,2018,12,0.0,0.0,161,1
2,24,50,1,1,61446,1,1,6232.16,2,2013,2,0.0,0.0,162,1
4,8,6,1,1,94344,2,3,3770.34,2,2018,11,0.0,0.0,163,1
2,4,47,1,2,0,3,3,2637.29,2,2014,6,0.0,0.0,164,1
7,18,20,1,2,0,3,3,5399.93,2,2015,7,0.0,0.0,165,1
2,24,51,1,1,62667,2,1,5565.97,2,2013,12,0.0,0.0,166,1
2,26,51,1,4,78806,2,3,5423.55,2,2015,1,0.0,0.0,167,1
10,14,32,1,4,69392,2,1,9314.81,1,2018,2,0.0,0.0,168,1
9,13,10,2,1,59502,2,2,15840.78,2,2016,1,0.0,0.0,169,1
9,10,7,1,2,0,3,3,11489.4,2,2014,4,0.0,0.0,170,1
1,11,39,1,1,52356,2,3,5183.91,2,2018,4,2018.0,12.0,171,1
7,21,30,1,1,79803,2,1,4762.56,2,2016,10,0.0,0.0,172,1
2,21,41,2,1,78317,2,2,3800.38,2,2015,8,2017.0,0.0,173,1
2,24,49,2,1,77028,2,2,4926.32,2,2015,4,0.0,0.0,174,1
7,21,35,2,1,82319,2,3,16733.11,2,2017,5,0.0,0.0,175,1
7,19,35,2,2,0,2,2,5694.95,2,2012,12,0.0,0.0,176,1
9,13,10,2,2,0,3,3,4589.51,2,2014,9,0.0,0.0,177,1
2,4,45,1,2,0,3,3,2790.26,2,2014,6,0.0,0.0,178,1
7,21,34,1,2,0,3,3,12395.39,2,2016,4,0.0,0.0,179,1
7,21,33,2,1,66762,3,3,12271.92,2,2016,9,0.0,0.0,180,1
4,6,5,2,2,0,2,3,3525.89,2,2015,6,0.0,0.0,181,1
7,21,24,2,1,69082,3,2,8722.19,2,2017,8,0.0,0.0,182,1
9,21,10,1,1,80173,2,3,4943.15,2,2017,6,0.0,0.0,183,1
7,21,26,2,1,58603,2,2,4104.91,2,2016,4,0.0,0.0,184,1
9,13,10,1,1,72488,2,1,26471.44,2,2014,4,0.0,0.0,185,1
9,13,9,2,4,57765,2,3,8553.68,2,2014,2,0.0,0.0,186,1
2,24,51,2,4,86823,1,2,5030.41,2,2015,9,0.0,0.0,187,1
7,21,21,2,2,0,3,2,8222.96,2,2013,8,0.0,0.0,188,1
2,24,45,1,1,62392,2,2,8506.67,2,2017,7,0.0,0.0,189,1
7,15,19,1,2,0,2,1,18595.88,2,2017,2,0.0,0.0,190,1
7,21,29,1,2,0,3,1,8091.53,2,2014,3,0.0,0.0,191,1
7,12,33,2,1,74456,2,3,12234.16,2,2017,5,0.0,0.0,192,1
2,21,43,2,1,64251,3,2,4727.0,2,2016,10,2017.0,8.0,193,1
9,13,15,1,2,0,3,3,5464.39,2,2013,9,0.0,0.0,194,1
2,24,52,1,2,0,2,1,5303.82,2,2018,12,0.0,0.0,195,1
6,13,7,2,4,69718,3,2,16605.91,2,2013,2,0.0,0.0,196,1
7,21,34,1,1,64073,2,3,5133.18,2,2012,5,0.0,0.0,197,1
2,21,37,2,1,59643,2,1,5487.08,2,2017,3,0.0,0.0,198,1
10,19,41,2,4,2809,3,3,10151.67,2,2015,5,0.0,0.0,199,1
2,24,51,2,3,114575,1,2,5567.31,2,2016,9,0.0,0.0,200,1
7,13,17,2,2,0,2,3,5585.23,2,2017,1,0.0,0.0,201,1
2,26,53,2,2,0,3,2,5532.51,2,2013,10,0.0,0.0,202,1
9,18,20,1,1,73161,2,1,8651.15,2,2015,6,0.0,0.0,203,1
4,8,4,2,1,69006,2,3,5098.53,2,2018,11,0.0,0.0,204,1
7,21,34,1,2,0,3,1,6983.89,2,2013,7,0.0,0.0,205,1
7,21,31,2,1,64830,2,3,9861.7,2,2017,5,0.0,0.0,206,1
2,24,49,1,2,0,2,2,4127.37,2,2017,10,2018.0,5.0,207,1
7,21,33,2,2,0,3,2,3244.19,2,2014,12,0.0,0.0,208,1
9,13,10,2,1,84523,2,2,21741.11,2,2016,1,0.0,0.0,209,1
3,29,35,2,1,89908,2,1,3459.45,2,2016,9,0.0,0.0,210,1
5,16,1,1,3,98790,3,2,2786.13,2,2016,10,0.0,0.0,211,1
7,21,24,1,1,86487,1,3,5733.43,2,2014,8,0.0,9.0,212,1
7,21,31,1,5,103560,1,2,2629.53,2,2013,11,0.0,0.0,213,1
7,21,25,2,1,98048,2,1,6263.09,2,2018,9,0.0,0.0,214,1
7,21,33,2,2,0,3,2,4854.67,2,2014,12,0.0,0.0,215,1
7,21,34,1,4,79101,2,1,5231.87,2,2016,8,0.0,0.0,216,1
2,24,51,2,5,119354,2,2,5378.8,2,2015,8,0.0,0.0,217,1
9,21,15,2,1,59519,2,2,8504.07,2,2014,6,0.0,0.0,218,1
9,14,13,2,1,75110,1,1,7606.2,2,2015,10,0.0,0.0,219,1
2,24,49,2,1,63387,3,2,4807.8,2,2017,3,0.0,0.0,220,1
7,21,35,1,1,59614,2,3,3210.75,2,2013,2,0.0,0.0,221,1
7,21,33,1,1,83762,2,3,4808.8,2,2016,11,0.0,0.0,222,1
4,8,6,1,1,84989,3,2,2649.09,2,2016,6,0.0,0.0,223,1
7,21,26,2,1,64567,2,1,6397.77,2,2016,1,0.0,0.0,224,1
2,24,49,1,1,96079,2,3,5786.3,2,2016,9,0.0,0.0,225,1
2,24,51,2,1,62378,1,3,3782.71,2,2015,3,0.0,0.0,226,1
7,21,31,1,1,61095,2,3,5359.22,2,2013,2,0.0,0.0,227,1
9,13,9,1,1,81741,2,2,5681.45,2,2015,4,0.0,0.0,228,1
7,24,51,2,2,0,3,2,5250.66,2,2016,7,0.0,0.0,229,1
9,13,6,1,2,0,2,2,10070.57,2,2017,9,0.0,0.0,230,1
7,21,34,1,1,58660,2,3,6763.16,2,2013,9,0.0,0.0,231,1
9,13,11,1,1,63973,2,2,7842.01,2,2016,9,0.0,0.0,232,1
9,13,11,1,2,0,3,2,7252.5,2,2016,5,0.0,0.0,233,1
7,21,31,2,1,72787,2,1,4517.76,2,2017,11,0.0,0.0,234,1
2,24,51,2,2,0,3,3,1928.6,2,2018,6,0.0,0.0,235,1
7,21,30,2,1,65542,2,2,5509.09,2,2013,2,0.0,0.0,236,1
9,13,10,1,1,92046,2,1,35027.27,2,2015,5,0.0,0.0,237,1
9,11,9,2,1,91495,2,1,6510.08,2,2018,5,0.0,0.0,238,1
7,15,23,2,3,140895,2,3,3904.88,2,2017,12,0.0,0.0,239,1
2,27,53,2,3,202670,2,3,2697.69,2,2014,10,0.0,0.0,240,1
7,21,30,2,1,51783,2,3,3206.46,2,2016,12,2017.0,8.0,241,1
3,24,43,2,1,90870,2,2,4677.13,1,2018,2,0.0,0.0,242,1
2,21,50,1,3,137805,2,2,6165.06,2,2013,11,0.0,0.0,243,1
2,24,51,2,3,359602,2,3,4052.69,1,2018,4,0.0,0.0,244,1
9,13,30,2,3,98739,2,2,11105.7,2,2015,10,0.0,0.0,245,1
7,21,28,2,1,86418,3,2,4766.63,2,2016,12,0.0,0.0,246,1
7,21,31,2,1,83294,2,1,8920.91,2,2014,11,0.0,0.0,247,1
2,26,53,1,1,73165,2,3,4686.3,2,2012,9,0.0,0.0,248,1
7,21,26,2,2,0,3,3,4821.62,2,2016,1,0.0,0.0,249,1
7,14,16,2,1,67101,3,2,3749.92,2,2013,3,0.0,0.0,250,1
10,14,38,2,1,94194,1,3,8375.5,1,2018,3,0.0,0.0,251,1
7,13,15,2,1,59601,2,2,8269.37,2,2013,1,0.0,0.0,252,1
9,13,9,1,1,86116,2,2,8930.08,2,2013,2,0.0,0.0,253,1
9,13,10,2,1,73338,2,1,14829.43,2,2012,5,0.0,0.0,254,1
2,24,51,2,1,59968,2,1,8170.03,2,2013,12,0.0,0.0,255,1
7,21,21,2,1,53498,3,3,3790.22,1,2018,4,0.0,0.0,256,1
7,19,20,1,1,73700,1,1,8782.11,2,2017,11,0.0,0.0,257,1
7,21,32,1,1,67810,2,2,7561.16,2,2018,9,0.0,0.0,258,1
7,13,21,2,1,65254,2,1,9136.43,2,2015,5,0.0,0.0,259,1
9,13,9,1,2,0,3,2,3951.81,2,2018,9,0.0,0.0,260,1
7,21,26,2,2,0,3,3,5376.04,2,2017,4,0.0,0.0,261,1
7,21,33,2,2,0,3,3,2610.35,2,2017,1,0.0,0.0,262,1
2,24,50,2,1,73224,2,2,7110.91,2,2016,11,0.0,0.0,263,1
1,5,41,2,1,71212,2,1,6576.43,2,2015,11,0.0,0.0,264,1
7,21,27,2,1,84918,2,2,3651.3,2,2014,12,0.0,0.0,265,1
9,12,9,1,1,90027,2,2,5143.47,2,2014,7,0.0,0.0,266,1
2,21,34,1,1,69618,2,3,7030.19,2,2017,6,0.0,0.0,267,1
9,13,11,2,4,53772,3,3,5602.11,2,2013,7,2016.0,9.0,268,1
9,21,15,2,1,71357,3,3,3549.19,2,2013,5,2018.0,9.0,269,1
6,8,3,2,4,73791,3,2,26107.62,2,2014,2,0.0,0.0,270,1
7,21,29,1,1,88728,2,1,8053.76,2,2017,5,2018.0,10.0,271,1
7,18,27,2,1,61203,3,3,6892.95,1,2018,3,0.0,0.0,272,1
2,24,51,2,1,92555,2,3,21511.13,2,2016,9,0.0,0.0,273,1
2,24,49,2,1,72311,1,3,5709.76,2,2012,5,0.0,0.0,274,1
7,21,35,2,1,51072,2,3,11005.87,2,2017,3,0.0,0.0,275,1
2,24,51,2,1,101572,1,3,2848.97,2,2015,5,0.0,0.0,276,1
7,21,30,2,1,63668,2,3,10515.51,2,2016,12,2017.0,9.0,277,1
9,16,14,2,1,63894,2,1,8441.62,2,2017,10,0.0,0.0,278,1
7,21,34,2,1,67583,2,3,2926.62,2,2013,3,0.0,0.0,279,1
9,13,9,1,2,0,3,2,8054.74,2,2016,8,0.0,0.0,280,1
2,24,51,1,2,0,1,2,3014.6,2,2014,10,0.0,0.0,281,1
7,20,23,1,1,77860,2,1,26481.89,2,2016,3,0.0,0.0,282,1
7,21,35,1,2,0,3,3,12278.63,2,2013,4,0.0,0.0,283,1
2,24,51,2,1,50537,2,3,3470.66,2,2018,10,0.0,0.0,284,1
9,13,8,1,2,0,3,3,3395.79,2,2018,9,0.0,0.0,285,1
7,14,22,2,1,69972,2,3,11737.01,2,2014,5,0.0,0.0,286,1
7,21,29,2,1,64792,1,2,4860.97,2,2016,10,0.0,0.0,287,1
10,7,44,2,5,94917,1,1,7788.11,2,2013,12,0.0,0.0,288,1
9,13,15,1,2,0,2,3,7498.92,2,2015,1,0.0,0.0,289,1
7,21,21,2,1,78749,2,3,8884.82,2,2012,4,0.0,0.0,290,1
9,12,7,1,1,64351,1,3,7991.26,1,2018,4,0.0,0.0,291,1
7,21,29,2,1,70796,3,2,4478.19,2,2013,6,2018.0,5.0,292,1
7,21,19,1,2,0,3,2,5277.61,2,2016,9,0.0,0.0,293,1
7,13,19,2,2,0,3,1,7791.47,2,2013,9,0.0,0.0,294,1
7,14,20,1,1,80833,2,2,10530.76,2,2017,8,0.0,0.0,295,1
4,7,6,2,1,92570,2,3,4907.27,2,2015,3,0.0,0.0,296,1
7,21,24,2,1,91533,1,2,5361.14,2,2015,5,0.0,0.0,297,1
9,13,16,2,1,83365,1,1,6970.11,2,2018,7,0.0,0.0,298,1
7,12,24,1,1,47952,2,3,5493.81,1,2018,4,0.0,0.0,299,1
2,24,52,2,1,90918,2,3,16444.79,2,2016,9,0.0,0.0,300,1
3,24,50,1,1,82186,2,3,2634.9,2,2013,6,0.0,0.0,301,1
6,7,2,2,1,87718,2,2,2665.56,2,2016,7,0.0,0.0,302,1
9,21,15,2,1,85495,2,2,6115.73,2,2018,5,0.0,0.0,303,1
1,15,47,1,1,65335,2,3,2514.44,2,2016,4,2016.0,12.0,304,1
2,24,51,1,1,55983,2,3,15156.97,2,2016,9,2017.0,3.0,305,1
7,20,29,2,5,102778,1,1,18727.34,2,2014,11,0.0,0.0,306,1
7,21,23,2,1,66409,1,3,9539.34,2,2015,4,0.0,0.0,307,1
6,7,4,2,1,89788,2,1,5580.11,2,2015,12,0.0,0.0,308,1
9,15,18,1,1,78637,2,3,9690.19,2,2017,10,0.0,0.0,309,1
7,21,23,1,1,57300,1,3,6065.3,2,2015,11,0.0,0.0,310,1
4,13,5,2,1,81549,2,3,5445.13,1,2018,4,0.0,0.0,311,1
2,24,50,2,1,63624,2,3,6139.43,2,2012,11,0.0,0.0,312,1
7,21,36,1,1,68648,1,3,4945.22,2,2015,2,0.0,0.0,313,1
4,8,7,1,1,54413,1,3,3551.89,2,2016,6,2016.0,8.0,314,1
7,21,33,1,1,57583,2,3,3134.66,2,2018,10,0.0,0.0,315,1
2,24,51,1,1,52066,3,2,9113.93,2,2015,10,0.0,0.0,316,1
7,21,35,1,2,0,3,1,2767.72,2,2016,9,0.0,0.0,317,1
1,5,31,2,1,79326,2,2,2838.45,2,2012,9,0.0,0.0,318,1
9,14,12,1,1,72613,2,2,5475.62,2,2017,5,0.0,0.0,319,1
9,13,15,2,2,0,2,3,11263.08,2,2016,1,0.0,0.0,320,1
7,14,19,1,2,0,2,3,4666.55,2,2017,9,0.0,0.0,321,1
7,14,11,1,1,68807,2,2,5533.61,2,2014,10,0.0,0.0,322,1
7,21,24,2,1,58694,1,2,4105.66,2,2018,12,0.0,0.0,323,1
2,24,51,1,1,59257,1,2,5554.2,2,2017,7,2018.0,4.0,324,1
9,13,10,2,1,63937,2,3,3144.18,2,2013,2,0.0,0.0,325,1
7,15,16,2,1,76043,1,1,5628.89,2,2014,11,0.0,0.0,326,1
7,15,18,1,1,85584,1,2,10661.73,2,2017,8,0.0,0.0,327,1
2,28,54,1,1,88265,2,1,5308.46,2,2018,7,0.0,0.0,328,1
7,21,21,1,1,65190,3,3,2847.4,2,2018,1,2018.0,9.0,329,1
2,7,37,1,1,70828,2,3,13357.33,2,2014,8,2013.0,1.0,330,1
7,21,30,2,2,0,1,3,5578.95,2,2017,1,0.0,0.0,331,1
9,13,10,1,2,0,3,1,13703.28,2,2017,5,0.0,0.0,332,1
3,29,41,2,1,55771,2,2,4794.05,2,2017,4,0.0,0.0,333,1
1,8,35,1,2,0,3,2,4705.21,2,2017,12,0.0,0.0,334,1
9,13,12,1,2,0,2,2,4822.87,2,2013,9,0.0,0.0,335,1
7,21,33,1,2,0,3,3,2654.22,2,2013,6,0.0,0.0,336,1
2,25,53,1,1,70504,2,2,4917.2,1,2018,2,0.0,0.0,337,1
