individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id
68,0,1,49.0,3,6,3,2,1,4,0,1,3,2,0.0,1,25
69,1,1,54.39805517455725,0,0,0,2,1,8,0,1,3,0,0.0,1,25
70,7,0,46.03454982584931,2,6,0,3,1,2,0,1,3,2,0.0,1,26
71,0,1,52.96692440282606,0,7,3,5,1,7,0,1,1,1,45.059725140958335,2,26
72,2,1,74.9590817093864,0,6,3,1,1,0,0,1,3,0,0.0,1,27
73,3,1,63.794156533926035,3,6,0,2,1,6,0,1,3,0,0.0,1,27
74,7,1,82.01638276357937,4,0,0,2,1,6,0,1,3,0,6.0,2,27
75,0,0,37.01021478552702,0,0,3,5,1,2,0,1,3,2,13.94346835411788,2,27
76,1,1,52.965265621131344,0,0,2,2,1,9,0,1,1,2,0.0,1,27
77,0,0,34.06499415416175,0,0,3,5,1,3,0,1,3,2,22.78723040093278,1,27
78,0,1,41.915578135176894,2,1,0,2,2,7,6,3,3,2,15.0,1,27
79,1,1,62.06703429442166,0,0,0,2,1,9,0,1,3,0,5.0,1,27
80,1,1,74.53074733493447,0,0,1,2,1,6,0,1,3,0,2.0,2,27
81,2,1,9.0,5,6,0,3,2,1,3,2,0,0,0.0,0,27
82,2,1,12.0,5,7,0,4,2,2,4,2,0,0,0.0,0,28
83,1,1,54.57889623572475,0,0,0,3,1,6,0,1,1,2,10.0,1,28
84,0,1,39.36648997055377,5,1,0,2,1,6,0,1,3,2,1.0,1,29
85,2,1,22.047673585910488,5,6,0,3,1,6,0,1,1,2,1.0,1,30
86,7,1,37.9391335794862,3,0,2,3,2,7,6,2,3,2,0.0,1,30
87,0,1,51.025045076960176,1,6,3,4,1,2,0,1,1,2,4.0,1,31
88,2,1,22.919157731996723,5,0,0,2,1,9,0,1,1,2,9.0,1,32
89,0,0,61.04541521553113,3,0,2,3,1,2,0,1,2,2,10.0,2,32
90,2,0,14.0,5,1,0,2,2,3,5,2,0,0,0.0,0,32
91,7,1,20.580315368628998,5,0,0,2,1,6,0,1,1,2,7.0,1,32
92,2,0,12.124833850713488,5,0,0,2,2,2,4,2,0,0,0.0,0,33
93,2,0,14.671319762310409,5,0,0,3,2,4,5,2,0,0,0.0,0,33
94,0,0,43.0,0,6,0,3,2,7,6,2,1,2,15.961124849620356,1,33
95,2,1,27.27340993742757,4,0,0,2,1,9,0,1,3,2,1.0,1,34
96,1,1,57.0862964024314,0,0,0,2,2,10,7,3,1,2,42.3394319281636,1,34
97,0,0,63.57205374864025,5,0,0,2,1,6,0,1,1,2,46.67747310009937,1,34
98,1,1,64.86511066381622,0,0,0,2,1,9,0,1,3,2,3.0,1,34
99,0,0,30.459368022787114,0,6,0,3,1,6,0,1,1,2,8.958250315545586,1,35
100,2,0,11.0,5,6,0,2,2,2,4,2,0,0,0.0,0,36
101,2,1,8.717708611644618,5,7,0,2,2,1,3,2,0,0,0.0,0,36
102,0,0,57.03868533371517,0,0,0,2,1,6,0,1,1,1,77.60459595431826,1,36
103,1,1,41.9808410436457,0,0,3,4,1,6,0,1,3,2,7.0,1,37
104,1,1,38.35043961932574,0,0,0,3,1,7,0,1,3,0,0.0,1,38
105,2,0,14.823034238359998,5,5,0,2,2,2,5,2,0,0,0.0,0,39
106,1,1,38.36268780259937,0,6,3,1,1,3,0,1,3,0,0.0,1,39
107,0,0,37.807041979237205,0,1,0,2,1,7,0,1,3,2,19.072579366133503,1,39
108,1,1,23.410358116446588,0,6,3,4,1,5,0,1,3,1,1.7194096276561832,2,40
109,2,1,29.0,5,6,2,3,1,6,0,1,1,2,9.0,1,40
110,0,0,45.0,0,0,0,2,1,8,0,1,1,2,42.464228218933535,1,40
111,0,0,27.971510042623112,2,0,0,2,1,6,0,1,1,1,30.284455387485284,1,40
112,1,0,71.09114655684787,0,7,0,2,1,7,0,1,3,2,7.0,1,41
113,0,0,41.86054638671902,0,3,0,2,1,9,0,1,1,2,18.79220001435843,1,41
114,0,0,72.10451610263522,5,0,0,2,1,7,0,1,1,1,7.0,1,41
115,0,1,75.5016832471486,4,0,0,2,1,6,0,1,3,0,6.18934072978048,1,42
116,0,0,40.0,3,0,0,2,1,6,0,1,1,1,29.27741367505399,2,42
117,0,0,29.0,5,6,3,4,1,2,0,1,1,2,7.0,1,42
118,0,0,44.01718251546251,0,6,3,5,1,2,0,1,1,2,6.0,1,43
119,0,0,32.0,5,0,3,5,1,5,0,1,2,2,2.0,1,44
120,0,0,36.78039980111675,5,7,0,2,2,8,6,2,1,2,13.0,1,44
121,2,1,25.28001764740777,5,0,0,3,2,10,7,3,1,2,13.0,1,44
122,7,1,6.979818244848653,5,2,0,3,2,1,3,2,0,0,0.0,0,44
123,5,1,12.0,5,8,0,2,2,2,4,2,0,0,0.0,0,45
124,2,1,47.116782343967465,0,0,0,2,1,9,0,1,1,2,24.005669819558534,1,46
125,2,1,14.0,5,6,0,3,2,2,5,2,0,0,0.0,0,46
126,2,0,4.030272883379891,5,0,0,0,2,0,1,3,0,0,0.0,0,46
127,2,0,5.037882690409326,5,5,0,5,2,1,2,2,0,0,0.0,0,46
128,2,0,10.451352161963351,5,0,0,2,2,2,4,2,0,0,0.0,0,46
129,0,0,48.19672840181683,3,0,0,2,1,6,0,1,1,2,20.199807697079674,2,46
130,1,1,52.0,0,4,0,2,1,7,0,1,3,2,3.0,1,46
131,2,1,16.0,5,5,0,3,2,3,5,2,3,0,0.0,1,46
132,2,0,19.0,5,6,0,3,2,7,6,2,2,2,1.0,1,46
133,6,0,36.0,0,0,3,3,1,6,0,1,2,2,0.0,2,46
134,2,1,1.0,5,1,0,0,0,0,0,0,0,0,0.0,0,47
135,2,0,19.6916733633949,5,6,2,3,2,6,5,2,3,0,0.0,1,47
136,2,1,2.9908264812285434,5,0,0,0,2,0,1,2,0,0,0.0,0,47
137,0,0,26.953480159485927,0,5,3,3,1,8,0,1,1,2,7.0,1,48
138,0,0,32.0,0,0,0,2,1,7,0,1,1,2,31.74494986379993,1,48
139,4,0,41.0,3,0,3,5,1,2,0,1,1,2,5.0,1,48
140,0,1,23.658074432203968,5,3,3,3,1,7,0,1,1,2,9.0,1,48
141,0,1,52.959837768455166,3,1,0,2,1,6,0,1,1,2,19.906633859735088,1,49
142,3,1,55.08188573542494,3,3,3,3,1,6,0,1,3,2,0.0,1,49
143,1,1,53.084546129105426,0,3,0,2,1,6,0,1,1,2,17.0,1,50
144,0,1,77.6000159709636,4,0,0,2,1,6,0,1,3,0,13.914038430670697,1,50
145,2,0,12.658929649597361,5,0,0,2,2,2,4,2,0,0,0.0,0,51
146,2,0,41.0,5,0,0,2,1,6,0,1,3,2,0.0,1,51
147,1,1,38.78251532007831,0,6,3,5,1,6,0,1,1,2,6.0,1,52
148,1,1,27.94359452269235,0,6,0,3,1,7,0,1,1,2,18.624369345168443,1,53
149,2,1,12.0,5,6,3,3,2,2,4,2,0,0,0.0,0,53
150,0,0,64.59630325133365,0,0,0,2,1,9,0,1,1,2,39.17105038288815,1,53
151,0,0,43.0,0,1,0,2,1,7,0,1,1,2,15.54056364632575,1,53
152,2,1,9.0,5,6,0,4,2,1,3,2,0,0,0.0,0,53
153,2,1,20.02303370942652,5,5,0,2,2,7,6,2,1,2,2.0,1,53
154,2,0,2.912344784249009,5,7,0,0,2,1,1,2,0,0,0.0,0,54
155,2,0,35.135678759991656,3,0,0,2,2,6,6,2,3,0,1.0,1,54
156,6,1,57.65694716539629,5,0,0,2,1,6,0,1,1,2,8.0,1,55
157,4,1,26.797677692379015,5,0,0,2,1,6,0,1,3,2,10.0,1,55
158,3,1,70.06459436602483,4,0,0,2,1,6,0,1,3,0,9.0,1,56
159,2,0,10.993178747866292,5,0,0,4,2,2,4,2,0,0,0.0,0,57
160,0,0,34.76640813215336,0,2,0,2,1,6,0,1,1,2,6.0,1,57
161,2,0,7.895334817782553,5,6,0,5,2,1,3,3,0,0,0.0,0,57
162,1,1,46.570564492369016,0,6,3,1,1,0,0,1,3,0,0.0,1,57
163,2,1,5.995663823106746,5,0,0,2,2,0,2,2,0,0,0.0,0,58
164,2,1,11.0,5,6,0,4,2,2,4,2,0,0,0.0,0,59
165,1,0,45.0,0,0,0,3,1,9,0,1,1,2,0.0,1,59
166,0,0,60.879056417402246,0,1,0,2,1,10,0,1,1,2,43.0895876839986,2,59
167,7,1,41.0,5,5,3,4,1,6,0,1,3,2,0.0,1,59
168,2,1,9.0,5,0,0,2,2,1,3,2,0,0,0.0,0,59
169,0,0,83.03410547536149,0,0,1,2,1,7,0,1,3,0,24.981597910102884,1,60
170,2,0,19.63200362674935,5,6,0,3,1,5,0,1,3,2,0.0,1,60
171,4,0,37.03234103256839,5,0,2,3,1,6,0,1,3,2,8.915329848099585,2,61
172,3,1,85.0,4,0,0,2,1,3,0,1,3,0,13.0,2,61
173,0,0,37.848193478508485,2,0,0,3,1,7,0,1,3,2,11.039726770135962,1,61
174,0,1,71.63998340783606,4,0,0,2,1,6,0,1,3,0,12.008521763366906,1,61
175,6,1,4.9636582326050505,5,7,3,3,2,1,2,2,0,0,0.0,0,61
176,0,0,50.5880539582984,3,0,0,2,1,9,0,1,1,2,30.798669261316345,1,62
177,1,1,59.09391711421084,0,0,0,2,1,7,0,1,1,2,31.257480159926498,2,62
178,0,0,24.27900552026712,5,0,0,2,1,7,0,1,1,2,0.0,1,62
179,1,1,34.284217470756914,0,2,0,3,2,6,6,2,1,2,17.98103948434214,1,62
180,6,0,25.041398837626335,5,0,3,3,2,6,5,2,1,2,7.0,1,63
181,1,1,72.9756308655859,0,0,0,2,1,6,0,1,1,2,10.0,1,63
182,1,1,71.37793679044432,0,0,0,2,1,6,0,1,3,2,2.0,1,63
183,2,0,22.90969367806494,5,0,3,3,1,6,0,1,1,2,6.0,2,63
184,0,0,21.0,0,6,0,3,1,6,0,1,1,2,6.0,1,64
185,2,1,17.048752391559074,5,0,0,2,2,5,5,2,3,2,1.0,1,64
186,0,0,54.55135601167709,0,0,0,2,1,10,0,1,1,2,15.713226355852923,1,64
187,7,0,9.248748611879088e-06,5,7,0,0,0,0,0,0,0,0,0.0,0,64
188,1,1,49.0,0,0,3,1,1,2,0,1,1,2,6.0,1,64
189,0,1,52.77678256277391,3,1,0,2,1,6,0,1,1,2,19.818972982188715,1,65
190,1,1,36.771187815195155,0,5,2,4,1,0,0,1,3,0,0.0,1,65
191,0,0,52.85794738300511,2,0,0,2,1,6,0,1,1,2,49.68760230708,1,66
192,0,1,52.0,0,4,3,4,1,6,0,1,1,2,16.39544924655748,1,66
193,2,1,8.55731770981281,5,7,0,2,2,1,3,2,0,0,0.0,0,67
194,0,0,62.96812078631918,0,0,0,2,1,9,0,1,3,2,51.57080024045352,1,67
195,1,1,43.831943108833244,0,6,0,3,1,6,0,1,3,0,7.0,1,67
196,2,0,20.315558231510956,5,6,0,3,2,6,6,2,1,2,5.0,1,68
197,2,0,21.73212625287532,5,6,3,1,1,3,0,1,3,0,0.0,1,68
198,7,1,21.0,2,0,0,2,1,7,0,1,3,2,2.0,1,69
199,6,0,33.0634918380457,3,6,2,4,1,4,0,1,3,0,3.0,1,69
200,7,1,45.82162938649816,3,5,3,3,1,6,0,1,1,2,10.0,1,69
201,2,1,18.004516993261213,5,0,0,2,2,5,5,3,3,2,0.0,1,69
202,0,1,64.84763464874878,0,0,0,2,1,6,0,1,3,0,10.0,1,70
203,5,0,7.985240138440532,5,6,3,5,2,1,3,2,0,0,0.0,0,70
204,1,1,40.0,0,1,0,2,1,9,0,1,2,2,10.585218188251417,1,70
205,0,0,50.26473218582078,3,6,0,3,1,1,0,1,3,0,5.0,1,70
206,2,0,14.0,5,6,0,4,2,2,5,2,0,0,0.0,0,71
207,0,1,41.0,3,0,0,2,1,7,0,1,1,2,26.909302743103733,1,72
208,1,1,31.826281537118856,0,0,0,2,1,9,0,1,3,1,0.0,1,72
209,2,0,1.0,5,0,0,0,0,0,0,0,0,0,0.0,0,72
210,1,0,52.0,0,4,3,3,1,6,0,1,1,2,39.81557527817701,1,72
211,7,0,11.0,5,0,0,2,2,1,3,2,0,0,0.0,0,73
212,2,1,11.0,5,5,0,2,2,2,4,2,0,0,0.0,0,73
213,1,1,56.81767397033141,0,7,0,2,1,6,0,1,1,2,36.403690568263556,1,73
214,0,0,47.97441119383431,0,0,3,4,2,6,5,3,1,2,17.0,2,73
215,1,1,45.0,0,0,0,2,1,10,0,1,1,2,18.876351630611737,2,73
216,7,0,25.974125780699374,5,0,2,3,1,6,0,1,1,2,15.0,1,74
217,6,0,9.0,5,0,0,2,2,0,3,2,0,0,0.0,0,74
218,0,1,28.01961212850166,2,1,0,2,2,6,6,2,3,2,10.0,1,74
219,2,0,16.840053023063387,5,1,0,2,2,5,5,2,3,0,0.0,1,74
220,0,1,33.0729801091521,3,1,0,2,1,7,0,1,1,2,22.637615275880773,1,75
221,1,1,39.844580848739085,0,0,0,2,2,7,6,2,3,2,0.0,1,75
222,1,1,49.0,0,0,2,2,1,7,0,1,3,0,31.008047513852578,1,75
223,0,0,65.95532157172175,0,0,0,3,1,10,0,1,1,2,64.9843498713983,1,76
224,0,1,74.74424338638087,4,0,0,2,1,6,0,1,3,0,6.0,1,77
225,0,1,62.82875673017518,4,0,0,2,1,7,0,1,3,0,0.0,1,78
226,6,0,19.0,5,6,0,3,2,6,6,2,1,2,6.0,1,78
227,2,1,6.955414102744946,5,0,0,5,2,1,3,2,0,0,0.0,0,78
228,5,1,19.841383079624237,1,1,0,2,1,6,0,1,3,0,3.0,1,78
229,2,1,0.0,5,0,3,0,0,0,0,0,0,0,0.0,0,79
230,1,1,24.04023059927066,0,6,0,3,1,6,0,1,1,2,9.0,1,80
231,0,0,54.17158378288419,0,0,0,2,1,10,0,1,1,1,41.571206895335905,1,80
232,0,0,51.33097334329182,5,0,0,2,1,7,0,1,1,2,17.0,1,81
233,0,0,46.26477110340884,0,0,0,2,1,8,0,1,1,2,42.424619917610265,1,82
234,0,0,57.032010074689516,0,0,0,2,1,6,0,1,1,1,75.91099909149975,1,82
235,2,0,21.0,5,0,2,5,1,0,0,1,1,2,8.0,1,83
236,2,0,12.29835153995041,5,0,0,2,2,2,4,2,0,0,0.0,0,83
237,0,0,73.85568233048458,0,0,0,2,1,10,0,1,1,2,10.846422535654524,1,83
238,1,1,56.94131815216655,0,0,0,2,1,6,0,1,3,2,8.56401527621876,1,84
239,7,0,11.0,5,0,0,2,2,1,3,2,0,0,0.0,0,84
240,0,1,47.76849838662463,5,0,0,2,1,9,0,1,1,2,37.467295878179165,1,84
241,4,1,27.041562417296085,5,0,0,2,1,6,0,1,3,2,10.0,1,85
242,0,0,50.84016544328376,0,0,2,3,1,1,0,1,1,2,0.0,1,86
243,0,1,26.104484678457638,5,6,0,2,1,10,0,1,1,2,15.760592317510223,1,86
244,5,1,6.004058629872761,5,6,0,3,2,1,3,3,0,0,0.0,0,87
245,4,1,30.0,5,7,0,2,1,9,0,1,1,2,12.0,1,87
246,0,1,49.0,0,7,2,3,1,8,0,1,3,2,20.050958917896583,1,87
247,6,0,35.39061384563503,5,1,0,2,1,3,0,1,1,2,0.0,1,87
248,1,0,38.361150751074916,0,0,3,4,1,6,0,1,1,2,10.0,2,88
249,1,1,46.01660295799033,0,5,2,3,1,6,0,1,1,2,8.0,1,89
250,0,0,80.48254102490422,0,0,0,2,1,10,0,1,3,0,88.6269748076112,1,89
251,2,1,24.710785720072032,5,5,0,2,1,6,0,1,1,2,10.0,1,89
252,2,1,3.0003950969331146,5,0,0,0,2,0,1,3,0,0,0.0,0,90
253,1,0,65.51051127372345,0,0,3,2,1,6,0,1,1,2,32.19372475001441,1,90
254,2,1,12.809642011743405,5,7,0,2,2,2,4,2,0,0,0.0,0,91
255,1,1,30.98346916171708,0,0,0,2,1,8,0,1,3,2,0.0,1,91
256,0,0,56.17677191092939,0,0,0,2,1,9,0,1,1,2,6.501773459992499,1,91
257,7,1,1.0,5,1,0,0,0,0,0,0,0,0,0.0,0,92
258,2,1,16.0,5,3,0,3,2,4,5,2,1,2,0.0,2,92
259,0,0,28.028876250273044,2,0,0,2,1,6,0,1,1,1,29.855555655027036,1,92
260,0,0,69.03732321971367,3,0,0,2,1,7,0,1,1,2,99.0,1,92
261,2,0,3.0194155895305013,5,0,0,0,1,0,0,1,0,0,0.0,0,93
262,1,1,43.84614441721484,0,6,0,3,1,6,0,1,3,0,7.0,1,93
263,7,0,19.0,5,0,3,3,2,7,6,2,1,1,0.8968477107720669,1,94
264,1,1,52.0,0,6,3,3,1,2,0,1,3,2,2.0,1,94
265,2,1,17.107550607736346,0,6,0,3,1,5,0,1,2,0,0.0,1,94
266,0,0,70.73262728443689,0,1,0,2,1,4,0,1,1,2,55.42366655885597,1,94
267,0,1,29.0,0,0,0,2,1,6,0,1,1,1,8.0,1,95
268,0,1,48.71739369458083,3,6,0,3,1,7,0,1,3,2,7.752831749665998,2,95
269,7,0,32.63009745178678,5,6,3,4,1,6,0,1,1,2,9.0,1,95
270,2,0,15.130353165281361,5,6,0,3,2,3,5,2,0,0,0.0,0,95
271,5,1,7.78403960011563,5,6,0,4,2,1,3,2,0,0,0.0,0,95
272,1,1,47.83135645560465,0,0,3,1,1,2,0,1,3,0,0.0,2,96
273,1,1,56.10424834974318,0,1,0,2,1,8,0,1,1,2,20.08220411644629,1,96
274,0,0,51.00547135733284,0,0,2,3,1,1,0,1,1,2,0.0,1,96
275,0,0,82.94748955204618,4,0,0,2,1,6,0,1,3,0,71.76538509516291,1,97
276,0,0,30.0,0,0,0,2,1,7,0,1,1,1,20.034220839862865,1,97
277,2,0,9.117145707363077,5,0,0,2,2,1,3,2,0,0,0.0,0,98
278,1,1,71.41566670507548,0,0,0,2,1,5,0,1,3,0,7.0,1,98
279,2,0,10.127615681013822,5,0,0,2,2,1,3,2,0,0,0.0,0,99
280,0,0,43.11315160227531,0,1,0,2,1,6,0,1,1,2,13.838789928545598,1,99
281,2,0,14.0,5,0,0,2,2,3,5,2,0,0,0.0,0,100
282,7,1,37.77833206756955,3,0,2,3,2,7,6,2,3,2,0.0,1,100
283,1,1,46.09560668111105,0,0,3,2,1,9,0,1,1,1,6.0,1,101
284,1,1,54.40954420054459,0,0,0,2,1,9,0,1,3,0,5.0,1,101
285,1,0,24.853298680163356,0,7,0,2,1,3,0,1,3,2,9.0,1,101
286,2,1,21.32605130832362,5,5,2,3,2,7,6,2,3,0,0.0,1,102
287,2,0,14.0,5,6,0,4,2,2,5,2,0,0,0.0,0,102
288,0,1,34.72780307437218,0,0,0,3,2,6,6,3,1,2,0.0,1,102
289,2,1,14.850449541265684,5,0,0,2,2,2,5,2,0,0,0.0,0,103
290,6,1,5.925555071922011,5,0,0,2,2,0,2,2,0,0,0.0,0,103
291,2,0,7.495656528199311,5,5,2,3,2,1,3,2,0,0,0.0,0,104
292,0,0,61.96408667411395,0,0,0,2,1,7,0,1,3,2,52.882960190214014,1,104
293,2,0,7.689404107601434,5,0,0,4,2,1,3,2,0,0,0.0,0,104
294,1,1,28.18880014852756,0,6,0,3,1,7,0,1,1,2,18.893588959574416,1,104
295,0,1,24.072205567160484,0,0,3,5,1,3,0,1,1,2,12.0,2,105
296,5,1,12.0,5,6,0,3,2,1,4,2,0,0,0.0,0,105
297,0,0,23.693404134855363,5,1,0,2,2,7,6,2,1,2,12.913510649021422,1,106
298,2,0,17.73461174666007,5,0,0,2,1,6,0,1,1,2,1.0,2,107
299,0,0,40.0,3,0,0,2,1,7,0,1,1,2,29.88729380741348,1,108
300,0,0,31.1218631095688,0,0,0,2,1,6,0,1,1,2,13.0,2,109
301,1,1,57.19013623358911,0,0,0,2,1,2,0,1,3,2,4.0,2,110
302,0,0,49.0,0,0,0,2,1,7,0,1,1,2,39.91689495886267,1,111
303,0,0,44.424706813252115,0,0,0,2,1,6,0,1,1,2,30.379527405331135,2,111
304,1,1,39.36505782683546,0,6,3,5,1,6,0,1,1,2,6.0,1,112
305,0,0,73.73086998159809,0,7,0,3,1,6,0,1,3,0,19.07028925281817,2,112
306,0,0,32.0,5,0,3,5,1,5,0,1,2,2,2.0,1,112
307,5,1,3.955405750745842,5,0,3,0,2,1,2,2,0,0,0.0,0,112
308,2,1,9.142237286191862e-06,5,0,0,0,0,0,0,0,0,0,0.0,0,113
309,2,1,12.290493535172022,5,0,0,2,2,2,4,2,0,0,0.0,0,113
310,7,0,53.80007828324498,5,0,0,2,1,0,0,1,3,0,3.0,2,114
311,7,1,24.15988772307932,5,0,0,2,2,8,6,2,1,2,6.0,1,115
312,0,0,30.0,2,6,2,4,1,6,0,1,1,2,20.213876796400744,1,116
313,1,1,33.180435524839645,0,0,0,2,1,8,0,1,1,2,7.0,1,116
314,1,1,33.864505185170565,0,2,0,3,2,6,6,2,1,2,17.72459451164634,1,116
315,1,1,53.879352696453225,0,0,0,2,1,7,0,1,3,0,0.0,1,116
316,7,1,19.94158960886711,5,4,3,5,2,7,6,2,3,0,0.0,1,116
317,2,1,9.461776877860646e-06,5,1,0,0,0,0,0,0,0,0,0.0,0,116
318,2,1,3.951745554806457,5,0,0,0,1,0,0,1,0,0,0.0,0,116
319,1,1,55.031863344929725,0,0,0,2,1,6,0,1,1,1,10.604907367032228,1,116
320,1,1,34.067618253311416,0,0,0,2,2,6,6,2,3,2,0.0,1,116
321,2,0,45.1784010862559,4,0,0,2,1,6,0,1,1,2,15.0,2,116
322,0,0,68.01869397168205,4,0,0,2,1,7,0,1,1,1,21.88226598544298,1,117
323,0,1,67.90107901911398,4,0,0,2,1,6,0,1,1,2,16.11959752555626,1,118
324,0,1,85.0,4,0,0,2,1,2,0,1,3,0,2.0,2,119
325,2,0,1.0,5,0,0,0,0,0,0,0,0,0,0.0,0,119
326,7,1,40.0,2,6,3,1,1,1,0,1,1,2,7.0,1,119
