user_id,session_id,action,action_type,action_detail,device_type,secs_elapsed
11,24265,23.0,2.0,17.0,6.0,645.0
11,24266,165.0,3.0,78.0,6.0,22.0
11,24267,23.0,2.0,17.0,6.0,889.0
11,24268,158.0,7.0,57.0,6.0,14065.0
11,24269,23.0,2.0,17.0,6.0,867.0
11,24270,158.0,7.0,57.0,6.0,758.0
11,24271,158.0,7.0,57.0,6.0,8997.0
11,24272,81.0,0.0,0.0,6.0,1213.0
12,24247,165.0,3.0,78.0,8.0,15.0
12,24248,118.0,3.0,101.0,8.0,165.0
12,24249,49.0,2.0,19.0,3.0,54425.0
12,24250,165.0,3.0,78.0,8.0,133.0
12,24251,23.0,2.0,17.0,8.0,1299.0
12,24252,158.0,7.0,57.0,8.0,14929.0
12,24253,23.0,2.0,17.0,8.0,793.0
12,24254,165.0,3.0,78.0,8.0,158.0
12,24255,158.0,7.0,92.0,8.0,48993.0
12,24256,81.0,0.0,0.0,8.0,169.0
13,24247,165.0,3.0,78.0,8.0,45.0
13,24248,118.0,3.0,101.0,8.0,165.0
13,24249,49.0,2.0,19.0,3.0,57145.0
13,24250,165.0,3.0,78.0,8.0,133.0
13,24251,23.0,2.0,17.0,8.0,1299.0
13,24252,158.0,7.0,57.0,8.0,18833.0
13,24253,23.0,2.0,17.0,8.0,798.0
13,24254,165.0,3.0,78.0,8.0,158.0
13,24255,158.0,7.0,92.0,8.0,48993.0
13,24256,81.0,7.0,99.0,8.0,798.0
14,24247,165.0,3.0,78.0,8.0,45.0
14,24248,118.0,3.0,101.0,8.0,165.0
14,24249,49.0,2.0,19.0,3.0,58865.0
14,24250,165.0,3.0,78.0,8.0,133.0
14,24251,23.0,2.0,17.0,8.0,1299.0
14,24252,158.0,7.0,57.0,8.0,18830.0
14,24253,23.0,2.0,17.0,8.0,798.0
14,24254,165.0,3.0,78.0,8.0,157.0
14,24255,158.0,7.0,92.0,8.0,48993.0
14,24256,81.0,0.0,0.0,8.0,12.0
15,24291,118.0,3.0,101.0,5.0,1086.0
15,24292,118.0,3.0,101.0,5.0,1085.0
15,24293,154.0,2.0,99.0,5.0,6877.0
15,24294,165.0,3.0,78.0,5.0,137.0
15,24295,118.0,3.0,101.0,5.0,819.0
15,24296,158.0,7.0,57.0,5.0,268.0
15,24297,23.0,2.0,17.0,5.0,797.0
15,24298,158.0,7.0,57.0,5.0,3695.0
15,24299,154.0,2.0,99.0,5.0,514.0
15,24300,118.0,3.0,101.0,5.0,37.0
16,3799,118.0,3.0,101.0,8.0,7.0
16,3700,158.0,7.0,57.0,8.0,268.0
16,3701,154.0,2.0,99.0,8.0,3697.0
16,3702,158.0,7.0,57.0,8.0,397.0
16,3703,165.0,3.0,78.0,8.0,56.0
16,3704,158.0,7.0,57.0,8.0,261.0
16,3705,165.0,3.0,78.0,8.0,47.0
16,3706,118.0,3.0,101.0,8.0,1665.0
16,3707,158.0,7.0,57.0,8.0,710.0
16,3708,158.0,7.0,57.0,8.0,1695.0
17,24263,95.0,2.0,51.0,0.0,18.0
17,24264,158.0,7.0,57.0,0.0,1015.0
17,24265,81.0,7.0,99.0,5.0,6555.0
17,24266,158.0,7.0,57.0,6.0,637.0
17,24267,23.0,2.0,17.0,2.0,652.0
17,24268,107.0,0.0,0.0,0.0,65.0
17,24269,154.0,2.0,99.0,6.0,967.0
17,24270,158.0,7.0,57.0,6.0,133.0
17,24271,154.0,2.0,99.0,6.0,8145.0
17,24272,154.0,2.0,99.0,2.0,1634.0
18,24247,165.0,3.0,78.0,8.0,15.0
18,24248,118.0,3.0,101.0,8.0,165.0
18,24249,49.0,2.0,19.0,3.0,54145.0
18,24250,165.0,3.0,78.0,8.0,137.0
18,24251,23.0,2.0,17.0,8.0,1299.0
18,24252,158.0,7.0,57.0,8.0,11265.0
18,24253,23.0,2.0,17.0,8.0,793.0
18,24254,165.0,3.0,78.0,8.0,158.0
18,24255,158.0,7.0,92.0,8.0,8993.0
18,24256,158.0,7.0,57.0,8.0,798.0
19,24297,118.0,3.0,101.0,8.0,86.0
19,24298,118.0,3.0,101.0,8.0,136.0
19,24299,49.0,2.0,19.0,8.0,39865.0
19,24200,165.0,3.0,78.0,8.0,77.0
19,24201,23.0,2.0,17.0,8.0,499.0
19,24202,158.0,7.0,57.0,8.0,268.0
19,24203,23.0,2.0,17.0,8.0,797.0
19,24204,158.0,7.0,57.0,8.0,998.0
19,24205,118.0,3.0,101.0,8.0,793.0
19,24206,81.0,0.0,0.0,8.0,1013.0
20,24263,95.0,2.0,51.0,2.0,0.0
20,24264,158.0,7.0,57.0,6.0,2953.0
20,24265,81.0,7.0,99.0,6.0,6868.0
20,24266,158.0,7.0,57.0,6.0,637.0
20,24267,23.0,2.0,17.0,6.0,631.0
20,24268,81.0,7.0,99.0,6.0,1032.0
20,24269,23.0,2.0,17.0,6.0,471.0
20,24270,158.0,7.0,57.0,6.0,318.0
20,24271,118.0,3.0,101.0,6.0,757.0
20,24272,154.0,2.0,99.0,6.0,1213.0
21,24297,118.0,3.0,101.0,8.0,86.0
21,24298,118.0,3.0,101.0,8.0,1085.0
21,24299,154.0,2.0,99.0,5.0,3877.0
21,24200,165.0,3.0,78.0,8.0,77.0
21,24201,23.0,2.0,17.0,8.0,889.0
21,24202,158.0,7.0,57.0,8.0,14030.0
21,24203,23.0,2.0,17.0,8.0,477.0
21,24204,158.0,7.0,57.0,8.0,395.0
21,24205,118.0,3.0,101.0,8.0,993.0
21,24206,23.0,2.0,17.0,8.0,1013.0
22,24247,165.0,3.0,78.0,8.0,15.0
22,24248,118.0,3.0,101.0,8.0,165.0
22,24249,49.0,2.0,19.0,3.0,54425.0
22,24250,165.0,3.0,78.0,8.0,133.0
22,24251,23.0,2.0,17.0,8.0,1299.0
22,24252,158.0,7.0,57.0,8.0,18833.0
22,24253,23.0,2.0,17.0,8.0,798.0
22,24254,165.0,3.0,78.0,8.0,150.0
22,24255,158.0,7.0,92.0,8.0,48993.0
22,24256,81.0,0.0,0.0,8.0,798.0
23,24247,165.0,3.0,78.0,8.0,15.0
23,24248,118.0,3.0,101.0,8.0,165.0
23,24249,49.0,2.0,19.0,2.0,54425.0
23,24250,165.0,3.0,78.0,8.0,133.0
23,24251,23.0,2.0,17.0,8.0,1299.0
23,24252,158.0,7.0,57.0,8.0,11030.0
23,24253,23.0,2.0,17.0,8.0,798.0
23,24254,165.0,3.0,78.0,8.0,158.0
23,24255,158.0,7.0,92.0,8.0,8993.0
23,24256,81.0,0.0,0.0,8.0,169.0
24,24247,165.0,3.0,78.0,8.0,15.0
24,24248,118.0,3.0,101.0,8.0,165.0
24,24249,49.0,2.0,19.0,2.0,54425.0
24,24250,165.0,3.0,78.0,8.0,133.0
24,24251,23.0,2.0,17.0,8.0,1299.0
24,24252,158.0,7.0,57.0,8.0,18830.0
24,24253,23.0,2.0,17.0,8.0,793.0
24,24254,165.0,3.0,78.0,8.0,150.0
24,24255,158.0,7.0,92.0,8.0,48993.0
24,24256,81.0,0.0,0.0,8.0,12.0
25,24247,165.0,3.0,78.0,8.0,15.0
25,24248,118.0,3.0,101.0,8.0,165.0
25,24249,49.0,2.0,19.0,2.0,54425.0
25,24250,165.0,3.0,78.0,8.0,133.0
25,24251,23.0,2.0,17.0,8.0,1299.0
25,24252,158.0,7.0,57.0,8.0,18830.0
25,24253,23.0,2.0,17.0,8.0,793.0
25,24254,165.0,3.0,78.0,8.0,157.0
25,24255,158.0,7.0,92.0,8.0,48993.0
25,24256,81.0,0.0,0.0,8.0,169.0
26,24247,165.0,3.0,78.0,6.0,15.0
26,24248,118.0,3.0,101.0,6.0,165.0
26,24249,49.0,2.0,19.0,6.0,58865.0
26,24250,158.0,7.0,57.0,6.0,133.0
26,24251,23.0,2.0,17.0,6.0,599.0
26,24252,158.0,7.0,57.0,6.0,18730.0
26,24253,23.0,2.0,17.0,6.0,798.0
26,24254,165.0,3.0,78.0,6.0,158.0
26,24255,158.0,7.0,92.0,6.0,8993.0
26,24256,81.0,7.0,99.0,6.0,188.0
27,24247,165.0,3.0,78.0,8.0,15.0
27,24248,118.0,3.0,101.0,8.0,165.0
27,24249,49.0,2.0,19.0,3.0,54425.0
27,24250,165.0,3.0,78.0,8.0,133.0
27,24251,23.0,2.0,17.0,8.0,1299.0
27,24252,158.0,7.0,57.0,8.0,18730.0
27,24253,23.0,2.0,17.0,8.0,798.0
27,24254,165.0,3.0,78.0,8.0,157.0
27,24255,158.0,7.0,92.0,8.0,48993.0
27,24256,81.0,0.0,0.0,8.0,98.0
28,24297,118.0,3.0,101.0,8.0,86.0
28,24298,118.0,3.0,101.0,8.0,1085.0
28,24299,154.0,2.0,99.0,8.0,3865.0
28,24200,165.0,3.0,78.0,8.0,137.0
28,24201,23.0,2.0,17.0,8.0,473.0
28,24202,158.0,7.0,57.0,8.0,268.0
28,24203,23.0,2.0,17.0,8.0,797.0
28,24204,158.0,7.0,57.0,8.0,795.0
28,24205,118.0,3.0,101.0,8.0,993.0
28,24206,23.0,2.0,17.0,8.0,1013.0
29,24247,165.0,3.0,78.0,8.0,45.0
29,24248,118.0,3.0,101.0,8.0,165.0
29,24249,49.0,2.0,19.0,3.0,54925.0
29,24250,165.0,3.0,78.0,8.0,133.0
29,24251,23.0,2.0,17.0,8.0,1299.0
29,24252,158.0,7.0,57.0,8.0,18830.0
29,24253,23.0,2.0,17.0,8.0,798.0
29,24254,165.0,3.0,78.0,8.0,150.0
29,24255,158.0,7.0,92.0,8.0,48993.0
29,24256,81.0,0.0,0.0,8.0,798.0
30,24247,165.0,3.0,78.0,8.0,15.0
30,24248,118.0,3.0,101.0,8.0,165.0
30,24249,49.0,2.0,19.0,2.0,54425.0
30,24250,165.0,3.0,78.0,8.0,133.0
30,24251,23.0,2.0,17.0,8.0,1299.0
30,24252,158.0,7.0,57.0,8.0,10265.0
30,24253,23.0,2.0,17.0,8.0,798.0
30,24254,165.0,3.0,78.0,8.0,158.0
30,24255,158.0,7.0,92.0,8.0,48993.0
30,24256,81.0,0.0,0.0,8.0,169.0
31,24247,165.0,3.0,78.0,8.0,15.0
31,24248,118.0,3.0,101.0,8.0,165.0
31,24249,49.0,2.0,19.0,2.0,54425.0
31,24250,165.0,3.0,78.0,8.0,133.0
31,24251,23.0,2.0,17.0,8.0,1299.0
31,24252,158.0,7.0,57.0,8.0,18929.0
31,24253,23.0,2.0,17.0,8.0,798.0
31,24254,165.0,3.0,78.0,8.0,157.0
31,24255,158.0,7.0,92.0,8.0,48993.0
31,24256,81.0,0.0,0.0,8.0,2.0
32,24247,165.0,3.0,78.0,8.0,15.0
32,24248,118.0,3.0,101.0,8.0,165.0
32,24249,49.0,2.0,19.0,3.0,54425.0
32,24250,165.0,3.0,78.0,8.0,133.0
32,24251,23.0,2.0,17.0,8.0,1299.0
32,24252,158.0,7.0,57.0,8.0,18830.0
32,24253,23.0,2.0,17.0,8.0,798.0
32,24254,165.0,3.0,78.0,8.0,155.0
32,24255,158.0,7.0,92.0,8.0,48993.0
32,24256,81.0,0.0,0.0,8.0,188.0
33,24263,60.0,7.0,28.0,2.0,40.0
33,24264,158.0,7.0,57.0,6.0,1015.0
33,24265,127.0,0.0,0.0,8.0,145.0
33,24266,56.0,7.0,26.0,6.0,73.0
33,24267,23.0,2.0,17.0,6.0,637.0
33,24268,158.0,7.0,57.0,6.0,265.0
33,24269,118.0,3.0,101.0,6.0,967.0
33,24270,158.0,7.0,57.0,2.0,365.0
33,24271,96.0,2.0,52.0,6.0,100657.0
33,24272,81.0,0.0,0.0,8.0,1036.0
34,24263,95.0,2.0,51.0,2.0,0.0
34,24264,158.0,7.0,57.0,6.0,2913.0
34,24265,23.0,2.0,17.0,6.0,645.0
34,24266,165.0,3.0,78.0,6.0,55.0
34,24267,23.0,2.0,17.0,6.0,689.0
34,24268,158.0,7.0,57.0,6.0,65.0
34,24269,118.0,3.0,101.0,6.0,967.0
34,24270,158.0,7.0,57.0,6.0,325.0
34,24271,154.0,2.0,99.0,6.0,8990.0
34,24272,154.0,2.0,99.0,6.0,5736.0
35,24247,165.0,3.0,78.0,8.0,15.0
35,24248,118.0,3.0,101.0,8.0,165.0
35,24249,49.0,2.0,19.0,3.0,58865.0
35,24250,165.0,3.0,78.0,8.0,133.0
35,24251,23.0,2.0,17.0,8.0,1299.0
35,24252,158.0,7.0,57.0,8.0,18833.0
35,24253,23.0,2.0,17.0,8.0,798.0
35,24254,165.0,3.0,78.0,8.0,158.0
35,24255,158.0,7.0,92.0,8.0,48993.0
35,24256,81.0,0.0,0.0,8.0,188.0
36,24247,165.0,3.0,78.0,8.0,15.0
36,24248,118.0,3.0,101.0,8.0,165.0
36,24249,49.0,2.0,19.0,2.0,54425.0
36,24250,165.0,3.0,78.0,8.0,133.0
36,24251,23.0,2.0,17.0,8.0,1299.0
36,24252,158.0,7.0,57.0,8.0,18833.0
36,24253,23.0,2.0,17.0,8.0,798.0
36,24254,165.0,3.0,78.0,8.0,158.0
36,24255,158.0,7.0,92.0,8.0,8993.0
36,24256,81.0,0.0,0.0,8.0,2.0
37,24247,165.0,3.0,78.0,2.0,45.0
37,24248,118.0,3.0,101.0,8.0,165.0
37,24249,49.0,2.0,19.0,2.0,58865.0
37,24250,165.0,3.0,78.0,8.0,133.0
37,24251,23.0,2.0,17.0,8.0,599.0
37,24252,158.0,7.0,57.0,8.0,18130.0
37,24253,23.0,2.0,17.0,8.0,798.0
37,24254,165.0,3.0,78.0,8.0,150.0
37,24255,158.0,7.0,92.0,8.0,8993.0
37,24256,81.0,0.0,0.0,8.0,13.0
38,24263,60.0,7.0,28.0,6.0,41.0
38,24264,158.0,7.0,57.0,6.0,1054.0
38,24265,127.0,0.0,0.0,6.0,145.0
38,24266,81.0,7.0,99.0,6.0,4137.0
38,24267,23.0,2.0,17.0,6.0,495.0
38,24268,103.0,6.0,53.0,6.0,5.0
38,24269,118.0,3.0,101.0,6.0,967.0
38,24270,158.0,7.0,57.0,6.0,365.0
38,24271,154.0,2.0,99.0,6.0,8994.0
38,24272,81.0,7.0,99.0,6.0,1213.0
39,24263,60.0,7.0,28.0,6.0,100.0
39,24264,158.0,7.0,57.0,6.0,7053.0
39,24265,127.0,0.0,0.0,6.0,142.0
39,24266,56.0,7.0,26.0,6.0,681.0
39,24267,23.0,2.0,17.0,6.0,495.0
39,24268,158.0,7.0,57.0,6.0,265.0
39,24269,118.0,3.0,101.0,6.0,967.0
39,24270,158.0,7.0,57.0,6.0,365.0
39,24271,154.0,2.0,99.0,6.0,8994.0
39,24272,154.0,2.0,99.0,6.0,1213.0
40,24293,118.0,3.0,101.0,8.0,86.0
40,24294,118.0,3.0,101.0,8.0,1082.0
40,24295,154.0,2.0,99.0,8.0,6565.0
40,24296,165.0,3.0,78.0,8.0,77.0
40,24297,23.0,2.0,17.0,8.0,819.0
40,24298,158.0,7.0,57.0,8.0,265.0
40,24299,23.0,2.0,17.0,8.0,797.0
40,24300,158.0,7.0,57.0,8.0,3157.0
40,24301,118.0,3.0,101.0,8.0,704.0
40,24302,118.0,3.0,101.0,8.0,1003.0
41,24247,165.0,3.0,78.0,8.0,15.0
41,24248,118.0,3.0,101.0,8.0,165.0
41,24249,49.0,2.0,19.0,3.0,58865.0
41,24250,165.0,3.0,78.0,8.0,133.0
41,24251,23.0,2.0,17.0,8.0,1299.0
41,24252,158.0,7.0,57.0,8.0,18925.0
41,24253,23.0,2.0,17.0,8.0,793.0
41,24254,165.0,3.0,78.0,8.0,158.0
41,24255,158.0,7.0,92.0,8.0,8993.0
41,24256,81.0,0.0,0.0,8.0,798.0
42,24247,165.0,3.0,78.0,8.0,15.0
42,24248,118.0,3.0,101.0,8.0,165.0
42,24249,49.0,2.0,19.0,3.0,54425.0
42,24250,165.0,3.0,78.0,8.0,133.0
42,24251,23.0,2.0,17.0,8.0,1299.0
42,24252,158.0,7.0,57.0,8.0,18730.0
42,24253,23.0,2.0,17.0,8.0,793.0
42,24254,165.0,3.0,78.0,8.0,157.0
42,24255,158.0,7.0,92.0,8.0,48993.0
42,24256,81.0,0.0,0.0,8.0,18.0
43,24247,165.0,3.0,78.0,8.0,15.0
43,24248,118.0,3.0,101.0,8.0,165.0
43,24249,49.0,2.0,19.0,3.0,58825.0
43,24250,165.0,3.0,78.0,8.0,137.0
43,24251,23.0,2.0,17.0,8.0,1299.0
43,24252,158.0,7.0,57.0,8.0,18733.0
43,24253,23.0,2.0,17.0,8.0,796.0
43,24254,165.0,3.0,78.0,8.0,158.0
43,24255,158.0,7.0,92.0,8.0,8993.0
43,24256,81.0,0.0,0.0,8.0,169.0
44,24247,165.0,3.0,78.0,2.0,15.0
44,24248,118.0,3.0,101.0,8.0,165.0
44,24249,49.0,2.0,19.0,3.0,54425.0
44,24250,165.0,3.0,78.0,8.0,133.0
44,24251,23.0,2.0,17.0,8.0,599.0
44,24252,158.0,7.0,57.0,8.0,18830.0
44,24253,23.0,2.0,17.0,8.0,798.0
44,24254,165.0,3.0,78.0,8.0,158.0
44,24255,158.0,7.0,92.0,8.0,48993.0
44,24256,81.0,0.0,0.0,8.0,13.0
45,24247,165.0,3.0,78.0,6.0,45.0
45,24248,118.0,3.0,101.0,6.0,165.0
45,24249,49.0,2.0,19.0,6.0,58825.0
45,24250,165.0,3.0,78.0,6.0,133.0
45,24251,23.0,2.0,17.0,6.0,1299.0
45,24252,158.0,7.0,57.0,6.0,18730.0
45,24253,23.0,2.0,17.0,6.0,796.0
45,24254,165.0,3.0,78.0,6.0,158.0
45,24255,158.0,7.0,92.0,6.0,48993.0
45,24256,81.0,7.0,99.0,6.0,1298.0
46,4223,118.0,3.0,101.0,8.0,18.0
46,4224,158.0,7.0,57.0,8.0,8313.0
46,4225,154.0,2.0,99.0,8.0,1378.0
46,4226,165.0,3.0,78.0,8.0,77.0
46,4227,23.0,2.0,17.0,8.0,513.0
46,4228,158.0,7.0,57.0,8.0,215.0
46,4229,81.0,7.0,99.0,8.0,713.0
46,4230,154.0,2.0,99.0,8.0,1645.0
46,4231,118.0,3.0,101.0,8.0,706.0
46,4232,154.0,2.0,99.0,8.0,4597.0
47,24247,165.0,3.0,78.0,2.0,15.0
47,24248,118.0,3.0,101.0,8.0,165.0
47,24249,49.0,2.0,19.0,2.0,54425.0
47,24250,165.0,3.0,78.0,8.0,133.0
47,24251,23.0,2.0,17.0,8.0,1299.0
47,24252,158.0,7.0,57.0,8.0,18830.0
47,24253,23.0,2.0,17.0,8.0,798.0
47,24254,165.0,3.0,78.0,8.0,158.0
47,24255,158.0,7.0,57.0,8.0,48993.0
47,24256,158.0,7.0,57.0,8.0,798.0
48,24263,60.0,7.0,28.0,6.0,100.0
48,24264,158.0,7.0,57.0,6.0,7053.0
48,24265,127.0,0.0,0.0,6.0,145.0
48,24266,81.0,7.0,99.0,6.0,1637.0
48,24267,23.0,2.0,17.0,6.0,499.0
48,24268,158.0,7.0,57.0,6.0,14739.0
48,24269,118.0,3.0,101.0,6.0,967.0
48,24270,154.0,2.0,99.0,6.0,358.0
48,24271,154.0,2.0,99.0,6.0,8994.0
48,24272,154.0,2.0,99.0,6.0,1694.0
49,24247,165.0,3.0,78.0,8.0,45.0
49,24248,118.0,3.0,101.0,8.0,165.0
49,24249,49.0,2.0,19.0,3.0,54425.0
49,24250,165.0,3.0,78.0,8.0,133.0
49,24251,23.0,2.0,17.0,8.0,1299.0
49,24252,158.0,7.0,57.0,8.0,18929.0
49,24253,23.0,2.0,17.0,8.0,798.0
49,24254,165.0,3.0,78.0,8.0,158.0
49,24255,158.0,7.0,92.0,8.0,8993.0
49,24256,81.0,0.0,0.0,8.0,798.0
50,24247,165.0,3.0,78.0,2.0,43.0
50,24248,118.0,3.0,101.0,8.0,165.0
50,24249,49.0,2.0,19.0,2.0,54145.0
50,24250,165.0,3.0,78.0,8.0,133.0
50,24251,23.0,2.0,17.0,8.0,1299.0
50,24252,158.0,7.0,57.0,8.0,18130.0
50,24253,23.0,2.0,17.0,8.0,798.0
50,24254,165.0,3.0,78.0,8.0,158.0
50,24255,158.0,7.0,92.0,8.0,8993.0
50,24256,81.0,0.0,0.0,8.0,798.0
51,24247,165.0,3.0,78.0,8.0,45.0
51,24248,118.0,3.0,101.0,8.0,165.0
51,24249,49.0,2.0,19.0,3.0,54425.0
51,24250,165.0,3.0,78.0,8.0,133.0
51,24251,23.0,2.0,17.0,8.0,1299.0
51,24252,158.0,7.0,57.0,8.0,18730.0
51,24253,23.0,2.0,17.0,8.0,798.0
51,24254,165.0,3.0,78.0,8.0,157.0
51,24255,158.0,7.0,92.0,8.0,48993.0
51,24256,81.0,0.0,0.0,8.0,18.0
52,3224,158.0,7.0,57.0,2.0,318.0
52,3225,118.0,3.0,101.0,8.0,1682.0
52,3226,158.0,7.0,57.0,8.0,1647.0
52,3227,165.0,3.0,78.0,8.0,5.0
52,3228,23.0,2.0,17.0,8.0,516.0
52,3229,9.0,2.0,14.0,8.0,905.0
52,3230,23.0,2.0,17.0,8.0,7167.0
52,3231,158.0,7.0,57.0,8.0,2955.0
52,3232,165.0,3.0,78.0,8.0,106.0
52,3233,158.0,7.0,57.0,8.0,765.0
53,24221,118.0,3.0,101.0,8.0,195.0
53,24222,158.0,7.0,57.0,8.0,8025.0
53,24223,118.0,3.0,101.0,8.0,1377.0
53,24224,165.0,3.0,78.0,8.0,137.0
53,24225,158.0,7.0,57.0,8.0,17265.0
53,24226,158.0,7.0,57.0,8.0,265.0
53,24227,81.0,7.0,99.0,8.0,743.0
53,24228,154.0,2.0,99.0,8.0,3195.0
53,24229,118.0,3.0,101.0,8.0,997.0
53,24230,154.0,2.0,99.0,8.0,1632.0
54,24263,10.0,0.0,0.0,8.0,45.0
54,24264,81.0,7.0,99.0,8.0,1012.0
54,24265,23.0,2.0,17.0,8.0,631.0
54,24266,158.0,7.0,57.0,8.0,53.0
54,24267,23.0,2.0,17.0,8.0,484.0
54,24268,9.0,2.0,14.0,8.0,165.0
54,24269,23.0,2.0,17.0,8.0,167.0
54,24270,158.0,7.0,57.0,8.0,998.0
54,24271,158.0,7.0,57.0,8.0,8997.0
