province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,loyalty_history_id,country
10,21,35,1,1,80146,2,2,3525.84,2,2016,5,0.0,0.0,130,1
9,23,16,2,1,53191,2,2,6176.18,2,2016,9,2016.0,12.0,131,1
7,21,25,2,1,49997,3,2,3893.67,1,2018,4,0.0,0.0,132,1
2,24,49,2,1,78691,3,3,8808.32,2,2012,11,0.0,0.0,133,1
7,21,23,2,2,0,3,1,13933.29,2,2014,3,0.0,0.0,134,1
1,4,40,2,1,66535,2,2,8255.14,2,2017,5,0.0,0.0,135,1
7,21,29,2,1,70381,1,3,13347.21,2,2012,5,2018.0,0.0,136,1
7,21,32,2,1,60622,2,3,2704.79,2,2018,10,0.0,0.0,137,1
7,21,27,2,1,64505,2,1,10793.85,2,2015,12,0.0,0.0,138,1
7,14,17,2,1,64760,2,2,7908.65,2,2018,10,0.0,0.0,139,1
7,21,36,2,1,82380,2,1,14081.66,2,2017,11,2016.0,0.0,140,1
9,13,9,1,1,75012,2,1,5541.89,1,2018,3,0.0,0.0,141,1
7,12,20,1,2,0,3,3,7054.03,2,2013,11,2017.0,1.0,142,1
1,6,39,2,2,0,3,3,4704.2,2,2014,7,0.0,0.0,143,1
2,24,49,1,1,53364,2,3,3311.9,2,2012,7,0.0,0.0,144,1
7,21,27,1,4,64148,2,2,4393.0,2,2014,4,0.0,0.0,145,1
7,21,34,1,4,82363,1,3,5038.08,2,2012,10,0.0,0.0,146,1
9,13,15,1,1,62383,3,2,8228.8,2,2017,3,0.0,0.0,147,1
7,21,30,1,1,58815,2,2,51933.16,2,2013,12,0.0,0.0,148,1
7,21,20,1,1,95529,2,3,5590.66,2,2013,2,2013.0,11.0,149,1
2,26,52,1,1,62057,2,3,3916.23,2,2017,2,0.0,0.0,150,1
7,21,28,1,1,79223,2,3,13266.58,2,2015,3,0.0,0.0,151,1
1,14,38,2,4,82028,2,1,8947.93,2,2013,10,0.0,0.0,152,1
7,21,24,2,1,69840,2,3,10417.22,2,2015,10,0.0,0.0,153,1
1,1,37,1,1,82480,2,3,4305.99,2,2012,6,0.0,0.0,154,1
9,13,11,1,2,0,3,2,8617.48,2,2013,5,0.0,0.0,155,1
7,21,32,1,1,61847,2,3,4382.52,2,2018,11,0.0,0.0,156,1
7,21,29,2,1,65346,2,3,5791.27,2,2013,1,0.0,0.0,157,1
6,6,4,2,1,66828,2,3,3393.74,2,2018,7,0.0,0.0,158,1
2,24,51,2,1,67980,3,2,21418.44,2,2016,8,0.0,10.0,159,1
7,14,17,1,5,104094,2,3,7819.05,2,2015,1,0.0,0.0,160,1
7,14,15,2,1,86949,1,2,4879.19,2,2015,3,0.0,0.0,161,1
7,21,33,2,1,56656,2,2,58734.6,2,2013,10,0.0,0.0,162,1
7,13,16,1,4,58441,2,3,5274.15,2,2013,1,0.0,0.0,163,1
2,26,53,2,2,0,1,3,8573.39,2,2016,4,0.0,0.0,164,1
2,24,52,2,1,84962,3,3,8947.86,2,2016,9,0.0,0.0,165,1
9,13,13,1,3,83716,2,1,8115.88,2,2015,1,0.0,0.0,166,1
3,29,40,1,2,0,3,3,5216.14,2,2017,9,0.0,0.0,167,1
2,5,35,1,1,57178,2,3,5160.34,1,2018,3,0.0,0.0,168,1
9,13,8,1,1,108214,2,3,2840.6,2,2014,2,0.0,0.0,169,1
7,18,23,1,2,0,1,2,10480.91,2,2014,8,0.0,0.0,170,1
6,6,4,2,1,81040,1,3,3150.76,1,2018,4,0.0,0.0,171,1
9,13,10,2,3,108332,1,3,6570.71,2,2012,1,0.0,0.0,172,1
9,21,20,2,1,92618,2,2,7888.43,2,2014,6,0.0,0.0,173,1
2,24,50,2,1,58533,3,3,5564.36,2,2016,4,0.0,0.0,174,1
7,21,29,1,1,64356,2,1,7036.18,2,2018,7,0.0,0.0,175,1
4,8,6,2,1,62534,3,3,4147.06,2,2012,10,0.0,0.0,176,1
7,5,36,2,2,0,3,2,4212.89,2,2018,7,0.0,0.0,177,1
9,14,10,1,1,88399,2,2,5286.72,2,2012,5,0.0,0.0,178,1
7,14,16,1,4,62162,2,1,5291.45,2,2015,7,0.0,0.0,179,1
7,11,30,2,2,0,3,3,7237.16,2,2016,3,2017.0,1.0,180,1
7,11,21,2,5,101659,2,1,50260.86,2,2014,11,0.0,0.0,181,1
7,21,23,2,1,66040,1,1,13641.5,2,2013,12,0.0,0.0,182,1
2,27,53,2,2,0,2,2,6678.1,2,2016,12,0.0,0.0,183,1
9,13,15,1,1,88073,2,2,7125.89,2,2012,11,0.0,0.0,184,1
2,24,50,1,5,110679,3,3,7137.46,2,2018,1,2018.0,0.0,185,1
2,24,52,2,1,68014,1,1,7415.84,2,2014,3,0.0,0.0,186,1
7,21,31,1,1,84261,2,3,7330.88,2,2013,1,2014.0,9.0,187,1
2,24,51,2,1,0,2,2,5567.53,2,2015,7,2018.0,4.0,188,1
4,6,6,1,5,102624,1,3,6203.87,2,2012,8,0.0,0.0,189,1
7,20,24,2,1,87819,2,3,16636.08,2,2015,1,0.0,0.0,190,1
2,24,51,1,4,71723,1,1,13555.53,2,2016,12,0.0,0.0,191,1
9,14,10,2,5,94065,1,2,5172.43,2,2012,11,0.0,0.0,192,1
2,24,45,2,1,71038,2,1,14152.8,2,2012,8,0.0,0.0,193,1
2,8,33,1,2,0,2,2,8181.43,2,2017,1,2014.0,11.0,194,1
9,13,9,1,1,82904,2,2,9017.01,2,2016,12,0.0,0.0,195,1
2,24,43,1,1,61347,2,3,3394.91,2,2017,9,2018.0,3.0,196,1
6,8,5,2,1,85227,1,3,4341.04,2,2012,10,0.0,0.0,197,1
9,15,8,1,1,57212,2,1,8351.79,2,2017,8,0.0,0.0,198,1
10,21,38,1,1,0,2,2,7926.67,2,2016,8,0.0,0.0,199,1
7,14,18,1,1,100719,2,1,12329.4,2,2017,10,0.0,0.0,200,1
9,13,9,1,1,83982,2,3,4866.02,2,2015,2,0.0,0.0,201,1
2,24,51,2,1,75198,3,3,6820.28,2,2016,5,0.0,10.0,202,1
7,22,21,1,1,59546,1,3,3729.5,2,2014,1,0.0,0.0,203,1
6,7,3,1,1,95882,2,3,5189.5,2,2016,8,0.0,0.0,204,1
7,21,36,1,1,84244,1,2,7257.15,2,2017,8,0.0,0.0,205,1
2,21,30,1,4,55776,1,3,13065.66,2,2013,7,2017.0,3.0,206,1
7,21,21,1,2,0,2,2,7658.2,2,2018,7,0.0,0.0,207,1
6,7,4,1,1,97792,2,2,6255.02,2,2016,6,0.0,0.0,208,1
7,24,20,2,1,105416,2,1,11798.61,2,2016,6,0.0,0.0,209,1
1,1,44,2,2,0,3,1,5693.02,2,2013,11,0.0,0.0,210,1
7,21,25,2,1,79529,3,1,10886.03,2,2014,6,2014.0,11.0,211,1
2,24,45,2,4,54410,2,3,10681.18,2,2018,10,0.0,0.0,212,1
9,12,12,1,1,86892,2,2,13243.8,2,2012,5,0.0,0.0,213,1
7,21,31,1,1,57300,2,1,7658.14,2,2018,10,0.0,0.0,214,1
7,19,34,1,4,67255,2,1,4567.48,2,2018,10,0.0,0.0,215,1
1,13,49,1,1,69130,2,3,5827.89,2,2016,4,2016.0,12.0,216,1
7,21,28,2,1,96854,2,3,3199.75,2,2015,4,0.0,0.0,217,1
2,24,51,1,1,67718,1,3,2961.44,2,2013,1,0.0,0.0,218,1
2,5,46,2,1,96328,3,3,4092.7,2,2015,5,2016.0,1.0,219,1
9,13,9,1,1,92844,2,3,5215.24,2,2013,8,0.0,0.0,220,1
7,9,17,2,1,90357,1,2,8566.24,2,2014,8,0.0,0.0,221,1
2,13,45,2,1,80497,1,2,10262.54,2,2014,10,0.0,0.0,222,1
2,28,53,1,1,89420,2,3,8506.51,2,2018,11,0.0,0.0,223,1
7,16,18,2,2,0,3,2,5428.28,2,2018,1,2018.0,9.0,224,1
7,13,18,2,5,99755,1,3,2549.87,2,2016,5,0.0,0.0,225,1
7,21,23,1,1,58194,2,3,11550.33,2,2014,9,0.0,0.0,226,1
7,21,19,2,2,0,3,2,6981.61,2,2015,8,0.0,0.0,227,1
7,14,16,2,3,66708,3,3,13131.18,2,2016,7,0.0,0.0,228,1
7,12,16,1,5,96367,2,1,39449.92,2,2014,11,0.0,0.0,229,1
7,21,34,2,1,66474,2,3,2874.26,2,2012,5,0.0,0.0,230,1
7,21,21,2,4,64603,2,2,15508.22,2,2012,6,0.0,0.0,231,1
1,4,41,2,2,0,2,3,2705.22,2,2016,6,0.0,0.0,232,1
7,21,32,2,1,72342,2,3,5661.7,2,2013,2,0.0,0.0,233,1
7,21,21,2,1,87216,2,2,7194.27,2,2012,10,0.0,0.0,234,1
2,24,51,2,2,0,3,3,18878.1,2,2016,9,0.0,0.0,235,1
7,21,30,2,2,0,2,3,2575.78,2,2017,5,0.0,0.0,236,1
9,13,11,1,1,92262,2,3,6616.42,2,2016,12,0.0,0.0,237,1
7,21,30,2,1,78067,2,3,6879.19,2,2017,9,0.0,0.0,238,1
7,21,29,2,1,62796,2,2,5002.32,2,2018,10,0.0,0.0,239,1
2,12,30,1,2,0,3,1,7491.11,2,2012,12,0.0,0.0,240,1
6,7,6,1,2,0,3,3,4125.35,2,2016,7,2018.0,0.0,241,1
7,21,31,1,2,0,2,2,5026.43,1,2018,2,0.0,0.0,242,1
7,8,33,2,2,0,2,1,6043.8,2,2017,12,0.0,0.0,243,1
7,10,29,1,1,72858,2,3,23984.83,1,2018,3,0.0,0.0,244,1
7,13,14,2,2,0,2,3,11364.3,2,2016,9,0.0,0.0,245,1
9,13,10,2,2,0,1,2,6344.66,2,2016,4,0.0,0.0,246,1
2,24,51,1,2,0,3,3,4549.24,2,2017,11,0.0,0.0,247,1
9,17,16,1,1,97537,2,2,7324.57,2,2015,9,0.0,0.0,248,1
7,17,20,2,2,0,2,3,2593.42,2,2012,5,0.0,0.0,249,1
7,21,31,1,2,0,3,2,8181.39,2,2015,8,0.0,0.0,250,1
7,16,20,2,1,51619,2,1,4916.43,1,2018,4,0.0,0.0,251,1
7,21,24,2,1,84883,2,3,15916.32,2,2015,2,0.0,0.0,252,1
3,6,4,1,1,91273,2,2,3618.73,2,2016,8,0.0,0.0,253,1
4,7,8,1,2,0,3,2,3399.61,2,2018,6,0.0,0.0,254,1
2,27,53,1,2,0,3,3,10255.44,2,2018,9,0.0,0.0,255,1
3,29,36,1,2,0,3,1,9384.33,1,2018,3,0.0,0.0,256,1
2,24,45,1,3,101730,1,3,5449.51,2,2016,1,0.0,0.0,257,1
7,12,11,1,1,69992,2,3,8422.2,2,2018,11,0.0,0.0,258,1
2,24,49,1,3,94715,2,1,10498.76,2,2013,3,0.0,0.0,259,1
2,3,45,2,2,0,3,2,5234.35,2,2016,11,2017.0,7.0,260,1
7,21,29,1,1,72282,2,3,5612.19,2,2012,11,0.0,0.0,261,1
7,21,30,1,1,78601,1,3,4793.74,2,2018,10,0.0,0.0,262,1
7,21,22,1,1,51082,2,2,8749.4,2,2015,1,0.0,0.0,263,1
7,21,31,1,2,0,3,3,3754.55,2,2013,2,0.0,0.0,264,1
9,13,7,1,4,30140,2,1,8656.53,2,2014,12,0.0,0.0,265,1
6,5,2,2,1,77566,1,2,4980.99,2,2018,11,0.0,0.0,266,1
7,13,15,1,1,61675,3,1,10002.07,2,2017,1,0.0,0.0,267,1
7,21,30,2,3,155697,1,3,5503.45,2,2017,5,0.0,0.0,268,1
9,13,10,1,1,77264,2,3,5044.93,2,2016,3,0.0,0.0,269,1
6,8,7,2,1,81649,1,3,6250.44,2,2013,5,0.0,0.0,270,1
2,5,42,1,1,73725,1,3,6536.48,2,2012,8,0.0,0.0,271,1
6,7,3,2,1,74022,2,2,16549.32,1,2018,4,0.0,0.0,272,1
2,24,48,2,1,71574,1,3,9594.84,2,2016,5,0.0,11.0,273,1
9,11,15,1,1,100206,2,3,9870.33,2,2015,12,0.0,0.0,274,1
7,21,22,2,1,84239,2,2,2727.44,2,2014,10,0.0,0.0,275,1
2,11,22,1,1,85619,2,3,7196.64,2,2017,6,2016.0,2.0,276,1
2,24,50,2,1,64887,3,2,13094.04,2,2017,3,0.0,0.0,277,1
2,4,47,2,2,0,3,2,5527.12,2,2016,11,2018.0,0.0,278,1
7,22,47,2,2,61560,3,3,5548.8,2,2015,11,2017.0,3.0,279,1
7,21,30,2,1,61864,3,1,5881.38,2,2015,11,0.0,0.0,280,1
7,21,34,2,1,60148,3,1,8475.19,2,2017,1,0.0,0.0,281,1
9,13,10,1,1,54552,2,2,5312.43,2,2016,8,0.0,0.0,282,1
7,21,25,2,1,82962,1,1,5983.23,2,2012,7,0.0,0.0,283,1
1,5,43,2,1,81727,1,2,13205.27,2,2013,10,0.0,0.0,284,1
3,29,37,1,1,99030,2,3,8860.19,2,2013,3,0.0,0.0,285,1
9,13,8,2,1,99887,1,2,8546.15,2,2018,12,2018.0,12.0,286,1
9,17,16,1,1,85255,2,3,3266.46,2,2018,5,0.0,0.0,287,1
7,9,30,2,4,69471,3,3,3109.79,2,2013,7,2016.0,1.0,288,1
7,21,24,2,1,62861,2,3,6794.68,2,2014,6,0.0,0.0,289,1
7,13,20,1,2,0,3,3,5630.75,2,2013,1,0.0,0.0,290,1
4,12,5,2,1,123649,2,1,34348.06,1,2018,4,2018.0,12.0,291,1
2,24,46,2,1,54171,2,1,9314.18,2,2017,12,0.0,0.0,292,1
4,12,6,1,2,0,3,2,5151.16,2,2014,8,0.0,0.0,293,1
1,6,42,1,1,76826,1,1,5397.75,2,2016,11,0.0,0.0,294,1
9,13,11,1,1,52581,2,2,5339.79,2,2013,10,0.0,0.0,295,1
7,11,19,1,1,68581,3,3,5500.58,2,2012,6,0.0,0.0,296,1
3,29,44,2,1,53671,2,1,15343.01,2,2015,7,0.0,0.0,297,1
9,13,8,1,2,0,3,1,10486.71,2,2013,4,0.0,0.0,298,1
2,26,53,1,1,80349,2,2,2543.8,1,2018,2,0.0,0.0,299,1
2,24,51,2,1,91164,2,3,3511.04,2,2017,12,2018.0,8.0,300,1
2,21,32,2,2,0,3,3,3612.23,2,2017,12,0.0,0.0,301,1
7,21,22,2,1,78840,2,3,5748.76,2,2015,4,0.0,0.0,302,1
2,24,51,2,1,889,1,3,5069.64,2,2018,8,0.0,0.0,303,1
6,7,4,1,2,0,2,1,5201.06,2,2015,9,0.0,0.0,304,1
7,21,30,2,3,104863,2,3,7100.22,2,2013,7,0.0,0.0,305,1
4,7,7,2,1,55923,1,2,3108.07,2,2016,6,2016.0,8.0,306,1
9,13,9,1,1,49056,2,2,3510.73,2,2016,8,0.0,0.0,307,1
2,24,51,2,4,51490,2,3,19059.75,2,2016,4,0.0,0.0,308,1
2,26,53,2,1,75438,2,3,5642.57,2,2014,9,0.0,0.0,309,1
5,19,1,2,2,0,3,1,8391.56,2,2013,2,0.0,0.0,310,1
2,24,51,1,1,72404,2,2,5327.16,1,2018,2,0.0,0.0,311,1
7,20,19,2,2,0,2,2,4336.72,2,2018,1,2018.0,9.0,312,1
7,14,19,1,2,0,1,2,8089.2,2,2012,8,0.0,0.0,313,1
7,21,24,2,1,86905,2,3,10416.3,2,2016,6,0.0,0.0,314,1
7,21,21,2,2,0,2,2,2755.92,2,2015,12,0.0,0.0,315,1
7,21,22,2,2,0,2,2,7014.42,2,2013,8,0.0,0.0,316,1
5,16,1,1,2,0,3,2,18614.32,2,2013,2,2018.0,0.0,317,1
7,21,31,1,1,66448,2,1,8751.72,2,2016,8,0.0,0.0,318,1
2,5,41,2,1,70947,1,3,3318.34,2,2013,2,0.0,0.0,319,1
7,21,20,1,4,55920,2,3,4615.72,2,2013,9,0.0,0.0,320,1
4,6,5,2,2,0,2,3,5076.56,2,2013,8,0.0,11.0,321,1
7,18,25,2,1,68041,2,3,9721.48,2,2014,3,0.0,0.0,322,1
7,21,20,2,1,57290,2,3,11219.28,2,2015,4,0.0,0.0,323,1
7,21,30,2,1,77428,3,3,4182.63,2,2012,4,0.0,0.0,324,1
9,8,16,1,1,81446,2,2,3866.62,2,2015,9,0.0,0.0,325,1
7,13,23,1,4,70528,2,3,8410.4,2,2016,8,0.0,0.0,326,1
7,21,29,1,2,0,2,2,7352.3,2,2013,4,0.0,0.0,327,1
7,14,16,2,1,84148,2,3,22695.93,2,2013,8,2016.0,4.0,328,1
7,21,20,1,1,79252,3,2,13584.06,2,2013,2,0.0,0.0,329,1
7,21,24,1,1,76358,1,2,7790.37,2,2014,3,0.0,0.0,330,1
2,24,52,1,1,54289,2,1,16003.58,2,2013,9,0.0,0.0,331,1
9,13,15,1,5,80877,2,3,7390.13,2,2016,3,0.0,0.0,332,1
9,21,12,1,1,60811,2,3,8968.73,2,2015,12,0.0,0.0,333,1
3,29,37,1,1,97090,2,2,3925.29,2,2015,5,0.0,0.0,334,1
2,24,50,2,1,64875,1,3,3341.65,2,2017,2,0.0,0.0,335,1
7,14,19,1,1,90034,2,1,8606.9,2,2015,10,0.0,0.0,336,1
7,8,29,1,1,73959,3,3,15979.07,1,2018,3,0.0,0.0,337,1
