individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id
34767,0,0,56,0,0,0,2,1,9,0,1,1,2,7,1,2424868
34768,1,1,58,0,0,0,2,1,6,0,1,3,2,16,1,2424868
35090,0,0,30,0,0,0,2,1,5,0,1,1,2,14,2,2425038
35091,1,1,32,0,0,0,2,1,7,0,1,1,2,9,2,2425038
35092,2,1,9,5,0,0,2,2,1,3,2,0,0,0,0,2425038
35093,2,0,4,5,0,0,0,2,1,2,2,0,0,0,0,2425038
37788,0,0,50,0,0,0,2,1,7,0,1,3,0,9,2,2426267
37789,1,1,39,0,0,3,3,1,6,0,1,3,2,0,1,2426267
37790,2,0,14,5,0,3,3,2,2,4,2,0,0,0,0,2426267
37791,2,0,10,5,0,3,3,2,1,3,2,0,0,0,0,2426267
37827,0,0,59,0,0,0,3,1,10,0,1,1,2,25,1,2426283
37828,1,1,55,0,0,2,3,2,7,6,2,1,2,3,1,2426283
43267,0,0,42,0,0,0,2,1,6,0,1,1,2,68,1,2428838
43268,1,1,45,0,0,0,2,1,9,0,1,3,2,4,1,2428838
43269,2,0,18,5,0,0,2,2,5,5,2,2,2,0,1,2428838
43270,7,0,45,5,0,3,3,2,5,5,2,3,0,0,1,2428838
43272,0,1,56,4,0,0,2,1,6,0,1,3,2,4,2,2428840
47282,0,0,37,3,0,0,2,1,6,0,1,1,2,15,1,2430624
47283,2,0,13,5,0,0,2,2,2,4,2,0,0,0,0,2430624
47284,7,1,40,3,0,0,2,1,6,0,1,1,2,9,2,2430624
54666,0,0,59,3,0,0,2,1,7,0,1,1,2,32,1,2433864
54667,2,1,17,5,0,0,2,2,5,5,2,3,0,0,1,2433864
54959,0,0,83,0,0,0,2,1,2,0,1,3,0,6,1,2433987
54960,1,1,67,0,7,2,3,1,7,0,1,3,0,14,2,2433987
57183,0,0,67,0,0,0,2,1,7,0,1,3,0,11,1,2435123
57184,1,1,56,0,0,0,2,1,6,0,1,3,2,11,1,2435123
57244,0,0,71,0,0,0,2,1,10,0,1,3,0,36,1,2435157
57245,1,1,67,0,0,0,2,1,9,0,1,3,0,5,1,2435157
58946,0,0,74,0,0,0,2,1,9,0,1,3,0,20,2,2436043
58947,1,1,74,0,0,1,2,1,6,0,1,3,0,2,2,2436043
61689,0,0,27,5,0,0,2,2,9,7,2,1,1,5,1,2437472
61690,7,0,25,5,0,0,2,2,7,6,2,1,2,7,1,2437472
62272,0,1,46,3,0,0,2,2,8,6,2,3,0,6,2,2437694
62273,7,1,51,4,0,0,2,1,8,0,1,3,2,4,2,2437694
63407,7,1,21,5,0,0,2,1,7,0,1,1,2,6,1,2438158
64118,0,0,60,0,0,0,2,1,7,0,1,1,1,12,1,2438447
64119,1,1,59,0,0,0,2,1,7,0,1,1,1,2,1,2438447
65555,0,0,56,0,0,0,2,1,9,0,1,1,2,6,1,2439025
65556,1,1,60,0,2,0,2,1,8,0,1,3,0,4,2,2439025
65557,2,0,45,3,2,0,2,1,6,0,1,1,2,11,1,2439025
65558,3,1,85,4,0,0,2,1,2,0,1,3,0,1,2,2439025
67721,0,0,38,0,1,0,2,1,7,0,1,3,2,19,1,2439874
67722,1,1,36,0,1,0,2,1,6,0,1,3,0,0,1,2439874
67723,2,0,7,5,1,0,2,2,0,3,2,0,0,0,0,2439874
73050,0,0,53,3,0,0,2,1,7,0,1,1,2,8,1,2441950
73109,0,0,24,0,0,0,2,1,7,0,1,1,2,16,1,2441968
73110,1,1,24,0,0,0,2,1,8,0,1,1,2,13,1,2441968
73691,0,1,43,0,0,0,2,1,7,0,1,1,2,17,1,2442211
73692,1,0,51,0,0,0,2,1,9,0,1,1,1,5,1,2442211
73693,2,1,20,5,0,0,2,1,6,0,1,3,2,3,2,2442211
73694,2,1,15,5,0,0,2,2,3,5,2,0,0,0,0,2442211
73695,2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,2442211
75509,0,1,56,3,7,0,2,1,6,0,1,1,2,11,1,2442961
76604,0,1,37,5,0,0,2,1,6,0,1,3,0,3,1,2443406
76605,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,2443406
76606,7,0,31,5,0,0,2,1,5,0,1,1,1,17,1,2443406
77309,0,1,23,0,2,0,4,2,7,6,2,1,2,5,1,2443717
77310,1,0,23,0,7,0,2,2,9,7,2,1,2,2,1,2443717
79166,7,0,40,5,0,0,2,1,8,0,1,3,2,10,2,2444561
80405,0,0,52,0,0,2,5,1,2,0,1,1,2,6,2,2445165
80406,1,1,49,0,0,3,5,1,1,0,1,1,2,4,1,2445165
80407,2,0,15,5,0,3,3,1,6,0,1,0,0,10,0,2445165
80408,2,0,21,5,0,3,3,1,6,0,1,1,2,10,1,2445165
80409,2,1,14,5,0,0,3,2,3,5,2,0,0,0,0,2445165
80410,2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,2445165
81794,0,0,40,3,0,0,2,1,6,0,1,1,1,29,2,2445857
84736,0,0,50,0,6,2,5,1,2,0,1,1,2,7,1,2447270
84737,1,1,43,0,6,2,5,1,2,0,1,3,0,0,1,2447270
84738,2,0,17,5,6,0,3,2,5,5,2,1,2,1,1,2447270
84739,2,1,16,5,6,0,3,2,3,5,2,2,2,0,1,2447270
85978,0,1,68,4,0,0,2,1,6,0,1,3,0,4,2,2447868
85979,2,0,47,3,0,0,2,1,6,0,1,3,2,2,1,2447868
85980,2,0,44,5,0,0,2,1,6,0,1,3,2,1,1,2447868
85981,2,1,42,3,0,0,2,1,6,0,1,1,2,15,1,2447868
85982,5,1,15,5,0,0,2,2,2,5,2,0,0,0,0,2447868
87495,0,0,48,0,0,0,2,1,7,0,1,1,1,41,1,2448569
87496,1,1,49,0,0,2,2,1,7,0,1,3,0,31,1,2448569
89925,0,0,33,0,0,0,2,1,6,0,1,1,2,16,1,2449550
89926,1,1,33,0,0,0,2,1,9,0,1,1,2,27,1,2449550
91001,0,0,36,0,0,0,2,1,6,0,1,1,2,32,1,2449988
91002,1,1,34,0,0,0,2,2,6,6,2,3,2,0,1,2449988
91003,2,0,14,5,0,0,2,2,2,4,2,0,0,0,0,2449988
91004,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2449988
91005,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2449988
91037,0,0,67,0,0,2,2,1,4,0,1,3,0,3,1,2450006
91038,1,1,48,0,1,0,2,1,6,0,1,1,2,37,1,2450006
92390,0,1,85,0,0,0,2,1,6,0,1,3,0,9,1,2450529
92391,1,0,80,0,0,3,3,1,6,0,1,3,0,7,1,2450529
93327,0,0,52,0,0,0,2,1,9,0,1,3,1,11,1,2450880
93328,1,1,53,0,0,0,3,1,9,0,1,3,1,13,1,2450880
93329,2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,2450880
93724,0,0,49,3,0,0,2,1,9,0,1,1,2,30,1,2451054
93725,7,0,36,3,0,0,2,1,8,0,1,1,2,17,1,2451054
96301,0,0,20,0,6,0,2,1,5,0,1,1,2,15,1,2452117
96302,1,1,20,0,7,0,2,1,5,0,1,1,2,10,1,2452117
96303,2,1,2,5,6,0,0,0,0,0,0,0,0,0,0,2452117
96304,2,1,3,5,6,0,0,1,1,0,1,0,0,0,0,2452117
97653,0,1,30,3,8,0,2,1,5,0,1,3,2,4,1,2452672
97654,2,0,11,5,8,0,2,2,2,4,2,0,0,0,0,2452672
97655,2,1,10,5,8,0,2,2,1,3,2,0,0,0,0,2452672
97656,2,0,3,5,8,0,0,1,0,0,1,0,0,0,0,2452672
97657,7,0,54,5,0,0,2,1,0,0,1,3,0,3,2,2452672
99763,0,1,65,4,0,0,2,1,7,0,1,3,0,14,1,2453545
99829,0,1,30,5,0,0,2,1,6,0,1,1,2,6,1,2453574
105225,0,0,43,0,0,3,3,1,9,0,1,1,2,65,1,2455945
105226,1,1,38,0,0,0,3,1,7,0,1,3,0,0,1,2455945
105227,2,1,6,5,0,0,3,2,0,2,3,0,0,0,0,2455945
105228,2,0,3,5,0,0,0,2,0,1,3,0,0,0,0,2455945
107755,7,0,20,1,1,0,2,1,6,0,1,3,2,5,1,2457119
108053,7,0,26,3,0,0,3,1,7,0,1,3,2,0,1,2457264
108155,0,1,77,3,0,0,2,1,9,0,1,3,0,7,1,2457318
112436,7,0,43,5,0,0,2,1,0,0,1,3,0,1,2,2459406
113110,0,0,28,2,0,0,2,1,6,0,1,1,1,30,1,2459744
113111,7,1,35,2,0,0,2,1,6,0,1,1,2,10,1,2459744
113112,7,0,10,5,7,0,2,2,1,3,2,0,0,0,0,2459744
113507,0,1,36,2,0,0,2,1,6,0,1,1,2,16,1,2459950
113508,2,0,9,5,0,0,2,2,1,3,2,0,0,0,0,2459950
113509,2,1,8,5,0,0,2,2,1,3,2,0,0,0,0,2459950
114268,0,0,44,0,0,3,3,1,7,0,1,1,2,5,1,2460333
114269,1,1,42,0,0,0,4,1,8,0,1,1,2,7,2,2460333
114270,2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,2460333
114271,2,0,8,5,0,0,5,2,1,3,3,0,0,0,0,2460333
114272,2,0,6,5,0,0,5,2,1,2,2,0,0,0,0,2460333
115057,0,0,52,3,0,0,2,1,7,0,1,1,2,18,1,2460680
115058,2,1,23,5,0,0,3,1,6,0,1,1,2,1,1,2460680
115059,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2460680
116143,0,0,38,2,6,3,3,1,0,0,1,1,2,16,1,2461179
116144,2,1,12,5,6,0,3,2,3,5,2,0,0,0,0,2461179
116145,2,1,14,5,6,0,3,2,2,5,2,0,0,0,0,2461179
117070,0,0,23,5,0,3,1,1,6,0,1,3,2,0,1,2461596
117071,4,0,17,5,0,3,1,1,2,0,1,1,2,12,2,2461596
117072,6,0,19,5,1,0,4,1,5,0,1,1,2,3,2,2461596
117073,6,1,30,5,1,3,5,1,6,0,1,1,2,10,1,2461596
117074,7,0,18,5,0,3,1,1,6,0,1,1,1,6,2,2461596
117075,7,0,24,5,0,3,1,1,3,0,1,1,2,1,2,2461596
117076,7,1,26,5,0,3,5,1,1,0,1,1,2,0,1,2461596
117077,7,0,22,0,0,3,1,1,0,0,1,1,2,0,1,2461596
117078,7,0,22,0,0,3,1,1,0,0,1,1,2,8,1,2461596
119097,0,0,65,0,0,2,2,1,6,0,1,1,2,6,2,2462471
119098,1,1,70,0,0,2,2,1,6,0,1,1,2,5,1,2462471
124945,7,0,36,1,0,0,2,1,0,0,1,1,2,10,2,2464782
126261,0,0,48,0,5,2,3,1,9,0,1,1,1,20,1,2465254
126262,1,1,46,0,5,2,2,1,10,0,1,1,1,10,1,2465254
126263,2,1,17,5,5,0,2,2,5,5,3,1,2,0,1,2465254
126264,2,1,12,5,5,0,2,2,2,4,3,0,0,0,0,2465254
126822,0,0,40,0,5,2,3,1,9,0,1,1,2,15,1,2465461
126823,1,1,37,0,5,2,3,1,9,0,1,3,2,8,1,2465461
126824,2,1,15,5,5,2,4,2,3,5,2,0,0,0,0,2465461
126825,2,1,12,5,5,2,4,2,2,4,3,0,0,0,0,2465461
126826,2,1,7,5,5,1,5,2,1,3,3,0,0,0,0,2465461
131190,7,1,42,3,0,0,2,1,6,0,1,3,2,15,1,2467048
132882,0,0,38,3,2,0,2,1,6,0,1,3,2,12,2,2467648
132883,2,0,17,5,0,0,2,2,5,5,2,2,2,0,1,2467648
132884,2,1,15,5,0,0,2,2,4,5,2,0,0,0,0,2467648
132885,0,1,20,5,0,0,4,1,6,0,1,1,2,12,1,2467649
132886,4,1,36,5,0,0,4,1,7,0,1,2,2,2,1,2467649
132887,4,1,11,5,1,0,3,2,2,4,2,0,0,0,0,2467649
132888,4,1,8,5,1,0,2,2,1,3,3,0,0,0,0,2467649
132889,2,1,6,5,0,0,2,2,1,3,2,0,0,0,0,2467649
132890,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,2467649
134967,0,0,40,0,0,0,2,1,6,0,1,1,2,32,2,2468432
134968,1,1,32,0,0,0,2,1,4,0,1,1,2,5,2,2468432
134969,2,1,16,5,0,0,2,2,5,5,2,3,2,0,1,2468432
134970,2,0,12,5,0,0,2,2,2,4,2,0,0,0,0,2468432
134971,6,0,11,5,0,0,2,2,2,4,2,0,0,0,0,2468432
135479,0,0,48,0,0,0,2,1,7,0,1,1,2,19,1,2468626
135480,1,1,46,0,0,0,2,1,9,0,1,1,1,35,1,2468626
135481,2,0,13,5,7,0,2,2,2,4,3,0,0,0,0,2468626
135482,2,1,9,5,0,0,2,2,1,3,3,0,0,0,0,2468626
135611,0,0,38,0,5,1,2,2,9,6,2,3,2,6,1,2468681
135612,1,1,38,0,7,0,2,1,7,0,1,1,2,25,1,2468681
135613,2,1,15,5,0,0,2,2,2,5,2,0,0,0,0,2468681
136144,0,1,29,0,0,0,2,1,6,0,1,1,1,8,1,2468880
136145,1,0,31,0,0,0,2,2,8,6,2,1,2,32,1,2468880
136146,2,1,10,5,0,0,2,2,1,4,2,0,0,0,0,2468880
136147,2,1,4,5,0,0,0,1,0,0,1,0,0,0,0,2468880
136148,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2468880
140580,0,1,50,3,7,0,2,1,7,0,1,1,2,20,2,2470702
140581,2,0,20,5,7,0,2,1,6,0,1,1,2,15,1,2470702
140582,5,0,7,5,8,0,2,2,1,3,3,0,0,0,0,2470702
141161,7,0,41,5,0,0,2,1,5,0,1,3,1,0,1,2470978
145086,0,1,51,3,0,0,2,1,7,0,1,1,1,17,1,2472730
148261,0,0,49,5,6,0,3,1,7,0,1,3,0,0,1,2474169
149219,0,0,52,3,1,0,2,1,7,0,1,3,0,3,2,2474590
149220,7,0,56,3,0,0,2,1,4,0,1,3,0,3,2,2474590
149447,0,0,39,3,0,0,2,1,10,0,1,1,2,3,1,2474676
150071,0,0,37,5,0,0,2,1,10,0,1,1,2,27,1,2474937
152140,0,0,77,0,0,0,2,1,6,0,1,1,2,42,2,2475808
152141,1,1,44,0,0,0,2,1,6,0,1,1,2,12,1,2475808
152142,5,0,34,1,0,0,2,1,6,0,1,1,2,22,2,2475808
153032,0,0,42,0,1,0,2,1,7,0,1,1,2,13,1,2476158
153033,1,1,40,0,1,0,2,1,9,0,1,1,2,30,1,2476158
153034,2,0,18,5,1,0,2,2,5,5,2,3,0,0,1,2476158
153035,2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,2476158
153986,0,0,51,0,0,2,1,1,0,0,1,1,1,6,1,2476537
153987,1,1,47,0,0,3,1,1,1,0,1,3,0,0,1,2476537
153988,2,0,21,5,0,2,5,1,0,0,1,1,2,8,1,2476537
153989,2,1,17,5,0,3,5,2,4,5,2,3,0,0,1,2476537
153990,2,0,14,5,0,3,1,2,4,5,2,0,0,0,0,2476537
153991,2,1,21,5,0,2,4,2,6,6,2,3,0,0,1,2476537
155855,0,0,72,0,1,0,2,1,8,0,1,3,2,18,1,2477280
155856,1,1,72,0,1,0,2,1,9,0,1,3,0,22,1,2477280
156357,0,1,75,4,4,0,4,1,6,0,1,3,2,5,1,2477483
158175,0,0,30,0,6,3,5,1,6,0,1,3,2,1,2,2478176
158176,1,1,32,0,6,3,5,1,6,0,1,3,2,0,2,2478176
158177,2,0,10,5,6,0,3,2,2,4,2,0,0,0,0,2478176
158178,2,1,3,5,6,0,0,1,0,0,1,0,0,0,0,2478176
158179,7,1,3,5,0,0,0,1,0,0,1,0,0,0,0,2478176
158180,7,0,3,5,0,0,0,1,0,0,1,0,0,0,0,2478176
158181,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,2478176
158220,0,1,57,3,1,0,2,1,5,0,1,3,0,4,1,2478189
158221,2,0,30,5,1,0,2,1,0,0,1,3,0,4,1,2478189
158222,5,1,20,1,1,0,2,1,6,0,1,3,0,3,1,2478189
158223,5,1,8,5,1,0,2,2,0,3,2,0,0,0,0,2478189
158224,5,1,6,5,1,0,2,2,0,3,2,0,0,0,0,2478189
158225,5,0,4,5,1,0,0,1,0,0,1,0,0,0,0,2478189
158226,5,0,3,5,1,0,0,2,0,2,2,0,0,0,0,2478189
158227,7,1,1,5,1,0,0,0,0,0,0,0,0,0,0,2478189
159927,0,0,82,0,0,0,2,1,5,0,1,1,2,17,1,2478822
159928,1,1,71,0,0,0,2,1,5,0,1,3,0,2,1,2478822
159929,5,0,23,5,0,0,2,1,7,0,1,1,2,0,1,2478822
161529,0,1,28,2,1,0,2,2,6,6,2,3,2,10,1,2479398
161530,2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,2479398
161531,2,0,7,5,1,0,2,2,1,3,2,0,0,0,0,2479398
161532,2,1,2,5,1,0,0,0,0,0,0,0,0,0,0,2479398
161843,0,0,54,0,0,0,2,1,6,0,1,3,0,3,1,2479516
161844,1,1,59,0,0,0,2,1,7,0,1,1,2,31,2,2479516
161845,2,0,34,5,0,0,2,1,7,0,1,3,2,6,2,2479516
161846,2,0,22,5,0,0,2,1,6,0,1,3,0,3,1,2479516
161997,0,0,68,4,0,0,2,1,7,0,1,1,1,22,1,2479572
161998,4,1,74,4,0,0,2,1,4,0,1,3,0,8,1,2479572
161999,6,1,58,5,0,0,2,1,6,0,1,1,2,8,1,2479572
165255,0,0,52,0,0,0,2,1,9,0,1,3,0,21,1,2480761
165256,1,1,56,0,0,0,2,1,8,0,1,1,2,27,1,2480761
165257,5,1,18,5,0,0,2,2,6,6,2,3,2,0,1,2480761
165391,0,0,34,0,0,0,2,1,9,0,1,1,2,46,1,2480803
165392,1,1,31,0,0,0,2,1,7,0,1,3,2,0,1,2480803
165393,2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2480803
165394,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2480803
167017,0,0,48,5,0,0,2,1,7,0,1,3,1,47,2,2481474
167018,7,1,48,3,0,0,2,1,7,0,1,1,2,26,1,2481474
168494,0,0,47,5,0,0,2,1,7,0,1,1,2,15,1,2482081
170259,0,0,65,3,0,0,2,1,2,0,1,3,2,9,2,2482831
170260,7,1,67,4,0,0,2,1,7,0,1,3,0,13,1,2482831
174755,0,0,82,0,0,0,2,1,6,0,1,3,0,14,1,2484821
174756,1,1,72,0,0,0,2,1,6,0,1,3,0,21,1,2484821
174757,2,0,31,2,0,0,2,2,6,6,2,2,2,2,1,2484821
175204,0,0,31,5,6,0,3,1,10,0,1,1,2,22,1,2485030
176151,0,1,26,2,1,0,2,1,6,0,1,2,1,7,1,2485473
176152,2,0,7,5,1,0,2,2,1,3,2,0,0,0,0,2485473
176153,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,2485473
177608,0,0,45,0,0,0,2,1,8,0,1,1,2,27,2,2486164
177609,1,1,46,0,0,0,2,1,6,0,1,1,2,15,1,2486164
177644,0,0,54,0,3,0,2,1,10,0,1,1,1,99,1,2486185
177645,1,1,50,0,3,0,2,1,9,0,1,3,0,0,1,2486185
179891,0,1,42,3,0,0,2,1,7,0,1,1,2,13,1,2487235
184309,0,0,44,0,0,2,3,1,10,0,1,1,2,55,1,2489165
184310,1,1,43,0,0,0,2,1,9,0,1,1,2,20,1,2489165
184311,2,1,17,5,0,0,2,2,5,5,2,1,2,0,1,2489165
184312,2,1,14,5,0,0,2,2,2,5,2,0,0,0,0,2489165
184313,2,0,10,5,0,0,2,2,1,3,2,0,0,0,0,2489165
184363,0,0,75,0,0,0,2,1,7,0,1,3,0,15,1,2489184
184364,1,1,77,0,0,0,2,1,8,0,1,3,0,4,1,2489184
184726,0,1,70,3,0,0,2,1,5,0,1,3,0,16,1,2489345
184727,2,1,49,3,0,0,2,1,7,0,1,1,2,0,2,2489345
186043,0,1,49,0,0,0,2,1,8,0,1,1,2,33,1,2489887
186044,1,0,48,0,0,0,2,1,9,0,1,1,2,30,1,2489887
187863,0,0,51,0,5,0,4,1,7,0,1,3,2,7,1,2490535
187864,1,1,47,0,5,2,3,1,6,0,1,1,2,19,2,2490535
187865,2,0,15,5,5,0,2,2,2,5,2,0,0,0,0,2490535
189330,0,0,26,2,0,0,2,1,7,0,1,1,2,14,1,2491027
189331,2,0,5,5,0,0,2,2,1,1,3,0,0,0,0,2491027
193862,0,0,22,5,2,0,2,2,7,6,2,2,2,3,1,2492574
194131,0,0,63,0,1,0,2,1,9,0,1,3,2,30,1,2492672
194132,1,1,56,0,1,0,2,1,8,0,1,1,2,20,1,2492672
201486,0,0,48,0,0,0,2,1,7,0,1,1,1,99,1,2495812
201487,1,1,42,0,0,0,2,1,9,0,1,3,2,2,1,2495812
201488,2,1,12,5,0,0,2,2,2,4,3,0,0,0,0,2495812
201489,2,1,9,5,0,0,2,2,1,3,3,0,0,0,0,2495812
201995,0,0,52,0,0,0,2,1,7,0,1,1,2,16,1,2496045
201996,1,1,51,0,0,0,2,2,9,7,2,1,2,4,1,2496045
202168,0,0,49,0,0,0,2,1,6,0,1,1,2,17,1,2496125
202169,1,1,41,0,0,0,2,1,6,0,1,1,2,12,1,2496125
202170,2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,2496125
202171,2,1,5,5,0,0,2,2,1,2,2,0,0,0,0,2496125
203158,0,0,60,0,0,0,2,1,3,0,1,3,2,12,1,2496587
203159,1,1,41,0,0,0,2,1,6,0,1,1,2,7,1,2496587
205074,0,0,38,0,4,0,2,1,9,0,1,1,2,99,1,2497517
205075,1,1,39,0,4,0,2,2,7,6,2,3,2,0,1,2497517
205076,2,0,5,5,4,0,2,2,1,2,2,0,0,0,0,2497517
205077,2,0,21,5,4,0,2,1,0,0,1,1,2,7,1,2497517
205391,0,0,40,0,0,0,2,1,9,0,1,1,2,52,1,2497668
205392,1,1,37,0,0,0,2,1,6,0,1,3,0,0,1,2497668
205393,2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,2497668
205394,2,0,11,5,0,0,2,2,1,4,2,0,0,0,0,2497668
206501,0,0,25,0,5,0,2,1,7,0,1,1,2,14,1,2498172
206502,1,1,26,0,0,0,2,1,8,0,1,1,2,14,1,2498172
206503,2,0,3,5,0,0,0,1,0,0,1,0,0,0,0,2498172
206504,7,1,30,5,0,0,3,1,8,0,1,1,2,15,1,2498172
207423,0,0,44,0,0,0,2,1,7,0,1,3,2,35,1,2498548
207424,1,1,48,0,0,0,2,1,7,0,1,1,2,52,1,2498548
209354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1,2499352
209355,1,0,76,0,0,0,2,1,8,0,1,3,0,19,1,2499352
210761,0,1,66,4,0,0,2,1,6,0,1,1,2,23,1,2499947
210817,0,0,59,0,0,2,2,1,7,0,1,1,2,67,1,2499972
210818,1,1,53,0,3,0,2,1,6,0,1,1,2,17,1,2499972
211351,7,0,17,5,6,2,3,2,4,5,2,3,2,1,1,2500205
214367,0,0,50,0,0,3,3,1,3,0,1,1,2,7,1,2501649
214368,1,1,36,0,0,3,1,1,3,0,1,1,2,10,1,2501649
214369,2,0,10,5,0,0,3,2,2,4,2,0,0,0,0,2501649
214370,2,0,6,5,0,0,3,2,1,3,2,0,0,0,0,2501649
214371,2,0,3,5,0,0,0,1,0,0,1,0,0,0,0,2501649
215247,0,1,85,4,0,0,2,1,2,0,1,3,0,2,2,2502079
217602,0,0,50,0,0,0,2,1,6,0,1,1,2,68,1,2503227
217603,1,1,43,0,0,0,2,1,9,0,1,1,2,72,1,2503227
219408,0,0,43,0,0,0,2,1,9,0,1,1,2,30,1,2504140
219409,1,1,36,0,0,0,2,1,6,0,1,1,2,4,1,2504140
219410,2,1,11,5,0,0,2,2,2,4,2,0,0,0,0,2504140
219411,2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,2504140
222294,0,0,85,0,0,0,2,1,6,0,1,3,0,30,2,2505881
222295,1,1,85,0,0,0,2,1,9,0,1,3,0,26,2,2505881
223912,0,1,75,4,0,0,2,1,6,0,1,3,0,6,1,2506902
225755,0,0,31,5,0,0,2,1,7,0,1,2,2,5,1,2508002
226438,0,1,50,5,2,0,2,1,9,0,1,1,2,8,1,2508388
226439,2,1,17,5,2,0,2,2,3,5,2,3,0,0,1,2508388
226440,2,0,16,5,2,0,2,2,2,5,2,3,0,0,1,2508388
226441,2,0,14,5,2,0,2,2,2,4,2,0,0,0,0,2508388
229360,0,0,54,0,0,2,5,1,0,0,1,2,2,7,1,2509960
229361,1,1,52,0,0,0,3,2,7,6,2,3,2,8,1,2509960
234818,0,0,50,3,2,0,2,1,6,0,1,1,2,22,2,2511777
235911,0,0,41,0,5,2,4,1,6,0,1,1,2,19,1,2512158
235912,1,1,34,0,5,3,4,1,6,0,1,3,2,1,1,2512158
235913,2,1,16,1,5,3,3,2,5,5,2,2,0,0,1,2512158
235914,2,0,16,5,5,3,3,2,4,5,2,3,0,9,2,2512158
235915,2,1,12,5,5,3,3,2,3,5,2,0,0,0,0,2512158
235916,2,0,14,5,5,3,3,2,2,4,2,0,0,0,0,2512158
235917,3,1,56,3,5,3,1,1,0,0,1,3,0,0,1,2512158
