gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,user_id
1.0,33,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,37
1.0,28,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,9.0,38
2.0,31,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,39
2.0,36,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,3.0,40
0.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,41
1.0,31,1.0,0,2.0,5.0,6.0,6.0,1.0,3.0,13.0,4.0,42
2.0,32,1.0,0,2.0,7.0,4.0,4.0,2.0,7.0,11.0,9.0,43
2.0,38,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,9.0,9.0,44
0.0,62,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,45
0.0,32,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,9.0,46
1.0,60,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,5.0,47
2.0,33,1.0,0,3.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,48
1.0,28,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,9.0,49
0.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,7.0,9.0,50
2.0,32,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,8.0,9.0,51
0.0,29,1.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,6.0,52
2.0,34,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,53
1.0,41,0.0,23,2.0,2.0,2.0,6.0,0.0,0.0,0.0,10.0,54
2.0,29,0.0,25,2.0,2.0,2.0,6.0,1.0,8.0,0.0,9.0,55
1.0,25,0.0,25,2.0,2.0,2.0,6.0,3.0,6.0,0.0,1.0,56
1.0,35,1.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,57
2.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,58
1.0,23,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,13.0,9.0,59
1.0,32,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,60
2.0,39,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,11.0,9.0,61
2.0,46,0.0,0,2.0,4.0,6.0,0.0,2.0,3.0,13.0,9.0,62
1.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,63
2.0,30,1.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,64
0.0,61,0.0,0,2.0,5.0,6.0,6.0,2.0,3.0,8.0,9.0,65
0.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,5.0,66
1.0,35,0.0,23,2.0,2.0,2.0,6.0,0.0,4.0,0.0,10.0,67
1.0,39,1.0,0,4.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,68
2.0,59,0.0,0,2.0,5.0,2.0,3.0,2.0,6.0,8.0,9.0,69
2.0,26,0.0,0,2.0,7.0,4.0,6.0,2.0,6.0,5.0,9.0,70
2.0,52,0.0,0,2.0,6.0,1.0,3.0,2.0,6.0,8.0,9.0,71
2.0,49,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,6.0,72
0.0,44,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,8.0,4.0,73
0.0,32,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,1.0,74
1.0,32,1.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,10.0,75
0.0,32,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,7.0,76
0.0,30,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,77
2.0,30,1.0,0,2.0,4.0,6.0,6.0,2.0,8.0,0.0,10.0,78
1.0,27,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,5.0,79
2.0,31,0.0,0,2.0,2.0,2.0,5.0,2.0,3.0,13.0,9.0,80
0.0,53,0.0,0,2.0,5.0,6.0,6.0,2.0,3.0,8.0,9.0,81
2.0,34,0.0,0,2.0,2.0,2.0,6.0,3.0,7.0,11.0,9.0,82
0.0,51,0.0,0,2.0,6.0,2.0,3.0,2.0,6.0,9.0,9.0,83
1.0,41,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,84
0.0,35,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,85
2.0,31,0.0,24,2.0,2.0,2.0,3.0,2.0,3.0,13.0,1.0,86
0.0,27,0.0,0,2.0,6.0,6.0,3.0,2.0,3.0,8.0,9.0,87
2.0,49,1.0,0,2.0,2.0,2.0,0.0,2.0,7.0,11.0,9.0,88
2.0,34,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,3.0,89
2.0,29,1.0,0,2.0,6.0,6.0,3.0,2.0,3.0,5.0,9.0,90
2.0,38,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,9.0,91
0.0,32,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,9.0,9.0,92
0.0,37,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,10.0,93
2.0,34,0.0,0,2.0,2.0,2.0,4.0,2.0,6.0,5.0,9.0,94
1.0,32,1.0,0,2.0,6.0,2.0,6.0,2.0,6.0,5.0,5.0,95
2.0,32,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,11.0,9.0,96
2.0,24,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,8.0,9.0,97
1.0,41,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,98
2.0,35,1.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,9.0,99
0.0,43,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,9.0,100
1.0,22,1.0,0,7.0,2.0,2.0,3.0,2.0,3.0,5.0,9.0,101
0.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,102
2.0,33,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,3.0,103
2.0,36,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,11.0,9.0,104
2.0,36,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,105
0.0,36,0.0,0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,9.0,106
2.0,64,0.0,0,2.0,5.0,6.0,5.0,2.0,3.0,13.0,9.0,107
2.0,45,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,10.0,108
1.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,109
2.0,33,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,10.0,110
1.0,23,0.0,23,2.0,2.0,2.0,6.0,0.0,0.0,0.0,9.0,111
2.0,31,0.0,0,2.0,2.0,6.0,0.0,2.0,6.0,5.0,4.0,112
0.0,64,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,113
0.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,114
1.0,27,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,115
0.0,29,0.0,0,2.0,2.0,12.0,6.0,2.0,3.0,13.0,9.0,116
1.0,25,1.0,0,2.0,2.0,2.0,6.0,2.0,7.0,6.0,6.0,117
1.0,35,0.0,0,2.0,7.0,12.0,6.0,2.0,6.0,8.0,9.0,118
1.0,27,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,8.0,3.0,119
1.0,30,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,120
0.0,53,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,9.0,9.0,121
2.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,10.0,122
1.0,35,0.0,0,2.0,2.0,2.0,6.0,0.0,4.0,0.0,9.0,123
2.0,26,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,124
0.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,125
0.0,21,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,10.0,126
1.0,26,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,127
2.0,59,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,128
2.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,129
1.0,64,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,130
1.0,27,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,3.0,131
2.0,30,0.0,0,2.0,7.0,2.0,6.0,2.0,6.0,5.0,9.0,132
2.0,23,0.0,0,2.0,2.0,2.0,6.0,1.0,6.0,5.0,9.0,133
0.0,28,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,134
1.0,52,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,0.0,9.0,135
0.0,44,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,136
2.0,41,0.0,12,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,137
2.0,47,1.0,0,2.0,2.0,2.0,0.0,2.0,7.0,11.0,3.0,138
1.0,28,0.0,0,7.0,2.0,2.0,6.0,2.0,7.0,6.0,9.0,139
2.0,33,1.0,25,2.0,2.0,9.0,6.0,3.0,8.0,0.0,9.0,140
0.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,9.0,141
0.0,34,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,142
2.0,40,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,6.0,143
2.0,32,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,144
0.0,31,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,145
0.0,23,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0,146
0.0,45,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,147
2.0,30,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,5.0,9.0,148
0.0,27,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,149
0.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,6.0,10.0,150
2.0,48,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,151
2.0,37,1.0,0,2.0,2.0,4.0,6.0,2.0,3.0,5.0,4.0,152
2.0,59,0.0,0,2.0,5.0,6.0,0.0,2.0,6.0,9.0,9.0,153
1.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,154
2.0,44,0.0,0,2.0,2.0,6.0,3.0,2.0,6.0,9.0,1.0,155
0.0,27,0.0,23,2.0,2.0,2.0,6.0,0.0,0.0,0.0,9.0,156
0.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,157
1.0,32,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,1.0,158
0.0,39,0.0,0,2.0,5.0,2.0,0.0,2.0,3.0,8.0,1.0,159
1.0,37,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,160
2.0,42,0.0,0,3.0,5.0,1.0,6.0,2.0,3.0,6.0,10.0,161
1.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,162
2.0,37,0.0,0,2.0,7.0,6.0,0.0,2.0,7.0,11.0,9.0,163
1.0,39,1.0,0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,8.0,164
1.0,26,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,165
1.0,62,0.0,0,2.0,5.0,6.0,0.0,2.0,3.0,13.0,9.0,166
1.0,31,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,167
1.0,31,0.0,0,2.0,5.0,6.0,6.0,2.0,6.0,8.0,9.0,168
0.0,35,0.0,0,2.0,7.0,2.0,6.0,2.0,7.0,11.0,9.0,169
1.0,52,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,9.0,9.0,170
1.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,171
0.0,46,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,10.0,172
2.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,173
1.0,27,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,174
2.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,175
0.0,32,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,6.0,9.0,176
0.0,39,0.0,0,2.0,5.0,6.0,6.0,2.0,7.0,11.0,9.0,177
0.0,43,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,3.0,178
2.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,179
2.0,41,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,10.0,180
2.0,36,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,181
1.0,35,0.0,0,2.0,2.0,6.0,0.0,2.0,3.0,8.0,4.0,182
0.0,66,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,8.0,9.0,183
0.0,29,0.0,0,2.0,5.0,6.0,6.0,2.0,3.0,5.0,9.0,184
0.0,44,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,8.0,9.0,185
2.0,62,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,186
1.0,45,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,187
1.0,31,0.0,0,2.0,5.0,6.0,3.0,3.0,3.0,13.0,9.0,188
1.0,48,0.0,0,2.0,5.0,6.0,4.0,2.0,3.0,13.0,9.0,189
0.0,35,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,6.0,190
2.0,41,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,10.0,191
1.0,24,0.0,0,4.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,192
1.0,30,1.0,0,2.0,7.0,6.0,0.0,2.0,6.0,5.0,9.0,193
1.0,27,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,9.0,9.0,194
0.0,53,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,195
0.0,38,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,196
1.0,44,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,9.0,197
2.0,35,0.0,24,2.0,2.0,2.0,6.0,1.0,8.0,11.0,9.0,198
2.0,29,0.0,0,2.0,2.0,2.0,4.0,2.0,6.0,9.0,9.0,199
1.0,33,0.0,0,2.0,4.0,6.0,0.0,2.0,6.0,8.0,4.0,200
2.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,201
2.0,35,1.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,6.0,202
2.0,35,1.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,10.0,203
0.0,25,0.0,0,2.0,2.0,4.0,0.0,2.0,6.0,11.0,7.0,204
0.0,33,0.0,0,2.0,6.0,6.0,3.0,2.0,6.0,9.0,9.0,205
1.0,30,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,206
2.0,37,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,9.0,207
1.0,32,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,10.0,208
1.0,34,0.0,0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,7.0,209
2.0,27,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,6.0,10.0,210
1.0,32,1.0,0,2.0,6.0,6.0,3.0,2.0,3.0,13.0,9.0,211
2.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,10.0,212
2.0,34,1.0,0,2.0,5.0,2.0,6.0,2.0,6.0,13.0,9.0,213
2.0,27,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,214
1.0,30,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,215
2.0,28,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,216
2.0,33,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,217
1.0,38,1.0,0,2.0,2.0,2.0,3.0,2.0,6.0,9.0,9.0,218
0.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,219
2.0,41,0.0,0,2.0,2.0,2.0,6.0,2.0,8.0,0.0,9.0,220
1.0,32,1.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,221
1.0,22,1.0,0,5.0,2.0,2.0,6.0,2.0,6.0,9.0,10.0,222
1.0,46,0.0,0,2.0,7.0,2.0,0.0,2.0,6.0,9.0,10.0,223
1.0,56,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,6.0,224
2.0,30,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,1.0,225
2.0,62,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,226
2.0,31,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,8.0,9.0,227
2.0,28,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,228
0.0,45,0.0,0,2.0,5.0,6.0,0.0,2.0,6.0,5.0,9.0,229
1.0,38,0.0,23,2.0,2.0,2.0,6.0,0.0,4.0,0.0,9.0,230
1.0,26,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,13.0,9.0,231
0.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,232
2.0,32,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,233
2.0,35,1.0,0,2.0,2.0,6.0,6.0,2.0,7.0,11.0,9.0,234
0.0,25,0.0,25,2.0,2.0,2.0,0.0,3.0,8.0,11.0,9.0,235
0.0,34,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,9.0,236
2.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,9.0,237
1.0,39,0.0,0,2.0,6.0,9.0,3.0,2.0,6.0,5.0,6.0,238
1.0,27,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,13.0,9.0,239
2.0,28,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,240
0.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,5.0,241
2.0,31,0.0,25,2.0,2.0,1.0,3.0,3.0,3.0,13.0,9.0,242
1.0,31,1.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,243
1.0,30,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,244
2.0,49,1.0,0,2.0,2.0,2.0,0.0,2.0,7.0,11.0,9.0,245
1.0,57,1.0,0,2.0,5.0,6.0,3.0,2.0,6.0,8.0,9.0,246
0.0,20,0.0,0,2.0,5.0,6.0,3.0,2.0,7.0,11.0,9.0,247
0.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,10.0,248
0.0,28,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,9.0,249
2.0,34,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,250
1.0,31,0.0,0,2.0,7.0,6.0,0.0,2.0,7.0,11.0,9.0,251
2.0,30,0.0,0,2.0,5.0,6.0,0.0,2.0,6.0,8.0,9.0,252
1.0,46,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,4.0,253
0.0,32,0.0,25,2.0,2.0,2.0,0.0,3.0,7.0,11.0,9.0,254
2.0,49,0.0,0,2.0,5.0,6.0,6.0,2.0,8.0,11.0,10.0,255
2.0,45,0.0,0,2.0,2.0,1.0,6.0,2.0,3.0,13.0,9.0,256
2.0,25,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,10.0,257
2.0,48,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,9.0,10.0,258
1.0,24,0.0,0,2.0,6.0,6.0,3.0,2.0,3.0,5.0,9.0,259
1.0,46,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,9.0,260
1.0,27,1.0,12,2.0,2.0,2.0,0.0,1.0,8.0,11.0,10.0,261
0.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,9.0,262
1.0,35,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,5.0,9.0,263
2.0,47,0.0,0,2.0,5.0,6.0,6.0,2.0,6.0,8.0,4.0,264
1.0,44,0.0,0,2.0,5.0,6.0,6.0,2.0,6.0,13.0,9.0,265
0.0,26,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,4.0,266
1.0,31,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,13.0,9.0,267
0.0,29,0.0,0,2.0,5.0,6.0,6.0,2.0,6.0,5.0,9.0,268
1.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,269
2.0,41,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,9.0,270
1.0,58,0.0,0,2.0,5.0,6.0,0.0,2.0,6.0,5.0,6.0,271
1.0,19,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,6.0,9.0,272
1.0,30,1.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,273
0.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,274
2.0,35,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,0.0,9.0,275
0.0,51,0.0,0,2.0,2.0,2.0,6.0,2.0,2.0,8.0,5.0,276
1.0,38,0.0,0,2.0,5.0,6.0,0.0,2.0,6.0,8.0,4.0,277
1.0,32,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,278
1.0,60,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,8.0,9.0,279
0.0,43,0.0,0,2.0,7.0,6.0,4.0,2.0,6.0,8.0,9.0,280
2.0,35,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,8.0,9.0,281
2.0,44,0.0,0,2.0,2.0,2.0,0.0,2.0,7.0,11.0,10.0,282
1.0,58,0.0,0,2.0,6.0,6.0,3.0,2.0,6.0,1.0,9.0,283
2.0,27,1.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,10.0,284
2.0,67,1.0,0,2.0,2.0,2.0,6.0,2.0,2.0,5.0,0.0,285
1.0,29,1.0,0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,9.0,286
1.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,1.0,287
1.0,19,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,6.0,9.0,288
0.0,39,0.0,0,2.0,6.0,6.0,3.0,2.0,6.0,5.0,9.0,289
2.0,30,1.0,0,2.0,4.0,6.0,3.0,2.0,3.0,0.0,10.0,290
1.0,32,0.0,0,2.0,7.0,6.0,0.0,2.0,6.0,5.0,9.0,291
1.0,27,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,292
2.0,26,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,9.0,293
1.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,9.0,9.0,294
2.0,27,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,3.0,295
2.0,54,0.0,0,2.0,6.0,6.0,3.0,2.0,2.0,5.0,9.0,296
0.0,32,0.0,24,2.0,2.0,2.0,6.0,1.0,3.0,5.0,9.0,297
2.0,33,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,9.0,298
0.0,23,0.0,25,2.0,2.0,2.0,6.0,3.0,8.0,0.0,9.0,299
0.0,46,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,300
