action,action_type,action_detail,device_type,secs_elapsed,user_id,session_id
23,2.0,17,6.0,73,544,58
183,6.0,85,6.0,13919,544,59
98,0.0,0,6.0,143,494,60
23,2.0,17,6.0,600,494,61
81,7.0,99,6.0,1098,494,62
158,7.0,57,6.0,400,494,63
118,3.0,101,6.0,13,494,64
81,7.0,99,6.0,929,494,65
154,2.0,99,6.0,1383,494,66
158,7.0,57,8.0,27239,494,67
158,7.0,57,6.0,15442,494,68
56,7.0,26,6.0,1057,494,69
183,6.0,86,11.0,13013,531,70
150,3.0,92,11.0,24776,531,71
166,3.0,95,11.0,105,531,72
158,7.0,57,11.0,66,531,73
150,3.0,41,11.0,15146,531,74
158,7.0,57,11.0,671,531,75
181,3.0,84,11.0,120618,531,76
158,7.0,57,11.0,87,531,77
158,7.0,57,11.0,86,531,78
150,3.0,94,11.0,535,531,79
81,7.0,99,6.0,2723,927,80
81,7.0,99,6.0,28387,927,81
158,7.0,57,6.0,22397,927,82
23,2.0,17,6.0,508,927,83
158,7.0,57,6.0,5693,927,84
118,3.0,101,6.0,747,927,85
23,2.0,17,6.0,832,927,86
118,3.0,101,6.0,845,927,87
81,7.0,99,6.0,8663,927,88
118,3.0,101,6.0,1108,927,89
118,3.0,101,6.0,847,955,90
158,7.0,57,6.0,501,955,91
165,3.0,78,6.0,1334,955,92
23,2.0,17,6.0,23,955,93
165,3.0,78,6.0,167,955,94
165,3.0,78,6.0,424,955,95
165,3.0,78,6.0,26,955,96
158,7.0,57,6.0,451,955,97
118,3.0,101,6.0,164,955,98
158,7.0,57,6.0,318,955,99
56,7.0,26,8.0,438,445,100
56,7.0,26,8.0,460,445,101
74,3.0,34,8.0,780,445,102
49,2.0,19,8.0,24798,445,103
49,2.0,19,8.0,43159,445,104
140,0.0,0,8.0,244,445,105
44,7.0,97,1.0,35632,580,106
153,2.0,99,1.0,36792,580,107
147,0.0,0,1.0,24097,580,108
158,7.0,92,8.0,594,580,109
49,6.0,26,1.0,223050,580,110
44,7.0,95,1.0,25709,580,111
153,2.0,99,1.0,12564,580,112
81,7.0,78,8.0,1323,580,113
158,7.0,57,8.0,31502,580,114
158,7.0,92,1.0,634,580,115
23,2.0,17,6.0,543,570,116
61,7.0,68,6.0,4634,570,117
50,6.0,54,6.0,5191,570,118
52,2.0,21,6.0,15587,570,119
81,0.0,0,6.0,1005,570,120
183,6.0,88,6.0,166696,570,121
30,0.0,0,6.0,3,570,122
25,2.0,12,6.0,653,570,123
54,2.0,24,6.0,16491,570,124
6,0.0,0,6.0,4865,570,125
118,3.0,101,8.0,763,543,126
74,3.0,34,8.0,371,543,127
118,3.0,101,8.0,44,543,128
118,3.0,101,8.0,2307,543,129
49,2.0,19,8.0,16522,543,130
183,6.0,85,8.0,30080,543,131
81,7.0,99,8.0,1608,543,132
23,2.0,17,8.0,1593,543,133
183,6.0,85,8.0,2791,543,134
183,6.0,85,8.0,56501,543,135
183,6.0,85,6.0,37506,2,136
100,7.0,41,6.0,9115,2,137
158,7.0,57,6.0,2258,2,138
158,7.0,57,6.0,4214,2,139
183,6.0,85,6.0,14355,2,140
187,0.0,0,6.0,29013,2,141
183,6.0,85,6.0,3187,2,142
23,2.0,17,6.0,88,2,143
158,7.0,57,6.0,47496,2,144
183,6.0,85,6.0,2780,2,145
60,7.0,28,6.0,29417,926,146
74,3.0,34,6.0,329,926,147
74,3.0,34,6.0,348,926,148
154,2.0,99,8.0,876,789,149
31,6.0,20,8.0,1786,789,150
165,3.0,78,8.0,95,789,151
81,7.0,99,8.0,8636,789,152
118,3.0,101,8.0,17772,789,153
154,2.0,99,8.0,357,789,154
23,2.0,17,8.0,1025,789,155
23,2.0,17,8.0,724,789,156
74,0.0,0,8.0,394144,789,157
154,2.0,99,8.0,26232,789,158
154,2.0,99,8.0,1375,280,159
118,3.0,101,8.0,794,280,160
154,2.0,99,8.0,6554,280,161
9,2.0,14,8.0,518,280,162
154,2.0,99,8.0,1447,280,163
118,3.0,101,8.0,847,280,164
81,7.0,97,8.0,1075,280,165
118,3.0,101,8.0,14064,280,166
158,7.0,57,8.0,6174,280,167
81,7.0,99,8.0,7807,280,168
147,7.0,60,6.0,604,122,169
116,0.0,0,6.0,435,122,170
119,0.0,0,6.0,372,122,171
116,1.0,62,6.0,34976,122,172
178,7.0,104,6.0,727,122,173
147,6.0,63,6.0,64968,122,174
165,3.0,78,6.0,2504,122,175
147,7.0,60,6.0,1229,122,176
178,7.0,104,6.0,1039,122,177
158,7.0,92,6.0,361,122,178
165,3.0,78,6.0,0,914,179
158,7.0,57,6.0,440,914,180
23,2.0,17,6.0,65,914,181
165,3.0,78,6.0,44,914,182
81,7.0,99,6.0,901,914,183
23,2.0,17,6.0,879,914,184
81,7.0,99,6.0,837,914,185
81,7.0,99,6.0,12551,914,186
23,2.0,17,6.0,76,914,187
158,7.0,57,6.0,0,914,188
49,2.0,19,6.0,12061,638,189
23,2.0,17,6.0,154,638,190
56,7.0,26,6.0,723,638,191
74,3.0,34,6.0,407,638,192
158,7.0,57,8.0,11917,824,193
23,2.0,17,8.0,2015,824,194
165,3.0,78,8.0,95,824,195
158,7.0,57,8.0,19048,824,196
118,3.0,101,8.0,707,824,197
165,3.0,78,8.0,236,824,198
165,3.0,78,8.0,292,824,199
74,3.0,34,8.0,619,824,200
88,0.0,0,8.0,12679,824,201
23,2.0,17,8.0,84,824,202
61,7.0,68,6.0,6068,479,203
147,7.0,60,6.0,5315,479,204
134,6.0,73,6.0,2475,479,205
158,7.0,57,6.0,42240,479,206
56,7.0,26,6.0,1364,479,207
23,2.0,17,6.0,1115,479,208
118,3.0,101,6.0,1352,479,209
31,6.0,20,6.0,555,479,210
81,7.0,99,6.0,12087,479,211
158,7.0,92,6.0,34261,479,212
31,6.0,20,8.0,606,291,213
74,3.0,34,11.0,12923,355,214
56,7.0,26,8.0,1818,355,215
116,1.0,62,8.0,8118,355,216
118,3.0,101,8.0,18,355,217
23,2.0,17,8.0,1375,355,218
56,7.0,26,8.0,970,355,219
21,0.0,0,6.0,66,355,220
158,7.0,57,8.0,4436,355,221
87,0.0,0,1.0,3586,355,222
158,7.0,92,11.0,32,355,223
56,7.0,26,6.0,3588,50,224
116,1.0,62,6.0,29606,50,225
158,7.0,92,6.0,16374,50,226
178,7.0,104,6.0,584,50,227
147,6.0,63,6.0,84065,50,228
9,0.0,0,6.0,72,50,229
133,7.0,50,6.0,3703,50,230
23,2.0,17,6.0,54,50,231
147,7.0,60,6.0,1089,50,232
158,7.0,57,6.0,8386,50,233
158,7.0,57,6.0,15010,728,234
147,7.0,60,6.0,564,728,235
60,7.0,28,6.0,924,728,236
56,7.0,26,6.0,4127,728,237
158,7.0,57,6.0,10157,728,238
178,7.0,104,6.0,1804,728,239
118,3.0,101,6.0,37,728,240
147,6.0,64,6.0,11287,728,241
158,7.0,57,6.0,11698,728,242
9,0.0,0,6.0,145,728,243
44,7.0,97,2.0,7569,843,244
81,0.0,0,2.0,169,843,245
158,7.0,57,2.0,4248,843,246
158,7.0,92,2.0,294,843,247
153,2.0,99,2.0,1963,843,248
153,2.0,99,2.0,1777,843,249
158,7.0,57,2.0,8152,843,250
158,7.0,57,2.0,7824,843,251
81,0.0,0,2.0,149,843,252
158,7.0,57,2.0,9306,843,253
74,3.0,34,8.0,637,382,254
64,7.0,61,8.0,769,382,255
9,2.0,14,8.0,674,382,256
81,7.0,99,8.0,16293,382,257
56,7.0,26,8.0,359,382,258
23,2.0,17,8.0,18,382,259
74,3.0,34,8.0,698,382,260
23,2.0,17,8.0,8675,382,261
118,3.0,101,8.0,893,382,262
16,2.0,20,8.0,32258,382,263
88,0.0,0,8.0,114395,141,264
19,0.0,0,8.0,8617,141,265
88,0.0,0,8.0,86644,141,266
19,0.0,0,8.0,4005,141,267
51,6.0,54,6.0,14615,141,268
56,7.0,26,8.0,515,141,269
88,0.0,0,8.0,11607,141,270
49,6.0,53,8.0,54981,141,271
88,0.0,0,8.0,92784,141,272
19,0.0,0,8.0,351,141,273
147,7.0,60,8.0,2614,979,274
56,7.0,26,8.0,2430,979,275
158,7.0,57,8.0,4989,979,276
147,7.0,60,8.0,3752,979,277
165,3.0,78,8.0,989,979,278
158,7.0,57,8.0,444,979,279
23,2.0,17,8.0,1531,979,280
31,6.0,41,8.0,296649,979,281
159,3.0,93,8.0,1363,979,282
81,7.0,99,8.0,4379,979,283
74,3.0,34,8.0,5286,180,284
49,2.0,19,8.0,18486,180,285
56,7.0,26,8.0,845,180,286
49,2.0,17,8.0,52780,180,287
74,3.0,34,8.0,2192,180,288
178,7.0,104,6.0,1844,78,289
158,7.0,92,6.0,40497,78,290
131,0.0,0,6.0,645,78,291
81,7.0,50,6.0,1046,78,292
81,7.0,50,6.0,23217,78,293
159,3.0,93,6.0,45,78,294
133,7.0,50,6.0,2685,78,295
132,0.0,0,6.0,871,78,296
159,3.0,93,6.0,710,78,297
158,7.0,57,6.0,7145,78,298
158,7.0,57,6.0,103998,390,299
154,2.0,99,6.0,1499,390,300
165,3.0,78,6.0,82,390,301
154,2.0,99,6.0,35855,390,302
165,3.0,78,6.0,727,390,303
154,2.0,99,6.0,976,390,304
23,2.0,17,6.0,492,390,305
154,2.0,99,6.0,4055,390,306
158,7.0,57,6.0,9321,390,307
154,2.0,99,6.0,15758,390,308
165,3.0,78,6.0,598,892,309
78,0.0,0,6.0,664,892,310
74,3.0,34,6.0,3079,892,311
159,3.0,93,6.0,967,892,312
81,7.0,97,6.0,972,892,313
74,3.0,34,6.0,881,892,314
158,7.0,92,6.0,35604,892,315
154,2.0,99,6.0,31382,892,316
165,0.0,0,6.0,93052,892,317
133,7.0,50,6.0,5671,892,318
19,0.0,0,8.0,7,623,319
81,0.0,0,8.0,766,623,320
61,7.0,68,8.0,1042,623,321
133,7.0,50,8.0,3009,623,322
81,7.0,99,8.0,985,623,323
154,2.0,99,8.0,1915,623,324
81,0.0,0,8.0,277,623,325
81,7.0,99,8.0,219,623,326
118,3.0,101,8.0,1242,623,327
61,7.0,68,8.0,1160,623,328
153,2.0,99,1.0,774,377,329
44,7.0,97,1.0,191,377,330
158,7.0,92,1.0,400,377,331
158,7.0,57,1.0,2261,377,332
44,7.0,97,1.0,10196,377,333
158,7.0,92,1.0,420,377,334
158,7.0,92,1.0,340,377,335
158,7.0,57,1.0,2669,377,336
153,2.0,99,1.0,4196,377,337
153,2.0,99,1.0,5983,377,338
78,0.0,0,8.0,1040,945,339
87,0.0,0,8.0,25531,945,340
74,3.0,34,8.0,5654,945,341
56,7.0,26,8.0,589,945,342
49,2.0,19,8.0,23049,945,343
87,0.0,0,8.0,50040,945,344
61,7.0,68,8.0,502,945,345
19,0.0,0,8.0,4648,945,346
19,0.0,0,8.0,4960,945,347
87,0.0,0,8.0,28973,945,348
106,3.0,61,11.0,167,801,349
6,0.0,0,0.0,453,801,350
6,0.0,0,11.0,47,801,351
91,7.0,91,11.0,1604,801,352
183,6.0,87,11.0,4983,801,353
158,0.0,0,0.0,123,801,354
81,3.0,72,11.0,621,801,355
91,7.0,91,11.0,3413,801,356
147,7.0,60,6.0,9765,849,357
165,3.0,78,6.0,203,849,358
133,7.0,50,6.0,112324,849,359
147,7.0,57,6.0,41411,849,360
23,2.0,17,6.0,4514,849,361
23,2.0,17,6.0,65,849,362
56,7.0,26,6.0,434,849,363
147,7.0,60,6.0,524,849,364
74,3.0,34,6.0,0,849,365
49,2.0,19,6.0,18550,849,366
87,0.0,0,6.0,24652,181,367
74,3.0,34,11.0,1682,181,368
158,7.0,92,6.0,720,181,369
60,7.0,28,6.0,9810,181,370
85,0.0,0,6.0,77221,181,371
15,0.0,0,6.0,61315,181,372
78,0.0,0,6.0,855,181,373
158,7.0,92,6.0,478,181,374
103,2.0,54,2.0,66131,181,375
141,2.0,68,6.0,400,181,376
118,3.0,101,10.0,2555,665,377
16,2.0,20,10.0,91357,665,378
23,2.0,17,10.0,10290,665,379
56,7.0,26,10.0,668,665,380
23,2.0,17,10.0,1031,665,381
49,2.0,19,10.0,933766,665,382
165,3.0,78,10.0,108,665,383
158,7.0,57,10.0,202362,665,384
158,7.0,57,10.0,155343,665,385
118,3.0,101,10.0,14545,665,386
144,7.0,66,6.0,12338,201,387
187,0.0,0,6.0,20307,201,388
61,7.0,68,6.0,2458,201,389
74,0.0,0,6.0,732,201,390
19,0.0,0,6.0,43,201,391
31,6.0,20,6.0,771,201,392
158,7.0,57,6.0,386,201,393
118,0.0,0,6.0,5269,201,394
147,6.0,67,6.0,15534,201,395
56,7.0,26,6.0,1221,201,396
23,2.0,17,8.0,2233,901,397
74,3.0,34,8.0,905,901,398
118,3.0,101,8.0,1230,901,399
158,7.0,57,8.0,4832,901,400
165,3.0,78,8.0,320,901,401
118,3.0,101,8.0,1733,901,402
154,2.0,99,8.0,36714,901,403
118,3.0,101,8.0,1441,901,404
165,3.0,78,8.0,23,901,405
23,2.0,17,8.0,45,901,406
22,0.0,0,8.0,83,225,407
178,7.0,104,8.0,6840,225,408
56,7.0,26,8.0,1463,225,409
56,7.0,26,8.0,843,225,410
49,2.0,19,8.0,28896,225,411
147,7.0,60,8.0,2156,225,412
61,7.0,68,8.0,1761,225,413
60,7.0,28,8.0,14940,225,414
158,0.0,0,0.0,378,225,415
79,0.0,0,8.0,1071,225,416
118,3.0,101,10.0,195,254,417
44,2.0,17,10.0,53483,254,418
153,2.0,99,0.0,1620,254,419
6,0.0,0,0.0,408189,254,420
49,2.0,19,10.0,16939,254,421
147,3.0,43,0.0,3156,254,422
6,0.0,0,0.0,854950,325,423
153,2.0,99,0.0,17715,325,424
147,7.0,50,0.0,205799,325,425
153,2.0,99,0.0,1670,325,426
158,7.0,92,0.0,1038,325,427
153,2.0,99,0.0,1645,325,428
165,3.0,78,6.0,207,183,429
154,2.0,99,6.0,2721,183,430
81,7.0,99,6.0,53492,183,431
74,3.0,34,6.0,753,183,432
154,2.0,99,6.0,3638,183,433
158,7.0,57,6.0,53883,183,434
183,6.0,85,6.0,39974,183,435
165,3.0,78,6.0,172,183,436
118,3.0,101,6.0,495,183,437
118,3.0,101,6.0,1733,183,438
154,2.0,99,8.0,4413,332,439
54,6.0,26,8.0,11717,332,440
81,7.0,99,8.0,45652,332,441
165,3.0,78,8.0,107,332,442
36,0.0,0,8.0,7501,332,443
154,2.0,99,8.0,197,332,444
36,0.0,0,8.0,7344,332,445
118,3.0,101,8.0,20455,332,446
81,7.0,99,8.0,29895,332,447
154,2.0,99,8.0,274,332,448
77,0.0,0,10.0,4132,513,449
165,3.0,78,10.0,549,513,450
154,2.0,99,10.0,6507,513,451
158,7.0,57,10.0,115966,513,452
158,7.0,57,10.0,22397,513,453
118,3.0,101,10.0,606,513,454
118,3.0,101,10.0,213,513,455
154,2.0,99,10.0,25140,513,456
23,2.0,17,10.0,2195,513,457
158,7.0,57,10.0,16662,513,458
154,2.0,99,6.0,9882,110,459
60,7.0,28,6.0,4608,110,460
158,7.0,57,6.0,328,110,461
178,7.0,104,6.0,8346,110,462
23,2.0,17,6.0,64,110,463
154,2.0,99,6.0,3792,110,464
118,3.0,101,6.0,865,110,465
118,3.0,101,6.0,77,110,466
74,3.0,34,6.0,1575,110,467
74,3.0,34,6.0,1206,110,468
81,7.0,50,6.0,167358,961,469
60,7.0,28,6.0,5404,961,470
49,2.0,19,6.0,15533,961,471
123,7.0,50,6.0,357,961,472
56,7.0,26,6.0,5598,961,473
165,0.0,0,6.0,594,961,474
159,3.0,93,6.0,484,961,475
60,7.0,28,6.0,4457,961,476
119,0.0,0,6.0,35538,961,477
15,0.0,0,6.0,81017,961,478
158,7.0,57,8.0,47246,170,479
49,2.0,19,8.0,66383,170,480
158,7.0,57,8.0,76662,170,481
81,7.0,99,8.0,1063,170,482
158,7.0,57,8.0,4185,170,483
81,7.0,99,8.0,47376,170,484
159,3.0,93,8.0,399,170,485
23,2.0,17,8.0,1520,170,486
158,7.0,57,8.0,48,170,487
165,3.0,78,8.0,45,170,488
54,6.0,24,8.0,19562,151,489
118,3.0,101,8.0,3079,151,490
82,0.0,0,8.0,23149,151,491
44,0.0,0,8.0,100,151,492
118,3.0,101,8.0,2848,151,493
49,2.0,19,8.0,23888,151,494
106,0.0,0,8.0,1359,151,495
118,3.0,101,8.0,50,151,496
12,0.0,0,8.0,139822,151,497
158,7.0,57,8.0,14425,151,498
153,2.0,99,11.0,12148,842,499
153,2.0,99,11.0,11520,842,500
158,7.0,92,11.0,5766,842,501
153,2.0,99,11.0,6769,842,502
153,2.0,99,11.0,7119,842,503
158,7.0,92,11.0,6369,842,504
183,6.0,87,11.0,9691,842,505
6,0.0,0,11.0,130073,842,506
166,3.0,95,11.0,3620,842,507
153,2.0,99,11.0,7732,842,508
158,0.0,0,0.0,657,678,509
81,7.0,50,6.0,19984,81,510
81,7.0,50,6.0,888,81,511
46,0.0,0,6.0,764,81,512
81,7.0,50,6.0,1002,81,513
81,7.0,50,6.0,14267,81,514
19,0.0,0,6.0,1601,81,515
31,6.0,20,6.0,1004,81,516
87,0.0,0,6.0,17603,81,517
81,0.0,0,6.0,91039,81,518
86,0.0,0,6.0,223378,81,519
151,3.0,94,11.0,19789,965,520
74,3.0,34,11.0,11271,965,521
0,4.0,49,11.0,10254,965,522
116,1.0,62,11.0,24372,965,523
56,7.0,26,11.0,526,965,524
183,0.0,0,11.0,447,965,525
158,0.0,0,11.0,410,965,526
183,0.0,0,11.0,588,965,527
158,0.0,0,11.0,186,965,528
158,0.0,0,11.0,74,965,529
23,2.0,17,6.0,591,653,530
183,6.0,85,6.0,22896,653,531
158,7.0,57,6.0,15146,653,532
56,7.0,26,6.0,1144,653,533
118,3.0,101,6.0,4648,653,534
81,7.0,99,6.0,4053,653,535
118,3.0,101,6.0,2504,653,536
118,3.0,101,6.0,281,653,537
158,7.0,57,6.0,19,653,538
165,3.0,78,6.0,103,653,539
165,3.0,78,6.0,636,165,540
9,2.0,14,6.0,1255,165,541
31,6.0,20,6.0,884,165,542
81,7.0,50,6.0,2136,165,543
9,2.0,14,6.0,84,165,544
23,2.0,17,6.0,137,165,545
23,2.0,17,6.0,95,165,546
118,3.0,101,6.0,21008,165,547
33,6.0,42,6.0,635,165,548
158,7.0,57,6.0,9373,165,549
23,2.0,17,8.0,1307,709,550
60,7.0,28,8.0,18362,709,551
147,7.0,60,8.0,467,709,552
60,7.0,28,8.0,15670,709,553
81,7.0,99,8.0,89718,709,554
56,7.0,26,8.0,1018,709,555
147,7.0,60,8.0,1983,709,556
81,0.0,0,8.0,3716,709,557
31,6.0,20,8.0,985,709,558
159,3.0,93,8.0,1000,709,559
81,7.0,99,8.0,13836,864,560
118,3.0,101,8.0,9884,864,561
49,2.0,17,8.0,10435,864,562
81,7.0,99,8.0,0,864,563
154,2.0,99,8.0,1939,864,564
118,3.0,101,8.0,170,864,565
158,7.0,57,5.0,0,864,566
118,3.0,101,8.0,12157,864,567
9,2.0,14,8.0,820,864,568
154,2.0,99,8.0,6053,864,569
23,2.0,17,6.0,1047,127,570
183,6.0,85,6.0,62642,127,571
118,3.0,101,6.0,88,127,572
23,2.0,17,6.0,13,127,573
23,2.0,17,6.0,1182,127,574
54,6.0,24,6.0,64369,127,575
118,3.0,101,6.0,8,127,576
158,7.0,57,6.0,12779,127,577
23,2.0,17,6.0,882,127,578
133,7.0,50,6.0,7678,127,579
165,3.0,78,8.0,865,698,580
18,0.0,0,8.0,4060,698,581
74,3.0,34,8.0,164,698,582
9,0.0,0,8.0,5141,698,583
54,6.0,24,8.0,422437,698,584
14,0.0,0,8.0,105613,698,585
60,7.0,28,8.0,778,698,586
31,6.0,20,8.0,935,698,587
165,3.0,78,8.0,260,698,588
81,0.0,0,8.0,978,698,589
158,0.0,0,0.0,84,796,590
118,3.0,101,8.0,1041,558,591
23,2.0,17,8.0,16,558,592
23,2.0,17,8.0,583,558,593
158,7.0,57,8.0,22937,558,594
49,2.0,19,8.0,19504,558,595
23,2.0,17,8.0,802,558,596
6,0.0,0,2.0,14625,558,597
31,6.0,20,8.0,744,558,598
118,3.0,101,8.0,1013,558,599
74,3.0,34,8.0,972,558,600
166,0.0,0,11.0,52,654,601
158,0.0,0,11.0,26,654,602
158,0.0,0,11.0,7,654,603
158,0.0,0,11.0,615,654,604
166,0.0,0,11.0,35,654,605
166,0.0,0,11.0,613,654,606
158,0.0,0,11.0,104,654,607
158,0.0,0,11.0,231,654,608
158,0.0,0,11.0,794,654,609
158,0.0,0,11.0,87,654,610
81,0.0,0,5.0,9399,695,611
49,6.0,50,5.0,195993,695,612
103,7.0,1,5.0,934,695,613
60,7.0,28,5.0,803,695,614
88,0.0,0,5.0,35594,695,615
187,0.0,0,5.0,31188,695,616
158,7.0,57,5.0,160569,695,617
81,0.0,0,5.0,3313,695,618
87,0.0,0,5.0,32111,695,619
74,3.0,34,5.0,1175,695,620
147,7.0,60,6.0,251,233,621
165,3.0,78,6.0,403,233,622
60,7.0,28,6.0,21625,233,623
60,7.0,28,6.0,979,233,624
54,6.0,24,6.0,0,233,625
165,3.0,78,6.0,629,233,626
60,7.0,28,6.0,1378,233,627
119,0.0,0,6.0,1118,233,628
49,2.0,19,6.0,22959,233,629
147,7.0,60,6.0,433,233,630
133,0.0,0,6.0,445,529,631
49,2.0,19,6.0,245,529,632
158,7.0,92,6.0,1890,529,633
78,0.0,0,6.0,3294,529,634
159,3.0,93,6.0,1545,529,635
118,3.0,101,6.0,131,529,636
118,0.0,0,6.0,22381,529,637
78,0.0,0,6.0,9479,529,638
11,0.0,0,6.0,17239,529,639
78,0.0,0,6.0,4802,529,640
23,2.0,17,8.0,91,921,641
154,2.0,99,8.0,28167,921,642
23,2.0,17,8.0,93,921,643
165,3.0,78,8.0,53,921,644
23,2.0,17,1.0,624,921,645
49,2.0,19,8.0,15575,921,646
56,7.0,26,8.0,2151,921,647
81,7.0,99,8.0,2504,921,648
81,7.0,99,8.0,74205,921,649
154,2.0,99,8.0,10598,921,650
33,6.0,43,8.0,79631,723,651
15,0.0,0,8.0,69507,723,652
147,6.0,64,8.0,45332,723,653
60,7.0,28,8.0,1902,723,654
31,6.0,20,8.0,741,723,655
158,3.0,93,8.0,959,723,656
56,7.0,26,8.0,1262,723,657
81,7.0,50,8.0,3107,723,658
74,3.0,34,8.0,2617,723,659
39,7.0,12,8.0,645,723,660
81,7.0,99,6.0,1887,472,661
118,3.0,101,6.0,295,472,662
81,7.0,99,6.0,882,472,663
118,3.0,101,6.0,1697,472,664
23,2.0,17,6.0,59,472,665
158,7.0,92,6.0,30820,472,666
154,2.0,99,6.0,1124,472,667
81,7.0,99,6.0,2597,472,668
74,3.0,34,6.0,557,472,669
178,7.0,104,6.0,2726,472,670
31,6.0,20,6.0,713,804,671
74,3.0,34,6.0,2332,804,672
56,7.0,26,6.0,6155,804,673
56,7.0,26,6.0,8365,804,674
74,3.0,34,6.0,3409,216,675
165,3.0,78,6.0,100,216,676
56,7.0,26,6.0,380,216,677
74,3.0,34,6.0,581,216,678
158,7.0,92,6.0,570,216,679
81,7.0,99,6.0,15406,216,680
49,0.0,0,6.0,116283,216,681
158,7.0,92,6.0,10966,216,682
81,7.0,99,6.0,52897,216,683
49,2.0,19,6.0,25013,216,684
154,2.0,99,6.0,1144,454,685
158,7.0,57,6.0,24645,454,686
158,7.0,57,6.0,11327,454,687
154,2.0,99,6.0,1807,454,688
154,2.0,99,6.0,5676,454,689
81,7.0,99,6.0,1656,454,690
16,2.0,20,6.0,27407,454,691
165,3.0,78,6.0,70,454,692
158,7.0,57,6.0,14834,454,693
154,2.0,99,6.0,10381,454,694
49,0.0,0,8.0,902,5,695
183,6.0,88,8.0,67463,5,696
19,0.0,0,8.0,28,5,697
132,0.0,0,8.0,510,5,698
158,7.0,57,8.0,23358,5,699
49,0.0,0,8.0,3441,5,700
166,3.0,78,8.0,1306,5,701
74,3.0,34,8.0,20,5,702
133,0.0,0,8.0,323,5,703
58,7.0,26,8.0,65,5,704
46,0.0,0,6.0,555,461,705
146,2.0,70,6.0,5238,461,706
78,0.0,0,6.0,752,461,707
19,0.0,0,6.0,225,461,708
60,7.0,28,6.0,3564,461,709
159,3.0,93,6.0,853,461,710
32,1.0,10,6.0,46145,461,711
60,7.0,28,6.0,6451,461,712
119,0.0,0,6.0,678,461,713
54,6.0,24,6.0,215014,461,714
158,7.0,57,6.0,13859,356,715
81,7.0,99,6.0,32404,356,716
158,7.0,57,6.0,20478,356,717
118,3.0,101,6.0,17,356,718
81,7.0,99,6.0,1043,356,719
154,2.0,99,6.0,12392,356,720
158,7.0,57,6.0,12659,356,721
165,3.0,78,6.0,1010,356,722
154,2.0,99,6.0,11006,356,723
183,6.0,85,6.0,28619,356,724
23,2.0,17,10.0,461,854,725
154,2.0,99,10.0,9486,854,726
118,3.0,101,10.0,1637,854,727
118,3.0,101,10.0,25,854,728
158,7.0,57,10.0,6288,854,729
81,7.0,99,10.0,3010,854,730
158,7.0,57,10.0,7612,854,731
154,2.0,99,10.0,23334,854,732
81,7.0,99,10.0,13579,854,733
154,2.0,99,10.0,9,854,734
187,0.0,0,6.0,17933,270,735
147,7.0,60,6.0,1423,270,736
183,6.0,88,6.0,21952,270,737
60,7.0,28,6.0,32474,270,738
60,7.0,28,6.0,29056,270,739
118,5.0,60,6.0,42840,270,740
158,7.0,92,6.0,587,270,741
60,7.0,28,6.0,27224,270,742
118,3.0,101,6.0,1742,270,743
95,2.0,51,6.0,70451,270,744
181,3.0,84,11.0,578,998,745
158,7.0,92,11.0,486,998,746
54,0.0,0,11.0,458,998,747
