RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK,household_id,individual_id
7,0,45,0,5,2,5,1,6,0,1,3,1,10,1,66,153
7,0,46,0,0,3,5,1,6,0,1,1,1,5,2,66,154
0,0,46,0,0,2,2,2,7,6,2,3,0,3,1,66,155
7,1,43,0,5,3,1,1,6,0,1,3,0,0,1,66,156
1,1,60,0,5,2,4,1,6,0,1,3,2,6,2,66,157
2,1,20,5,0,3,3,2,6,6,3,1,2,4,1,67,158
1,1,53,0,0,3,1,1,6,0,1,3,0,0,1,67,159
0,0,60,0,0,2,1,1,6,0,1,3,0,4,1,67,160
7,1,27,5,0,0,2,1,6,0,1,1,2,6,1,68,161
0,1,30,5,0,3,2,1,2,0,1,1,2,10,2,68,162
5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,68,163
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,69,164
2,0,9,5,6,0,4,2,0,3,2,0,0,0,0,69,165
1,1,46,0,6,3,1,1,0,0,1,3,0,0,1,69,166
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,69,167
2,0,8,5,6,0,4,2,1,3,2,0,0,0,0,69,168
0,0,40,0,6,3,1,1,0,0,1,3,2,5,1,69,169
0,0,40,0,6,3,1,1,6,0,1,1,2,6,1,69,170
4,1,25,0,6,3,1,1,0,0,1,3,0,0,1,69,171
2,0,9,5,6,0,4,2,0,3,2,0,0,0,0,69,172
0,0,39,0,1,0,2,1,6,0,1,1,2,17,2,70,173
1,1,33,0,1,0,2,1,6,0,1,1,2,7,2,70,174
0,1,85,4,0,0,2,1,6,0,1,3,0,16,2,71,175
0,0,41,0,0,0,3,1,9,0,1,2,2,22,1,72,176
1,1,44,0,0,0,2,1,8,0,1,3,2,6,1,72,177
2,0,14,5,0,0,2,2,2,5,2,0,0,0,0,72,178
2,1,25,5,0,0,3,2,9,7,2,1,2,11,1,72,179
1,1,43,0,5,3,2,1,4,0,1,3,2,4,1,73,180
2,0,6,5,6,0,2,2,1,3,2,0,0,0,0,73,181
2,0,18,5,6,0,3,2,6,6,2,1,0,0,1,73,182
0,0,41,0,6,0,3,1,6,0,1,1,2,14,1,73,183
2,0,22,5,6,0,2,1,6,0,1,1,2,5,1,73,184
0,0,40,3,0,0,2,1,10,0,1,1,2,3,1,74,185
0,1,38,3,0,0,2,1,6,0,1,1,2,16,1,75,186
0,1,63,2,0,0,2,1,6,0,1,3,1,4,1,75,187
5,1,12,5,0,0,2,2,1,4,2,0,0,0,0,75,188
2,0,28,5,0,0,3,1,6,0,1,1,2,10,1,76,189
2,0,26,5,0,0,3,1,7,0,1,1,2,8,1,76,190
2,1,9,5,0,0,3,2,1,3,2,0,0,0,0,76,191
2,0,38,5,0,3,4,1,6,0,1,1,2,6,2,76,192
0,1,58,0,0,2,4,1,6,0,1,3,2,4,1,76,193
1,0,51,0,6,2,4,1,6,0,1,3,0,0,1,76,194
0,0,40,0,0,3,3,2,6,5,2,1,2,15,1,77,195
2,1,12,5,0,0,3,2,2,4,2,0,0,0,0,77,196
2,1,7,5,0,0,3,2,1,3,2,0,0,0,0,77,197
1,1,43,0,0,3,5,2,2,4,2,3,0,0,1,77,198
0,0,44,0,0,2,3,1,7,0,1,1,2,17,2,77,199
2,1,12,5,7,0,2,2,2,4,2,0,0,0,0,78,200
2,1,18,5,0,0,2,2,5,5,2,1,2,0,1,78,201
0,0,34,5,7,0,2,2,7,6,2,1,1,12,1,78,202
1,1,42,0,0,0,2,1,7,0,1,1,2,7,1,78,203
7,1,21,5,0,0,2,1,6,0,1,1,2,7,1,79,204
7,0,20,5,0,0,2,1,6,0,1,1,2,7,1,79,205
0,0,23,5,0,0,3,1,6,0,1,1,2,15,1,79,206
1,1,35,5,0,3,1,1,6,0,1,1,2,10,1,80,207
0,0,50,0,0,0,3,1,3,0,1,1,2,7,1,80,208
2,0,6,5,0,0,3,2,2,3,2,0,0,0,0,80,209
2,0,6,5,0,0,3,2,1,3,2,0,0,0,0,80,210
2,0,3,5,0,0,0,1,0,0,1,0,0,0,0,80,211
0,0,48,0,0,0,2,1,6,0,1,1,2,19,1,81,212
2,1,20,5,0,0,3,2,7,6,3,3,0,0,1,81,213
1,1,42,0,0,0,2,1,6,0,1,1,2,30,1,81,214
7,0,47,5,0,0,2,1,6,0,1,3,2,4,2,82,215
7,0,60,5,1,0,2,1,7,0,1,2,0,2,2,83,216
0,0,83,4,0,0,2,1,6,0,1,3,0,80,1,84,217
1,0,58,0,0,3,5,1,6,0,1,1,2,29,2,85,218
0,1,53,0,7,3,5,1,7,0,1,1,1,45,2,85,219
0,1,68,4,0,0,2,1,10,0,1,1,1,30,1,86,220
7,0,44,5,0,1,2,1,6,0,1,3,2,1,2,87,221
7,1,36,5,0,0,3,1,6,0,1,1,2,12,1,88,222
0,0,43,5,0,0,2,1,8,0,1,1,2,28,1,88,223
7,0,29,5,0,0,3,1,7,0,1,1,2,29,1,88,224
2,1,5,5,0,0,2,2,0,1,3,0,0,0,0,89,225
0,0,37,0,6,0,2,1,9,0,1,1,1,60,1,89,226
1,1,34,0,0,0,2,1,9,0,1,1,2,18,1,89,227
2,1,1,5,0,0,0,0,0,0,0,0,0,0,0,89,228
1,0,45,0,0,3,3,1,6,0,1,1,2,6,1,90,229
0,1,37,0,1,0,3,2,7,6,2,1,2,12,1,90,230
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,90,231
2,0,21,5,0,0,3,2,6,5,2,3,0,0,1,90,232
2,0,18,5,0,3,2,2,5,5,2,3,0,0,1,90,233
2,1,3,5,0,0,0,1,0,0,1,0,0,0,0,90,234
0,0,59,0,6,2,5,1,10,0,1,1,2,5,1,91,235
1,1,49,0,6,2,3,1,10,0,1,1,1,25,1,91,236
0,1,64,5,0,2,4,1,10,0,1,1,2,20,2,92,237
2,0,17,5,7,3,5,2,5,5,2,3,0,0,1,93,238
2,1,12,5,7,3,3,2,2,4,2,0,0,0,0,93,239
2,1,15,5,7,3,3,2,2,5,2,0,0,0,0,93,240
2,0,18,5,7,3,5,2,5,5,2,3,0,0,1,93,241
0,1,44,2,7,3,4,1,1,0,1,2,0,5,1,93,242
2,1,15,5,7,3,3,2,2,5,2,0,0,0,0,93,243
2,1,18,0,7,3,3,2,2,4,2,0,0,0,0,93,244
0,0,37,0,0,0,2,1,6,0,1,2,2,3,1,94,245
2,1,9,5,0,0,2,2,1,3,2,0,0,0,0,94,246
2,1,10,5,0,0,2,2,2,4,2,0,0,0,0,94,247
2,1,21,5,0,0,2,1,4,0,2,3,0,0,0,94,248
2,0,10,5,0,0,2,2,2,4,2,0,0,0,0,94,249
0,0,37,0,0,0,2,1,6,0,1,2,2,3,1,94,250
2,1,11,5,0,0,2,2,2,4,2,0,0,0,0,94,251
2,1,15,5,0,0,2,2,2,4,2,0,0,0,0,94,252
0,0,60,0,0,0,5,1,6,0,1,3,0,5,1,95,253
1,1,49,0,7,0,2,1,10,0,1,1,2,7,2,95,254
2,1,40,5,6,0,0,1,6,0,1,0,0,0,1,95,255
2,1,7,5,6,0,3,2,1,3,2,0,0,0,0,96,256
1,0,17,5,6,0,3,2,5,5,2,0,2,0,1,96,257
0,0,47,0,6,2,5,1,2,0,1,1,2,7,1,96,258
1,1,40,0,6,2,4,1,6,0,1,3,2,0,2,96,259
1,1,45,0,3,0,2,1,9,0,1,1,2,6,1,97,260
1,1,46,0,3,0,2,1,9,0,1,1,2,4,1,97,261
2,1,18,5,7,0,2,2,5,5,2,3,1,0,1,97,262
2,1,12,5,7,0,2,2,2,4,2,0,0,0,0,97,263
1,1,30,0,0,0,2,1,9,0,1,1,2,82,1,98,264
2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,98,265
0,0,38,0,0,0,2,2,0,6,2,1,2,19,1,98,266
1,0,48,0,0,0,2,1,7,0,1,1,2,20,1,99,267
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,99,268
0,1,47,0,0,0,2,1,9,0,1,1,2,22,1,99,269
2,0,18,5,1,0,2,2,5,5,2,3,0,0,1,100,270
1,1,40,0,1,0,2,1,9,0,1,1,2,30,1,100,271
0,0,42,0,1,0,2,1,7,0,1,1,2,13,1,100,272
2,0,9,5,1,0,2,2,1,3,2,0,0,0,0,100,273
0,0,53,0,0,0,2,1,6,0,1,1,2,26,1,101,274
1,1,60,0,0,0,2,1,5,0,1,3,2,0,1,101,275
0,1,65,4,0,0,2,1,6,0,1,3,2,21,1,102,276
0,0,55,0,0,0,2,1,10,0,1,1,2,43,1,103,277
1,1,58,0,0,0,2,2,10,7,3,1,2,43,1,103,278
1,0,49,0,6,3,5,1,2,0,1,3,2,5,1,104,279
2,1,34,2,7,0,2,2,0,6,2,2,0,3,1,104,280
0,1,57,0,6,0,4,1,2,0,1,3,0,3,1,104,281
0,1,58,4,0,0,2,1,6,0,1,3,2,9,1,105,282
7,0,58,3,4,3,4,1,6,0,1,1,2,32,1,106,283
2,1,20,0,4,0,3,2,7,6,2,1,2,3,1,106,284
0,1,48,3,4,2,4,1,6,0,1,1,2,16,1,106,285
7,1,67,4,0,0,2,1,7,0,1,3,0,13,1,107,286
0,0,66,3,0,0,2,1,2,0,1,3,2,9,2,107,287
0,0,68,0,0,0,2,1,7,0,1,1,0,10,1,108,288
1,1,74,0,0,0,2,1,7,0,1,3,0,5,1,108,289
0,1,74,2,0,0,2,1,6,0,1,3,0,8,1,109,290
2,0,11,5,2,0,2,2,2,4,2,0,0,0,0,110,291
0,0,34,0,8,0,2,1,6,0,1,1,2,7,1,110,292
2,1,12,5,2,0,2,2,2,4,2,0,0,0,0,110,293
7,0,42,5,0,0,2,1,0,0,1,1,2,5,2,110,294
2,0,3,5,1,0,0,1,0,0,1,0,0,0,0,110,295
7,1,50,4,0,0,2,1,8,0,1,3,2,4,2,111,296
0,1,46,3,0,0,2,2,8,6,2,3,0,6,2,111,297
1,1,51,0,0,0,2,1,7,0,1,3,2,0,1,112,298
0,0,57,0,0,0,2,1,7,0,1,1,2,4,1,112,299
0,0,25,5,0,0,2,1,6,0,1,1,2,12,1,113,300
7,0,31,5,0,0,2,1,6,0,1,1,2,9,1,113,301
0,0,77,0,0,0,2,1,9,0,1,3,0,10,1,114,302
0,0,78,0,0,0,2,1,7,0,1,3,0,33,2,114,303
2,1,53,3,0,0,2,1,6,0,1,1,2,10,1,114,304
1,1,50,0,0,0,2,1,9,0,1,1,2,24,1,115,305
0,0,53,0,0,0,2,1,7,0,1,1,1,6,1,115,306
7,1,19,5,0,0,2,2,6,6,3,3,2,3,1,116,307
0,0,53,0,0,2,2,1,6,0,1,1,2,27,1,117,308
1,1,60,0,0,0,2,1,6,0,1,3,2,3,1,117,309
2,1,11,5,3,0,2,2,2,4,2,0,0,0,0,118,310
0,0,44,0,3,2,4,1,7,0,1,1,2,31,1,118,311
1,1,38,0,3,2,4,1,6,0,1,1,2,15,1,118,312
2,0,14,5,3,0,2,2,2,5,2,0,0,0,0,118,313
2,1,66,4,0,0,2,1,8,0,1,3,2,19,1,119,314
0,1,85,4,0,0,2,1,9,0,1,3,0,77,2,119,315
1,1,36,0,0,3,4,1,8,6,1,3,0,0,1,120,316
0,0,39,0,0,3,4,1,1,0,1,3,2,14,2,120,317
2,0,5,5,0,0,5,2,0,2,2,0,0,0,0,120,318
2,1,4,5,0,0,0,1,0,0,1,0,0,0,0,120,319
1,1,69,5,0,2,5,1,4,0,1,3,0,3,1,121,320
0,0,71,0,0,0,2,1,6,0,1,3,0,10,1,121,321
2,1,9,5,6,0,3,2,1,3,2,0,0,0,0,122,322
0,0,45,0,6,2,4,1,2,0,1,1,2,9,1,122,323
1,1,43,0,6,2,5,1,6,0,1,3,0,0,1,122,324
2,0,11,5,6,0,3,2,1,4,2,0,0,0,0,122,325
0,0,42,0,0,3,4,1,2,0,1,1,2,47,2,123,326
2,0,5,5,0,0,5,2,0,2,2,0,0,0,0,123,327
1,1,37,0,0,3,4,1,8,0,1,3,0,0,1,123,328
2,1,3,5,0,0,0,2,0,1,2,0,0,0,0,123,329
2,0,7,5,0,0,2,2,1,3,3,0,0,0,0,124,330
1,1,41,0,0,0,2,1,10,0,1,3,2,0,1,124,331
0,0,43,0,5,0,2,1,10,0,1,1,2,20,1,124,332
2,1,11,5,6,0,3,2,2,4,3,0,0,0,0,124,333
1,1,66,0,7,0,2,1,9,0,1,3,2,26,1,125,334
0,0,71,0,7,0,2,1,9,0,1,3,2,31,1,125,335
0,0,38,0,0,0,2,1,6,0,1,1,2,17,2,126,336
1,1,32,0,1,0,2,1,6,0,1,1,2,8,2,126,337
0,0,47,5,0,2,2,1,7,0,1,1,1,7,1,127,338
1,1,40,0,7,0,2,1,8,0,1,1,1,15,1,128,339
0,0,49,0,0,0,2,2,10,7,3,1,2,19,1,128,340
7,0,43,3,7,0,2,1,6,0,1,1,2,5,2,129,341
2,1,30,2,0,0,2,1,6,0,1,1,2,3,2,130,342
2,0,9,5,0,0,3,2,1,3,2,0,0,0,0,130,343
0,0,48,0,0,0,2,1,6,0,1,1,2,29,1,130,344
2,1,39,0,0,0,2,1,7,0,1,1,2,12,1,130,345
2,1,12,5,0,0,2,2,2,4,2,0,0,0,0,130,346
7,1,73,4,0,0,3,1,6,0,1,3,0,6,2,131,347
2,0,11,5,0,0,2,2,1,4,2,0,0,0,0,132,348
0,1,43,3,0,2,3,1,9,0,1,1,2,37,1,132,349
2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,133,350
1,1,36,0,0,0,2,2,7,6,2,3,2,0,1,133,351
0,0,40,0,0,0,2,1,7,0,1,1,2,14,1,133,352
1,1,43,0,0,0,2,1,6,0,1,1,1,8,1,133,353
1,1,48,0,0,0,2,1,7,0,1,1,2,51,1,134,354
0,0,44,0,0,0,2,1,7,0,1,3,2,35,1,134,355
0,1,61,4,0,0,2,1,10,0,1,3,2,34,1,135,356
0,0,38,5,6,0,5,1,5,0,1,1,2,5,1,136,357
1,0,44,0,6,0,3,1,6,0,1,1,2,0,1,137,358
2,0,15,5,6,0,3,2,4,5,2,0,0,0,0,137,359
2,0,16,5,6,0,3,2,4,5,2,3,0,0,1,137,360
0,1,40,0,6,0,3,1,7,0,1,1,2,16,1,137,361
0,0,43,0,3,0,2,1,9,0,1,1,2,19,1,138,362
1,1,44,0,3,0,2,1,8,0,1,1,2,15,2,138,363
7,0,22,1,6,0,2,1,6,0,1,3,2,0,1,139,364
2,0,8,5,6,0,4,2,1,3,2,0,0,0,0,140,365
2,1,6,5,6,0,4,2,0,2,2,0,0,0,0,140,366
1,1,46,0,6,3,1,1,0,0,1,3,0,0,1,140,367
2,0,9,5,6,0,4,2,0,3,2,0,0,0,0,140,368
7,0,35,0,6,3,1,2,2,4,2,1,2,8,1,140,369
2,0,12,5,6,0,4,2,2,4,2,0,0,0,0,140,370
2,0,9,5,6,0,4,2,0,3,2,0,0,0,0,140,371
7,1,37,0,6,2,4,1,6,0,1,1,2,5,1,140,372
7,1,27,0,6,3,1,1,0,0,1,3,0,0,1,140,373
2,0,13,5,6,0,4,2,2,4,2,0,0,0,0,140,374
2,1,33,5,0,0,2,1,6,0,1,1,2,13,1,141,375
0,0,39,2,1,0,3,1,9,0,1,1,1,11,1,141,376
0,1,35,3,1,0,2,1,7,0,1,1,2,16,1,142,377
2,1,11,5,1,0,2,2,2,4,2,0,0,0,0,142,378
2,0,13,5,1,0,2,2,2,4,2,0,0,0,0,142,379
0,0,49,3,0,0,2,1,8,0,1,1,2,5,1,143,380
0,0,41,0,0,0,2,1,6,0,1,1,2,19,1,144,381
1,1,45,0,1,3,2,1,6,0,1,1,2,18,1,144,382
5,0,15,5,0,0,2,2,4,5,2,0,0,0,0,145,383
0,0,62,4,0,0,2,1,8,0,1,1,2,45,2,145,384
0,0,42,5,0,3,2,1,6,0,1,1,2,46,1,146,385
0,0,72,3,1,0,2,1,5,0,1,3,0,4,1,147,386
0,0,40,3,0,0,2,1,6,0,1,1,1,29,2,148,387
0,1,66,5,0,0,2,1,6,0,1,3,0,4,1,149,388
7,1,71,1,0,0,2,1,6,0,1,3,0,4,2,150,389
0,1,42,3,0,0,2,1,6,0,1,1,2,14,1,151,390
0,0,59,3,0,2,3,1,10,0,1,1,1,18,1,152,391
7,1,37,2,6,0,3,1,6,0,1,3,2,12,1,153,392
0,0,31,5,0,0,2,1,6,0,1,1,2,25,2,153,393
2,1,12,5,6,0,3,2,2,4,2,0,0,0,0,153,394
0,1,85,4,7,0,2,1,6,0,1,3,0,9,2,154,395
2,0,14,5,0,0,2,2,3,5,2,0,0,0,0,155,396
0,0,41,2,6,3,3,1,6,0,1,1,1,6,1,155,397
2,1,15,5,0,0,2,2,3,5,2,0,0,0,0,155,398
1,1,42,0,7,0,4,1,6,0,1,1,1,9,1,155,399
2,0,6,5,0,0,2,2,2,2,2,0,0,0,0,155,400
2,1,18,5,0,0,2,2,5,5,2,3,2,3,1,155,401
1,0,45,0,0,3,2,1,6,0,1,3,2,5,1,155,402
0,0,22,5,6,0,2,1,5,0,1,2,1,3,2,156,403
0,0,59,0,0,0,2,1,6,0,1,1,2,22,1,157,404
