FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA,household_id
0,2,0,0,0,0,99,4,2,146,70
0,1,1,0,26,2,18,4,2,152,71
0,2,1,0,0,9,99,4,2,50,72
0,2,1,0,0,8,99,9,2,175,73
0,2,0,0,0,3,99,3,2,160,74
0,1,1,2,40,12,27,6,2,185,75
0,1,1,1,42,8,17,3,2,135,76
0,1,1,2,30,3,16,3,2,164,77
0,2,1,0,0,10,99,6,2,43,78
0,2,1,0,0,7,99,2,2,139,79
0,1,1,2,45,5,11,3,2,29,80
0,1,1,2,58,7,21,4,2,206,81
0,0,0,0,0,0,99,0,0,10,82
0,0,0,0,0,0,99,0,0,43,83
0,1,1,0,59,3,35,6,2,60,84
0,1,1,2,59,8,18,5,2,131,85
0,1,1,1,42,6,27,4,2,83,86
0,0,0,0,0,0,99,0,0,226,87
0,1,1,1,59,10,99,9,2,133,88
0,1,1,1,59,22,38,9,2,65,89
0,2,1,0,0,8,99,5,2,92,90
0,1,1,1,59,7,35,3,2,206,91
0,1,1,1,59,4,35,5,2,160,92
0,2,0,0,0,3,99,4,2,222,93
0,1,1,2,59,0,8,8,2,100,94
0,1,0,0,0,4,99,4,2,79,95
0,1,1,2,38,10,18,3,2,103,96
0,1,1,1,59,13,27,6,2,159,97
0,1,1,1,53,5,43,6,2,206,98
0,1,1,1,50,7,27,8,2,197,99
0,1,1,2,50,12,10,6,2,20,100
0,1,1,1,40,10,24,5,2,111,101
0,1,1,0,59,12,18,6,2,124,102
0,1,1,0,59,13,35,7,2,55,103
0,1,1,0,39,6,18,5,2,219,104
0,1,1,0,26,4,7,5,2,29,105
0,1,1,1,47,8,35,4,2,149,106
0,1,1,0,38,3,11,5,2,22,107
0,1,1,1,44,8,18,5,2,157,108
0,1,1,0,46,6,11,5,2,90,109
0,2,1,0,0,6,99,4,2,108,110
0,2,0,0,0,10,99,4,2,7,111
0,2,0,0,0,0,99,3,2,18,112
0,2,1,0,0,3,99,2,2,177,113
0,1,1,0,59,10,15,6,2,111,114
0,1,1,1,59,20,22,9,2,106,115
0,0,0,0,0,0,99,0,0,227,116
0,1,1,1,45,12,39,8,2,11,117
0,1,1,1,59,9,27,6,2,159,118
0,1,1,0,59,12,35,7,2,159,119
0,2,0,0,0,6,99,3,2,160,120
0,1,1,0,59,7,17,3,2,146,121
0,2,0,0,0,99,99,4,2,73,122
0,2,0,0,0,3,99,3,2,145,123
0,1,1,1,46,11,20,8,2,207,124
0,1,1,0,59,3,54,9,2,38,125
0,2,0,0,0,0,99,4,2,90,126
0,2,0,0,0,2,99,4,2,224,127
0,2,0,0,0,8,99,6,2,187,128
0,0,0,0,0,0,99,0,0,228,129
0,1,1,2,48,11,13,7,2,203,130
0,0,0,0,0,0,99,0,0,40,131
0,2,0,0,0,1,99,4,2,227,132
0,1,1,1,41,10,32,6,2,96,133
0,1,1,2,59,6,57,9,2,28,134
0,1,1,0,46,4,22,7,2,67,135
0,2,0,0,0,99,99,1,2,121,136
0,2,0,0,0,3,99,4,2,180,137
0,1,1,2,33,10,18,5,2,73,138
0,0,0,0,0,0,99,0,0,85,139
0,1,1,2,49,11,16,3,2,198,140
0,2,0,0,0,4,99,5,2,143,141
0,2,1,0,0,5,99,4,2,55,142
0,2,0,0,0,99,99,3,2,225,143
0,1,1,1,46,7,18,7,2,188,144
0,1,1,1,47,8,27,8,2,203,145
0,1,1,2,59,9,32,6,2,133,146
0,2,0,0,0,7,99,2,2,120,147
0,2,1,0,0,34,99,8,2,10,148
0,2,0,0,0,4,99,3,2,69,149
0,0,0,0,0,0,99,0,0,93,150
0,2,0,0,0,4,99,4,2,224,151
0,2,0,0,0,3,99,5,2,223,152
0,2,2,0,0,12,99,4,2,87,153
0,1,1,0,29,1,18,4,2,152,154
0,1,1,2,40,4,13,2,2,140,155
0,2,0,0,0,12,99,1,2,32,156
0,1,1,2,31,15,16,5,2,226,157
0,1,1,1,59,11,59,7,2,80,158
0,1,1,0,50,3,35,6,2,149,159
0,2,1,0,0,16,99,7,2,36,160
0,2,0,0,0,11,99,3,2,69,161
0,2,0,0,0,4,99,4,2,47,162
0,1,1,1,59,12,35,4,2,38,163
0,1,1,2,39,7,13,3,2,170,164
0,1,2,1,59,5,12,4,2,1,165
0,1,1,1,59,10,7,3,2,112,166
0,1,1,1,59,4,21,5,2,163,167
0,2,0,0,0,4,99,5,2,43,168
0,2,0,0,0,3,99,3,2,138,169
0,2,1,0,0,6,99,4,2,98,170
0,2,1,0,0,12,99,5,2,99,171
0,0,0,0,0,0,99,0,0,16,172
0,1,1,1,59,12,57,6,2,38,173
0,2,0,0,0,4,99,5,2,192,174
0,2,1,0,0,15,99,6,2,220,175
0,2,0,0,0,9,99,3,2,119,176
0,1,1,1,51,14,27,9,2,11,177
0,2,0,0,0,5,99,5,2,113,178
0,2,0,0,0,6,99,4,2,193,179
0,1,1,1,59,16,34,9,2,127,180
0,1,1,0,59,6,44,7,2,38,181
0,2,1,0,0,11,99,4,2,211,182
0,1,1,0,59,7,43,7,2,10,183
0,1,0,0,35,17,9,3,2,232,184
0,2,0,0,0,7,99,4,2,69,185
0,1,1,2,50,3,6,4,2,113,186
0,1,1,0,59,7,13,5,2,66,187
0,1,1,1,37,6,14,3,2,165,188
0,1,1,1,46,5,13,3,2,220,189
0,2,1,0,0,12,99,6,2,216,190
0,1,1,1,39,6,27,4,2,83,191
0,2,0,0,0,2,99,1,2,71,192
0,1,1,2,59,13,35,6,2,207,193
0,2,0,0,0,3,99,5,2,7,194
0,2,0,0,0,99,99,3,2,83,195
0,2,0,0,0,6,99,4,2,207,196
0,2,1,0,0,8,99,4,2,47,197
0,1,1,0,47,2,16,6,2,188,198
0,1,1,1,59,8,99,9,2,228,199
0,1,1,2,40,8,24,3,2,213,200
0,1,1,2,43,9,11,5,2,146,201
0,1,1,1,40,6,27,3,2,208,202
0,1,1,2,36,7,13,3,2,170,203
0,1,1,0,59,8,21,3,2,84,204
0,2,0,0,0,3,99,2,2,120,205
0,1,1,1,38,7,15,6,2,95,206
0,1,1,1,50,9,54,9,2,61,207
0,0,0,0,0,0,99,0,0,46,208
0,1,1,2,49,1,16,4,2,130,209
0,2,1,0,0,12,99,3,2,77,210
0,2,0,0,0,6,99,4,2,24,211
0,1,1,1,14,4,13,4,2,202,212
0,1,1,2,49,10,15,5,2,210,213
0,2,0,0,0,5,99,4,2,34,214
0,2,1,0,0,4,99,3,2,11,215
0,2,0,0,0,11,99,3,2,202,216
0,0,0,0,0,0,99,0,0,108,217
0,0,0,0,0,0,99,0,0,46,218
0,1,1,0,51,6,18,5,2,62,219
0,2,0,0,0,99,99,4,2,222,220
0,2,1,0,0,8,99,6,2,19,221
0,2,0,0,0,6,99,1,2,78,222
0,2,0,0,0,99,99,4,2,209,223
0,2,0,0,0,6,99,4,2,12,224
0,1,1,1,33,9,18,5,2,132,225
0,1,1,2,59,4,7,7,2,107,226
0,1,1,0,51,0,13,6,2,68,227
0,2,0,0,0,6,99,3,2,134,228
0,2,1,0,0,3,99,4,2,84,229
0,2,1,0,0,1,99,4,2,92,230
0,2,0,0,0,4,99,3,2,27,231
0,2,0,0,0,5,99,2,2,14,232
0,1,1,0,49,12,22,6,2,204,233
0,2,1,0,0,2,99,4,2,121,234
1,1,1,1,59,10,94,8,2,227,235
0,1,1,1,46,5,13,3,2,220,236
0,1,1,0,59,11,15,3,2,5,237
0,2,0,0,0,10,99,2,2,71,238
0,1,1,1,47,13,26,6,2,139,239
0,2,1,0,0,7,99,6,2,94,240
0,1,1,2,40,10,35,9,2,55,241
0,2,1,0,0,10,99,6,2,9,242
0,1,1,2,46,12,18,6,2,224,243
0,2,0,0,0,3,99,1,2,151,244
0,2,0,0,0,4,99,2,2,8,245
0,1,1,0,50,6,17,5,2,62,246
0,2,0,0,0,15,99,4,2,98,247
0,2,0,0,0,2,99,4,2,177,248
0,2,0,0,0,6,99,2,2,191,249
0,1,1,1,59,29,59,7,2,38,250
0,1,1,1,44,10,18,6,2,223,251
0,1,1,0,3,99,2,4,2,106,252
0,2,0,0,0,4,99,4,2,222,253
0,2,0,0,0,3,99,5,2,7,254
0,1,1,1,59,36,99,9,2,69,255
0,1,1,1,59,5,22,5,2,59,256
0,1,1,1,59,12,26,7,2,206,257
0,0,0,0,0,0,99,0,0,226,258
0,2,1,0,0,11,99,3,2,130,259
0,1,1,0,59,14,35,9,2,202,260
0,1,1,2,39,7,10,3,2,97,261
0,1,1,2,53,8,10,7,2,213,262
0,1,1,1,59,8,25,6,2,125,263
0,1,1,2,49,6,16,5,2,27,264
0,2,1,0,0,9,99,5,2,1,265
0,1,1,0,59,8,28,9,2,204,266
0,2,0,0,0,8,99,5,2,181,267
0,1,1,1,59,9,27,3,2,65,268
0,2,0,0,0,1,99,3,2,197,269
0,1,1,2,40,19,13,7,2,4,270
0,2,1,0,0,15,99,3,2,68,271
0,2,1,0,0,5,99,4,2,222,272
0,1,1,2,59,9,27,3,2,74,273
0,2,0,0,0,2,99,1,2,65,274
0,1,1,1,42,9,18,8,2,66,275
0,1,0,2,31,6,17,4,2,228,276
0,1,1,1,45,5,15,3,2,8,277
0,1,1,0,59,13,27,7,2,192,278
0,1,1,1,59,5,59,9,2,38,279
0,2,0,0,0,99,99,5,2,231,280
0,1,1,2,48,11,24,7,2,20,281
0,1,1,2,43,3,9,5,2,20,282
0,2,0,0,0,4,99,4,2,222,283
0,2,1,0,0,8,99,7,2,211,284
0,1,1,0,59,11,2,4,1,49,285
0,2,1,0,0,16,99,7,2,2,286
0,1,1,0,40,10,35,7,2,64,287
0,1,1,0,0,5,99,4,2,101,288
0,1,1,0,59,5,45,6,2,76,289
0,1,1,0,59,7,13,5,2,66,290
0,0,0,0,0,0,99,0,0,204,291
0,1,1,2,49,5,40,6,2,206,292
0,1,1,0,59,12,13,6,1,180,293
0,2,0,0,0,11,99,5,2,109,294
0,1,1,0,59,8,27,8,2,87,295
0,0,0,0,0,0,99,0,0,103,296
0,0,0,0,0,0,99,0,0,117,297
0,2,0,0,0,9,99,4,2,163,298
0,1,1,2,59,12,27,5,2,38,299
0,2,0,0,0,8,99,2,2,118,300
0,1,1,1,39,10,29,1,2,81,301
0,1,1,1,39,7,24,5,2,11,302
0,2,1,0,0,8,99,4,2,180,303
0,1,1,0,45,6,17,6,2,34,304
0,2,1,0,0,10,99,3,2,139,305
0,1,1,2,33,3,15,3,2,164,306
0,2,1,0,0,6,99,3,2,57,307
0,2,0,0,0,4,99,3,2,62,308
0,1,1,1,31,10,27,0,2,60,309
0,1,1,1,45,10,21,7,2,17,310
0,2,0,0,0,7,99,4,2,131,311
0,2,1,0,0,12,99,6,2,21,312
0,2,0,0,0,10,99,2,2,131,313
0,1,1,2,53,9,68,7,2,228,314
0,1,1,2,59,8,16,7,2,82,315
0,1,1,1,59,14,33,9,2,54,316
0,1,1,2,43,8,16,6,2,165,317
0,1,1,0,41,7,35,7,2,204,318
0,1,1,2,59,10,18,5,2,173,319
0,1,1,1,59,11,34,7,2,180,320
0,2,1,0,0,4,99,5,2,2,321
0,1,1,2,36,6,13,5,2,219,322
0,1,1,1,59,4,23,5,2,163,323
0,1,1,0,45,20,13,7,2,126,324
0,1,1,2,59,10,34,7,2,127,325
0,1,1,1,59,10,16,5,2,63,326
0,1,1,0,29,99,2,5,2,208,327
0,2,0,0,0,3,99,3,2,143,328
0,2,2,0,0,6,99,6,2,108,329
0,1,1,1,45,6,13,3,2,121,330
0,1,1,1,59,12,35,8,2,65,331
0,2,1,0,0,12,99,9,2,63,332
0,0,0,0,0,0,99,0,0,16,333
0,2,1,0,0,99,99,2,2,228,334
0,1,1,2,45,8,25,6,2,179,335
0,1,1,1,59,12,18,6,2,21,336
0,2,0,0,0,8,99,4,2,207,337
0,1,1,1,59,5,22,5,2,59,338
0,2,0,0,0,3,99,4,2,177,339
0,2,1,0,0,6,99,6,2,129,340
0,1,1,2,59,8,18,5,2,131,341
0,1,1,0,46,10,18,6,2,28,342
0,1,1,2,59,19,11,3,2,18,343
0,2,0,0,0,9,99,2,2,23,344
0,2,0,0,0,12,99,1,2,142,345
0,1,1,0,38,4,12,5,2,8,346
0,2,0,0,0,6,99,2,2,136,347
0,2,0,0,0,6,99,3,2,63,348
0,2,1,0,0,13,99,7,2,141,349
0,1,0,0,59,3,28,6,2,170,350
0,2,1,0,0,10,99,9,2,208,351
0,1,1,0,33,6,25,5,2,214,352
0,0,0,0,0,0,99,0,0,108,353
0,1,1,2,43,19,22,8,2,184,354
0,1,1,0,59,18,22,3,2,187,355
0,2,1,0,0,11,99,3,2,181,356
0,1,1,1,30,4,16,4,2,222,357
0,2,0,0,0,7,99,3,2,188,358
0,1,1,1,36,10,13,5,2,95,359
0,1,1,2,37,12,16,8,2,86,360
0,0,0,0,0,0,99,0,0,122,361
0,2,1,0,0,8,99,8,2,123,362
0,2,0,0,0,9,99,5,2,203,363
0,2,1,0,0,3,99,2,2,144,364
0,1,1,1,33,4,20,6,2,12,365
0,2,0,0,0,10,99,2,2,103,366
0,1,1,1,59,6,13,6,2,221,367
0,1,1,2,45,10,7,5,2,68,368
0,1,1,1,59,10,18,7,2,20,369
0,1,1,1,39,9,27,8,2,222,370
0,1,1,0,48,4,20,6,2,189,371
0,1,1,1,59,12,13,7,2,210,372
0,1,1,1,59,15,23,8,2,36,373
0,0,0,0,0,0,99,0,0,46,374
0,1,1,2,46,8,18,3,2,119,375
0,1,0,0,0,0,99,4,2,171,376
0,2,1,0,0,0,99,3,2,66,377
0,1,1,0,39,9,27,6,2,207,378
0,0,0,0,0,0,99,0,0,69,379
0,2,0,0,0,6,99,5,2,200,380
0,2,0,0,0,8,99,6,2,181,381
0,2,0,0,0,6,99,4,2,170,382
0,2,0,0,0,99,99,1,2,148,383
0,1,1,1,59,10,50,7,2,10,384
0,2,0,0,0,4,99,6,2,60,385
0,1,1,0,50,6,17,5,2,62,386
0,1,1,2,59,8,23,5,2,91,387
0,1,1,1,41,10,18,6,2,166,388
0,2,0,0,0,0,99,3,2,132,389
0,2,0,0,0,0,99,3,2,90,390
0,0,0,0,0,0,99,0,0,108,391
0,2,1,0,0,12,99,3,2,71,392
0,1,1,1,59,18,65,9,2,38,393
0,1,1,2,59,6,13,6,2,212,394
0,2,0,0,0,2,99,2,2,1,395
0,1,1,0,37,13,8,4,2,188,396
0,2,0,0,0,4,99,2,2,1,397
0,1,1,1,46,8,24,8,2,67,398
0,1,1,1,59,8,30,8,2,138,399
0,2,1,0,0,4,99,4,2,147,400
0,1,1,2,59,8,24,6,2,172,401
0,1,1,1,59,15,18,7,2,111,402
0,2,1,0,0,12,99,5,2,118,403
0,2,2,0,0,10,99,6,2,87,404
0,2,1,0,0,9,99,9,2,181,405
0,1,1,1,59,6,35,6,2,119,406
0,2,0,0,0,99,99,2,2,133,407
0,2,1,0,0,3,99,5,2,7,408
0,1,1,2,50,4,15,5,2,27,409
0,1,0,0,59,1,21,6,2,170,410
0,2,1,0,0,10,99,4,2,60,411
0,1,1,1,59,11,25,6,2,142,412
0,1,1,1,59,12,35,9,2,192,413
1,2,2,0,0,17,99,7,2,7,414
0,1,1,2,50,10,14,6,2,210,415
0,1,1,2,59,6,26,3,2,63,416
0,0,0,0,0,0,99,0,0,190,417
0,2,1,0,0,12,99,9,2,63,418
0,0,0,0,0,0,99,0,0,46,419
0,1,0,1,28,6,18,4,1,78,420
0,1,1,1,59,22,44,7,2,111,421
0,1,1,1,59,15,27,9,2,194,422
0,2,1,0,0,99,99,3,2,134,423
0,1,1,0,59,0,35,8,2,48,424
0,2,0,0,0,8,99,3,2,223,425
0,2,0,0,0,7,99,6,2,87,426
0,1,1,2,59,14,35,8,2,72,427
0,1,1,1,59,12,43,8,2,165,428
0,2,1,0,0,6,99,4,2,120,429
0,2,0,0,0,3,99,1,2,55,430
0,2,0,0,0,12,99,2,2,76,431
0,1,1,1,59,21,4,2,2,181,432
0,1,1,0,4,4,2,4,2,218,433
0,1,1,1,59,9,13,6,2,104,434
0,2,0,0,0,10,99,4,2,7,435
0,2,1,0,0,9,99,4,2,47,436
0,1,0,1,59,99,3,4,2,228,437
0,1,1,1,59,7,99,9,2,39,438
0,1,1,1,59,12,37,8,2,27,439
0,2,0,0,0,4,99,4,2,205,440
0,0,0,0,0,0,99,0,0,14,441
0,2,0,0,0,8,99,5,2,32,442
0,1,1,1,59,7,24,7,2,134,443
0,1,1,1,42,9,28,9,2,23,444
0,1,1,1,46,10,17,7,2,24,445
0,2,1,0,0,6,99,3,2,19,446
0,1,1,2,59,4,13,5,2,211,447
0,2,0,0,0,7,99,3,2,8,448
0,2,1,0,0,9,99,3,2,213,449
0,2,1,0,0,4,99,2,2,8,450
0,2,1,0,0,12,99,9,2,63,451
0,1,1,2,38,6,27,9,2,227,452
0,0,0,0,0,0,99,0,0,89,453
0,2,1,0,0,11,99,5,2,184,454
0,2,0,0,0,8,99,2,2,193,455
0,1,1,2,29,3,16,3,2,164,456
0,2,0,0,0,21,99,4,2,65,457
0,2,0,0,0,4,99,1,2,130,458
0,1,1,1,34,4,14,3,2,148,459
0,1,1,1,59,26,23,8,2,36,460
0,2,1,0,0,99,99,2,2,228,461
0,2,0,0,0,4,99,4,2,154,462
0,1,1,0,59,2,13,4,2,46,463
0,1,1,0,59,11,23,6,2,159,464
0,1,1,1,56,7,24,6,2,203,465
0,1,1,0,59,4,35,6,2,60,466
0,2,1,0,0,99,99,1,2,120,467
0,2,0,0,0,6,99,1,2,129,468
0,0,0,0,0,0,99,0,0,116,469
0,2,0,0,0,10,99,4,2,119,470
0,1,1,1,59,10,24,8,2,172,471
0,2,0,0,0,4,99,4,2,162,472
0,2,1,0,0,7,99,6,2,110,473
0,1,1,2,59,17,60,7,1,27,474
0,1,1,1,59,11,18,3,2,231,475
0,2,1,0,0,8,99,4,2,203,476
0,2,1,0,0,1,99,4,2,216,477
0,0,0,0,0,0,99,0,0,86,478
0,1,1,2,42,7,20,5,2,203,479
0,1,1,2,41,3,16,5,2,127,480
0,2,1,0,0,8,99,6,2,197,481
0,0,0,0,0,0,99,0,0,122,482
0,1,1,1,23,6,35,5,2,204,483
0,1,1,0,59,8,44,7,2,38,484
0,1,2,1,32,6,31,9,2,4,485
0,2,1,0,0,6,99,6,2,129,486
0,1,1,1,34,3,25,7,2,182,487
0,1,2,0,39,6,14,3,2,165,488
0,2,0,0,0,8,99,3,2,90,489
0,2,1,0,0,10,99,4,2,170,490
0,1,1,0,40,8,31,6,2,207,491
0,2,2,0,0,7,99,6,2,92,492
0,2,1,0,0,6,99,6,2,129,493
0,2,1,0,0,1,99,2,2,52,494
0,1,1,2,59,9,22,9,2,67,495
0,2,1,0,0,8,99,4,2,36,496
0,2,0,0,0,7,99,3,2,47,497
0,2,1,0,0,7,99,2,2,231,498
0,1,1,0,39,7,62,9,2,99,499
0,1,1,2,37,22,14,6,2,207,500
0,2,0,0,0,4,99,4,2,180,501
0,1,1,1,37,12,16,6,2,166,502
0,1,1,1,34,4,6,3,2,213,503
0,1,1,1,48,10,35,7,2,119,504
0,2,0,0,0,8,99,2,2,70,505
0,2,0,0,0,1,99,2,2,1,506
0,2,1,0,0,99,99,1,2,120,507
0,2,0,0,0,12,99,2,2,16,508
0,2,0,0,0,3,99,3,2,194,509
0,1,1,0,59,12,16,6,2,23,510
0,2,0,0,0,10,99,4,2,69,511
0,1,1,2,59,6,17,4,2,206,512
0,2,0,0,0,10,99,3,2,223,513
0,2,0,0,0,6,99,4,2,160,514
0,0,0,0,0,0,99,0,0,94,515
0,2,0,0,0,6,99,4,2,60,516
0,1,1,2,36,10,30,8,2,130,517
0,2,0,0,0,3,99,3,2,32,518
0,2,1,0,0,6,99,6,2,130,519
0,1,1,1,59,9,27,7,2,187,520
0,2,1,0,0,4,99,4,2,71,521
0,1,1,1,59,12,60,7,2,74,522
0,1,1,0,59,11,11,6,2,32,523
0,1,1,1,34,3,18,5,2,165,524
0,1,1,2,59,53,10,5,2,107,525
0,2,0,0,0,1,99,1,2,136,526
0,1,1,2,49,11,15,6,2,28,527
0,1,1,0,44,1,30,7,2,203,528
0,2,0,0,0,6,99,3,2,8,529
0,1,2,1,59,2,11,4,2,1,530
0,1,2,1,59,6,99,9,2,69,531
0,1,1,1,59,5,27,5,2,125,532
0,1,1,1,15,8,11,4,2,174,533
0,1,1,2,59,5,44,9,2,69,534
0,2,1,0,0,7,99,6,2,227,535
0,2,0,0,0,18,99,1,2,32,536
0,0,0,0,0,0,99,0,0,226,537
0,2,0,0,0,4,99,4,2,207,538
0,2,0,0,0,11,99,2,2,96,539
0,1,1,1,59,7,33,5,2,6,540
0,1,1,1,59,10,16,7,2,33,541
0,0,0,0,0,0,99,0,0,85,542
0,0,0,0,0,0,99,0,0,190,543
0,2,0,0,0,99,99,3,2,83,544
0,1,1,0,59,10,11,6,2,32,545
0,1,1,0,40,11,11,5,2,19,546
0,1,1,1,59,10,27,5,2,60,547
0,1,1,2,59,30,55,7,2,180,548
0,2,1,0,0,4,99,2,2,8,549
0,2,1,0,59,6,11,2,2,81,550
0,2,1,0,0,8,99,3,2,32,551
0,1,2,1,59,4,21,4,2,1,552
0,0,0,0,0,0,99,0,0,43,553
0,2,0,0,0,4,99,4,2,47,554
0,1,1,0,59,6,16,6,2,193,555
0,1,1,1,59,10,27,6,2,17,556
0,1,1,0,59,10,18,7,2,141,557
0,0,0,0,0,0,99,0,0,93,558
0,1,1,1,32,12,12,6,2,116,559
0,0,0,0,0,0,99,0,0,16,560
0,1,1,1,25,8,6,3,2,146,561
0,1,1,2,28,17,12,5,2,226,562
0,1,0,0,0,4,99,5,2,134,563
0,2,0,0,0,3,99,4,2,1,564
0,2,0,0,0,6,99,4,2,60,565
0,2,0,0,0,6,99,1,2,119,566
0,2,0,0,0,4,99,5,2,43,567
0,2,1,0,0,7,99,2,2,101,568
0,0,0,0,0,0,99,0,0,112,569
0,2,0,0,0,6,99,5,2,203,570
0,2,0,0,0,99,99,5,2,231,571
0,1,1,1,41,8,99,9,2,55,572
0,1,1,1,59,11,13,7,2,216,573
0,2,0,0,0,4,99,4,2,19,574
0,1,1,1,59,19,33,8,2,211,575
0,2,1,0,0,6,99,6,2,180,576
0,2,0,0,0,9,99,6,2,14,577
0,1,1,2,59,6,13,7,2,220,578
0,1,1,1,59,8,27,4,2,159,579
0,1,1,0,34,7,41,7,2,134,580
0,2,0,0,0,2,99,3,2,23,581
0,2,0,0,0,5,99,5,2,177,582
0,1,0,1,59,7,15,3,2,119,583
0,1,1,1,38,3,21,6,2,151,584
0,1,1,1,45,3,35,6,2,14,585
0,1,1,1,59,10,59,8,2,55,586
0,2,1,0,0,8,99,4,2,218,587
0,2,0,0,0,4,99,4,2,100,588
0,1,1,0,30,4,5,6,2,29,589
0,2,0,0,0,12,99,4,2,98,590
0,1,1,2,39,4,18,6,2,180,591
0,2,0,0,0,8,99,2,2,60,592
0,1,1,1,35,6,13,3,2,149,593
0,2,1,0,0,11,99,3,2,90,594
0,1,0,2,48,7,23,4,2,139,595
0,2,0,0,0,6,99,4,2,158,596
0,2,1,0,0,4,99,1,2,12,597
0,1,1,2,59,6,18,8,2,122,598
0,1,1,1,59,12,27,7,2,27,599
0,1,1,2,59,7,18,5,2,203,600
0,2,0,0,0,90,99,3,2,197,601
0,1,1,2,59,7,8,5,2,20,602
0,2,1,0,0,6,99,4,2,98,603
0,1,1,1,59,12,62,8,2,38,604
0,2,0,0,0,1,99,2,2,171,605
0,1,1,1,31,8,18,6,2,60,606
0,2,0,0,0,6,99,2,2,139,607
0,2,0,0,0,19,99,2,2,187,608
0,1,1,2,59,8,35,3,2,133,609
0,1,1,1,59,16,98,9,2,65,610
0,1,1,2,59,16,35,5,2,49,611
0,2,0,0,0,13,99,4,2,98,612
0,2,1,0,0,99,99,2,2,228,613
0,2,0,0,0,4,99,1,2,8,614
0,1,1,0,44,6,12,5,2,188,615
0,0,0,0,0,0,99,0,0,180,616
0,2,0,0,0,4,99,2,2,32,617
0,2,0,0,0,6,99,1,2,134,618
0,2,0,0,0,3,99,4,2,224,619
0,1,1,0,36,3,17,6,2,22,620
0,1,1,1,50,6,20,6,2,183,621
0,1,1,1,26,99,6,5,2,50,622
0,1,1,0,51,6,22,5,2,64,623
0,1,1,1,41,11,29,7,2,78,624
0,1,1,2,59,8,30,6,2,28,625
0,1,1,1,59,20,35,6,2,158,626
0,1,1,1,59,7,23,9,2,2,627
0,0,0,0,0,0,99,0,0,93,628
0,2,1,0,0,8,99,5,2,66,629
