household_id,individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK
85,267352,3,1,75,4,0,0,2,1,0,0,1,3,0,9,2
86,229360,0,0,24,0,0,0,2,1,7,0,1,1,2,9,1
86,229361,1,1,25,0,0,0,2,2,7,6,2,1,2,3,1
87,229354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
87,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,19,1
88,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,17,1
89,229354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
89,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,5,1
90,207349,0,0,38,5,0,0,2,1,6,0,1,1,2,5,1
90,207350,3,1,72,0,0,0,2,1,6,0,1,3,0,5,1
91,229344,0,0,38,5,0,0,2,1,6,0,1,1,1,9,1
92,229354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
92,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,19,1
93,229354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
93,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,19,1
94,229360,0,0,34,0,0,0,2,1,6,0,1,1,1,99,1
94,229361,1,1,37,0,0,0,2,1,6,0,1,1,2,9,1
94,229362,2,0,14,5,0,0,2,2,2,4,2,0,0,0,0
94,229363,2,1,5,5,0,0,2,2,1,2,2,0,0,0,0
95,235949,0,0,38,0,0,0,2,1,6,0,1,1,1,15,1
95,235950,1,1,36,0,0,0,2,1,6,0,1,1,2,9,2
95,235951,2,0,4,5,0,0,0,1,1,0,1,0,0,0,0
95,235952,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
96,229354,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
96,229355,3,1,76,3,0,0,2,1,6,0,1,3,2,10,1
97,207349,0,0,38,0,0,0,2,1,6,0,1,1,2,9,1
97,207350,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
97,207351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
97,207352,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
98,227944,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
98,227945,1,1,34,0,0,0,2,1,6,0,1,3,2,0,1
98,227946,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
98,227947,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
99,235911,0,0,41,0,5,2,4,1,6,0,1,1,1,9,1
99,235912,1,1,39,0,5,2,3,1,6,0,1,3,2,0,1
99,235913,2,1,14,5,5,3,3,2,2,4,2,0,0,0,0
99,235914,2,0,15,5,5,0,2,2,4,5,2,0,0,0,0
99,235915,2,1,5,5,5,0,2,2,1,2,2,0,0,0,0
99,235916,2,1,4,5,5,0,0,1,0,0,1,0,0,0,0
99,235917,3,1,55,5,5,3,1,1,0,0,1,3,0,0,1
100,283344,0,0,37,5,0,0,2,1,6,0,1,1,1,5,2
100,283345,3,1,76,0,0,0,2,1,6,0,1,1,2,8,1
101,207349,0,0,38,0,0,0,2,1,6,0,1,1,2,5,1
101,207350,1,1,35,0,0,0,2,1,6,0,1,1,2,1,1
102,229344,0,0,37,5,0,0,2,1,9,0,1,1,1,9,1
102,229345,7,0,36,5,0,0,2,1,6,0,1,1,2,9,1
103,235944,0,0,38,0,0,0,2,1,4,0,1,1,1,19,1
103,235945,1,1,39,0,0,0,2,1,7,0,1,1,1,3,1
103,235946,2,0,4,5,0,0,0,1,1,0,1,0,0,0,0
103,235947,2,0,7,5,0,0,2,2,1,3,2,0,0,0,0
104,267349,0,0,38,5,0,0,2,1,6,0,1,1,1,99,1
104,267350,3,1,75,4,0,0,2,1,6,0,1,3,0,4,1
105,267349,0,0,38,5,0,0,2,1,6,0,1,1,1,9,1
105,267350,3,1,75,4,0,0,2,1,6,0,1,3,0,6,1
106,265349,0,0,38,0,0,0,2,1,6,0,1,1,1,9,1
106,265350,1,1,37,0,7,0,2,1,6,0,1,1,2,7,1
106,265351,2,0,4,5,7,0,0,1,0,0,1,0,0,0,0
106,265352,3,1,75,4,0,0,2,1,0,0,1,3,0,4,1
107,229354,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
107,229355,3,1,76,3,0,0,2,1,6,0,1,3,2,5,1
108,235949,0,0,38,0,0,0,2,1,6,0,1,1,1,19,1
108,235950,1,1,39,0,0,0,2,1,6,0,1,1,2,5,2
108,235951,2,0,4,5,0,0,0,1,1,0,1,0,0,0,0
108,235952,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
109,229360,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
110,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,9,1
110,267350,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
110,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
110,267352,3,1,75,4,0,0,2,1,0,0,1,3,0,9,2
111,265743,0,1,38,5,0,0,2,1,7,0,1,1,1,15,1
112,227944,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
112,227945,1,1,34,0,0,0,2,1,6,0,1,3,2,0,1
112,227946,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
113,265349,0,0,38,0,0,0,2,1,6,0,1,1,1,9,1
113,265350,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
113,265351,2,0,4,5,0,0,0,1,1,0,1,0,0,0,0
113,265352,3,1,76,4,0,0,2,1,0,0,1,3,0,9,2
114,235911,0,0,41,0,5,2,4,1,6,0,1,1,2,17,1
114,235912,1,1,34,0,5,2,3,1,6,0,1,3,2,1,1
114,235913,2,1,15,5,5,3,3,2,3,5,2,0,0,0,0
114,235914,2,0,16,5,5,0,3,2,4,5,2,3,0,9,2
114,235915,3,1,76,0,5,3,1,1,0,0,1,3,2,0,1
115,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,7,1
115,267350,1,1,35,0,0,0,2,1,6,0,1,1,2,3,1
115,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
115,267352,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
116,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
117,207349,0,0,38,5,0,0,2,1,6,0,1,1,2,9,1
117,207350,3,1,72,4,0,0,2,1,6,0,1,3,0,0,1
118,265743,0,1,55,4,0,0,2,1,7,0,1,1,1,15,1
119,229360,0,0,24,0,0,0,2,1,7,0,1,1,2,9,1
119,229361,1,1,28,0,0,0,2,2,7,6,2,1,2,9,1
119,229362,2,1,4,5,0,0,0,2,1,1,3,0,0,0,0
119,229363,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
120,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
120,267350,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
120,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
120,267352,3,1,75,4,0,0,2,1,0,0,1,3,0,9,2
121,65789,0,0,53,0,0,0,2,1,6,0,1,1,1,7,1
121,65790,1,1,55,0,0,0,2,1,7,0,1,3,0,0,1
121,65791,2,0,39,5,0,0,2,1,7,0,1,2,2,5,1
121,65792,3,1,85,4,0,0,2,1,6,0,1,3,0,5,2
122,267349,0,0,38,0,5,0,2,1,6,0,1,1,1,99,1
122,267350,1,1,35,0,5,0,2,1,6,0,1,3,2,0,1
122,267351,2,0,4,5,5,0,0,1,0,0,1,0,0,0,0
122,267352,3,1,75,4,5,0,2,1,0,0,1,3,0,9,1
123,229380,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
124,265743,0,1,55,4,0,0,2,1,7,0,1,1,1,15,1
125,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
126,207349,0,0,38,0,0,0,2,1,6,0,1,1,2,9,1
126,207350,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
126,207351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
126,207352,3,1,77,0,0,0,2,1,0,0,1,3,0,5,1
127,251347,0,0,57,0,0,0,2,1,6,0,1,1,2,9,1
127,251348,1,1,53,0,0,0,2,1,6,0,1,3,2,5,1
128,229340,0,0,24,5,0,0,2,1,7,0,1,1,2,9,1
129,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
130,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
130,229345,7,0,36,5,0,0,2,1,6,0,1,1,2,8,1
131,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
131,229345,4,1,36,5,0,0,2,1,6,0,1,1,2,0,1
131,229346,2,0,14,5,0,0,2,2,2,4,2,0,0,0,0
132,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
132,267350,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
132,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
132,267352,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
133,265743,0,1,55,4,0,0,2,1,7,0,1,1,1,15,1
134,209354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
134,209355,1,0,76,0,0,0,2,1,6,0,1,3,0,5,1
135,229340,0,0,24,0,0,0,2,1,7,0,1,1,2,9,1
135,229341,1,1,22,0,0,0,2,1,7,0,1,1,2,3,1
136,267349,0,0,38,5,0,0,2,1,6,0,1,1,1,99,1
136,267350,3,1,76,3,0,0,2,1,6,0,1,3,0,5,1
137,209354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
137,209355,1,0,76,0,0,0,2,1,6,0,1,3,0,5,1
138,207949,0,0,38,0,0,0,2,1,6,0,1,1,2,19,1
138,207950,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
138,207951,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
138,207952,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
139,229354,0,1,81,0,0,0,2,1,6,0,1,3,0,5,1
139,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,5,1
140,207349,0,0,38,5,0,0,2,1,6,0,1,1,2,9,1
140,207350,3,1,72,4,0,0,2,1,6,0,1,3,0,0,1
141,229360,0,0,31,5,0,0,2,1,9,0,1,1,2,7,1
142,227944,0,0,38,0,0,0,2,1,6,0,1,1,1,99,2
142,227945,1,1,34,0,0,0,2,1,6,0,1,3,2,0,1
142,227946,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
142,227947,2,0,7,5,0,0,2,2,1,3,2,0,0,0,0
143,215349,0,0,37,5,0,0,2,1,6,0,1,1,2,9,1
143,215350,3,1,76,4,0,0,2,1,6,0,1,3,0,1,1
144,251344,0,0,74,0,0,0,2,1,6,0,1,3,0,9,1
144,251345,1,1,67,0,0,0,2,1,6,0,1,3,2,8,1
145,215349,0,0,38,5,0,0,2,1,6,0,1,1,1,99,1
145,215350,2,0,9,5,0,0,2,2,1,2,2,0,0,0,0
146,265349,0,0,38,0,7,0,2,1,6,0,1,1,1,9,1
146,265350,1,1,39,0,7,0,2,1,6,0,1,1,2,0,2
146,265351,2,0,7,5,7,0,2,2,1,3,2,0,0,0,0
146,265352,3,1,75,4,4,0,2,1,0,0,1,3,0,7,1
147,229354,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
147,229355,3,1,76,3,0,0,2,1,6,0,1,3,2,10,1
148,229360,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
149,229354,0,0,31,5,0,0,2,1,6,0,1,1,1,7,1
149,229355,3,1,76,3,0,0,2,1,6,0,1,3,2,5,1
150,229344,0,0,38,5,0,0,2,1,9,0,1,1,1,9,1
150,229345,7,0,31,5,0,0,2,2,7,6,2,1,2,0,1
151,229354,0,1,85,0,0,0,2,1,6,0,1,3,0,5,1
151,229355,1,0,76,0,0,0,2,1,6,0,1,3,0,5,1
152,67327,0,0,31,0,0,0,2,1,7,0,1,1,2,19,1
152,67328,1,1,35,0,0,0,2,1,7,0,1,3,2,0,1
152,67329,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
152,67330,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0
153,229344,0,0,37,5,0,0,2,1,9,0,1,1,1,9,1
154,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
154,267350,1,1,35,0,0,0,2,1,6,0,1,3,2,0,1
154,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
154,267352,3,1,85,4,0,0,2,1,0,0,1,3,0,3,1
155,229360,0,0,34,0,0,0,2,1,6,0,1,1,1,7,1
155,229361,1,1,37,0,0,0,2,1,6,0,1,1,2,9,1
155,229362,2,1,14,5,0,0,2,2,2,4,2,0,0,0,0
155,229363,2,0,5,5,0,0,2,2,1,2,2,0,0,0,0
156,267349,0,0,38,5,0,0,2,1,6,0,1,1,1,9,1
156,267350,3,1,75,4,0,0,2,1,6,0,1,3,0,0,1
157,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,99,1
157,267350,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
157,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
157,267352,3,1,75,4,0,0,2,1,0,0,1,3,0,9,2
158,267349,0,0,38,0,0,0,2,1,6,0,1,1,1,9,1
158,267350,1,1,35,0,0,0,2,1,6,0,1,3,0,0,1
158,267351,2,0,4,5,0,0,0,1,0,0,1,0,0,0,0
158,267352,3,1,75,4,0,0,2,1,0,0,1,3,0,9,1
159,67220,0,0,62,0,0,0,2,1,7,0,1,1,2,2,1
159,67221,1,1,51,0,0,0,2,1,7,0,1,3,2,0,1
