province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month,loyalty_history_id,country
7,12,27,2,1,68338,3,3,6281.2,1,2018,2,0.0,0.0,97,1
9,13,15,2,1,84585,2,1,17478.8,2,2015,11,0.0,0.0,98,1
9,13,11,2,2,0,2,2,11319.04,2,2013,8,0.0,0.0,99,1
9,13,10,1,1,64917,2,2,11011.91,2,2014,2,0.0,0.0,100,1
9,13,16,2,2,0,3,2,3642.96,2,2014,1,0.0,0.0,101,1
7,20,34,2,1,64186,2,3,12756.98,2,2012,12,0.0,0.0,102,1
7,20,17,2,4,60343,2,3,9527.82,2,2016,6,0.0,0.0,103,1
2,24,50,2,3,95745,2,3,8331.55,2,2016,8,0.0,0.0,104,1
7,10,31,1,2,0,3,3,5325.37,2,2017,12,0.0,0.0,105,1
7,21,24,2,1,60881,3,3,2662.51,2,2018,1,2018.0,9.0,106,1
7,15,18,2,2,0,3,2,3928.4,2,2013,2,0.0,0.0,107,1
2,22,39,1,1,80899,2,2,9982.57,2,2012,12,0.0,0.0,108,1
2,24,50,2,1,79849,2,2,5606.71,2,2013,11,0.0,0.0,109,1
7,12,22,1,1,63105,2,2,3857.76,2,2013,3,0.0,0.0,110,1
2,24,51,2,2,0,3,3,4026.51,2,2014,8,0.0,0.0,111,1
4,10,5,2,1,97371,2,2,2904.3,2,2015,10,0.0,0.0,112,1
6,6,5,1,1,88920,3,3,2354.84,2,2013,10,0.0,0.0,113,1
1,7,36,1,1,125626,2,3,5053.94,2,2013,4,0.0,0.0,114,1
7,21,20,2,1,84440,2,2,7389.24,2,2014,1,0.0,0.0,115,1
7,21,32,2,2,0,3,3,2488.32,2,2013,2,0.0,0.0,116,1
7,14,18,2,2,0,3,3,5492.54,2,2017,12,0.0,0.0,117,1
2,24,51,1,1,55280,2,2,7817.01,2,2012,5,0.0,0.0,118,1
7,16,15,2,1,76134,2,1,6164.54,2,2012,5,0.0,0.0,119,1
7,21,33,1,1,56366,2,1,5799.58,1,2018,4,0.0,0.0,120,1
7,21,21,2,1,63877,3,1,2453.48,1,2018,4,0.0,0.0,121,1
7,21,33,2,1,63925,2,3,3691.16,2,2015,2,0.0,0.0,122,1
9,13,9,1,1,90216,1,3,2826.71,2,2017,7,0.0,0.0,123,1
2,21,31,2,1,86656,2,3,4960.97,2,2016,9,2018.0,2.0,124,1
7,21,30,2,1,73635,3,2,7564.67,2,2017,8,0.0,0.0,125,1
9,21,18,1,1,94651,2,3,2477.97,2,2015,6,2017.0,2.0,126,1
9,12,8,1,1,83554,2,3,7947.72,2,2013,8,0.0,0.0,127,1
7,21,33,2,1,78046,3,1,12325.43,2,2016,9,0.0,0.0,128,1
7,21,28,1,1,63504,2,2,4743.03,2,2018,4,0.0,0.0,129,1
7,14,11,2,1,63781,3,3,9224.13,2,2018,10,0.0,0.0,130,1
2,24,51,2,1,68018,2,3,8666.27,2,2012,11,0.0,0.0,131,1
2,27,53,2,1,72676,2,2,43584.38,1,2018,2,0.0,0.0,132,1
7,21,36,2,1,88561,2,1,7952.32,2,2014,12,0.0,0.0,133,1
7,21,22,2,4,0,1,2,5589.52,2,2015,7,2016.0,3.0,134,1
8,5,6,1,1,66612,1,2,8164.77,2,2017,7,0.0,0.0,135,1
6,10,6,1,1,57556,1,3,6898.61,2,2017,10,0.0,0.0,136,1
7,21,28,1,1,70373,1,1,15103.62,2,2013,3,0.0,0.0,137,1
7,21,29,2,1,74408,2,3,5133.39,2,2017,6,0.0,0.0,138,1
7,15,14,1,1,95723,2,1,4566.36,2,2013,1,0.0,0.0,139,1
1,6,16,2,1,89780,1,2,20054.16,2,2017,8,0.0,0.0,140,1
9,14,8,2,1,70994,2,1,8713.18,1,2018,4,0.0,0.0,141,1
9,9,13,1,1,56157,2,2,10705.57,2,2013,10,0.0,0.0,142,1
7,21,34,1,4,91380,1,2,2823.99,2,2012,10,0.0,0.0,143,1
7,21,29,2,1,73467,1,2,9375.21,2,2016,2,0.0,0.0,144,1
7,24,49,1,1,91476,3,1,5002.91,2,2017,10,2018.0,11.0,145,1
9,13,10,2,3,126420,2,1,7932.99,2,2015,10,0.0,0.0,146,1
6,8,3,1,1,87877,2,1,5966.46,2,2017,9,0.0,0.0,147,1
2,27,51,2,2,0,3,1,14535.97,2,2013,8,0.0,0.0,148,1
2,24,47,1,1,80622,3,2,7742.58,2,2012,9,0.0,0.0,149,1
7,21,22,1,4,86111,2,2,5486.54,2,2016,10,0.0,0.0,150,1
9,13,11,2,1,77805,2,1,5823.33,2,2015,8,0.0,0.0,151,1
2,27,53,1,1,84219,1,2,8849.56,2,2015,1,0.0,0.0,152,1
7,21,31,2,2,0,3,3,2657.1,2,2013,3,0.0,0.0,153,1
7,21,20,2,1,79389,1,2,11328.48,2,2014,2,0.0,0.0,154,1
7,21,20,1,1,73725,2,3,16897.23,2,2014,2,0.0,0.0,155,1
2,24,51,2,2,0,1,2,2999.43,2,2014,11,0.0,0.0,156,1
4,13,5,2,2,0,3,3,2250.17,2,2018,12,0.0,0.0,157,1
2,24,48,1,1,67527,2,1,8322.96,2,2018,10,0.0,0.0,158,1
2,29,52,2,2,0,3,2,2007.98,2,2013,10,0.0,0.0,159,1
7,17,20,1,1,84813,2,2,6879.22,2,2017,11,0.0,0.0,160,1
7,21,28,1,3,89101,2,3,2413.97,2,2013,10,0.0,0.0,161,1
9,13,11,1,1,83300,2,1,5276.99,2,2018,5,0.0,0.0,162,1
7,17,18,2,2,0,3,3,4085.01,2,2015,12,0.0,0.0,163,1
2,24,51,2,2,0,1,2,5148.39,2,2013,10,0.0,0.0,164,1
2,24,51,2,1,89425,2,3,18630.1,2,2016,9,0.0,0.0,165,1
9,12,16,1,2,0,2,3,4688.86,2,2013,9,0.0,0.0,166,1
7,21,32,1,1,75238,2,3,5359.56,2,2016,8,0.0,0.0,167,1
9,13,11,2,1,81393,2,1,2953.48,1,2018,4,0.0,0.0,168,1
9,14,15,2,1,91711,2,3,6857.16,2,2016,5,0.0,0.0,169,1
7,21,38,2,1,78758,2,2,4208.84,2,2018,6,0.0,0.0,170,1
9,13,10,2,1,87187,3,1,14638.86,1,2018,4,0.0,0.0,171,1
7,17,18,1,1,61468,2,1,10664.47,2,2017,4,0.0,0.0,172,1
9,18,9,1,2,0,2,2,5074.4,2,2016,12,0.0,0.0,173,1
7,21,31,1,2,0,3,2,2556.71,2,2013,11,0.0,0.0,174,1
11,29,55,2,1,53712,3,3,3418.66,2,2017,5,0.0,0.0,175,1
7,13,17,2,1,83782,2,1,8974.87,2,2015,9,0.0,0.0,176,1
10,17,41,2,2,0,3,3,2398.25,2,2015,5,0.0,0.0,177,1
7,21,20,2,1,73715,3,3,11255.89,2,2014,8,0.0,0.0,178,1
7,13,14,2,1,57703,1,2,3094.55,2,2016,2,0.0,0.0,179,1
2,27,53,2,2,0,3,3,2464.64,2,2015,5,0.0,0.0,180,1
7,21,34,1,2,0,2,2,4850.16,2,2012,6,0.0,0.0,181,1
7,12,8,1,1,58400,2,3,6260.0,2,2017,8,2018.0,5.0,182,1
7,13,20,1,2,0,2,2,7572.45,2,2016,9,0.0,0.0,183,1
2,26,52,2,2,0,3,2,4918.73,2,2016,10,0.0,0.0,184,1
7,21,21,2,2,0,3,3,2573.49,2,2014,6,0.0,0.0,185,1
2,6,46,2,1,86501,1,2,11263.7,2,2016,5,0.0,1.0,186,1
7,21,23,2,2,0,3,3,4340.9,2,2014,2,0.0,0.0,187,1
2,24,49,2,1,59063,2,3,7503.89,2,2017,6,2018.0,12.0,188,1
10,15,29,1,1,87239,2,2,3829.49,2,2016,8,0.0,0.0,189,1
2,24,51,1,3,257780,2,3,2289.62,2,2013,10,0.0,0.0,190,1
7,21,29,2,1,71217,2,3,5584.65,2,2017,8,0.0,0.0,191,1
7,21,31,2,1,81650,2,1,56863.54,2,2015,10,0.0,0.0,192,1
9,13,12,2,1,85456,1,2,10547.54,2,2015,11,0.0,0.0,193,1
2,26,52,2,1,69163,3,3,8179.59,2,2013,6,2016.0,3.0,194,1
9,14,8,1,2,0,3,2,5941.88,2,2012,3,0.0,0.0,195,1
10,6,10,1,1,80357,2,2,20777.02,2,2012,4,0.0,0.0,196,1
9,7,6,1,1,58081,1,2,4516.14,2,2012,7,0.0,0.0,197,1
7,17,17,2,2,0,3,2,7266.58,2,2014,4,0.0,0.0,198,1
9,21,22,2,4,79742,2,2,9299.35,2,2013,8,0.0,0.0,199,1
7,13,23,1,1,91332,1,1,6726.31,2,2017,10,0.0,0.0,200,1
7,20,18,1,2,0,2,2,4802.3,2,2018,10,0.0,0.0,201,1
2,24,51,2,1,80311,2,2,11071.78,2,2016,8,0.0,0.0,202,1
9,7,15,1,1,86444,2,2,2458.74,2,2015,11,0.0,0.0,203,1
7,13,29,1,2,0,3,1,8359.36,2,2014,1,0.0,0.0,204,1
10,14,43,1,1,73077,1,1,1946.31,2,2014,9,2016.0,12.0,205,1
2,24,51,2,5,135211,1,3,2203.86,2,2015,11,0.0,0.0,206,1
7,21,31,1,1,78853,3,3,8110.07,2,2012,4,0.0,0.0,207,1
2,24,52,2,2,0,2,3,2454.12,2,2016,3,2018.0,0.0,208,1
7,13,11,1,5,100218,2,2,11255.66,2,2015,1,0.0,0.0,209,1
7,19,30,2,1,101700,2,3,4689.57,2,2016,7,0.0,0.0,210,1
10,18,36,2,2,0,2,2,3027.36,2,2014,8,2017.0,2.0,211,1
2,4,44,2,1,89936,1,3,5738.86,2,2015,8,0.0,0.0,212,1
7,21,34,2,1,63492,1,3,3323.0,2,2016,12,2017.0,8.0,213,1
1,8,33,2,1,67111,2,2,5622.95,2,2016,5,0.0,0.0,214,1
9,12,15,1,2,0,3,2,4225.43,2,2013,9,0.0,0.0,215,1
7,21,23,1,1,90279,2,1,10859.83,2,2018,7,0.0,0.0,216,1
7,21,27,2,4,60948,2,3,8590.04,2,2014,3,0.0,0.0,217,1
2,21,36,2,1,80562,2,3,5451.76,2,2012,8,0.0,0.0,218,1
5,18,1,1,2,0,2,2,6037.37,2,2014,9,0.0,0.0,219,1
7,8,32,2,1,92410,3,3,16575.12,2,2017,12,0.0,0.0,220,1
4,12,5,2,1,81317,1,3,7073.12,2,2014,8,0.0,0.0,221,1
2,24,49,2,1,83850,2,3,2923.22,2,2015,5,2016.0,1.0,222,1
2,6,42,1,2,0,3,2,4460.41,2,2017,11,0.0,0.0,223,1
7,21,28,2,1,96626,2,1,5771.38,2,2013,6,0.0,0.0,224,1
1,7,37,1,1,77094,2,3,2301.52,2,2016,4,0.0,0.0,225,1
9,13,10,2,1,70964,2,2,5742.72,2,2015,3,0.0,0.0,226,1
2,24,49,1,4,67850,2,1,7526.12,2,2014,3,0.0,9.0,227,1
2,27,53,2,2,0,2,2,8995.72,2,2016,10,0.0,0.0,228,1
2,24,48,1,1,52366,2,2,23546.35,2,2013,5,0.0,0.0,229,1
9,13,11,1,2,0,3,3,2670.69,2,2014,3,0.0,0.0,230,1
7,12,35,1,1,79111,2,1,3687.36,2,2016,8,0.0,0.0,231,1
2,24,51,1,1,103141,1,2,8607.58,2,2015,5,0.0,0.0,232,1
7,14,10,2,1,62947,2,2,2837.96,2,2015,2,0.0,0.0,233,1
7,29,41,2,2,0,3,3,2800.94,2,2015,6,2017.0,11.0,234,1
8,5,5,2,1,80135,2,2,2510.2,2,2013,12,0.0,0.0,235,1
2,6,48,1,1,61015,1,1,5557.09,2,2016,9,0.0,0.0,236,1
7,23,20,2,1,90706,2,3,10163.63,2,2012,8,0.0,0.0,237,1
9,13,9,1,1,100375,2,3,5061.3,2,2014,10,0.0,0.0,238,1
7,21,32,1,1,78138,3,3,3516.71,2,2018,10,0.0,0.0,239,1
7,21,27,1,1,65252,3,3,8225.62,2,2013,8,0.0,0.0,240,1
4,7,7,2,1,79014,1,2,4875.75,2,2018,11,0.0,0.0,241,1
9,13,9,2,1,81529,3,2,3175.06,1,2018,4,0.0,0.0,242,1
7,21,26,2,1,79046,3,1,8656.13,2,2018,10,0.0,0.0,243,1
2,24,53,1,1,64053,2,2,21940.43,1,2018,2,0.0,0.0,244,1
4,7,5,2,1,89394,2,3,2645.6,2,2014,7,0.0,0.0,245,1
7,13,16,2,1,71540,2,3,26322.15,2,2015,8,0.0,0.0,246,1
7,21,21,2,2,0,2,2,5021.95,2,2014,10,2017.0,6.0,247,1
2,23,51,2,2,0,2,3,9030.4,2,2013,9,0.0,0.0,248,1
2,24,46,1,1,64508,2,1,3337.38,2,2018,8,0.0,0.0,249,1
9,13,10,2,4,42981,2,3,16567.0,2,2013,7,2016.0,9.0,250,1
7,21,21,1,2,0,3,2,11149.56,1,2018,3,0.0,0.0,251,1
2,26,30,2,1,0,2,3,2651.06,2,2015,8,2017.0,1.0,252,1
7,21,23,2,1,81321,2,3,10078.62,2,2017,3,0.0,0.0,253,1
2,24,51,1,2,0,1,2,25732.98,2,2016,7,0.0,0.0,254,1
4,13,5,2,1,98500,2,3,49686.58,2,2018,10,0.0,0.0,255,1
2,24,52,1,1,38631,2,3,5402.5,1,2018,4,0.0,0.0,256,1
9,13,14,2,2,0,2,3,8346.38,2,2013,8,0.0,0.0,257,1
2,21,48,2,1,82866,2,2,57236.99,2,2016,10,0.0,0.0,258,1
3,29,38,1,5,98171,2,3,4436.21,2,2018,5,0.0,0.0,259,1
7,21,19,1,1,67028,2,3,3272.26,2,2016,5,0.0,0.0,260,1
7,21,28,2,1,62631,1,1,5447.2,2,2015,8,0.0,0.0,261,1
9,13,10,1,1,87819,2,2,2830.74,2,2016,12,0.0,0.0,262,1
7,21,20,1,1,74217,1,2,11007.77,2,2017,3,0.0,0.0,263,1
3,29,36,1,1,70116,2,3,12331.1,2,2012,6,0.0,0.0,264,1
7,14,20,1,4,77025,2,3,2812.38,2,2015,1,0.0,0.0,265,1
7,21,22,2,2,0,3,3,8752.18,2,2012,2,0.0,0.0,266,1
7,21,30,1,4,78831,2,2,8154.24,2,2016,10,0.0,0.0,267,1
3,21,31,1,1,97101,2,3,19223.62,2,2012,9,0.0,0.0,268,1
9,13,13,1,1,93439,2,1,5182.43,2,2015,7,0.0,0.0,269,1
7,21,19,2,1,68868,3,2,2900.45,2,2012,11,0.0,0.0,270,1
2,24,51,1,1,71109,3,3,13104.1,2,2018,9,0.0,0.0,271,1
7,14,12,1,1,54763,1,3,7994.48,1,2018,4,0.0,0.0,272,1
1,6,38,2,4,65734,2,2,13728.5,2,2014,7,2017.0,3.0,273,1
9,19,18,1,1,61912,3,1,4049.06,2,2014,1,0.0,0.0,274,1
7,21,31,1,1,58604,2,3,9895.62,2,2017,8,0.0,0.0,275,1
2,24,52,1,4,79478,1,2,7474.6,2,2016,6,0.0,0.0,276,1
7,14,14,2,1,78573,2,2,8680.98,2,2017,8,0.0,0.0,277,1
1,11,33,1,2,0,3,1,2775.7,2,2017,6,0.0,0.0,278,1
9,14,7,1,1,63034,2,3,2901.06,2,2014,10,0.0,0.0,279,1
7,11,19,2,5,78397,2,3,3414.92,2,2016,7,2017.0,5.0,280,1
7,21,33,1,2,0,2,3,2432.54,2,2017,6,0.0,0.0,281,1
3,29,37,1,1,53576,3,1,14349.28,2,2016,6,0.0,0.0,282,1
7,20,20,1,2,0,2,3,22696.28,2,2015,2,0.0,0.0,283,1
2,24,51,2,1,57829,2,1,10484.68,2,2013,9,0.0,0.0,284,1
2,24,51,1,4,73677,2,1,10708.5,2,2016,4,0.0,0.0,285,1
7,21,32,1,4,59515,2,3,2445.71,2,2015,2,0.0,0.0,286,1
7,21,34,2,1,74198,2,3,2874.15,2,2016,10,0.0,0.0,287,1
9,15,16,1,2,0,2,3,21047.25,2,2013,4,0.0,0.0,288,1
4,13,32,1,2,0,3,3,2784.02,2,2018,11,0.0,11.0,289,1
4,6,5,2,1,54098,2,3,21359.9,2,2015,5,0.0,0.0,290,1
9,13,10,2,4,81530,2,2,4202.01,1,2018,2,0.0,0.0,291,1
7,17,30,1,4,77004,2,3,3511.48,2,2017,6,2017.0,6.0,292,1
4,12,7,1,1,70528,2,1,4115.01,2,2018,7,0.0,0.0,293,1
2,26,46,2,1,89789,2,3,7252.97,2,2014,4,0.0,0.0,294,1
1,13,38,2,1,69368,2,1,10406.36,2,2012,10,0.0,0.0,295,1
2,24,50,2,1,66069,1,3,5657.8,2,2015,3,0.0,0.0,296,1
9,13,13,1,1,59242,3,2,5879.29,2,2016,3,0.0,0.0,297,1
7,18,18,2,2,0,2,3,7597.71,2,2013,6,0.0,0.0,298,1
2,24,51,2,1,57300,2,3,3049.49,1,2018,4,0.0,12.0,299,1
9,13,16,1,1,73272,2,1,7028.48,2,2014,6,0.0,0.0,300,1
7,21,30,2,4,59701,1,1,7557.72,2,2012,8,0.0,0.0,301,1
7,21,31,2,2,0,3,2,2799.01,2,2017,6,0.0,0.0,302,1
9,13,11,1,1,88884,2,1,8686.75,2,2014,7,0.0,0.0,303,1
7,13,30,2,1,61185,2,3,2896.25,2,2014,12,0.0,0.0,304,1
7,19,16,1,1,88855,2,2,10226.27,2,2013,2,0.0,0.0,305,1
6,8,5,2,1,90906,2,1,4845.01,2,2015,10,0.0,0.0,306,1
7,14,16,1,2,0,3,2,5417.91,2,2016,2,0.0,0.0,307,1
9,13,16,1,1,100797,1,3,3281.14,2,2014,3,2014.0,2.0,308,1
2,25,53,1,3,114438,2,1,3024.72,2,2013,7,0.0,0.0,309,1
7,13,22,2,1,79684,3,1,15107.46,2,2015,8,0.0,0.0,310,1
6,6,3,1,1,91867,2,3,9978.69,1,2018,4,0.0,0.0,311,1
1,7,33,2,1,77796,2,2,5935.36,2,2018,5,0.0,0.0,312,1
2,24,48,2,1,58614,3,3,4592.82,2,2017,8,0.0,0.0,313,1
2,24,51,2,1,58923,2,2,2386.27,2,2015,10,0.0,0.0,314,1
2,12,37,2,5,76689,1,3,5525.6,2,2017,5,0.0,0.0,315,1
6,8,4,2,1,81327,1,3,5995.99,2,2015,10,0.0,0.0,316,1
7,21,36,2,1,65600,1,2,5139.37,2,2012,5,0.0,0.0,317,1
2,24,51,1,2,0,3,1,18279.22,2,2017,3,0.0,0.0,318,1
9,13,10,1,1,87535,2,3,6405.26,2,2014,11,0.0,0.0,319,1
1,5,42,2,1,66419,3,3,5755.28,2,2012,10,0.0,0.0,320,1
7,13,17,2,2,0,2,1,2533.12,2,2013,4,0.0,0.0,321,1
11,28,55,2,1,87520,1,3,3194.28,2,2018,8,0.0,0.0,322,1
7,16,30,2,1,82474,2,3,46836.9,2,2014,3,0.0,0.0,323,1
7,21,33,2,1,65610,2,3,4809.17,2,2016,2,0.0,0.0,324,1
9,13,11,2,2,0,2,3,12928.73,2,2015,1,0.0,0.0,325,1
9,14,10,1,1,59993,2,3,3639.74,2,2013,2,0.0,0.0,326,1
2,27,54,1,2,0,3,2,12344.73,2,2017,7,0.0,0.0,327,1
1,8,18,2,2,0,3,1,11026.1,2,2017,4,0.0,0.0,328,1
3,29,34,1,2,0,3,2,4595.92,2,2014,11,0.0,0.0,329,1
7,7,35,1,2,0,3,2,2116.8,2,2017,12,0.0,0.0,330,1
7,21,30,2,1,67777,1,2,7010.51,2,2013,9,0.0,0.0,331,1
9,13,15,2,1,73066,3,1,5355.89,2,2013,12,0.0,0.0,332,1
2,26,53,2,1,73867,1,1,7049.56,2,2014,9,0.0,0.0,333,1
7,21,30,2,1,64416,2,3,2763.6,2,2013,2,0.0,0.0,334,1
7,14,16,1,1,70205,2,3,8333.12,2,2017,8,0.0,0.0,335,1
2,26,53,1,1,73931,1,1,5414.99,2,2017,8,0.0,0.0,336,1
7,16,22,1,1,50171,2,1,2953.85,1,2018,4,0.0,0.0,337,1
