year,month,total_flights,distance,points_accumulated,points_redeemed,dollar_cost_points_redeemed,loyalty_history_id,activity_id
2018,8,0,0,0.0,0,0,941,113
2018,6,0,0,0.0,0,0,5,114
2017,12,2,1784,1775.7,0,0,557,115
2018,4,0,0,0.0,0,0,145,116
2018,1,3,3953,3886.7,0,0,626,117
2017,5,0,0,0.0,0,0,950,118
2017,2,0,0,0.0,0,0,547,119
2018,7,0,0,0.0,0,0,248,120
2017,8,3,4220,4230.1,451,82,165,121
2017,11,0,0,0.0,0,0,281,122
2017,8,2,3154,3145.9,486,88,118,123
2017,3,0,0,0.0,0,0,213,124
2018,1,0,0,0.0,0,0,769,125
2018,11,0,0,0.0,0,0,769,126
2018,10,4,7138,7131.4,0,0,442,127
2018,11,2,2330,2337.3,0,0,42,128
2017,8,0,0,0.0,0,0,547,129
2018,5,3,3308,3317.6,0,0,107,130
2017,7,0,0,0.0,0,0,939,131
2018,6,6,14140,14276.2,0,0,183,132
2017,10,3,3768,3757.5,0,0,539,133
2017,1,0,0,0.0,0,0,239,134
2018,9,1,1841,1814.1,395,72,104,135
2017,5,4,7374,7369.4,593,107,931,136
2018,12,0,0,0.0,0,0,157,137
2017,2,3,6887,6875.7,0,0,209,138
2017,12,5,10021,10001.7,384,69,3,139
2017,4,1,1219,1215.7,0,0,969,140
2018,7,0,0,0.0,0,0,353,141
2017,11,0,0,0.0,0,0,421,142
2017,11,2,1982,1985.4,0,0,340,143
2018,3,0,0,0.0,0,0,186,144
2017,7,4,8436,8393.5,0,0,425,145
2018,2,0,0,0.0,0,0,231,146
2017,6,0,0,0.0,0,0,123,147
2018,7,1,1224,1222.0,0,0,156,148
2017,2,0,0,0.0,0,0,521,149
2017,10,0,0,0.0,0,0,967,150
2017,12,0,0,0.0,0,0,173,151
2018,10,0,0,0.0,0,0,758,152
2018,2,0,0,0.0,0,0,19,153
2017,8,0,0,0.0,0,0,823,154
2018,8,1,2261,2264.4,0,0,509,155
2018,1,0,0,0.0,0,0,30,156
2018,1,0,0,0.0,0,0,979,157
2017,6,1,2115,2113.1,0,0,288,158
2017,10,2,4970,4951.8,0,0,631,159
2018,1,2,2128,2114.3,0,0,455,160
2018,6,5,9195,9219.7,0,0,276,161
2018,1,0,0,0.0,0,0,287,162
2018,2,0,0,0.0,0,0,137,163
2017,3,0,0,0.0,0,0,396,164
2017,6,0,0,0.0,0,0,947,165
2018,4,1,1953,1968.1,0,0,858,166
2018,5,2,4603,4604.9,0,0,189,167
2017,5,2,1685,1692.5,0,0,47,168
2017,12,4,2836,2850.2,0,0,402,169
2017,11,0,0,0.0,0,0,273,170
2018,2,0,0,0.0,0,0,468,171
2018,2,1,1595,1601.0,0,0,166,172
2017,12,0,0,0.0,0,0,187,173
2018,7,0,0,0.0,0,0,167,174
2017,4,0,0,0.0,0,0,313,175
2018,4,1,810,798.0,0,0,23,176
2018,12,0,0,0.0,0,0,262,177
2017,10,0,0,0.0,0,0,807,178
2018,11,1,2345,2327.9,0,0,52,179
2018,3,3,3990,3984.5,0,0,42,180
2018,12,5,3932,3949.2,0,0,10,181
2017,5,0,0,0.0,0,0,139,182
2018,12,1,2346,2349.0,0,0,96,183
2018,11,0,0,0.0,0,0,785,184
2018,9,2,1078,1110.8,0,0,286,185
2018,10,0,0,0.0,0,0,277,186
2017,10,0,0,0.0,0,0,851,187
2017,4,1,893,907.8,0,0,239,188
2017,8,0,0,0.0,0,0,496,189
2017,5,0,0,0.0,0,0,146,190
2017,4,0,0,0.0,0,0,200,191
2017,1,4,9873,9884.3,0,0,35,192
2018,7,0,0,0.0,0,0,344,193
2018,8,1,2109,2132.9,635,114,303,194
2018,1,0,0,0.0,0,0,970,195
2017,4,0,0,0.0,0,0,186,196
2017,10,2,1809,1805.5,0,0,909,197
2018,6,5,3583,3572.8,0,0,569,198
2017,10,2,3040,3034.1,0,0,533,199
2018,1,1,737,760.2,0,0,508,200
2018,8,3,2290,2287.9,611,111,890,201
2017,3,1,2216,2223.8,0,0,274,202
2017,11,0,0,0.0,0,0,156,203
2018,9,0,0,0.0,0,0,529,204
2018,11,0,0,0.0,0,0,222,205
2018,9,2,2703,2697.9,0,0,69,206
2017,1,0,0,0.0,0,0,494,207
2017,10,3,3132,3151.4,0,0,383,208
2017,5,2,4763,4772.0,0,0,793,209
2018,7,1,1427,1426.2,0,0,678,210
2017,11,0,0,0.0,0,0,2,211
2017,5,0,0,0.0,0,0,686,212
2018,10,1,1947,1955.1,0,0,384,213
2017,3,2,4685,4670.8,0,0,953,214
2018,1,1,1396,1407.0,0,0,276,215
2018,9,0,0,0.0,0,0,940,216
2017,6,4,3950,3949.0,0,0,47,217
2018,4,0,0,0.0,0,0,402,218
2018,10,3,4416,4413.0,0,0,988,219
2017,7,3,3356,3321.8,0,0,260,220
2018,3,0,0,0.0,0,0,34,221
2017,2,0,0,0.0,0,0,26,222
2017,2,0,0,0.0,0,0,615,223
2018,9,0,0,0.0,0,0,665,224
2018,5,3,6378,6383.5,0,0,787,225
2018,7,0,0,0.0,0,0,224,226
2017,4,3,3061,3064.1,0,0,861,227
2018,1,1,1846,1843.9,0,0,313,228
2018,7,7,4635,4632.8,0,0,23,229
2018,9,1,2174,2162.4,0,0,58,230
2018,2,0,0,0.0,0,0,527,231
2018,5,0,0,0.0,0,0,532,232
2018,5,0,0,0.0,0,0,355,233
2018,8,6,7463,7427.4,744,135,282,234
2017,10,0,0,0.0,0,0,886,235
2017,1,0,0,0.0,485,89,651,236
2017,7,5,11011,11009.5,0,0,948,237
2018,4,2,1404,1402.9,0,0,403,238
2017,11,3,6404,6376.6,0,0,518,239
2018,2,0,0,0.0,0,0,133,240
2018,3,0,0,0.0,0,0,547,241
2017,11,4,11215,11126.8,0,0,783,242
2018,1,1,1010,836.0,0,0,579,243
2017,9,2,2872,2889.3,0,0,161,244
2018,4,0,0,0.0,0,0,655,245
2017,11,0,0,0.0,0,0,539,246
2017,2,0,0,0.0,0,0,271,247
2018,12,2,1770,1762.2,0,0,232,248
2018,11,0,0,0.0,0,0,331,249
2018,7,1,1984,1987.7,0,0,538,250
2017,4,0,0,0.0,0,0,868,251
2018,9,3,4839,4836.7,0,0,708,252
2017,11,1,2018,2012.8,0,0,743,253
2017,4,3,3501,3490.9,0,0,686,254
2018,6,3,7612,7603.5,0,0,548,255
2017,7,5,6060,6057.2,0,0,915,256
2017,1,0,0,0.0,0,0,133,257
2017,6,0,0,0.0,0,0,116,258
2018,1,0,0,0.0,0,0,595,259
2018,11,0,0,0.0,0,0,865,260
2018,5,2,2721,2676.1,0,0,313,261
2017,10,0,0,0.0,0,0,336,262
2017,7,5,9856,9823.6,504,89,459,263
2017,4,0,0,0.0,0,0,259,264
2018,10,0,0,0.0,0,0,424,265
2018,10,4,4352,4372.7,0,0,969,266
2017,8,0,0,0.0,0,0,924,267
2018,1,2,2603,2606.6,0,0,254,268
2017,4,0,0,0.0,0,0,254,269
2017,3,2,2805,2811.2,0,0,847,270
2018,1,2,1862,1858.6,0,0,164,271
2018,5,0,0,0.0,0,0,715,272
2018,1,2,2120,2118.7,0,0,198,273
2017,4,0,0,0.0,0,0,139,274
2017,12,1,1569,1565.6,588,106,95,275
2017,1,2,1514,1516.6,0,0,17,276
2017,10,3,2051,2047.2,0,0,366,277
2017,1,0,0,0.0,0,0,491,278
2017,7,6,3521,3502.7,0,0,512,279
2018,1,0,0,0.0,0,0,677,280
2018,7,5,2815,2853.7,0,0,654,281
2017,3,2,4161,4191.8,437,78,851,282
2018,2,2,4047,4043.8,0,0,487,283
2017,11,2,3400,3403.5,0,0,523,284
2017,1,0,0,0.0,0,0,689,285
2018,1,0,0,0.0,0,0,892,286
2018,6,0,0,0.0,0,0,614,287
2017,3,2,3593,3580.9,374,67,283,288
2018,8,4,6356,6349.1,671,121,849,289
2017,10,2,3655,3657.2,0,0,35,290
2018,8,0,0,0.0,0,0,340,291
2017,2,2,4553,4586.0,441,80,48,292
2017,8,4,9043,9050.6,672,121,646,293
2018,1,2,3492,3494.3,0,0,50,294
2017,7,5,4061,4023.2,0,0,228,295
2018,8,3,7824,7822.0,409,77,203,296
2017,11,0,0,0.0,0,0,505,297
2018,10,1,1575,1576.0,0,0,725,298
2018,11,2,1617,1609.6,0,0,718,299
2017,6,4,6353,6371.1,0,0,889,300
2018,11,0,0,0.0,0,0,213,301
2018,3,2,3995,4000.2,0,0,106,302
2017,4,0,0,0.0,0,0,321,303
2018,11,3,5753,5755.9,0,0,544,304
2017,5,0,0,0.0,0,0,177,305
2017,11,0,0,0.0,0,0,227,306
2018,12,3,4630,4642.7,0,0,2,307
2017,5,3,4915,4910.4,0,0,934,308
2018,2,3,1588,1600.0,0,0,160,309
2018,4,4,4465,4465.3,0,0,552,310
2018,4,1,2220,2206.4,0,0,936,311
2018,1,0,0,0.0,0,0,939,312
2017,3,0,0,0.0,0,0,362,313
2017,6,2,3694,3691.9,0,0,659,314
2018,7,0,0,0.0,0,0,988,315
2018,10,1,2026,2021.7,0,0,201,316
2018,3,3,2292,2300.6,0,0,338,317
2018,3,0,0,0.0,0,0,468,318
2018,1,1,1081,1082.2,0,0,166,319
2017,4,0,0,0.0,0,0,211,320
2017,5,3,4965,4962.4,0,0,595,321
2018,7,0,0,0.0,0,0,339,322
2018,3,0,0,0.0,0,0,917,323
2017,6,4,3017,3049.4,0,0,630,324
2017,4,0,0,0.0,0,0,23,325
2018,5,6,4306,4323.7,0,0,488,326
2018,11,0,0,0.0,0,0,28,327
2018,10,3,3375,3374.9,0,0,316,328
2018,8,5,5082,5096.1,0,0,51,329
2018,1,0,0,0.0,0,0,0,330
2018,2,0,0,0.0,0,0,627,331
2018,8,4,2321,2329.7,0,0,96,332
2017,1,0,0,0.0,0,0,633,333
2017,2,0,0,0.0,0,0,593,334
2018,9,5,4221,4225.8,0,0,161,335
2017,7,0,0,0.0,0,0,655,336
2018,9,0,0,0.0,0,0,600,337
2017,8,3,4547,4558.3,0,0,517,338
2017,11,4,2475,2476.9,0,0,629,339
2018,6,0,0,0.0,0,0,510,340
2018,3,0,0,0.0,0,0,636,341
2018,12,0,0,0.0,0,0,974,342
2018,1,0,0,0.0,0,0,50,343
2017,8,7,3046,3034.3,0,0,700,344
2017,12,2,4685,4652.5,0,0,841,345
2017,1,0,0,0.0,0,0,949,346
2018,8,0,0,0.0,0,0,821,347
2017,4,0,0,0.0,0,0,582,348
2018,8,0,0,0.0,546,99,599,349
2018,4,0,0,0.0,0,0,106,350
2018,5,1,1896,1896.1,0,0,27,351
2017,1,0,0,0.0,0,0,227,352
2018,12,4,9177,9179.8,0,0,631,353
2018,11,1,1578,1598.7,0,0,862,354
2018,3,3,1970,1958.0,0,0,766,355
2018,3,0,0,0.0,0,0,437,356
2017,5,3,3544,3537.3,0,0,502,357
2018,12,5,6067,6067.7,0,0,324,358
2017,12,0,0,0.0,0,0,114,359
2018,4,0,0,0.0,0,0,716,360
2017,12,5,7028,7006.9,0,0,225,361
2018,11,4,3607,3603.2,0,0,755,362
2017,12,5,12154,12200.1,0,0,34,363
2017,1,0,0,0.0,0,0,468,364
2018,3,0,0,0.0,0,0,60,365
2017,3,0,0,0.0,0,0,89,366
2018,10,0,0,0.0,0,0,625,367
2018,3,0,0,0.0,0,0,564,368
2018,3,1,2213,2215.7,0,0,305,369
2017,11,3,2870,2858.5,0,0,442,370
2018,7,6,12944,12993.0,0,0,23,371
2018,8,0,0,0.0,0,0,58,372
2018,2,3,1522,1548.7,394,72,7,373
2017,6,2,2994,3003.5,0,0,459,374
2018,9,0,0,0.0,0,0,259,375
2018,1,1,1409,1413.3,0,0,319,376
2018,2,0,0,0.0,0,0,832,377
2018,5,2,1256,1268.1,0,0,805,378
2017,8,5,8571,8563.1,0,0,516,379
2018,11,1,2022,2020.2,0,0,878,380
2017,4,1,1445,1434.8,0,0,438,381
2017,2,3,4661,4653.2,0,0,261,382
2018,1,1,1739,1738.0,0,0,182,383
2017,3,0,0,0.0,0,0,234,384
2017,2,0,0,0.0,0,0,286,385
2017,4,0,0,0.0,0,0,140,386
2017,2,2,1436,1420.6,0,0,920,387
2017,10,3,1992,1987.1,0,0,879,388
2018,12,4,8717,8712.8,433,78,104,389
2017,9,0,0,0.0,0,0,519,390
2017,8,1,2747,2759.6,523,94,937,391
2017,10,3,5267,5248.8,0,0,17,392
2017,7,0,0,0.0,0,0,199,393
2018,2,0,0,0.0,0,0,71,394
2017,9,2,4527,4525.3,0,0,534,395
2018,6,5,3387,3381.9,0,0,529,396
2017,8,5,5442,5402.6,0,0,314,397
2017,1,0,0,0.0,0,0,718,398
2017,3,4,8884,8923.4,0,0,494,399
2017,11,1,2269,2295.6,479,86,418,400
2018,5,0,0,0.0,0,0,466,401
2018,4,0,0,0.0,0,0,698,402
2018,3,0,0,0.0,0,0,245,403
2017,3,0,0,0.0,0,0,181,404
2017,7,0,0,0.0,0,0,227,405
2017,4,2,2914,2896.4,0,0,473,406
2017,9,0,0,0.0,0,0,873,407
2017,1,0,0,0.0,0,0,437,408
2018,8,1,1455,1451.5,0,0,552,409
2018,7,1,1499,1490.9,0,0,936,410
2017,9,4,6166,6154.1,0,0,724,411
2017,2,0,0,0.0,0,0,468,412
2018,3,0,0,0.0,0,0,898,413
2018,1,2,3220,3239.4,0,0,457,414
2018,7,5,6462,6464.2,0,0,482,415
2017,6,3,3880,3868.5,0,0,424,416
2017,10,0,0,0.0,0,0,795,417
2017,7,3,3152,3113.8,686,123,929,418
2018,6,0,0,0.0,0,0,553,419
2017,12,0,0,0.0,0,0,19,420
2018,3,0,0,0.0,0,0,222,421
2017,1,3,4748,4773.5,0,0,893,422
2018,5,4,5084,5095.4,0,0,429,423
2018,7,2,2941,2932.8,0,0,260,424
2018,3,3,2400,2409.5,0,0,369,425
2017,7,0,0,0.0,0,0,505,426
2017,5,0,0,0.0,0,0,600,427
2018,3,0,0,0.0,0,0,779,428
2017,9,0,0,0.0,0,0,779,429
2018,11,3,5755,5759.0,0,0,363,430
2017,1,0,0,0.0,0,0,389,431
2018,10,2,2705,2705.2,0,0,239,432
2018,8,4,3577,3561.0,0,0,916,433
2017,1,0,0,0.0,0,0,157,434
2018,1,0,0,0.0,0,0,578,435
2018,5,0,0,0.0,0,0,504,436
2017,12,5,9146,9121.1,0,0,200,437
2018,5,4,3460,3462.2,0,0,107,438
2018,8,3,5059,5068.0,0,0,218,439
2017,4,4,7168,7145.7,0,0,723,440
2017,8,4,5664,5607.9,0,0,6,441
2017,6,0,0,0.0,717,129,730,442
2017,3,0,0,0.0,0,0,221,443
2017,12,0,0,0.0,0,0,626,444
2017,8,0,0,0.0,0,0,198,445
2018,4,2,3767,3756.0,0,0,942,446
2018,2,1,2397,2392.5,0,0,640,447
2017,6,1,0,0.0,559,100,683,448
2018,5,4,10268,10326.3,0,0,267,449
2017,1,3,7131,7092.7,0,0,859,450
2018,8,0,0,0.0,0,0,859,451
2017,11,4,9559,9543.2,402,72,588,452
2018,12,0,0,0.0,0,0,300,453
2018,12,4,2318,2330.5,0,0,840,454
2018,7,6,5382,5364.4,0,0,778,455
2017,10,1,2144,2141.7,0,0,502,456
2017,6,4,4393,4379.9,0,0,386,457
2018,1,1,1296,1298.1,0,0,981,458
2018,7,4,6371,6353.5,0,0,233,459
2018,4,0,0,0.0,0,0,837,460
2018,1,0,0,0.0,0,0,515,461
2017,12,0,0,0.0,0,0,735,462
2018,5,1,1917,1926.5,0,0,266,463
2017,10,0,0,0.0,0,0,782,464
2018,6,5,6664,6656.0,0,0,875,465
2017,9,0,0,0.0,0,0,769,466
2018,5,4,9875,9878.2,663,120,615,467
2018,4,0,0,0.0,0,0,297,468
2018,11,0,0,0.0,0,0,978,469
2018,11,0,0,0.0,0,0,112,470
2017,12,0,0,0.0,0,0,992,471
2017,9,0,0,0.0,0,0,917,472
2018,8,0,0,0.0,0,0,789,473
2018,12,2,1574,1552.9,0,0,908,474
2017,1,3,5362,5372.0,0,0,459,475
2017,7,3,4849,4860.8,585,105,42,476
2018,7,0,0,0.0,0,0,39,477
2017,2,0,0,0.0,0,0,695,478
2018,4,0,0,0.0,0,0,416,479
2017,9,0,0,0.0,0,0,893,480
2017,12,0,0,0.0,0,0,950,481
2018,9,1,0,0.0,0,0,692,482
2017,8,0,0,0.0,0,0,627,483
2017,6,0,0,0.0,0,0,580,484
2018,1,3,2946,2965.6,0,0,133,485
2017,10,0,0,0.0,0,0,571,486
2018,10,0,0,0.0,0,0,281,487
2017,6,1,2276,2279.5,0,0,732,488
2018,6,0,0,0.0,0,0,276,489
2018,2,3,3908,3903.8,0,0,551,490
2017,5,0,0,0.0,0,0,655,491
2018,11,0,0,0.0,0,0,352,492
2017,4,3,6932,6905.5,0,0,153,493
2018,8,5,7532,7533.4,0,0,90,494
2018,12,0,0,0.0,0,0,246,495
2018,7,3,2267,2246.2,619,112,345,496
2018,3,0,0,0.0,0,0,707,497
2018,1,3,6437,6450.2,0,0,107,498
2018,9,3,2485,2486.6,0,0,538,499
2018,2,3,6975,6973.4,0,0,510,500
2018,3,0,0,0.0,0,0,186,501
2018,5,0,0,0.0,0,0,401,502
2017,6,0,0,0.0,0,0,468,503
2018,2,1,750,765.3,0,0,11,504
2017,12,1,870,856.1,0,0,702,505
2018,11,3,2589,2596.3,0,0,307,506
2018,3,0,0,0.0,0,0,267,507
2017,6,3,1746,1727.8,504,92,210,508
2017,4,0,0,0.0,0,0,156,509
2018,6,4,10180,10143.0,0,0,535,510
2018,2,0,0,0.0,0,0,173,511
2017,11,2,1932,1935.9,0,0,599,512
2018,4,3,3683,3682.7,0,0,889,513
2017,8,0,0,0.0,0,0,213,514
2018,11,3,2387,2382.0,0,0,791,515
2017,10,0,0,0.0,0,0,134,516
2017,7,0,0,0.0,0,0,793,517
2018,12,0,0,0.0,0,0,743,518
2018,9,4,9628,9640.3,0,0,502,519
2018,7,0,0,0.0,0,0,211,520
2017,7,4,2531,2533.5,0,0,116,521
2017,8,0,0,0.0,0,0,981,522
2017,5,1,1888,1885.4,0,0,266,523
2018,6,3,4061,4073.4,631,113,413,524
2018,12,0,0,0.0,0,0,224,525
2018,12,4,4603,4608.3,0,0,564,526
2018,2,1,1097,1125.1,430,77,151,527
2018,5,0,0,0.0,0,0,394,528
2018,2,2,4123,4132.9,0,0,215,529
2017,7,6,5228,5241.6,0,0,805,530
2017,6,0,0,0.0,0,0,893,531
2018,10,0,0,0.0,0,0,400,532
2017,12,4,7235,7227.7,0,0,697,533
2017,12,1,2321,2286.9,0,0,133,534
2017,6,4,6246,6242.5,658,119,528,535
2018,7,0,0,0.0,0,0,543,536
2018,2,0,0,0.0,0,0,125,537
2018,5,2,4478,4452.6,0,0,109,538
2018,1,0,0,0.0,0,0,600,539
2017,10,0,0,0.0,0,0,578,540
2018,7,6,9980,9998.8,0,0,369,541
2018,7,5,9717,9701.6,0,0,517,542
2018,5,1,738,730.4,0,0,345,543
2018,4,4,3228,3252.5,0,0,328,544
2017,10,0,0,0.0,0,0,331,545
2017,6,1,873,999.5,644,116,344,546
2018,1,0,0,0.0,0,0,499,547
2017,4,1,1760,1756.8,0,0,108,548
2017,9,0,0,0.0,0,0,700,549
2017,7,0,0,0.0,0,0,841,550
2017,8,4,11948,11864.6,0,0,890,551
2018,4,0,0,0.0,0,0,666,552
2018,12,0,0,0.0,0,0,821,553
2018,3,3,4626,4624.2,0,0,343,554
2017,11,0,0,0.0,0,0,535,555
2018,2,2,2951,2898.8,0,0,694,556
2017,1,1,1429,1435.2,0,0,275,557
2017,7,0,0,0.0,0,0,720,558
2017,4,3,3423,3421.8,0,0,433,559
2017,10,1,2445,2435.4,0,0,819,560
2017,10,4,8183,8158.4,0,0,397,561
2018,6,0,0,0.0,0,0,544,562
2017,12,2,4902,4901.2,0,0,358,563
2018,2,3,4986,4983.0,0,0,743,564
2018,2,4,10262,10284.7,0,0,64,565
2018,2,0,0,0.0,0,0,73,566
2017,12,0,0,0.0,0,0,25,567
2018,9,0,0,0.0,0,0,705,568
2017,10,0,0,0.0,0,0,939,569
2018,11,2,4961,4966.3,0,0,362,570
2017,10,0,0,0.0,0,0,376,571
2018,9,2,4307,4298.8,0,0,32,572
2018,12,0,0,0.0,0,0,637,573
2018,5,0,0,0.0,0,0,995,574
2018,10,1,1079,1057.8,0,0,781,575
2017,8,4,7382,7382.8,0,0,750,576
2018,6,0,0,0.0,0,0,111,577
2018,7,0,0,0.0,0,0,992,578
2017,1,0,0,0.0,0,0,305,579
2018,4,1,814,804.5,0,0,215,580
2017,4,1,2257,2265.3,0,0,295,581
2017,11,3,2221,2215.7,0,0,816,582
2017,1,1,2279,2295.0,0,0,438,583
2018,11,0,0,0.0,0,0,98,584
2018,4,0,0,0.0,0,0,261,585
2017,4,2,2445,2452.4,0,0,309,586
2017,12,1,1063,1051.3,0,0,523,587
2017,3,0,0,0.0,0,0,501,588
2018,7,3,2822,2828.0,0,0,913,589
2017,11,0,0,0.0,0,0,41,590
2018,12,0,0,0.0,0,0,504,591
2017,4,3,3877,3902.7,424,77,614,592
2017,11,0,0,0.0,0,0,528,593
2018,4,0,0,0.0,0,0,996,594
2018,12,0,0,0.0,0,0,73,595
2017,3,5,10281,10248.4,371,66,21,596
2017,4,4,7246,7245.8,0,0,734,597
2018,12,2,1928,1928.8,0,0,770,598
2018,9,0,0,0.0,0,0,434,599
2017,1,3,2251,2244.1,0,0,920,600
2018,9,1,670,843.1,534,96,431,601
2018,3,0,0,0.0,0,0,852,602
2017,12,4,8688,8647.9,0,0,683,603
2018,10,2,2827,2811.7,0,0,123,604
2018,12,0,0,0.0,0,0,546,605
2018,3,2,5491,5474.1,0,0,656,606
2018,11,3,4510,4509.4,0,0,642,607
2018,2,0,0,0.0,0,0,588,608
2018,1,0,0,0.0,0,0,509,609
2018,2,0,0,0.0,0,0,105,610
2017,7,0,0,0.0,0,0,433,611
2017,2,0,0,0.0,0,0,30,612
2018,9,0,0,0.0,0,0,544,613
2017,11,3,3182,3171.6,0,0,747,614
2018,12,0,0,0.0,0,0,601,615
2018,7,3,2335,2339.5,0,0,502,616
2017,5,2,2490,2489.0,0,0,87,617
2017,12,0,0,0.0,0,0,280,618
2017,12,4,5921,5945.5,0,0,452,619
2017,5,4,9649,9640.7,521,95,310,620
2018,12,1,1528,1524.9,0,0,440,621
2017,1,3,4840,4880.3,422,76,837,622
2018,12,4,9795,9776.9,0,0,444,623
2017,7,5,11442,11484.0,0,0,782,624
2017,7,1,1438,1441.4,0,0,33,625
2017,2,0,0,0.0,0,0,875,626
2017,8,0,0,0.0,0,0,577,627
2017,8,0,0,0.0,0,0,115,628
2018,12,4,3545,3540.4,0,0,941,629
2017,11,1,752,752.9,0,0,172,630
2018,7,0,0,0.0,0,0,474,631
2018,3,1,727,707.2,0,0,482,632
