gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,user_id
0.0,50,0.0,0,2.0,2.0,6.0,6.0,2.0,8.0,11.0,9.0,22
0.0,56,1.0,0,2.0,5.0,2.0,6.0,2.0,3.0,13.0,10.0,23
2.0,30,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,9.0,24
1.0,30,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,25
2.0,34,0.0,0,2.0,5.0,6.0,6.0,2.0,3.0,5.0,9.0,26
1.0,55,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,9.0,9.0,27
2.0,27,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,9.0,28
0.0,35,0.0,0,2.0,6.0,2.0,6.0,2.0,0.0,5.0,9.0,29
2.0,33,0.0,0,2.0,0.0,2.0,5.0,2.0,3.0,5.0,3.0,30
2.0,31,1.0,0,2.0,5.0,2.0,6.0,2.0,6.0,0.0,8.0,31
1.0,34,1.0,25,2.0,2.0,6.0,6.0,2.0,6.0,5.0,9.0,32
2.0,21,0.0,0,2.0,5.0,2.0,0.0,2.0,6.0,5.0,9.0,33
1.0,26,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,34
2.0,40,0.0,0,2.0,0.0,6.0,3.0,2.0,3.0,11.0,9.0,35
1.0,31,0.0,0,2.0,2.0,2.0,3.0,2.0,7.0,8.0,9.0,36
2.0,31,0.0,25,2.0,2.0,4.0,0.0,2.0,3.0,0.0,9.0,37
1.0,51,0.0,25,2.0,6.0,2.0,0.0,2.0,6.0,8.0,9.0,38
0.0,29,0.0,25,2.0,2.0,6.0,3.0,2.0,7.0,5.0,10.0,39
1.0,27,0.0,0,2.0,2.0,9.0,3.0,2.0,3.0,8.0,9.0,40
2.0,44,0.0,0,2.0,0.0,2.0,6.0,2.0,3.0,5.0,10.0,41
0.0,38,0.0,0,2.0,2.0,6.0,3.0,1.0,6.0,13.0,9.0,42
2.0,27,1.0,0,2.0,5.0,6.0,6.0,2.0,4.0,0.0,9.0,43
1.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,8.0,5.0,9.0,44
2.0,27,0.0,0,2.0,2.0,6.0,3.0,2.0,8.0,5.0,9.0,45
2.0,27,0.0,0,2.0,2.0,6.0,0.0,2.0,7.0,13.0,9.0,46
0.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,0.0,9.0,47
1.0,54,1.0,0,2.0,5.0,6.0,3.0,2.0,7.0,13.0,10.0,48
1.0,32,1.0,25,2.0,5.0,6.0,0.0,2.0,6.0,13.0,2.0,49
2.0,38,1.0,0,7.0,6.0,6.0,6.0,3.0,3.0,5.0,4.0,50
1.0,23,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,9.0,51
2.0,22,0.0,0,2.0,5.0,2.0,6.0,3.0,3.0,5.0,9.0,52
1.0,31,0.0,0,2.0,7.0,6.0,6.0,3.0,8.0,13.0,9.0,53
2.0,48,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,54
1.0,35,0.0,0,2.0,2.0,2.0,6.0,3.0,7.0,5.0,9.0,55
1.0,30,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,10.0,56
0.0,38,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,57
2.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,58
2.0,26,0.0,0,2.0,2.0,2.0,0.0,3.0,6.0,5.0,9.0,59
2.0,30,1.0,0,7.0,2.0,2.0,6.0,0.0,3.0,5.0,6.0,60
1.0,31,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,9.0,61
1.0,37,0.0,0,2.0,5.0,6.0,6.0,2.0,3.0,5.0,9.0,62
2.0,24,0.0,0,2.0,5.0,2.0,0.0,2.0,3.0,13.0,9.0,63
1.0,47,0.0,0,2.0,6.0,2.0,6.0,2.0,3.0,8.0,9.0,64
0.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,65
2.0,42,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,8.0,9.0,66
1.0,26,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,67
1.0,31,0.0,0,2.0,6.0,2.0,3.0,0.0,3.0,13.0,5.0,68
2.0,24,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,10.0,69
2.0,34,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,9.0,70
2.0,61,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,13.0,9.0,71
1.0,19,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,9.0,72
1.0,31,0.0,0,2.0,7.0,6.0,6.0,2.0,2.0,5.0,10.0,73
2.0,40,1.0,0,2.0,2.0,6.0,0.0,2.0,8.0,8.0,9.0,74
1.0,29,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,11.0,4.0,75
2.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,9.0,10.0,76
2.0,31,0.0,23,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,77
1.0,30,0.0,12,2.0,2.0,4.0,6.0,2.0,0.0,5.0,9.0,78
0.0,27,0.0,0,2.0,2.0,6.0,0.0,2.0,3.0,11.0,5.0,79
1.0,32,0.0,12,2.0,2.0,6.0,6.0,2.0,6.0,13.0,9.0,80
1.0,763,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,13.0,9.0,81
1.0,49,1.0,0,2.0,5.0,2.0,3.0,2.0,2.0,13.0,9.0,82
2.0,27,0.0,0,2.0,2.0,9.0,6.0,2.0,6.0,5.0,9.0,83
1.0,29,0.0,0,2.0,0.0,6.0,6.0,2.0,7.0,8.0,6.0,84
0.0,52,0.0,0,2.0,4.0,2.0,6.0,2.0,6.0,5.0,9.0,85
0.0,26,1.0,0,2.0,6.0,6.0,5.0,2.0,8.0,11.0,9.0,86
1.0,27,1.0,0,2.0,5.0,6.0,6.0,2.0,3.0,5.0,9.0,87
2.0,32,0.0,0,2.0,0.0,2.0,6.0,2.0,4.0,8.0,9.0,88
2.0,25,1.0,25,2.0,2.0,2.0,6.0,2.0,8.0,11.0,5.0,89
2.0,27,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,9.0,90
0.0,53,1.0,0,2.0,5.0,6.0,6.0,2.0,3.0,11.0,2.0,91
0.0,38,0.0,0,2.0,6.0,2.0,0.0,2.0,6.0,5.0,5.0,92
0.0,34,0.0,0,2.0,7.0,2.0,6.0,3.0,3.0,11.0,9.0,93
1.0,30,1.0,0,2.0,5.0,6.0,0.0,2.0,3.0,9.0,9.0,94
2.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,8.0,9.0,95
2.0,39,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,9.0,96
2.0,39,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,5.0,97
1.0,47,0.0,25,2.0,2.0,4.0,3.0,3.0,6.0,13.0,7.0,98
1.0,27,0.0,25,2.0,2.0,6.0,3.0,2.0,3.0,5.0,9.0,99
1.0,28,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,100
1.0,31,0.0,0,2.0,7.0,2.0,3.0,2.0,3.0,8.0,9.0,101
2.0,46,0.0,0,2.0,7.0,6.0,0.0,2.0,8.0,8.0,4.0,102
2.0,1278,1.0,0,2.0,2.0,2.0,3.0,2.0,8.0,5.0,9.0,103
2.0,31,0.0,0,2.0,5.0,6.0,0.0,3.0,6.0,11.0,9.0,104
0.0,35,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,13.0,9.0,105
0.0,68,0.0,0,2.0,2.0,2.0,6.0,2.0,2.0,9.0,9.0,106
1.0,29,1.0,0,2.0,2.0,6.0,6.0,2.0,6.0,9.0,9.0,107
2.0,35,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,108
0.0,22,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,11.0,9.0,109
2.0,38,0.0,0,2.0,2.0,2.0,0.0,3.0,6.0,13.0,6.0,110
0.0,58,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,111
1.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,4.0,9.0,9.0,112
1.0,61,0.0,25,2.0,2.0,2.0,6.0,2.0,3.0,5.0,4.0,113
0.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,1.0,5.0,9.0,114
0.0,50,1.0,0,2.0,5.0,2.0,3.0,2.0,6.0,8.0,9.0,115
1.0,29,1.0,0,2.0,7.0,2.0,3.0,2.0,7.0,5.0,9.0,116
2.0,44,0.0,25,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,117
1.0,35,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,9.0,9.0,118
2.0,24,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,8.0,9.0,119
0.0,32,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,8.0,9.0,120
1.0,28,1.0,0,2.0,2.0,2.0,6.0,2.0,7.0,11.0,3.0,121
1.0,33,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,8.0,9.0,122
1.0,34,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,5.0,9.0,123
0.0,41,1.0,0,2.0,2.0,6.0,6.0,2.0,8.0,5.0,10.0,124
1.0,30,0.0,0,2.0,7.0,6.0,6.0,2.0,4.0,5.0,9.0,125
1.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,126
2.0,30,0.0,0,2.0,7.0,2.0,6.0,2.0,3.0,5.0,3.0,127
1.0,36,0.0,0,2.0,5.0,2.0,6.0,2.0,6.0,9.0,9.0,128
2.0,25,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,8.0,9.0,129
1.0,43,0.0,25,2.0,0.0,2.0,6.0,3.0,6.0,0.0,9.0,130
2.0,29,0.0,25,2.0,2.0,6.0,6.0,2.0,3.0,8.0,9.0,131
0.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,10.0,132
1.0,31,0.0,25,2.0,2.0,6.0,6.0,3.0,3.0,5.0,9.0,133
2.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,134
1.0,21,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,8.0,9.0,135
0.0,34,0.0,25,2.0,5.0,2.0,5.0,3.0,3.0,5.0,9.0,136
0.0,897,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,137
2.0,58,0.0,0,2.0,2.0,6.0,3.0,2.0,8.0,13.0,9.0,138
2.0,27,0.0,25,2.0,2.0,2.0,3.0,2.0,3.0,8.0,9.0,139
1.0,41,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,9.0,140
1.0,34,0.0,0,2.0,2.0,2.0,3.0,2.0,3.0,13.0,9.0,141
1.0,32,0.0,0,2.0,2.0,2.0,6.0,2.0,2.0,13.0,9.0,142
2.0,24,0.0,0,2.0,5.0,2.0,3.0,2.0,3.0,8.0,9.0,143
0.0,27,0.0,0,2.0,2.0,6.0,3.0,1.0,6.0,13.0,9.0,144
1.0,38,0.0,25,2.0,2.0,6.0,6.0,3.0,6.0,5.0,9.0,145
0.0,27,1.0,0,2.0,5.0,6.0,0.0,2.0,3.0,8.0,10.0,146
1.0,34,0.0,0,1.0,0.0,2.0,0.0,0.0,3.0,13.0,6.0,147
2.0,49,0.0,0,2.0,5.0,2.0,6.0,2.0,6.0,8.0,4.0,148
2.0,32,0.0,0,2.0,6.0,2.0,6.0,2.0,7.0,5.0,10.0,149
0.0,58,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,9.0,150
0.0,41,1.0,0,2.0,2.0,6.0,3.0,2.0,6.0,5.0,10.0,151
0.0,51,0.0,0,2.0,5.0,2.0,0.0,2.0,3.0,5.0,9.0,152
1.0,51,1.0,0,2.0,2.0,6.0,6.0,2.0,6.0,11.0,4.0,153
0.0,26,0.0,0,2.0,5.0,2.0,6.0,2.0,8.0,5.0,9.0,154
1.0,38,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,13.0,9.0,155
0.0,27,0.0,0,2.0,2.0,6.0,6.0,2.0,3.0,0.0,9.0,156
0.0,41,0.0,25,2.0,5.0,2.0,0.0,3.0,6.0,0.0,9.0,157
0.0,36,0.0,24,2.0,3.0,2.0,3.0,2.0,6.0,5.0,5.0,158
1.0,33,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,159
0.0,25,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,160
2.0,35,0.0,0,2.0,3.0,2.0,6.0,2.0,6.0,2.0,9.0,161
1.0,53,0.0,0,2.0,4.0,6.0,6.0,2.0,3.0,13.0,9.0,162
0.0,29,0.0,25,2.0,2.0,6.0,6.0,3.0,3.0,5.0,9.0,163
2.0,30,0.0,25,2.0,7.0,2.0,3.0,2.0,0.0,8.0,3.0,164
1.0,33,0.0,0,2.0,5.0,2.0,6.0,2.0,3.0,8.0,9.0,165
1.0,26,1.0,23,2.0,2.0,2.0,3.0,2.0,6.0,8.0,9.0,166
2.0,24,0.0,0,2.0,7.0,1.0,6.0,2.0,8.0,0.0,9.0,167
2.0,31,0.0,0,2.0,2.0,2.0,0.0,1.0,3.0,13.0,5.0,168
0.0,24,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,5.0,169
1.0,42,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,170
1.0,50,0.0,0,2.0,2.0,2.0,0.0,2.0,8.0,5.0,10.0,171
1.0,44,0.0,0,2.0,5.0,6.0,3.0,2.0,3.0,5.0,9.0,172
1.0,27,1.0,0,2.0,2.0,2.0,3.0,2.0,8.0,5.0,9.0,173
1.0,52,1.0,0,2.0,5.0,6.0,3.0,2.0,6.0,11.0,9.0,174
2.0,29,0.0,0,2.0,7.0,2.0,3.0,2.0,3.0,8.0,10.0,175
1.0,33,0.0,0,2.0,0.0,2.0,3.0,2.0,3.0,11.0,9.0,176
2.0,31,0.0,25,2.0,2.0,2.0,6.0,2.0,7.0,5.0,9.0,177
0.0,22,0.0,0,2.0,2.0,6.0,6.0,3.0,7.0,5.0,9.0,178
0.0,36,0.0,0,2.0,2.0,2.0,5.0,2.0,6.0,11.0,9.0,179
0.0,46,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,0.0,9.0,180
2.0,30,0.0,0,2.0,2.0,6.0,0.0,2.0,8.0,5.0,6.0,181
0.0,39,0.0,25,2.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,182
0.0,30,0.0,0,2.0,5.0,2.0,3.0,2.0,7.0,13.0,9.0,183
1.0,29,1.0,24,2.0,2.0,2.0,6.0,2.0,3.0,0.0,3.0,184
0.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,8.0,8.0,9.0,185
2.0,40,0.0,0,2.0,5.0,6.0,6.0,3.0,6.0,8.0,10.0,186
2.0,43,0.0,25,2.0,2.0,6.0,0.0,2.0,3.0,5.0,9.0,187
1.0,27,1.0,0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,9.0,188
3.0,35,0.0,23,2.0,2.0,2.0,5.0,2.0,8.0,5.0,10.0,189
2.0,26,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,11.0,9.0,190
1.0,18,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,191
1.0,32,1.0,0,2.0,2.0,6.0,6.0,2.0,6.0,13.0,9.0,192
1.0,42,1.0,25,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,193
1.0,67,1.0,0,2.0,5.0,2.0,6.0,2.0,3.0,8.0,5.0,194
1.0,63,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,1.0,2.0,195
2.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,196
2.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,1.0,5.0,9.0,197
2.0,40,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,0.0,4.0,198
2.0,23,1.0,25,2.0,2.0,6.0,6.0,2.0,3.0,5.0,9.0,199
1.0,40,0.0,0,2.0,2.0,6.0,3.0,2.0,3.0,13.0,7.0,200
1.0,1631,0.0,0,2.0,2.0,9.0,6.0,3.0,8.0,13.0,9.0,201
0.0,42,0.0,0,2.0,2.0,6.0,6.0,2.0,6.0,11.0,9.0,202
1.0,26,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,1.0,9.0,203
2.0,25,1.0,0,2.0,2.0,6.0,0.0,2.0,3.0,5.0,9.0,204
1.0,30,0.0,0,2.0,5.0,2.0,0.0,2.0,6.0,5.0,10.0,205
0.0,32,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,9.0,206
1.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,207
2.0,33,0.0,12,2.0,2.0,2.0,0.0,2.0,6.0,11.0,9.0,208
1.0,22,0.0,0,2.0,2.0,2.0,3.0,2.0,7.0,5.0,4.0,209
2.0,27,1.0,0,2.0,2.0,6.0,3.0,2.0,6.0,8.0,6.0,210
1.0,31,0.0,0,2.0,6.0,2.0,3.0,3.0,3.0,5.0,6.0,211
1.0,24,0.0,0,2.0,2.0,9.0,6.0,2.0,6.0,0.0,9.0,212
2.0,42,0.0,0,7.0,2.0,6.0,0.0,2.0,6.0,6.0,4.0,213
1.0,30,0.0,0,2.0,6.0,6.0,0.0,2.0,3.0,5.0,9.0,214
0.0,35,0.0,0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,3.0,215
2.0,29,0.0,0,2.0,2.0,2.0,6.0,3.0,3.0,8.0,9.0,216
1.0,29,0.0,0,2.0,2.0,2.0,6.0,2.0,8.0,8.0,9.0,217
2.0,35,0.0,24,2.0,5.0,2.0,0.0,2.0,3.0,6.0,10.0,218
0.0,22,0.0,0,2.0,5.0,2.0,0.0,2.0,6.0,5.0,9.0,219
2.0,27,1.0,0,2.0,2.0,2.0,6.0,2.0,6.0,0.0,9.0,220
1.0,28,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,9.0,221
0.0,32,0.0,0,2.0,7.0,2.0,0.0,2.0,6.0,11.0,10.0,222
1.0,132,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,4.0,223
0.0,32,0.0,0,2.0,5.0,2.0,0.0,3.0,6.0,5.0,9.0,224
1.0,29,0.0,25,2.0,2.0,2.0,6.0,3.0,6.0,8.0,9.0,225
1.0,24,1.0,0,2.0,2.0,2.0,6.0,3.0,8.0,5.0,9.0,226
1.0,23,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,10.0,227
0.0,44,1.0,0,2.0,6.0,2.0,0.0,2.0,1.0,5.0,9.0,228
0.0,38,1.0,0,2.0,2.0,2.0,3.0,2.0,8.0,5.0,9.0,229
1.0,54,0.0,0,2.0,5.0,2.0,0.0,2.0,2.0,8.0,10.0,230
2.0,33,0.0,25,2.0,7.0,6.0,3.0,2.0,3.0,5.0,9.0,231
0.0,32,0.0,25,2.0,2.0,2.0,0.0,2.0,6.0,8.0,9.0,232
1.0,29,0.0,0,2.0,5.0,6.0,6.0,2.0,6.0,5.0,9.0,233
2.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,234
1.0,29,1.0,0,2.0,2.0,6.0,3.0,2.0,8.0,13.0,9.0,235
0.0,27,0.0,0,2.0,7.0,4.0,3.0,2.0,6.0,5.0,10.0,236
1.0,30,0.0,0,2.0,7.0,6.0,6.0,2.0,3.0,8.0,5.0,237
2.0,24,0.0,0,2.0,2.0,2.0,0.0,2.0,6.0,11.0,9.0,238
1.0,32,0.0,25,2.0,5.0,2.0,6.0,2.0,8.0,8.0,4.0,239
2.0,39,0.0,0,2.0,2.0,6.0,6.0,3.0,6.0,13.0,10.0,240
2.0,23,1.0,0,2.0,2.0,2.0,3.0,2.0,6.0,9.0,10.0,241
1.0,19,0.0,0,2.0,2.0,2.0,0.0,2.0,7.0,5.0,9.0,242
1.0,32,0.0,0,2.0,2.0,6.0,0.0,2.0,3.0,13.0,9.0,243
1.0,24,0.0,24,2.0,2.0,2.0,0.0,2.0,3.0,9.0,9.0,244
2.0,22,1.0,0,2.0,6.0,2.0,6.0,2.0,6.0,9.0,9.0,245
2.0,35,0.0,0,2.0,2.0,2.0,6.0,2.0,4.0,8.0,9.0,246
1.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,7.0,247
2.0,29,0.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,4.0,248
2.0,27,1.0,12,2.0,2.0,6.0,6.0,2.0,3.0,8.0,9.0,249
2.0,60,0.0,24,2.0,2.0,2.0,0.0,2.0,3.0,13.0,4.0,250
0.0,50,0.0,12,2.0,2.0,6.0,6.0,2.0,7.0,8.0,2.0,251
2.0,29,0.0,0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,4.0,252
1.0,25,0.0,0,2.0,2.0,6.0,0.0,2.0,8.0,13.0,5.0,253
2.0,395,1.0,0,2.0,5.0,6.0,0.0,2.0,2.0,5.0,10.0,254
1.0,38,0.0,0,2.0,7.0,2.0,3.0,2.0,3.0,5.0,9.0,255
2.0,33,1.0,0,2.0,2.0,6.0,6.0,3.0,8.0,5.0,9.0,256
1.0,39,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,9.0,257
0.0,65,0.0,0,2.0,0.0,2.0,6.0,2.0,6.0,5.0,9.0,258
1.0,43,0.0,25,2.0,2.0,2.0,6.0,2.0,3.0,13.0,10.0,259
2.0,64,0.0,0,2.0,0.0,6.0,4.0,2.0,3.0,5.0,9.0,260
1.0,315,0.0,0,2.0,0.0,2.0,6.0,2.0,6.0,11.0,9.0,261
2.0,33,0.0,0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,10.0,262
0.0,58,1.0,0,2.0,5.0,1.0,0.0,3.0,3.0,5.0,3.0,263
1.0,62,0.0,0,2.0,5.0,2.0,6.0,2.0,6.0,8.0,9.0,264
2.0,27,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,0.0,8.0,265
2.0,18,1.0,0,2.0,3.0,2.0,3.0,2.0,6.0,5.0,4.0,266
2.0,46,1.0,0,2.0,5.0,6.0,6.0,2.0,6.0,5.0,9.0,267
2.0,32,0.0,0,0.0,2.0,2.0,6.0,2.0,3.0,5.0,9.0,268
1.0,49,0.0,0,2.0,2.0,6.0,6.0,2.0,7.0,5.0,9.0,269
0.0,40,0.0,12,2.0,2.0,2.0,0.0,2.0,6.0,5.0,9.0,270
0.0,32,0.0,0,2.0,5.0,6.0,6.0,3.0,4.0,5.0,10.0,271
1.0,24,0.0,0,2.0,5.0,4.0,0.0,2.0,6.0,5.0,6.0,272
2.0,35,0.0,0,2.0,7.0,2.0,6.0,2.0,3.0,9.0,4.0,273
1.0,26,0.0,0,2.0,7.0,6.0,6.0,2.0,7.0,13.0,9.0,274
0.0,22,0.0,0,2.0,0.0,2.0,6.0,2.0,3.0,13.0,9.0,275
0.0,28,0.0,0,2.0,2.0,2.0,6.0,2.0,3.0,8.0,9.0,276
1.0,24,0.0,0,2.0,2.0,2.0,6.0,2.0,7.0,5.0,9.0,277
2.0,30,1.0,0,2.0,5.0,6.0,6.0,2.0,7.0,0.0,9.0,278
1.0,31,0.0,0,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,279
0.0,37,1.0,0,2.0,5.0,2.0,0.0,3.0,3.0,0.0,10.0,280
1.0,39,2.0,23,2.0,5.0,2.0,6.0,2.0,3.0,5.0,3.0,281
0.0,315,1.0,0,2.0,2.0,2.0,0.0,2.0,3.0,13.0,7.0,282
0.0,35,0.0,12,2.0,5.0,6.0,0.0,2.0,3.0,13.0,9.0,283
2.0,50,0.0,25,2.0,7.0,2.0,3.0,2.0,6.0,13.0,9.0,284
0.0,37,0.0,0,2.0,2.0,6.0,0.0,2.0,6.0,8.0,9.0,285
2.0,25,0.0,25,2.0,2.0,6.0,6.0,2.0,3.0,11.0,9.0,286
0.0,1008,0.0,0,2.0,2.0,2.0,3.0,2.0,8.0,13.0,10.0,287
1.0,49,1.0,0,2.0,2.0,6.0,6.0,2.0,3.0,0.0,9.0,288
1.0,29,0.0,0,2.0,5.0,6.0,3.0,2.0,6.0,5.0,9.0,289
1.0,59,0.0,0,2.0,5.0,2.0,6.0,2.0,3.0,5.0,9.0,290
1.0,21,1.0,0,2.0,2.0,2.0,6.0,2.0,3.0,13.0,9.0,291
1.0,44,0.0,0,2.0,2.0,2.0,3.0,3.0,7.0,13.0,9.0,292
2.0,29,0.0,0,2.0,2.0,4.0,6.0,2.0,6.0,11.0,9.0,293
1.0,22,0.0,0,2.0,5.0,2.0,6.0,2.0,6.0,5.0,9.0,294
2.0,40,1.0,0,2.0,2.0,6.0,5.0,2.0,3.0,0.0,9.0,295
2.0,32,1.0,0,2.0,2.0,2.0,0.0,2.0,7.0,13.0,5.0,296
0.0,27,0.0,0,2.0,2.0,6.0,0.0,2.0,6.0,5.0,5.0,297
1.0,1458,0.0,0,2.0,5.0,12.0,3.0,2.0,8.0,5.0,6.0,298
2.0,21,0.0,0,2.0,6.0,2.0,3.0,2.0,6.0,11.0,9.0,299
2.0,27,0.0,25,2.0,2.0,2.0,6.0,2.0,6.0,5.0,9.0,300
