action,action_type,action_detail,device_type,secs_elapsed,user_id,session_id
118,3.0,101,6.0,15187,979,280
158,7.0,57,6.0,9543,979,281
158,7.0,57,6.0,39369,979,282
158,7.0,57,6.0,295,979,283
74,3.0,34,8.0,994,180,284
31,6.0,20,8.0,1228,180,285
159,3.0,93,8.0,1909,180,286
49,2.0,19,8.0,16160,180,287
74,3.0,34,8.0,3289,180,288
74,3.0,34,6.0,4729,78,289
165,3.0,78,6.0,58,78,290
56,7.0,26,6.0,726,78,291
23,2.0,17,6.0,953,78,292
183,6.0,85,6.0,8483,78,293
23,2.0,17,6.0,51,78,294
132,0.0,0,6.0,995,78,295
23,2.0,17,6.0,1029,78,296
104,7.0,4,6.0,3444,78,297
154,2.0,99,6.0,13896,78,298
158,7.0,57,11.0,18353,390,299
156,0.0,0,11.0,37,390,300
153,2.0,99,11.0,866,390,301
46,2.0,17,11.0,31394,390,302
150,3.0,37,11.0,182,390,303
158,7.0,57,11.0,154,390,304
183,6.0,88,11.0,4746,390,305
158,7.0,92,11.0,810,390,306
183,6.0,87,11.0,2061,390,307
158,0.0,0,11.0,12808,390,308
32,6.0,26,8.0,1533,892,309
158,7.0,57,8.0,2137,892,310
49,2.0,19,8.0,28380,892,311
92,7.0,46,8.0,971,892,312
60,7.0,28,8.0,10373,892,313
33,6.0,43,8.0,4439,892,314
81,7.0,50,8.0,25014,892,315
118,3.0,101,8.0,45574,892,316
33,6.0,43,8.0,18437,892,317
118,3.0,101,8.0,19826,892,318
165,3.0,78,8.0,656,623,319
107,0.0,0,8.0,136,623,320
154,2.0,99,8.0,3566,623,321
23,2.0,17,8.0,1081,623,322
165,3.0,78,8.0,979,623,323
154,2.0,99,8.0,1424,623,324
165,3.0,78,8.0,167,623,325
158,7.0,57,8.0,854,623,326
158,7.0,57,8.0,3061,623,327
154,2.0,99,8.0,675530,623,328
81,7.0,99,8.0,2083,377,329
165,3.0,78,8.0,20,377,330
154,2.0,99,8.0,2613,377,331
118,3.0,101,8.0,776,377,332
154,2.0,99,8.0,1143,377,333
158,7.0,57,8.0,21680,377,334
158,7.0,57,8.0,11163,377,335
158,7.0,57,8.0,573,377,336
31,6.0,20,8.0,742,377,337
31,6.0,20,8.0,790,377,338
158,7.0,57,10.0,396,945,339
158,7.0,57,8.0,629,945,340
154,2.0,99,8.0,24846,945,341
91,7.0,92,10.0,0,945,342
158,7.0,57,8.0,392,945,343
133,0.0,0,0.0,187,945,344
44,2.0,19,8.0,21704,945,345
158,7.0,57,8.0,406,945,346
158,7.0,57,8.0,424,945,347
56,7.0,26,8.0,702,945,348
6,0.0,0,2.0,49,801,349
44,7.0,97,2.0,2880,801,350
183,6.0,86,2.0,2283,801,351
158,7.0,92,2.0,140,801,352
6,0.0,0,0.0,62,801,353
183,6.0,86,2.0,2657,801,354
81,0.0,0,2.0,219,801,355
183,6.0,85,2.0,432,801,356
158,7.0,57,6.0,460,849,357
23,2.0,17,6.0,600,849,358
118,3.0,101,6.0,694,849,359
165,3.0,78,6.0,105,849,360
154,2.0,99,6.0,5349,849,361
158,7.0,57,6.0,30959,849,362
81,7.0,99,6.0,5891,849,363
154,2.0,99,6.0,1675,849,364
31,6.0,20,6.0,494,849,365
158,7.0,57,6.0,174,849,366
187,0.0,0,6.0,30179,181,367
60,7.0,28,6.0,39714,181,368
116,1.0,62,6.0,7913,181,369
147,7.0,60,6.0,2922,181,370
147,7.0,60,6.0,381,181,371
178,7.0,104,6.0,29483,181,372
147,6.0,65,6.0,13793,181,373
49,2.0,19,6.0,43804,181,374
147,7.0,60,6.0,693,181,375
147,7.0,60,6.0,797,181,376
165,3.0,78,6.0,82,665,377
118,3.0,101,6.0,1477,665,378
16,0.0,0,6.0,17843,665,379
158,7.0,57,6.0,8236,665,380
73,0.0,0,6.0,334,665,381
118,3.0,101,6.0,1685,665,382
158,7.0,92,6.0,30577,665,383
179,3.0,84,6.0,470976,665,384
183,6.0,87,6.0,288053,665,385
154,2.0,99,6.0,24448,665,386
133,7.0,50,8.0,12139,201,387
112,7.0,7,8.0,39883,201,388
133,7.0,50,8.0,13342,201,389
103,7.0,1,8.0,9168,201,390
81,0.0,0,8.0,33785,201,391
105,7.0,2,8.0,12761,201,392
54,6.0,24,8.0,235105,201,393
74,0.0,0,8.0,21859,201,394
158,7.0,56,8.0,4116,201,395
56,7.0,26,8.0,88212,201,396
81,7.0,49,11.0,3688,901,397
153,2.0,99,11.0,19779,901,398
103,6.0,53,11.0,845,901,399
118,2.0,84,11.0,6312,901,400
148,3.0,41,11.0,15601,901,401
153,2.0,99,11.0,12790,901,402
6,0.0,0,11.0,219539,901,403
153,2.0,99,11.0,2506,901,404
79,7.0,41,11.0,11651,901,405
153,2.0,99,11.0,9472,901,406
118,3.0,101,8.0,1113,225,407
23,2.0,17,8.0,44,225,408
145,0.0,0,8.0,15,225,409
81,7.0,59,8.0,16568,225,410
183,6.0,85,8.0,0,225,411
23,2.0,17,8.0,22,225,412
81,7.0,99,8.0,1071,225,413
56,7.0,26,8.0,674,225,414
81,7.0,99,8.0,900,225,415
23,2.0,17,8.0,66,225,416
137,0.0,0,8.0,420,254,417
36,0.0,0,8.0,4357,254,418
135,0.0,0,8.0,668,254,419
128,0.0,0,8.0,20129,254,420
74,3.0,34,8.0,576,254,421
31,6.0,20,8.0,884,254,422
147,7.0,60,6.0,794,325,423
38,7.0,12,6.0,148441,325,424
54,6.0,24,6.0,167768,325,425
54,6.0,24,6.0,332815,325,426
187,0.0,0,6.0,14064,325,427
116,1.0,62,6.0,8149,325,428
154,2.0,99,6.0,3079,183,429
81,7.0,99,6.0,31631,183,430
165,3.0,78,6.0,167,183,431
23,2.0,17,6.0,216,183,432
154,2.0,99,6.0,57421,183,433
154,2.0,99,6.0,67770,183,434
154,2.0,99,6.0,3713,183,435
154,2.0,99,6.0,2962,183,436
165,3.0,78,6.0,123,183,437
158,7.0,57,6.0,14317,183,438
147,7.0,60,6.0,2309,332,439
158,7.0,57,6.0,4703,332,440
5,0.0,0,6.0,14868,332,441
147,7.0,60,6.0,1281,332,442
81,7.0,99,6.0,1437,332,443
54,0.0,0,6.0,76363,332,444
39,0.0,0,6.0,2811,332,445
81,7.0,99,6.0,1465,332,446
118,3.0,101,6.0,1102,332,447
141,6.0,71,6.0,932,332,448
154,2.0,99,6.0,123,513,449
23,2.0,17,6.0,728,513,450
158,7.0,57,6.0,9820,513,451
118,3.0,101,6.0,30,513,452
60,7.0,28,6.0,1324,513,453
101,0.0,0,6.0,172,513,454
154,2.0,99,6.0,67208,513,455
23,2.0,17,6.0,903,513,456
154,2.0,99,6.0,7005,513,457
158,7.0,57,6.0,279712,513,458
183,6.0,85,6.0,11774,110,459
165,3.0,78,6.0,401,110,460
23,2.0,17,6.0,1164,110,461
118,3.0,101,6.0,962,110,462
13,0.0,0,6.0,48,110,463
159,3.0,93,6.0,900,110,464
23,2.0,17,6.0,596,110,465
118,7.0,101,6.0,639,110,466
165,3.0,78,6.0,582,110,467
158,7.0,57,6.0,16282,110,468
104,0.0,0,8.0,1749,961,469
81,7.0,50,8.0,585,961,470
23,2.0,17,8.0,1388,961,471
160,7.0,75,8.0,144445,961,472
118,3.0,101,8.0,1362,961,473
111,0.0,0,8.0,69,961,474
81,7.0,99,8.0,128,961,475
23,2.0,17,8.0,493,961,476
154,2.0,99,8.0,15560,961,477
183,6.0,85,8.0,8203,961,478
10,0.0,0,8.0,51,170,479
165,3.0,78,8.0,111,170,480
133,7.0,50,8.0,3221,170,481
154,2.0,99,8.0,8092,170,482
154,2.0,99,8.0,4783,170,483
158,7.0,57,8.0,14579,170,484
23,2.0,17,8.0,923,170,485
158,7.0,57,8.0,16669,170,486
154,2.0,99,8.0,2172,170,487
154,2.0,99,8.0,617,170,488
158,7.0,57,10.0,6547,151,489
158,7.0,57,10.0,338255,151,490
54,6.0,24,10.0,83218,151,491
93,1.0,58,10.0,0,151,492
133,7.0,50,10.0,3643,151,493
147,7.0,60,10.0,358,151,494
133,7.0,50,10.0,7929,151,495
74,3.0,34,8.0,3223,151,496
54,6.0,24,10.0,17340,151,497
147,7.0,60,10.0,648,151,498
154,2.0,99,6.0,26446,842,499
60,7.0,28,6.0,5132,842,500
187,0.0,0,6.0,29149,842,501
39,7.0,13,6.0,6578,842,502
118,3.0,101,6.0,1875,842,503
158,7.0,92,6.0,48066,842,504
183,6.0,85,6.0,126629,842,505
60,7.0,28,6.0,8393,842,506
159,3.0,93,6.0,1648,842,507
56,7.0,26,6.0,1976,842,508
74,3.0,34,6.0,414,678,509
158,7.0,57,6.0,22969,81,510
9,2.0,14,6.0,23,81,511
118,3.0,101,6.0,67774,81,512
23,2.0,17,6.0,584,81,513
9,2.0,14,6.0,977,81,514
88,0.0,0,6.0,23645,81,515
31,6.0,20,6.0,842,81,516
118,3.0,101,6.0,1019,81,517
118,3.0,101,6.0,1138,81,518
165,3.0,78,6.0,219,81,519
14,0.0,0,8.0,31610,965,520
178,7.0,104,8.0,10256,965,521
74,3.0,34,8.0,938,965,522
49,2.0,19,8.0,25347,965,523
86,0.0,0,8.0,74118,965,524
2,4.0,43,8.0,28366,965,525
86,0.0,0,8.0,61722,965,526
74,3.0,34,8.0,2800,965,527
56,6.0,26,8.0,22145,965,528
49,2.0,19,8.0,40239,965,529
81,7.0,99,8.0,1469,653,530
118,3.0,101,8.0,5079,653,531
154,2.0,99,8.0,1709,653,532
154,2.0,99,8.0,471,653,533
183,6.0,85,8.0,21143,653,534
154,2.0,99,8.0,325,653,535
154,2.0,99,8.0,2410,653,536
154,2.0,99,8.0,8145,653,537
81,7.0,99,8.0,1405,653,538
23,2.0,17,8.0,776,653,539
49,2.0,19,11.0,84616,165,540
54,6.0,26,6.0,19211,165,541
81,7.0,99,8.0,12236,165,542
158,7.0,92,6.0,945,165,543
86,0.0,0,6.0,77197,165,544
13,0.0,0,6.0,27473,165,545
56,6.0,26,6.0,7072,165,546
79,0.0,0,6.0,93827,165,547
81,7.0,99,6.0,40589,165,548
56,7.0,26,11.0,600,165,549
43,0.0,0,6.0,6893,709,550
97,7.0,95,6.0,11013,709,551
60,7.0,28,6.0,667,709,552
165,3.0,78,6.0,29785,709,553
154,2.0,99,6.0,18162,709,554
36,0.0,0,6.0,43592,709,555
133,7.0,50,6.0,1002,709,556
145,6.0,68,6.0,1125,709,557
60,7.0,28,6.0,31559,709,558
165,3.0,78,6.0,436,709,559
81,7.0,99,10.0,32876,864,560
56,7.0,26,10.0,433,864,561
74,3.0,34,10.0,2509,864,562
81,7.0,99,10.0,35845,864,563
178,7.0,104,10.0,9640,864,564
158,7.0,57,10.0,4445,864,565
165,3.0,78,10.0,759,864,566
23,2.0,17,10.0,919,864,567
147,7.0,60,10.0,435,864,568
147,6.0,63,10.0,43734,864,569
154,2.0,99,6.0,27207,127,570
23,2.0,17,6.0,657,127,571
23,2.0,17,6.0,561,127,572
154,2.0,99,6.0,3853,127,573
23,2.0,17,6.0,687,127,574
81,7.0,99,6.0,11536,127,575
118,3.0,101,6.0,808,127,576
11,0.0,0,6.0,171464,127,577
165,3.0,78,6.0,181,127,578
158,7.0,57,6.0,9879,127,579
180,3.0,84,11.0,382,698,580
158,7.0,92,11.0,105,698,581
56,0.0,0,11.0,1855,698,582
147,7.0,42,11.0,213,698,583
91,7.0,92,11.0,1098,698,584
158,7.0,92,11.0,376,698,585
118,3.0,101,11.0,894,698,586
44,7.0,97,11.0,2416,698,587
36,0.0,24,10.0,69172,698,588
6,0.0,0,11.0,50,698,589
31,6.0,20,8.0,444,796,590
118,3.0,101,6.0,753,558,591
118,3.0,101,6.0,77,558,592
165,3.0,78,6.0,71,558,593
183,6.0,85,6.0,9166,558,594
158,7.0,57,6.0,8745,558,595
154,2.0,99,6.0,25643,558,596
183,6.0,85,6.0,68968,558,597
118,3.0,101,6.0,107,558,598
74,3.0,34,6.0,219,558,599
118,3.0,101,6.0,690,558,600
39,7.0,12,6.0,51058,654,601
158,7.0,57,6.0,20918,654,602
165,3.0,78,6.0,497,654,603
187,0.0,0,6.0,14466,654,604
81,0.0,0,6.0,975,654,605
118,3.0,101,6.0,32,654,606
37,0.0,0,6.0,52209,654,607
158,7.0,57,6.0,14982,654,608
118,3.0,101,6.0,1474,654,609
118,3.0,101,6.0,28,654,610
150,3.0,41,11.0,58,695,611
158,7.0,57,11.0,3707,695,612
158,7.0,92,11.0,1365,695,613
183,6.0,87,11.0,4809,695,614
150,3.0,41,11.0,8272,695,615
6,0.0,0,11.0,178,695,616
158,7.0,92,11.0,50,695,617
150,3.0,41,11.0,39,695,618
166,3.0,95,11.0,0,695,619
158,7.0,92,11.0,232,695,620
44,0.0,0,8.0,4087,233,621
147,7.0,60,8.0,1523,233,622
158,7.0,57,8.0,1649,233,623
74,3.0,34,8.0,0,233,624
158,7.0,57,8.0,355,233,625
74,3.0,34,8.0,3893,233,626
49,2.0,19,8.0,73142,233,627
74,3.0,34,8.0,2513,233,628
74,3.0,34,8.0,3059,233,629
55,6.0,26,8.0,0,233,630
118,3.0,101,6.0,60,529,631
183,6.0,85,10.0,500,529,632
154,2.0,99,6.0,22203,529,633
154,2.0,99,10.0,24040,529,634
158,7.0,57,10.0,52,529,635
158,7.0,57,10.0,1995,529,636
34,0.0,0,10.0,6215,529,637
23,2.0,17,10.0,1289,529,638
102,7.0,98,10.0,44172,529,639
158,7.0,57,10.0,5566,529,640
165,3.0,78,8.0,84,921,641
81,7.0,50,8.0,2827,921,642
23,2.0,17,8.0,586,921,643
154,2.0,99,8.0,3173,921,644
81,7.0,99,8.0,9861,921,645
49,0.0,0,8.0,79830,921,646
81,7.0,99,8.0,125384,921,647
23,2.0,17,8.0,733,921,648
158,7.0,92,8.0,631,921,649
154,2.0,99,8.0,56990,921,650
158,7.0,57,8.0,19667,723,651
74,3.0,28,8.0,1542,723,652
56,7.0,26,8.0,593,723,653
23,2.0,17,8.0,1003,723,654
154,2.0,99,8.0,26556,723,655
158,7.0,57,8.0,31343,723,656
9,2.0,14,8.0,6056,723,657
23,2.0,17,8.0,782,723,658
154,2.0,99,8.0,5799,723,659
43,6.0,23,8.0,1916,723,660
56,7.0,26,8.0,1779,472,661
49,2.0,19,8.0,322568,472,662
147,7.0,60,8.0,1181,472,663
147,7.0,60,8.0,1726,472,664
147,7.0,60,8.0,1606,472,665
56,7.0,26,8.0,1361,472,666
81,7.0,50,8.0,681,472,667
147,7.0,60,8.0,886,472,668
16,0.0,0,8.0,126252,472,669
147,7.0,60,8.0,2003,472,670
74,3.0,34,10.0,744,804,671
118,3.0,101,10.0,56,804,672
116,0.0,0,10.0,12354,804,673
91,0.0,0,10.0,14154,804,674
91,2.0,52,6.0,16482,216,675
133,7.0,50,6.0,4294,216,676
146,2.0,71,6.0,549,216,677
129,0.0,0,6.0,466,216,678
78,0.0,0,6.0,674,216,679
88,0.0,0,6.0,47714,216,680
147,7.0,60,6.0,3938,216,681
116,1.0,62,6.0,1960,216,682
147,7.0,60,6.0,3201,216,683
78,0.0,0,6.0,6634,216,684
19,0.0,0,6.0,671,454,685
187,0.0,0,6.0,16603,454,686
88,0.0,0,6.0,26871,454,687
88,0.0,0,6.0,38308,454,688
74,3.0,34,6.0,3699,454,689
60,7.0,28,6.0,153925,454,690
49,2.0,19,6.0,267,454,691
54,6.0,24,6.0,23494,454,692
19,0.0,0,6.0,584,454,693
91,0.0,0,6.0,3025,454,694
154,2.0,99,6.0,17272,5,695
23,2.0,17,6.0,920,5,696
132,0.0,0,6.0,717,5,697
36,0.0,0,6.0,2849,5,698
158,7.0,57,6.0,6158,5,699
154,2.0,99,6.0,4133,5,700
50,6.0,53,6.0,7548,5,701
118,3.0,101,6.0,616,5,702
56,0.0,0,0.0,55899,5,703
54,0.0,0,6.0,22861,5,704
158,7.0,57,8.0,5855,461,705
81,7.0,99,8.0,1301,461,706
165,3.0,78,8.0,104,461,707
165,3.0,78,8.0,65,461,708
33,6.0,43,8.0,3729,461,709
165,3.0,78,8.0,17,461,710
158,7.0,57,8.0,6471,461,711
81,7.0,99,8.0,223,461,712
118,7.0,99,8.0,3423,461,713
118,3.0,101,8.0,1105,461,714
118,3.0,101,6.0,8355,356,715
158,7.0,57,6.0,480,356,716
31,6.0,20,6.0,669,356,717
23,2.0,17,6.0,61,356,718
118,3.0,101,6.0,3145,356,719
23,2.0,17,6.0,66,356,720
23,2.0,17,6.0,726,356,721
165,3.0,78,6.0,604,356,722
23,2.0,17,6.0,509,356,723
81,7.0,50,6.0,8142,356,724
166,0.0,0,11.0,1477,854,725
183,0.0,0,11.0,770,854,726
158,0.0,0,11.0,164,854,727
158,0.0,0,11.0,106,854,728
158,0.0,0,11.0,21730,854,729
158,0.0,0,11.0,5980,854,730
158,0.0,0,11.0,71,854,731
158,0.0,0,11.0,115,854,732
103,0.0,0,11.0,223,854,733
158,0.0,0,11.0,2253,854,734
154,2.0,99,8.0,432,270,735
118,3.0,101,8.0,1744,270,736
154,2.0,99,8.0,9225,270,737
158,7.0,57,8.0,885,270,738
118,3.0,101,8.0,1571,270,739
23,2.0,17,8.0,1966,270,740
118,3.0,101,8.0,52,270,741
165,3.0,78,8.0,1237,270,742
158,7.0,57,8.0,497,270,743
74,3.0,34,8.0,274,270,744
158,7.0,57,11.0,1873,998,745
150,3.0,41,11.0,69,998,746
153,2.0,99,11.0,20485,998,747
92,7.0,91,11.0,43,998,748
