household_id,individual_id,RELATE,SEX,AGE,MARST,RACE,CITIZEN,SPEAKENG,SCHOOL,EDUC,GRADEATT,SCHLTYPE,EMPSTAT,CLASSWKR,INCTOT,DISABWRK
96,1087397,0,1,30,0,4,0,3,1,7,0,1,1,2,16,1
96,1087398,1,0,20,0,4,2,3,2,2,4,2,1,2,2,1
96,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
97,1083992,0,1,33,5,0,2,3,1,6,0,1,1,2,16,2
97,1083993,2,1,9,5,0,0,3,2,1,3,2,0,0,0,0
97,1083994,2,0,5,5,0,0,4,2,0,2,3,0,0,0,0
98,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
98,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
98,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
99,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,10,2
99,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
99,1087399,2,0,7,5,1,0,2,2,1,3,2,0,0,0,0
100,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
100,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
100,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
100,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
101,1087397,0,1,30,0,8,0,2,1,6,0,1,1,2,15,1
101,1087398,1,0,20,0,4,0,2,1,2,0,1,1,2,6,1
101,1087399,2,0,2,5,4,0,0,0,0,0,0,0,0,0,0
102,1083397,0,1,38,0,4,3,3,1,7,0,1,1,2,22,1
102,1083398,1,0,29,0,4,3,3,1,6,0,1,1,2,6,1
102,1083399,2,1,7,5,4,3,3,2,1,3,2,0,0,0,0
102,1083300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
103,1087397,0,1,30,0,1,0,2,1,7,0,1,3,2,16,1
103,1087398,1,0,23,0,1,0,2,1,2,0,1,1,2,6,1
103,1087399,2,0,2,5,1,0,0,0,0,0,0,0,0,0,0
104,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
104,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
104,1087399,2,0,3,5,6,0,0,1,0,0,1,0,0,0,0
104,1087900,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
104,1087901,2,1,8,5,6,0,5,2,1,1,3,0,0,0,0
105,1024920,0,1,32,5,1,0,2,1,7,0,1,3,2,14,1
105,1024921,2,1,7,5,1,0,2,2,1,3,2,0,2,0,0
105,1024922,2,0,11,5,1,0,2,2,1,4,2,0,0,0,0
106,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,22,1
106,1087398,1,0,20,0,4,2,3,2,7,6,2,1,2,2,1
106,1087399,2,0,7,5,4,0,3,2,1,3,2,0,0,0,0
107,1083992,0,1,33,5,1,0,2,1,7,0,1,3,2,16,2
107,1083993,2,1,9,5,1,0,2,2,1,3,2,0,0,0,0
107,1083994,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0
108,1084377,0,1,28,5,1,0,2,1,7,0,1,1,2,20,2
108,1084378,7,1,23,5,1,0,2,1,9,0,1,1,2,6,1
109,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
109,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
109,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
109,1087900,2,1,8,5,6,0,3,2,1,3,2,0,0,0,0
110,1087397,0,1,30,0,4,2,3,1,7,0,1,1,2,20,1
110,1087398,1,0,20,0,4,3,3,1,2,0,1,1,2,2,1
110,1087399,2,0,2,5,4,3,3,2,1,3,2,0,0,0,0
110,1087300,2,1,8,5,4,0,3,2,1,3,2,0,0,0,0
110,1087301,2,1,1,5,4,0,0,0,0,0,0,0,0,0,0
111,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,10,2
111,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
111,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
112,1084367,0,1,23,5,0,0,2,1,7,0,1,1,2,20,2
113,1087397,0,1,30,0,6,2,3,1,6,0,1,1,2,16,1
113,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
113,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
114,1087397,0,1,30,0,6,2,3,1,5,0,1,1,2,16,1
114,1087398,1,0,23,0,6,2,3,1,2,0,1,1,2,2,1
114,1087399,2,0,7,5,6,0,3,2,1,3,2,0,0,0,0
114,1087300,2,1,9,5,6,0,3,2,1,3,2,0,0,0,0
114,1087301,2,1,3,5,6,0,0,1,0,0,1,0,0,0,0
115,1084377,0,1,28,5,0,0,2,1,7,0,1,1,2,20,1
116,1084920,0,1,43,0,0,2,3,1,6,0,1,1,2,20,1
116,1084921,1,0,37,0,0,3,3,1,6,0,1,1,2,40,1
116,1084922,2,0,14,5,0,0,3,2,2,5,2,0,0,0,0
116,1084923,2,1,11,5,0,0,2,2,2,4,2,0,0,0,0
116,1084924,2,0,7,5,0,0,2,2,1,3,2,0,0,0,0
